,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600660.SH,X601898.SH,X600688.SH,X600188.SH,X601991.SH,X002466.SZ,X600362.SH,X600795.SH,X601600.SH,X600886.SH,X600547.SH,X002460.SZ,X600516.SH,X300072.SZ,X600027.SH,X000898.SZ,X600352.SH,X600111.SH,X000553.SZ,X601992.SH,X600176.SH,X000825.SZ,X000786.SZ,X000709.SZ,X600299.SH,X600426.SH,X000792.SZ,X000408.SZ,X600808.SH,X000883.SZ,X600315.SH,X002110.SZ,X601158.SH,X000830.SZ,X000932.SZ,X601699.SH,X600801.SH,X600219.SH,X600489.SH,X600339.SH,X002271.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.250947718596168,0,0,0,0,0,0,0,0,0,0.0625231905239173,0,0,0,0,0.105986867727507,0,0,0,0,0,0,0,0.0314994170356712,0,0,0,0,0,0,0,0,0,0.148858568650791,0,0,0,0.0114232839200053,0,0,0,0,0.0483105175350672,0,0,0,0.010988916643791,0.00115046665769934,0,0.0203210964293628,-0.0127292297868621,0,0,0,0,0,0
X600028.SH,0.251879618363438,0,0.314269918554547,0,0,0,0,0,0,0,0,0,0,-0.038575568343513,0,0,0,0,-0.0814794958732738,0,0,0,0,0,0.0541379272651078,0,-0.126122341038092,0,-0.140335356151135,0,0,0,-0.0514966907065682,0.0612382681776902,0.0818955416165385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00157205061969635,0.0270180813770369,0,-0.0505974564799352,0,0.107384570304612,0,0
X601088.SH,0,0.247040234471016,0,0.28634486711392,0,0,-0.080808650743019,0,0,0,0,0.352594113490443,0,0.0294245417195887,0,0,0,0,0,0,-0.0499261237218006,0.0424527121396938,0,0,0,0,-0.0185898689050036,0,0,0,0.0434216504092415,0,0,0,0,-0.00345522705911543,0,0,0,0,0,0,0,0,-0.0965825963135362,0,0,0,0,0,0.00513365064578863,-0.0189066288033272,0,0,0,0,0,0
X600585.SH,0,0,0.60351972923459,0,0,0.0111618289919197,0,0,0,0,0,-0.0382477534732264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132454476634256,0,0,0,0,0,0,0,0.200351457026155,-0.0379723396318509,0,0.107308406665958,0,0,0.209859974969726,0,0,0,0.0778609791183566,0,-0.0475910750185256,0.0568507348075938,0,0.115038152900366,0,0,0,0
X600019.SH,0,0,0,0,0,0.114813319280064,0,0,0,0,0,0.404996798997709,0,0,0,0,0.0428386279509486,0,0,0,-0.0119201831113852,0,0,0,0,0,0,0,0.0110797925217461,0,0.0135700967975095,0,0,0,0,0,0.149270904846993,0,0.000809222504233709,0,0,0,0,0,0,0,0,0,0,0,-0.02197688141369,0.0905525950077947,0,0,0,0,0,0
X600309.SH,0,0,0,0.0333194417610247,0,0,0,0,0,0,0,0,0,-0.162088305784545,0,0,0,0,0,0,0,0,0,0,0,0,0.0171455770739999,0,0,0,0.0953888050965809,0,0.0522708236604432,0,0,0,0,0,0,0,0,0,0,0,0.0534353210453758,0,0,-0.0441356460561441,0,0,0.0893113806984659,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.00969417695651568,0,0,0,0,0,0,0,0,0,0,0.0118742870613609,0.0760825785772187,0.0306415872798677,0.0458904908536897,0.173448601255715,0,0,0,0,0.00340278215319776,0,0,0,0,0,0,0,0,0,0,0.0480951687497375,0,0,0,0,0,0,0,0,0.0270693316181887,0,0,0.0118442491605412,-0.0317277310898984,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.086650001435625,0,0,0,0,0.115154311165334,0,0.301920626275289,0,0,0,0,0,0.0411660065991043,0,-0.0592218616825563,0.310251533849891,0.55180067267778,0,0,0,-0.0891649965184234,0,0,0,0,0,0,0,-0.225871370430121,0,0.392654775742853,0,0,0,0,0,0,0,0,0,0,0.331660398922597,0,0,0.0227889645171221,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,-0.0480879112817223,-0.0335870530385844,0,0,0,0,0,0,0,0,0,0,-0.118390295960468,-0.324800923396361,0,0,0,0,0,0,0.249600097852183,0,0,1.73472347597681e-18,0.0410278982388745,0,0.130202927924515,0,-0.19678542571712,0.0719434335790977,0,0,0,0,-0.0752133982107332,0,0,0,0,0,0,0,0,0,0,0,-0.0334560418087916,0.0867297262290331,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0998640417643591,0,0,0,0,0.143247504638293,0,0,0,0,0,0.0288920005248764,0,0,0.0456971930959741,0,0,0,0,0.122705959491912,0,0.172330399268813,0.0781660240911015,0,0,0,0,0,0,0,0,0,0,0,0,0.025490871756673,0,0.0601132798396372,0,0,0,0,0,0.0567327080330135,-0.000511025437384538,0,0,0,0,0,0,0
