,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X600795.SH,X600585.SH,X601600.SH,X601898.SH,X601991.SH,X600157.SH,X600688.SH,X600362.SH,X600111.SH,X600188.SH,X600886.SH,X600027.SH,X601158.SH,X600352.SH,X600021.SH,X000883.SZ,X000027.SZ,X600309.SH,X600583.SH,X000060.SZ,X601992.SH,X000539.SZ,X000709.SZ,X000898.SZ,X000792.SZ,X600808.SH,X600489.SH,X000825.SZ,X600307.SH,X002470.SZ,X600098.SH,X002353.SZ,X000629.SZ,X600547.SH,X600660.SH,X600008.SH,X600578.SH,X002075.SZ,X600863.SH,X000831.SZ,X600219.SH,X600549.SH,X002004.SZ,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.704531539297997,0,0,0,0.0150945271570792,0,0,0,0,0,0,0,0,0,0,0,0,0.0166383807228434,0,0,0,0,0.211996191259253,0,0.0726738657494347,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.0160703689561842,0,0,0,0,0.00865828655068955,0,0,0.0118753882046176,0.0156291129796184,0,0,0,0,0,0
X600028.SH,0.587895471922345,0,0,0,0,0,0,0,0,0.201135326547953,0,0.053015406938204,0,0,0,0,0,0,0.00457808574039459,0,0,0,0,0,0,0,0,0,0,0.0140315968073374,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331705167633259,0,0,0,0,0,0,0,-0.00542000086660509,3.11414267106523e-05,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.291315093610539,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0991323345307898,0.148508776477897,0,0,0,0.0208169869332736,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297937063962607,0,0,0.0743265027676454,0.0114707449675978,0,0,0,-0.00649168959105657,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.0185328541685555,0.00322530534316557,0,0,0,0,0,0,0,0,0,0.256527271972664,0,0,0.0179036117591445,0,0,0.106781418021679,0,0,0.0533241300975062,0,0,0,0,0,0,0,0,0,0,0.193120220016221,-0.11443147723963,0,0.15843974155611,0,0,0,0,0,0.0138225892560718,0.0234607873823932,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.0921159111427689,0.0470977974354348,0,0,0,0,0,0.149163648522473,0.09353739979526,0,0,0.0413387519161856,0,0,0,0,0,0,0.113286869744732,0,0,0,0,0,0.0650218485238039,0,0,0,0,0,0,0,0,0.207607307698714,0,0,0,0,0,0,0,0,-0.0013527008901909,0.001702895573243,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0123732893590036,0.313893984483504,0,0,0,0,0,0,0.0931713827139548,0,0,0,0,0,0,0,0.00112616568538615,0,0,0,0.201158799924686,0.191197931031482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147699510678588,0,0.024981290420164,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0.0353100900512796,0.0892920981240758,0,0,0,0.134534755898809,0,0.0794196049113043,0.0635228959311906,0,0,0,0,0.104372492929252,0,0,0,0.0924257735442148,0,0,0,0,0,-0.0637474975408626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224431481410195,0,0.361644686368696,0,0,0,0,0,0,-4.2596171250849e-05,0.0171383713693371,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,1.73472347597681e-18,0,0,0.0345362568863228,0,0,0,0,0,0,0,0.277236174574659,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0302111528351557,0,0,0,0,0,0,0.056853505231156,0,0,0.088047906238243,0,0,0,0,0,0.00438485590244032,0,0,0,0,0,0
X601600.SH,0.0351979571877379,0,0.441802870548515,-6.93889390390723e-18,0,0,0.0219745413663744,0,0,0.13108374346313,0.000347397688830214,4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0651056866393499,0,0,0,0,0.0101673257205162,0,0,0,0,0,0.109762611444884,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154450169602821,0,0,-0.229179883739939,0,0,-0.0217162819396312,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.0216826765159241,0,0,0.0410162995472192,0,0.267227748323345,0,0,0,0,0,0,0,0.0886655155819033,0,1.73472347597681e-18,0,0,0,0,0,0.0103281641673537,0,0,0.167227107854012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232822909620539,0.0910639793038341,0,0,0,0,0,0
X601991.SH,0,0,0,0,0.386034589831255,0,0,0,0,0.302178129786014,0,0,0,0,0,0,0,0,0,0,0.11268301605737,0,0.0892181953597494,0.025847536890856,0.104163710657928,0,0,0,0,0,0,0,0,0,0,0,0.0742123737420451,0,0,0,0,0,0.00880749312259784,0,0,0,0.043326338526144,0,0.00483466425694878,0,0,0,2.16840434497101e-19,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0.0419726927853,0,0,0.0340195898742494,0,0,0,0,0,0,0,0,0.274557473382728,0,0,0.0263703852106424,0,0,0,0.115812311484753,0,0,0,0,0,0,0,0,0,-0.0360655993854512,0,0.230547099779523,0,0,0.209504667061276,0,0,0,0,0.0294838266614619,0,0,0,0,0,0.229132174006243,0.0322868111919363,0.025737047975597,0,0,0,0,0,0
