,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600688.SH,X600795.SH,X601600.SH,X600547.SH,X600188.SH,X601991.SH,X600157.SH,X600027.SH,X600111.SH,X600362.SH,X600886.SH,X002466.SZ,X600623.SH,X601992.SH,X000792.SZ,X600489.SH,X600309.SH,X600299.SH,X600660.SH,X300072.SZ,X600549.SH,X002075.SZ,X601158.SH,X600583.SH,X000883.SZ,X000709.SZ,X600352.SH,X000723.SZ,X000898.SZ,X002407.SZ,X000539.SZ,X000983.SZ,X000027.SZ,X002470.SZ,X002460.SZ,X000630.SZ,X000012.SZ,X600176.SH,X000060.SZ,X000761.SZ,X600021.SH,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0952928203666405,0,0,0,4.33680868994202e-19,0,0,0,0.0479325397732686,0,0,0,0,0,0,0,0.145309260566062,0,0,0,-0.0110513718947791,-0.0142987834531056,0,0.013680060809159,0,0,0,-0.038204204281538,0,0,0,0,0,0.0228395316675483,-0.0476231637764803,0,0,0,0,0,0,0,0,0,0.0122350406019505,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.184729651224938,0,0,-0.00181399328242169,0.000399132241568558,0,-0.0356814922398259,0,0,0,0,0,0,0,0.0257328196374575,0,0.0655317122880238,0,0,0,8.67361737988404e-19,0,0,0.110795622464353,0,0,0.00843893420539731,-0.0838812998218415,0,-0.0107710245065041,0,0,0,0.0118993419005126,0,0,0,0,0,0,0,0,0,0,0.00904698526267532,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0340500811354652,0,0,0.238578243837775,0,0,0,-0.0205053143872495,0,0,0.0109310244556017,0,1.73472347597681e-18,0,0,0,0.00537328603585962,0,0,0,0,0,0,0,0.0376820415425555,0,0,0,0,0,0,0.0468025615918026,0,0,0,0.0577665665980641,0,0,0,0,0,0,0,0,0,0,0,0,0.0196995034084337,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0975320836882588,0,0.102028245922083,0,0.00333937741592534,-0.0260811923944375,0,0,0,0,0.0449351543929074,0,0,0.00950052165932994,0,0,0,0,0,0,0,0,0.0106325242510302,-0.0156491544684718,0.0333688510160887,0,0,0,0,0,0,0.0129138702382785,0,0,0.16113853965963,0,0,0,0,0.10482088725158,0,0,0,0,0,-0.0292460297766521,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0777581993908998,0,0,0,0,0,0.408582271324179,0,0,0,0.0107017243214937,0,0,0,0,0.0248889920475061,0,0.00288487253626579,8.67361737988404e-19,0,0,0,0,0,0,0.118177358350228,0,0.00869505829978289,0,0,0,0.0301937588994887,0,0,0,0,0,0,0,0.08533038289778,0,-0.0298552392943963,0,0,-0.0207766800104858,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0314765292842201,0,0,0,0,0,0,0,0.0353515932100972,0,0,0,0.0226081472652118,0,0,-0.00489881674662594,0,0,0,0,0.0738935076760784,0,0.107567410516416,0,0,0.0219873077351054,0.0520819274896824,0.0327387860298597,0.0858461723101921,-0.0792250899645495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0850717308687256,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.0272284831885353,0,0,0.0507384562079772,0,0.218138995517549,0,0,-0.226331605286863,0,0,0,0,0.0720587086754819,0.226295099634064,0,0,0.101076912987428,-0.00514754114121476,0,0,0,0,0,0,0,-0.0584725449158437,0,0,0,0,0.293195163642841,0,0,-0.0755865511917308,0,-0.136593952712903,0,0,0,-0.0686806433191579,0.0533254538292829,0.0911887476140546,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0817228842160198,0,0.0805661219419684,0,0,0,0,0,0,0,0,0,0,0,0.118071236981867,0,0,0,0,0.0957697844650712,0.0128904746018661,0.0291782514350132,0,0,0,0,0.0670404592209362,0.0861559860985599,0,0,0,0.142774363900415,0,0,0.0220058619055243,0,0,0.0110690335277805,0,0.114923412457827,0,0,0,0,0.00711563072079189,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202289473238291,0,0,0,0,0,0.0305824048939294,0,0,0,0,0.119254927948854,0,0.27830192810096,0.0651907966267255,0.13360901263629,0,0.0538257633225405,0.137525209177263,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0919773861688098,0,0,0,0,-0.0455528184700668,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.0828396707617185,0,0,0,0,0,0.086183824506806,0,0,0,0.0626753770921268,0,0,0,0,0,0,0,0,0.0533110961864153,0,0.0426608247727759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00442799992148782,0,0,0.0101804844546106,0,0,0,0,0,0,0.0308708300157344,0,0,0,0,0,0
