,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600547.SH,X600688.SH,X600188.SH,X600795.SH,X601600.SH,X601991.SH,X300072.SZ,X600157.SH,X600362.SH,X600027.SH,X600309.SH,X600111.SH,X600886.SH,X601992.SH,X600660.SH,X600489.SH,X600623.SH,X002466.SZ,X601158.SH,X600299.SH,X000723.SZ,X000792.SZ,X002075.SZ,X000709.SZ,X000408.SZ,X000898.SZ,X000959.SZ,X600583.SH,X000883.SZ,X000983.SZ,X600352.SH,X600549.SH,X000539.SZ,X600176.SH,X000027.SZ,X000630.SZ,X600021.SH,X600126.SH,X601699.SH,X002470.SZ,X000012.SZ,X002460.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0548285638267956,0,0,0,0.00965603691271835,0,0,0.055661049764884,0,0,0,0,0,0,0.0422063462908142,0,0,0,0,0,0,0,0,0,0,0.0341718149629634,0,0,-0.0365668377936822,0.0694490911077784,0,0,-0.011219404554898,0,0,0,0,0.0537197710601265,0,0,0,0,0,0.00446683453199202,0,0,0,0.005015580545015,0,-0.00670268690875804,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.100187950671712,0,0.0115684324935065,0,0,0,0,0,0.0673417675414414,0,0,0,-0.024461329598009,0,0,0,0,0,0,0,-0.0183587815332192,0,0,0,-0.0213217753478435,0,0,0,0,0,0,0.0810727531907233,0,0,0,0,0,0,0,0,0,0,0.083024333348136,0.0433542271228457,0,-0.0171877423002848,0.0148143221771254,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.136488988430661,0,0.0843986801477925,0.0591416104407038,0,0,0,0.0212415888150401,0,0,0,0.0722720511430121,0,0,0.0433774383373088,0,0,0,0,0,0,0,0,0,0,0,0,0.0490561742366714,0,0,0,0,-0.0261647036411055,0,0,0,0,0,0.0538529103826941,0,0,-0.00697949939951114,0,0,0.0217666221187545,0.0626762369911478,0,0,0,0.0058910078843565,0,0
X600011.SH,0,0,0,0,0,0,0.0415944094107601,0,0,0,0.065200255784112,0,0,0,0.0208443362490409,0,0,0.075284637587326,0,0,0.0976143050028892,0,0,0,-0.0422256461851754,0,-0.00535400476793133,-0.142256471211115,0,0,0,0,0,0,-0.00929879620945599,0,0,0,0.177628735990782,0,0,0,0,0,0,0.0231001023271311,0,0,-0.110449033422369,0.0776461535621899,0,0,0.00874038907237457,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0125032595792686,0,0,0,0.0324297102420301,0,0,0,0,0.112943927832513,0.130567583280233,0,0,0,0,0,0.0261416704399295,0,0,0.150501460828913,0,0,0,0.00994040740002235,0.0201030065297332,0,0,0.07570895467555,0,0.0737768332899051,0,0,0,0,0,0.0227556366119966,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.370982097979687,0,0,0,0,0,0,0,-0.0428789880851741,0,0,0,0.124352332287887,0,0,0,0,0,0,0.0814611726525598,0,0,0,-0.0872358954964872,0,0,0.141185145285858,0,0.126029885816254,0,0,-0.102989434292855,0,0,0,0,0,0,0,0.0401837136715568,0,0,0,0,0,0.04506083904849,-0.100094965143416,-0.122194165311039,0,0,0,0,0
X600585.SH,0,0.472438712581935,0,0,0,0.0509891830983536,0,0.0499540451839995,0,0,0.149351311917281,0,0,0,0.0341742081605595,0,0,0,0.041039119507884,0,0,0.121187441228068,0.0373898683939076,0,0,0,0,0,0,0,-0.216312150032937,0,0,0.0648648360413297,0,0,0,-0.0191669239929456,0.108855062192922,0,0,0,0,0,0,0.0166528474470141,0,0,0,0,0,0.0923101356305079,-0.0469493406205116,0,0,0,-0.189566151488319,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606873179472014,0,0,0,0,0,0,0,0,0.0648789086360118,0.0449383293714316,0,0.0583295224381945,0,0,0,0,0,0,0,0.0117700446812445,0,0,0,0,-0.208176608919192,0,0,0,0,0,0.0497565800765318,0.309763643277594,0,0.254649131863915,0,0,0.049251883872417,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,-0.0129815839885947,0,0,0,0,0,0,0,0,0,0,0,0,0.884199685316121,0.0420357449834651,0,0,0,0,-0.168602060769272,-0.0538146227418694,0,-0.0407599056479179,0,0,0,0,0,0,0.0760884896432081,0,0,0,0,-0.667946577953416,0,0,0.230169825272288,0,0,0,0,0.038372940819142,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166128280883034,0,0.0708040752871369,0,0.0100721455368777,0,0,0,0.0505454701545583,0.00546584679144017,0,0,0.0336488904317298,0,0,0,0,0,0,0,0,0,0,0.101696633168792,0,0,0,0,0.314103696382844,0,0,0.0342339685541486,0,0.155946113712025,0.0306274303218392,0.011323145293881,0,0,0,0.0249275033385618,0,0,0,0,0
