,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600352.SH,X601600.SH,X601898.SH,X600547.SH,X601991.SH,X600660.SH,X000723.SZ,X600688.SH,X600188.SH,X600886.SH,X600362.SH,X600795.SH,X600516.SH,X601992.SH,X600027.SH,X600801.SH,X000898.SZ,X002466.SZ,X600176.SH,X600111.SH,X000990.SZ,X002460.SZ,X000709.SZ,X000786.SZ,X600299.SH,X600219.SH,X000629.SZ,X002271.SZ,X000553.SZ,X002110.SZ,X600808.SH,X000825.SZ,X600489.SH,X601158.SH,X600583.SH,X600985.SH,X600339.SH,X000630.SZ,X000883.SZ,X600157.SH,X600426.SH,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.0223339386538521,0,0.0224088766246744,0,0,0,0,0,0,0,0,-0.0265730335652959,0,0,0,0.153605419927882,0,0.028360386369868,0,0,0,0,0,0,0.0380562895499426,0,0,0,0,0,0,0,0,0.00555031317565617,0,0,0,0,0,0,0.115282663492297,0.00815317467395365,0,0,0,0,0,0,-0.00913894667757344,-0.00227681692053506,0,0,0,0,0,0
X600028.SH,0,0,0.134019417876047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141346377807005,0,0,0,0,0.0287869381973808,0,0,0,0,0.0374053318447077,-0.00732162651964688,0,0.0812855027716945,0,0,0,0.0571281659946254,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189642262211937,0,0.00455815361813387,-0.0173929454977514,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0487634941662054,0,0.129305029121561,-0.152657796940031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318249131897876,0,0,0,0.047422093133597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359131836194286,0,0,0,0,0,0,-0.00930210147802675,0,0,0,-0.0796863445564324,0,0
X600585.SH,0,0,0,0,0,0.0896262640951781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485115042609817,0,0,0,0,-0.0103269514334242,0,0,0,0,0,0,0,0,0.049116909582956,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0144523694652425,0,0,0,0,0.000767036973774267,0,0
X600019.SH,0,0,0.0793855567324794,0,0,0.0850154989488554,0,0.123904334860233,0,0.0468428684785903,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176126377662632,0,0,0.0219752915664011,0.0211096045602039,0,0,0,0,0,0,0,0,0,0.147612871738204,0,0,0,0,0,0,0,0,0,0.0157211197697769,0,0.0884217460356446,0,-0.00100487309327692,0,0,0,0,0,0,0
X600309.SH,0,0,0,0.0846384249119942,0,0,0,0,0,0,0,0,0,0,0.102647953758956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255399783458938,0,0,0,0.014078297551171,0,0,0,0,0,0,0,-1.73472347597681e-18,0,-0.0390531914788468,0,0,0.471193723047106,0,0,-0.00682809513170397,0.0192174859825596,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0648025112205793,0,0,0,0,0.445461200993465,-0.0900155612101755,0,0.567015004411807,0,0,0,0,0,0,-0.00971855208041518,0,0.0580503128577202,0,0,0,0.00410532553807111,0,0,0,-0.0425708366743545,0,0,0,0,0,0,0,0,0,-0.0454015629251163,0,0.00465524014622291,0.0267070963847151,0,0,0,-0.0199470133724273,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0122872379396773,0,0,0,0,0,0,0,0.0163340096824157,0,0,0,0,0,0,0,0,0,0,0.302348077038216,-0.027299705502397,0,0,0,0,0.256043987618134,0.0479370062496018,0,0,0,0,0.0972642082597441,0,0,0,0,0,0,0,0.100741932474207,0,0.0470882795164604,0,0,-0.0345122297233532,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0.135892629703897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197905550060866,0.266225428098632,0,0.14112792096531,0,0,0,0,-0.0145336882680693,-0.0580137851538808,0,0,0.038289779664171,0,-0.0806622258686158,0.0774922379132608,0,0,0,0,0,0,0,0.160222118581939,0,0,0,0.053970606383539,0,-0.0252965821464035,0,0.0272926257306901,-0.0123462894252703,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.131108129187936,0,0,0,0,0,0,0.0247269068755537,0,0,0,0.190168147295005,0,0,0,0,0,0,0.0492412145151975,0,0,0,0.0486178426844413,0,0,0,0.271920427906737,0,0,0,0,0,0,0,0,0,0.0212335143960841,0.0196104228767086,0,0,0,0.152994713548139,0,0,-0.00843307287061523,-0.000192747597573726,0,0,0,0,0,0
