,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600547.SH,X600010.SH,X601600.SH,X601898.SH,X601991.SH,X600688.SH,X600660.SH,X600362.SH,X600886.SH,X600188.SH,X600352.SH,X600795.SH,X600111.SH,X000723.SZ,X600801.SH,X601992.SH,X000898.SZ,X600027.SH,X600176.SH,X600516.SH,X600489.SH,X000709.SZ,X002271.SZ,X002460.SZ,X000786.SZ,X000629.SZ,X002466.SZ,X000883.SZ,X600299.SH,X600219.SH,X000553.SZ,X601158.SH,X600808.SH,X000630.SZ,X600985.SH,X600583.SH,X601699.SH,X000027.SZ,X600426.SH,X000825.SZ,X600339.SH,X600612.SH,X002110.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0441763523664289,0,0,0,0,0,0,0,0,0,0.0447384478737375,0,0,0,0,0,0,0,-0.017440734102545,0.0586017801567561,0,0,0,0,0,0,0,0,0.0440796292525316,0,0,0.0473482019542261,0,0.0172744820983858,0,0,0.0426477491794734,-4.33680868994202e-19,0,0.0796072698964511,0.00278087798261657,0,0,0,0.0233619136578422,0,0,0,0,0.000566884608438084,0,0,0,0,0.0043447914006852,0,0
X600028.SH,0,0,0.174594997468047,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324323820538071,0.0198428074760163,0,0.0292996360448197,-0.00404483004078205,0,0,0,0,0,0,-0.0137309835234244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123425861510589,0,0.0847307160478343,0,0,-0.00248192667591658,0,-0.0313569314049458,0,0,0,-0.00493186592693346,0,0
X601088.SH,0,0,0,0,0.209955700451436,0.0914006872769688,0,0,0,0,0,0,0,0,0,0,0.0633871421893156,-0.0632765081104225,0,0,0.0116097588531413,0.0980186143674463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213564836379867,0.133651287901098,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.0647184164527096,-0.0569630363276806,0,0,0,0.0568477390559114,0,0
X600585.SH,0,0,0,0,0,0.114784118472111,0,0,0,0,0,0,0,0,0,0.174827911430512,0,0,0,0,0.0169877079523164,0.417532690211847,-0.0404462130358802,0,0,0,0.0258288297956643,0,0,0.0358436427443642,0,0,0.0276291257474662,0,0,-0.0189944422057693,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253439061399664,0,-0.00785576250871968,0,0,0,0,0.0197534899400942,0,0
X600019.SH,0,0,0.12265827505407,0,0,0,-0.0014414368912947,0,0,0,0,0,0,0,0,0,0,0.0189920739514547,0,0,0.0521868284241108,0.202892844787161,0,0,0,0,0,0,0,0,0,0,0,0,0.0992958171491242,0.0737230118366388,0,0.00190125220548051,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00532509059860464,-0.0277354718409668,0,0,0,0.0133491218895434,0,0
X600309.SH,0,0,0,0.138770251984913,0,0,0.05957246972593,0,0,0,0,0,0,0,0,0,0,0.236266274144743,0,0,0,0,0,0,0,0,0.139937350982671,0,0,0,0,0,0,0,0,-0.0231509492244756,0,0,0,0,0,0,0,0,0.360508619349659,-6.93889390390723e-18,0,0,0.304664188300454,0.0829310472599483,-0.174495550033481,-0.000238156984288158,0.0205684743973031,0,0,0,0.0531257308825209,0,0
X600011.SH,0,0,0,0,0,0.152178813379355,0,0.0677195639229273,0.128541685565266,0,0,0,0,0,0,0,0,0.134089116087465,0,0,0,0,0,0,0.260985447202168,0,0,0,0,-0.00501326940015548,0,0,0,0,0,0,0,-0.11517290168223,0,0,0,0,0,0,0,0,0,0.0355745804868199,0,-0.0399110247854475,0,0.0216952145990113,-0.0721346666316118,0,-0.219113975406161,0,-0.0111105579613491,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197532951562414,0,-0.0494338391894292,0.00285599150177171,0,0,0,0,0,0,0.912975086885111,0,0,0,0,0,0,0,0,0,0.0811711828990993,0,0,0,-0.0171051060414509,0,0,0,0,0,0,0,0,0,0.00135100148564973,0,0.0789053232722336,0,0,0.0227937581479781,0,0
X600010.SH,0,0,0,0,0,0,0.118607233014552,0,0,0,0,0,0,0,0.246759813440967,0,0.0412295671444228,0.119239264877068,0,0.0338719371214753,0,0.0649501094700297,0,0,0,0,0,0,0,0,0,0,0.0725279515595822,0,0,0,0.151855791502691,0,0,0,0,0.0354851033553619,0,0,0,0,0,0,0.308217304554886,0,0,0.00642804224611748,-0.0444420890090838,0,0,0,-0.00881127825622484,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.167338804908715,0,0,0,0,0,0.219374411964586,0,0.0527167930275712,0,0,0,0.0214705255047794,0.0498081007356303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155297334629842,0,0,0,0.0848942396458662,0,0,-0.050693199968383,0,0,0,-0.0170004522329381,0,0
