,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X000792.SZ,X000301.SZ,X601898.SH,X600111.SH,X600019.SH,X000708.SZ,X600011.SH,X600660.SH,X600010.SH,X000877.SZ,X002271.SZ,X600547.SH,X601600.SH,X600886.SH,X600795.SH,X600426.SH,X600362.SH,X600176.SH,X000408.SZ,X000629.SZ,X600096.SH,X601991.SH,X600803.SH,X600348.SH,X300073.SZ,X600160.SH,X000983.SZ,X000723.SZ,X000786.SZ,X002080.SZ,X600027.SH,X600141.SH,X600219.SH,X601699.SH,X002353.SZ,X600549.SH,X600378.SH,X300037.SZ,X600157.SH,X600801.SH,X002407.SZ,X000807.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.0528115839240033,0.0256949893103358,0,0,0,0,0,0.0422291900997046,0,0,0,-0.0688836677500983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.0348716504205693,0,0,0.117096878655561,0,-0.116581603273148,-0.0187460960842029,0,0,0,0.0663794403371714,0,0,0,0,0.094417257247672,0,0,0.127739403802653,-0.0634246447986678,0.0421671759935907,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.112109786697561,0.303469903063882,0.186973084372157,0,0,0.0380024229445588,-0.0714155293052335,0,0,0,0,0.12609851618491,0,0,0,0.0276941218846642,0,0,0,0,0,0,0,0,-0.0419804714376617,0,0,0,0,0,0,0.186811916463489,0.0724803482010415,0.00027746272222435,0,0,0,0,0,0.0235517193416545,0,0,0,0,0,0.0240394379564228,0,0,0,-0.0194687327648953,0,0,0,-0.0026558128053249,0,0
X600028.SH,0.138719759198753,0,0,0.0564098685472318,0,0,0,0,0,-0.00315135315374487,0,0,0,0,0.0429527654073854,0,0,0,0,0,0.03444851197947,0,0,0,0,0,0.0101957721147163,1.73472347597681e-18,0,0,-0.00508068769651997,0,0,0,0.0438486178114162,0,0,0,0,0,-1.73472347597681e-18,0,0.0404748161892937,0,0,0,0,0,0,0.0663197129083276,0,0,0,0,0,0,-0.0246429919304336,0,0
X600309.SH,0,0.0788941959705028,0,0,0,0,-0.0141507489097242,0,0,-0.0452509210956124,0.0529753892586058,0,0,0.0535584395139753,0,0,0,0.103008961846513,0,0,0,0,0,0.0640372992369169,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.0356050584808001,0,0.070898250485784,0,0,0,0,0,-0.00762524120748517,0,0,0,8.67361737988404e-19,0,0,0,0,0,0
X600188.SH,0,0.143204304862897,0,0,0,0,0,0,0,0,0.267419816738146,-0.0821925318838172,0,0,0,0,0,0,0,0,0,0,-0.0891729768955967,0,0,0,0,0.102121789388207,0,0,0,0.127153455579816,0,0,0.101168356442007,0,0,-0.0069634153999857,0,0,0,0.288673897708154,0,0,0,0,0,0,0,0,0,-0.0583844650948864,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.546289891089727,0,0.137080360635539,0.0535205515568792,0,0,0,0,0,0,0.133731034246943,0,0,0,0,0,0,0,0,0,0.05008817544136,-0.184596709194319,0,0,0,-0.0682955331091826,0,-0.0114504947824822,0,0.0686593882942949,0,0.0692321158909626,0,0.187138531949129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0.132667187420755,0,0,0,0.0413845381505558,0,0,0.256722782739843,0,0,0,0,0,0,0,0.0264491738082847,0,0.0378178068869833,0,0,0,0,0,0,0,0,-0.00584913526567153,0,-0.140531230153722,0,0,0.133609735671137,0,0,0,0,0,-8.67361737988404e-19,0.123442249082282,0,0,0,0,-0.0185834736746163,0.102241927909985,0,0,0.066984229856364,0,0,0.00549018080962694,-0.0617421973253411,0,0,0,0.0427666608336404,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181807933429887,0,0,0,0,0,0,0,0,0,0.0317779647227007,0.0254077952069673,0,0,0,0,0,0.0328259658745528,0.00456394359160699,0,0,0,0,0,0,0,0,0,0,0.344853655861048,0,0,0,-0.000969521172079792,-0.0645384078235616,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.257936726877676,0,0,0,0,0,0,0,0,0.0830790822153017,0.0183612820738994,0.0971392601796452,0,0,0,0.111884723007922,0,0.0401630802710998,0,0,0,0,0,0,0,0.0344434565775349,0.0962200239652651,0,0,0,0,0,0,0,0,0.211001952367762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0350776182440303,0,0
X000301.SZ,0,0,0,-0.0794568382606295,0,0.414750855599258,0,0,0,0,0,0,0,0.22403234667078,0,0.10715116101281,0.168168498440185,0,0,0,0,0,0,0,0,0,0.166098676209496,0,0,-0.0368288907421808,0,0,0,0,-0.0335328681403892,0.0637982268335469,-0.0635497363814068,0.0571144394798368,0,0,0,0,0,0,0,0.0675396088382013,0,0,0,0,0,-0.213250456646833,-0.067004657540706,0,0,0,0.0119093203266483,0,0
