,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X600547.SH,X601898.SH,X601991.SH,X600660.SH,X600688.SH,X600886.SH,X601600.SH,X600795.SH,X600027.SH,X600362.SH,X600188.SH,X601992.SH,X000898.SZ,X600176.SH,X002466.SZ,X600111.SH,X600516.SH,X000709.SZ,X600299.SH,X600352.SH,X002460.SZ,X600489.SH,X000629.SZ,X600808.SH,X601158.SH,X600219.SH,X600801.SH,X300072.SZ,X000825.SZ,X000786.SZ,X000883.SZ,X000553.SZ,X000539.SZ,X600583.SH,X000301.SZ,X000408.SZ,X002110.SZ,X600339.SH,X000792.SZ,X600612.SH,X002271.SZ,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0702032654459636,0.00754978413185663,0,0,0,0,0,0,0.0652062712540769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300748795263938,-0.128432471148226,0,0,0,0,0,0,0.13112574209543,0,0.0496252585799016,0.237990560108786,0,0,-0.000904373965621458,0.051615160157359,-0.00533454691665682,-0.0216403282017685,0.0386495081405097,0,0,0,0,0,0
X600028.SH,0.230801057018736,0,0,0.219063755180574,0.348930801756037,0,-0.0089581697801655,-0.0225308212849064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.138130374203293,0.0444678386843324,0,0,0,0,0,0,0,0,0,0,0.00468530286248121,0,0,0,0,0,0,0,0,-0.164300026307368,0.310915788363813,0,0.028173353276858,0.144437608874861,0,-1.73472347597681e-18,-0.00047063443844742,0.0624390663249381,0,0,0,0.0538452116203823,0,0
X601088.SH,0.367711288206823,0,0,0,0,-0.0474634383231718,0,0,0,0,0,0,0,0,0,0,-0.173887776466192,0,0.115168586865257,0.191255574492735,0,0,0,0,0,0,-0.0649097233057502,0,0,0,0.100944885749818,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164300465668162,-1.0842021724855e-19,0,0,-0.0197132326026393,0,0,0.00289660349480482,-0.00283526538206649,-0.13181583789918,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.210753228923854,0,0,0,0,0,0,0,0.0690147621484221,0,0,0,0,0,-0.0845527824592134,0,0,0,0,0,0,0,0,0,0,0,0.106100707993519,0,0,0.519073922928958,-6.93889390390723e-18,0,0,0,0,-0.000561456729869349,0,0,0.0543382238000243,0,0.0486032802313619,0.107669160894096,0,0,0,0,0.0052338643398526,0,0,0,0,0,0,0
X600019.SH,0,0.238325397353491,0,0,0,1.73472347597681e-18,0.0250660341741254,0,0,0,0,0,0,0,0,0,0,0,0.213344123604008,0,0.342237989632048,0,0.00763259069436519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00185002065455816,0,0,0.0107634731931743,0.0840521381224179,0,0,5.42101086242752e-20,0,0,0,0,0.0323524087488184,0,0
X600011.SH,0,0,0,0.0728139637593168,-4.33680868994202e-19,0,0.0638785190940868,0,0,0,0,0,0,0,0,0,0.614330820746519,0,0,0,0,0,0,0,0,0,0,0.123596916476071,0,-0.210297972411204,0.0328780527419552,0,0,0,0,0,0,0.0631187319909065,0,0,0,0,0,0,0,-0.0837519130102212,-3.46944695195361e-18,0,0,0,0,-0.00798561042292632,0.0312929203288786,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.0575027460484705,0,0,0,0,0,0,0,0,0,0,0,0,0.21131405511217,0,0,0,0,0,-0.0479121773340288,0,0,0,0,-0.471942394751863,0,0,0,0.167696124932404,0,0,0,0,0,0,0,0,0,0,0.0960352747105539,0,0,0,0,0,-0.591681271075616,-0.0307239391260537,0.0430524527505279,0,0.158255290131791,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172780331624936,0,0,0,0.0670902613547003,0,0,0,0,0,0,0,0,0,0.185845501656185,0.10067317437656,0,0,0,0,0,0,0,0.0485629518856489,0,0,1.73472347597681e-18,0,0,0,0.0236430988566886,0,-0.0147612157175285,-0.00245422223549775,0,0,0,0.0104090225116315,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246956945940793,0,0,0,0.142982298852501,0.551916033167356,0.00366903120210428,0,0,0,0,0.0396398634217898,0,0,0,0,0,0,0,0,0.0955053012039078,0.0045968454448228,-0.0573672377715145,0,0,0,0,0.0118065800312729,0,0,0,0,0,0,0
X601898.SH,0.270231767174945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0510484714247526,0,0,0,0,-0.0266833327626286,0,0,0,0,0,0.130323760353589,0,0,0,0,0,0,0,0,0,0.0399128032285942,0,0,0.0595178570826744,0,0.288652038156353,0,0,0,0,0.101253204086252,0,-0.00755620968832567,-0.00119830127650298,0,0,0,8.67361737988404e-19,0,0
