,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X600585.SH,X002466.SZ,X000792.SZ,X600019.SH,X600011.SH,X601898.SH,X000301.SZ,X600111.SH,X600660.SH,X000708.SZ,X600010.SH,X601600.SH,X002271.SZ,X600547.SH,X600886.SH,X000877.SZ,X600426.SH,X600795.SH,X600362.SH,X600027.SH,X600176.SH,X000983.SZ,X601699.SH,X600803.SH,X601991.SH,X000786.SZ,X600995.SH,X000629.SZ,X600160.SH,X000408.SZ,X000807.SZ,X600096.SH,X600219.SH,X000723.SZ,X000831.SZ,X600378.SH,X600489.SH,X002080.SZ,X000933.SZ,X600348.SH,X000932.SZ,X600157.SH,X000539.SZ,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.030967660003676,-0.0286111266531343,0,0,0.00658396288893158,0,0.153520995925569,0.080045169208295,0,0,0,0,0.00205311159247111,0,0,0,0,0.0521057647801193,0,8.67361737988404e-19,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0461595121621357,0,-0.00794390034796491,0,0,0,0.00943247122490836,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.233979213489696,0,0,0,0.0611565517488429,0,0.0210345153791458,0,-0.0188098353032369,0,0,0,0.13187914742311,0,-0.0580561535012178,0.0775068359862814,0,0,0,0,0,0,0,0.0553980646974975,0.059168031728193,0.0718087185999901,0,0,0,0,0,0,0,0,0,0,-0.0453475630498624,-0.213645530116353,0,0,0,0,0,0,0,0,0,-0.0607457528504077,0.0470995632486943,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.00896780408042337,0,0,0,0,0.0436935721377013,0,0.0848964741984533,0,0,0,0,0,0.00662459974720747,0.0412352323599445,0,0.0739659412626972,0,0,0,0,0,0,0,0,0,0.037719729099857,0.00213370139956391,0,0,0,0,0,0,0.113154666157377,0,0,0,0,0,0,0.0201423943189362,0,0,0,0,0,0.0150476853473618,0,-0.0355324265586732,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.2019160668291,0,0,0,0,0,0,0.106390794512806,0,0,0,0,0,0,0,0,0,0,0,0.329428348485965,0,0,0,0,0,0,0,0,0,0,0,-0.12417360033391,0,0,0,0,-0.113102785268699,0,0,0.0275800029522202,-0.0304597587940769,0,0,0,0,0,0
X600188.SH,0,0.759915240857036,0,0,0,0,0,0,0,0,0,0,0.0393982017696376,0,-0.289022727717181,0,0,0,0,0,0,0,0,0.128391692788799,0,0,0,0.117926915658954,0.0323206893333462,0.107154965877586,0,0,0,0,0,0,0,0,0,-0.0650663653624248,-0.0239080711116458,0,0,0,0.247340119371584,0.0469764795434158,0,0,0,0,0,-0.013255271882045,0.0111225026313101,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.0175987893063378,0,0,0.61222199227747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0520593488448146,0,0,0,0.143415434168076,0,0,0,0,0,0,0.00054319763751426,0.0604866254496777,0,0.0517633388438053,0,0,-0.0438827385706218,0,0,0.0128353309560335,-0.00391177221386762,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0829159100627155,0,0,0,0,0,0,0,0,0.451172245799208,0,0,0,0,0,0.037733698753977,0,0,0,0.105454737230877,0,1.73472347597681e-18,-0.109333051782396,0,0,-0.00168690604190675,0,0,0,0,0,0,0.163177417173178,0,0,0,0,0,0,0.00444985150566355,-0.0040650521770496,0,0,0,0,0,0
X002466.SZ,0,0,0,0,-0.0749113611619573,0.641780686645382,0,0,0,0,-0.0120781332193072,0,0,0.138573000069366,0,0,0,0,0,0,0,0,0,0,0,-0.0204780240633221,0,0,0,0,0,0,0,0,0.144657484450359,0,0.0980325381770828,0,0,0,0.016285476004415,0,0,0,0,0,0,0,0,0,-0.0383644084168192,0.0275528720077134,-0.0203145990238192,-0.112835439948477,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.350369129798546,0,0.151550871834661,0,0,0,0,0,0.0546865457857948,0,0,0,0,0,0,0,0.0615778046916084,0,0,0,0,0.0875046140252996,0,-0.0246143024051192,0,0,0,0,0.00407779368059683,0.0479221783963679,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409115867271179,-0.000795402281975721,-0.0120163126745066,0,0,0,0,0,0
X600019.SH,0,0,0.190488063532872,0,0,0,0.0614170620243195,0,0,0,0,0.0560744867755886,0,0,0,0,0.0920332710036871,0.227252012018835,0.145835515806765,0,0,0,0,0,0,0,0.102690633045141,0,0.0256104999832824,0,0,0,0,0,0,0,0,0,0,0,0.0105199566076502,-0.0878368981318233,0,0,0,0,0.0860284798178883,0,0,0,0,0.0182499563011256,-0.0250865229316525,0,0,0,0,0,0
X600011.SH,0,0,0,-0.0712163369596331,8.67361737988404e-19,0,0,0,0,0,0,0,0,-0.0683399285053159,0,0,0,0,0.0114435129518065,0,-4.33680868994202e-19,0,0,0.0338338656355173,0,0.668576966788222,0,0.0482533926652754,0,0.111584560367503,0,0.046576510885857,0,0,-0.0133384100537302,0,0,0,0,0,0,0.247847401459382,0,0,-0.0310941390564643,0,0,0,0,0,0,0,0.0158497722722469,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.197427261948585,0,0,0,0,0,0,0,0,0,0,0,0,0.0605607394878776,0,0,0,0,0,0,0,0.047843643644499,0,0.0844387421166921,0.123190558581845,0.0512818798908692,0.0178329059670508,0,0,0.136180292120689,0,0,0,0,0,0,0.0414775220358819,0,0,0,0.0584037577182121,0,0,0,0,0,0,0.00690001304655973,-0.018080060650774,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358249315616015,0.120996633027862,0,0,0,0.267492304382509,0,0,0,0,0,0.300746309264438,0,0,0.0543769206810213,0.537977668513454,0,0,-0.0217303597566159,0,0,0,0,0,0,0,0,0,-0.207385040749007,0.0637599136970259,-0.00477137973552884,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.101764117493858,0,0,0,0,0.0238116159318861,0,0,0,-0.0130008806110212,0,0.15836909374519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,-8.67361737988404e-19,0,0.160889489089996,0,0,0,0.310274285826607,0,0,0,0,0.0106625596016706,0,0,0,0,0,-0.0351688730085418,0.0302499591359863,0,0,0,0,0,0
X600660.SH,0,0,0,0.133767214604705,0,0,0,0,0.0393815776028377,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0767419169867116,0,0,0,0,0,0,0.156549212569324,0,0,0,0.0378768147329397,0,0,0,0.102800156631716,0,0,0,0,0,0.0547188061585222,-0.0402619975229365,0.00571293512588471,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0.280472815615044,0,0,0,0.0158528426211801,0,0.1031287833105,0,0,0,0.0283681983368529,0,0,0,0,0,0.00938724198354833,0,0,0,0,0,0,0,0,0,0,0.133016513378022,0,0,0,0,0.0260777698153612,0,0,0,0,0,0,0,0,0,-0.0790177541201401,0,0,-0.0134964723666171,0.0155273845974439,0,0,0,0,0,0
X600010.SH,0,0.200307570898885,0,0,0.17374210914101,0,0,0,0,0,0,0,0,0,0,0.204507621215462,0,0,-0.0645341339703827,0.0674580285104213,0,0.0439527337525286,0,0,0,0,0,-0.163138771979652,0,-0.222040363471963,0,0,0,0,0,0,0,0,0,0,0.141237946976016,0,0,-0.0471149468663002,0,0,0,0,0.000957866902703436,0,-0.0281662055423606,-0.00350002354840561,0.0146284152934644,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.0176717360521233,0,0,0,0,0,0,0.0274292224322009,0,0.0553422307362289,0,0,0.196482913912499,0,0,0.212943639712433,0,0,0.144079534019937,0,0,0,0.0138285281920198,0,0.0241939047213678,0,0,0.0478259031525067,0,0.193072326817369,0.0519565438104982,0.131145513065742,-0.0409007578786215,0,0,0,0,0,0,0,0,0,0.00158534963998724,-0.0053100550786172,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0.207771065516547,0,0.0655165255892865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00150220104775864,0,0,0,0.667759975531795,0,0,0,0,0,0,0,0,0,-0.0484334537266153,0,0,0,0,0,0,0,0,-0.124469226840598,-0.012376086123748,-0.0052377171037386,0,0,0,0,0,0
X600547.SH,0,0.0498700554443705,0,0,0,0,0,0,0,0,0.1683927758145,0,0,0,0,0,0.105943492256303,-6.93889390390723e-18,0,0,0,1.73472347597681e-18,0,0,0,0.087136549120239,0.00210391116997429,0,0,0,0,0.106203172821902,0,0.00567493809333318,0.0485991063563073,0,0,0,0,0,0,0,0.698216003025213,0.0735837768971985,0.00132634614325196,0,0,0,0,0,0,0.0298681872082003,-0.0175736311685444,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0.277859708388784,0,-0.0709543039088827,0,0,0,0,0,-0.0682697665898753,0,0,0,0,0,0,0,0,0,-0.0298247782676452,0,0.0716702352806923,0,0,0,0,0,0,0,0,-0.13360349696122,0,0,0,0,-0.0321170946669901,0,0,0,0.111571185021816,0,0,-0.00705000615761539,-0.00706179689536408,0,0,0,0,0,0
X000877.SZ,0,0,0,0.0279462642717896,0,0,0,-0.0435342079729775,0,0,0,0,0,0,0,0,0.101674713551135,0.0195811864731618,0.116756017925176,0.0718676952206249,0,0,0,0,0,0.0282469597175895,0,0,0,0,0,0.25100526348702,0,0.139617067439983,0,0,0,0,0,0,0,0,0,0.0900038461174911,0,0,0.116728637266524,0,0.0356543537141741,0,0,0.0176102569859481,0,0,0,0,0,0,0
