,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X601600.SH,X600688.SH,X600362.SH,X600547.SH,X600795.SH,X300072.SZ,X600309.SH,X600188.SH,X601991.SH,X600157.SH,X600027.SH,X600660.SH,X600886.SH,X601992.SH,X600111.SH,X000898.SZ,X600489.SH,X000709.SZ,X600339.SH,X600299.SH,X000959.SZ,X601158.SH,X000630.SZ,X600583.SH,X000792.SZ,X002466.SZ,X600219.SH,X600352.SH,X600098.SH,X000408.SZ,X000883.SZ,X000825.SZ,X000539.SZ,X601699.SH,X000723.SZ,X000983.SZ,X002092.SZ,X000027.SZ,X000937.SZ,X600021.SH,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.3362515790598,0,0.0371486906644874,0,0,0,0,0.0479788689082911,0,0,0,0,0,0,0,0,0,0,0.0366130138310667,0.0486061057252097,0.153342902063536,0,0.0401184129861816,0.0219079898750646,0,0,0,0.0485766901049682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0067000803100459,-0.00903189527260785,0,0,0,0,0,0
X600028.SH,0.78742251257489,0,0,0,0,0.145180909029421,0,0,0,0,0.0225114239988391,0.0538717794357285,0,0,0,0,0,0,0,0.00647218685105559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0446604187087485,0,0,-0.0370352417845,0,0,0,0,0,0,0,0.0161238363325678,0,-0.0452497756641443,0.0393780537817747,-0.0162763269118019,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0840727109781911,0.34402392833194,0,0,0,0.0522074028573795,0.0448367822837547,0,0,0,0,0,0,0,0,-0.130530269956081,0,0.0664993486808675,0,0,0,0,0,0,0,0,0,0,-0.0970842456248424,0,0,0,0,0.0487368547760403,0,0,0,0,0,0,0.0797192244303918,0.0447671239572012,0,0.0229742429783592,-0.0341189160490953,0.0186714101689562,0,0,0,0,0,0
X600019.SH,0,0,0.15609791197148,0,0.138855401186082,0,0,0,0,-0.024948538752354,0.0566438670672596,-0.111903999709855,0,-0.0313182985186968,0,0,0,0,0,0,0,0,0,0.170472027841319,0,0,-0.0463404566831245,-0.12446802126184,0,0,0,0,0,0,0,-0.0765385022532744,0,0,0,0,0,0,0,0,0,0,0,0.117123952375824,0,0,-0.0157863577074624,0.0154287306060734,0,0,0,-0.691388145383593,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,-0.112541568510742,0.235234759850025,-0.0221526212739264,0,0,0,0,0.313841999620297,0,0,0,0,-0.101943482200952,0,0,0,0,0,0,0,0,0,0,0,0.0532795049759898,0,0,0,0,0,0,0.0327470729078586,0,0.0758030055389296,0,0,0.0625949688316685,-0.0135856762524519,0.0131502643414063,-0.0196132902155063,0.0154762462254793,0.119494184654097,0,0,0,0,0
X600585.SH,0,0,0,0.179798932889691,0,0,0,0,0,0,0,0,0,0,0.0472997108358113,0,0,0,0,0.150016841340044,0,0,0,0.139787541964158,0,0.0668799043695827,0,0,0,0,0,0,0,0,0,0,0,-0.218030090578964,0,0,0,0.00533278205586187,0,0,0,0,0,0.0339195607164864,-0.0878189054343568,-0.278209902202795,-0.0249224471231746,0.0229652970260619,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0474952828694991,0,0.0912363518598227,0,0,0,0,0,0,0,0,0,0,0.0982249725854418,0,0.159247217775555,0,0,0,0,0.0271359933418864,0,0,0,0,0,0,0,0.104386714183248,0,0,0,0,0,0,0,0,0.109588220752266,0,0,0,0,-0.0281016820371016,0.0101728988850548,0,0,0,0,0,0
X601898.SH,0,0,0.1922432041042,0,0,0,0,0,0,0,0.0761978426811297,0,0,0,0,0.0961716989057185,0,0,0,0,0,0,0,0.0614038506726636,0,0.178334355835296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0558333957481838,0.0626217418605319,0,0,0.0699034199957009,0.0313037026821616,0,-0.0226477494282264,-0.0268941007133502,0.00814493559510238,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0.0756558693475391,0.0421204467158797,0.0602058464468344,0.0841915160231534,0,0,0,0,0,0.0214574553340612,0,0,0,0,0,0,-0.150868205460846,0.219960599988833,0,0,0.215125114773596,0,0,0,0.202801172760812,0,0,0,0,0,0,0,0,0,0,0.0328528694288537,0,0,0.220779612797741,-0.0922959350023964,-0.00880961649515845,0.0163582958753174,0,0,0,0,0,0
X600688.SH,0,0.309413166517351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171651732655007,0,0.108103069518795,0,0,0,0,0,0,0,0,0,0,0,0,0.10569413886053,0.108923755359074,0.00221725750542692,0.0300974747203414,0.0636144602808812,0,0.0038252836199053,-0.000685427024315563,0,0,0,0,0,0
X600362.SH,0,0,-0.169291775382846,-0.180633961186994,0,0,0,0,0.0471210933879991,0,0,0,0,0.0677521352216236,0,0,0,0,0,0,0,0,0,0,0,0,-0.283301102351449,0,0.115349757998179,0,0.425670687340643,0,0,0,0.258985420715439,0,0,0,0,0,0,0,0,0,0.0103702651770214,0,0.1245497589505,-0.221329358441095,0.233158312411999,0.068344614748024,-0.0294299773388554,0.00823497662432046,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404047914455691,0,0,0,0,0,0.0550676666677463,0,0,0,0,0.758859449408564,0,0,0,0,0,0.0313229625025003,0,0,0,0,0,0.0629178354196081,0,0,0,0,0,0,-0.107581087499864,0.104729306289512,0,0,0,0,-0.0372514397068036,-0.0458358936599741,0.0212688598942673,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.277113756304786,0,0,0,0,0,0.0425095434662937,0,0,0.080428507449198,0,0,0,-0.0660133607175238,0,0,0,0.0598381861289871,0,0,0.0416287773765543,-0.0161270373899893,0,0,0.0952007286582878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402827239014476,0,0,0,0,0,0,0.00114965225746321,0.0390201202952343,0,0,0,0,0
X300072.SZ,0,-0.0413752982360232,0,0,0,0,0,0,0,0,0.105422642428549,-0.00399004030344806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0895370234992998,0,0,0.157918912133765,0,0,0.138767007463001,0,0,0,0,0,0,-0.00951820578108516,0,0,0.0722642719945764,0,0,0,0,0,0,0.0606533519940758,0,0.0191175654351727,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.141621905276096,0,0,0,0,-0.186242732801887,0,0,0,0,0,0,0,0,0.176235298396684,0,0,0.034329243819521,0,0,0.111561103274015,0,0.131681248599839,0,0.120743067901355,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,-0.130054744215859,0,0,0,-0.00613831654675602,-0.0106135350139993,0.0310309479947116,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.57459243984202,-0.0312808936430148,0,0,0.127802027763232,0,0,-0.0457307469120077,0,0,0.173939766844781,0,0,0,0,0,0,0,0,0.0623511787142148,0,0,0,0,0.192457279179723,0,0.154789061772209,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.188571590095898,0,0.140982430217684,0,0.00374010084940552,0,0,0,0,0,0
X601991.SH,0,0,-0.0452576294581513,0,0,0,0,0,0,0.0161455230185701,0,0,0,0.0281990255015147,0,0,0,0,0,0,0,0,0,0,0.0333983852709776,0,0.0272692986831798,0,-0.00761278538647816,0,0,0,0,0.0635808533214369,0,0,0,0,0,0.0631533862781362,0.271715759853888,0,0,0,0.065605175799075,0.00377401048504704,0,0,0,0,0.00862415814541531,-0.0150593500329852,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650395090090379,0,0,0,0.0232630069667683,0,0,0.0470418839926656,0,0,0,0.052978397381662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.111641952809394,0.0183352968080671,0.00364378846737271,0,0,0,0,0,0
X600027.SH,0,0,0,0,0.105081998045319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0781616461550537,0,0,0,0,0.0387998501632516,0,0,0,0,0,0,0.0242398776804427,0.00453665972845852,0,0,0,0,0,0.00528611605869216,0.00454746023388284,0.00976323962343365,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0.0560567531443491,0,0,0,0,0,0,0,0,0.110070527095747,0,0,0.297259229334376,0.0624624651120248,0,0,0,0,0,0,0.101265416308066,2.16840434497101e-19,0,0,0,0,0,0,0.0256404811703261,0,0,0,0,0,0,0.0532145651341703,-0.12777776140098,0.0844363191449778,0.00329522157028839,0,0,-0.317313922726039,-0.0152551581300969,0.02343943553834,0,0,0,0,0,0
X600886.SH,0.115582011973982,0,0,0,0,0,0,0,0.0811092279013258,0,0,0,0,0.0557496151825845,0.176914562859634,0,0,0,0,0.130813498941487,0,0,0,0,0,0,0.0250481049483928,0,0.0146430664946541,0,0,0,0,0,0,0,0.100859974646612,0,0,0,0,0,0,0,-0.085126114730532,0.0498033440840748,0,0,0,0,-2.71050543121376e-20,0.00393262463612502,0,0,0,0,0,0
X601992.SH,0.29572197872626,0,0,0,0,0,0,0,0,0,0.0317838049780095,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207220510854405,0,0,0,0.130683234303685,0,0,0,0,0,0,0,0,0,0,0.0993465714735085,0,0,0.0611044654321303,0,0,0.210140786157155,0.0654029925249131,0,0,0,-0.00996641254872636,0.00539895439412972,0,0,0,0,0,0
X600111.SH,0,1.73472347597681e-18,0,0,0,0,0,0,0.0684436632246107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0550738917523611,0.00852448655359496,0,0,0,0,0,0.00761525312173867,0,0,0,0.293192588987034,0,0,0,0,0.0319025795951677,0,0,0,0.0244142923686033,-0.0283367722747861,0,0,0,0.100714444797625,0,-0.0178919646743262,0.00738734064923305,0,0,0,0,0,0
X000898.SZ,0,-0.124309898568718,0,0.336583212330338,0,0,0.268169696677607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00492439059897401,0,0,0,0.572478293709346,0,0,0,0,0.0255841613529318,0,0,0,0,0,0,0,0,0.097406285205153,0,0.0553305734540211,0,0,0,0,0,0.144853516701785,0,0.0859361255195436,-0.0457310269768778,0.0401539867813036,0,0,0,-0.185749095783136,0,0
X600489.SH,0,0,-0.0173724441416551,0,0,0,0,0,0,0,-0.0285636976412649,0.798004552824759,0,0.0484549897266637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409423375654979,0.178515197315946,0,0,0,0,-0.0151812809321184,0,0,0.0797403327995547,0,-0.105118518655858,0,0,-0.0193867127996584,0.0132743775141182,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0.151342480563971,0.0616548501740031,0,0,0,0,0,0,0,0,0,0,0.0353611722614655,0,0,0,0.377354165385597,-0.042588540518487,0,0.0116229378655546,0,0,0,0,0,0,0,0,0,0,0,0,0.0544839771056277,0,0.00500077237285098,0,0,0,0,0,0,0.013990171453678,0,0.00119327361840268,0,0,0,0,0,0,0
