,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X600547.SH,X600027.SH,X601991.SH,X600111.SH,X600157.SH,X600362.SH,X002466.SZ,X600886.SH,X600188.SH,X600623.SH,X601992.SH,X600489.SH,X600309.SH,X000792.SZ,X600299.SH,X600660.SH,X600549.SH,X300072.SZ,X002075.SZ,X601158.SH,X600583.SH,X000883.SZ,X000723.SZ,X002407.SZ,X000709.SZ,X600352.SH,X000539.SZ,X000898.SZ,X002460.SZ,X000027.SZ,X000630.SZ,X000761.SZ,X002470.SZ,X000012.SZ,X000060.SZ,X600021.SH,X600176.SH,X600219.SH,X600098.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.0354407385638129,0,0,0,0,0,0,0.00558567499342788,0,0.00321895372178744,0,0,0,0,-0.0220381892496872,0,0.141712051828862,0,0,0,0,0,0,0,0.108752448266545,0,-0.0328347333412994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160347909459891,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.232766335354142,0,0,0,0,0,0,0,-0.0348004495237365,0.00963080930580025,0,0,0,4.33680868994202e-19,0,0,0.120210076963424,0,0,0,-0.0126853233211442,0.019082578701124,0,0,0.0709956528645426,0,-0.0591320855020025,-0.0422968476696209,0,0,0,0,0,0,0,0,0.00392492347708206,0,0,0,0,0.0409815922719164,0,0,0,0.0019073952324679,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.256933865748928,0,0,-0.0317786438341183,0,0,0,0.0354128985802286,0,0,0,0.0488277601838046,0.011874936118694,0,0,0,0,0,0,0.0390435315249546,0,0,0,0,0,0.0662484454232879,-0.00558286064995679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203302150035002,1.73472347597681e-18,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0657835335182691,0.114226422761079,0,0,0,-0.0174239091717437,0,0,0.0369412400147075,0.0017660707120144,0,0,0.139373863831619,0,0.0595039066614214,0,0,0,0.0702696099597469,0,0.127993085968181,0,0,-0.0462403580559254,0,0,0,0,0.0189665486380987,0,0,0,0,0.00239239719701137,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,-0.0257737628769439,-0.00434583744335004,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0244871501812241,0,0,0,0.0136811977146814,0,0,0.430493442956288,0,0,0,0,0,0.0273768774906145,0,0,0,0,0.0505001626335442,0,0,0.0298948513643093,0,0,0,0,0.169525083118224,0.0158002110817005,0,0,0,0,0,0,0,0,0.0185050020064793,0,0,0.00241117928912392,0,-0.0460344170906977,0,0,0,0,0,-0.0101598734207142,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349048915831999,0,0,0,0,0,0,0.0578642372259507,0,0.0222099527894472,0.128006296075295,0,0,0,-0.0331156366967769,0.0714044657029836,0,0,0.349577510770594,0,0,-0.00802959834902264,-0.0193764906400071,0,0,-0.060414897646504,0,0,0,0,0,0.0117196288914486,0.00920538846525508,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.122771501400795,0,0,0.175676330901761,0,0,-0.068604491713795,0,0,0.0226677816887394,0,0,0,0,0,0.0628099768015433,0.0761146959176605,0,0,0,0,0,0,0,0.176327993922819,0,0,0,0.179007147106515,0,0,0,0,0,0,0,-0.106451398414512,0,0,0,-0.00183267450104947,-8.67361737988404e-19,0.119415309136627,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100894841154542,0,0,0,0,0,0.00851529302070624,0,0.0268511458487677,0.309609950716577,0.105629999585234,0,0,0.210949640400349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019423875887888,0,0.0613802871268308,0,-0.0325102873937144,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044566983586524,0.00325743884727525,0,0,0,0.286977954144606,0,0,0.0810448673366547,0.0737357219250986,0.0679098248851826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00102045249479214,0,0,0,0.00146289815165868,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151585829863657,0,0,0,0,0,0.0689599432902653,0,0,0,0.0409868079663213,0,0,0.059869762705261,0,0.0552537779150449,0,0,0,0.0249517620679073,0,0,0,0,0.126235458264232,0,0,0,0,0,0,0.168166578767839,0,0,0,0,0,0.0284857433048141,0,0,0,0,0,0,0
