,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600011.SH,X600188.SH,X600585.SH,X600019.SH,X002460.SZ,X002466.SZ,X601898.SH,X600547.SH,X000792.SZ,X601600.SH,X600886.SH,X600660.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X002271.SZ,X000877.SZ,X600795.SH,X600027.SH,X600426.SH,X600362.SH,X601991.SH,X600803.SH,X601699.SH,X000983.SZ,X600176.SH,X600489.SH,X000807.SZ,X000786.SZ,X000408.SZ,X600160.SH,X000539.SZ,X300037.SZ,X600219.SH,X600995.SH,X000629.SZ,X600688.SH,X600378.SH,X000932.SZ,X002080.SZ,X600985.SH,X600612.SH,X600157.SH,X002409.SZ,X600096.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.696081974770501,0,0,0,0.133592312342194,-0.0453136922413563,0,0,0,0,0,0,0,0,0,0,0,0,0.163156764597826,0,0,0,0.0656939631001009,-0.0684114340571017,0,0,0,0,0,0,0,0.101256658296961,0,0,0,0,0,0,0,0,0,0,-0.149459210427511,0,0,0.140361616828664,0,0,0,0,0.0369434022950782,0,0.362505006831793,-0.0404633991235963,0,0,0,0
X600028.SH,0.71160852335712,0,0,0,0,-0.0932727944615715,0,0,0,-0.0830438825087413,0.0623905832614953,0.0877940764967179,0,0,0,0,0,0,0,0,-0.00585779746303584,0,0,0,0,0,0.0502416121872563,0,0,0,-0.0450114750985619,0,0,-0.0474388887530885,0,0,0,0,0,0,0,0,0,0,0,0,-0.0098078331992227,0,0,0,0,0.00738677470043302,-0.00144034896199578,0,0,0,0,0,0
X601088.SH,0.13081705327328,0.0688827524942587,0,0,0,-0.11154292349564,0,0.0721513851520026,0,0,0.345069520205504,0,0,0.105673932060844,0,0,0,0,0,-0.214680120183461,0,0,0,0,0,0,0.0525411294614651,0,0.0572314116543527,0,0,0,0.026454155260428,0.266919122575538,0,0,0,0,0,0,0,0,0.105229118786114,0,0.0208324830564178,0,0,0,-0.0505116806857987,0,0.0549278975460281,-0.0328775468125003,0,-0.0414652948313786,0,0,0,0,0
X600309.SH,0,-0.0347334559537523,0,0,-0.121695494527307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0155970248653473,0.181069218880219,0,0,0,0,0,0.0710668451438476,0,0.124552424874243,0,-0.0378679408789926,0,0,0,0,-0.0750885679983155,0,0,0,0,0,0,0,0,0,0,0,-0.00104323525559536,-0.00679517626854262,0.01688725933119,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,-0.131082131331717,-0.0573867124486998,-0.149401151323787,0,0,0,0,0,0,0,0,0,0,0,0.501727989879135,0.194498654052624,0,0,0.0118457914670191,-0.0996093713313438,0,0,0,0,0,0,-0.138175727660499,0,0,0,0,0.00196651928716252,0,0,0,0,0.12897594193965,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,-1.73472347597681e-18,0,0.00753493440337697,0,0,0,0,0.0827169661099762,0,0,0.514508900543862,0,0,0,0,0,0,0,0.349573756287248,0,0,-0.0971640403147262,0,0,0,0,0,0.101157978905094,0.0631049733052185,0,0,-0.0727693575841973,0.193172649706595,0,0,0,-0.093788921340218,0.183627595761645,0,0,0,0,0,0,0,0.105737085058548,0,0,0,0,0,-0.158216886822044,-0.00885989217279619,0,0,0,0,0,0
X600585.SH,0,0,0,0.132354884888289,0,-0.0678882060635352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117479760676165,0.0485636244839979,0,-0.0615215904813696,0,0,0,0,0,0,0,0,0,0.24875402273337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00653447255260396,0.0460398571786131,0,-0.0194342884514023,0,0,0,0,0,0,0
X600019.SH,0,0.01712085349787,0,0,0,0.141831648366765,0,0,0,-0.0482650481689338,0,0.08480606737116,0,0.0126695987982901,0,0,0,0,0,0,0,0,0,0,0,0.135597367189862,0.0641630166947722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246561996381893,0,0,0,0,-0.0277002029383194,0,0,0,0.0522132334527552,0.0530170600091109,0,0,0,0,0,0,0
X002460.SZ,-0.0253957528431831,0,0,-0.0258950224291597,0,0,0,-0.0178686151912669,0,0.587777980433334,0,-0.104214861012823,0,0,0,0,0,0,0,0,0,0.132420670422502,0,0,0,0,0,0,-0.0162243276596979,0,0,-0.0128443445103837,0,0,0.194061173383742,0.0422381480853901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249375825473806,0.033997049153977,0,0,0,0,0,0,0
X002466.SZ,0,-0.0673987367352479,0,0,0,0,0,0,0.266906621323682,0,0,0,0.26026908334246,0,0,0,0,0,0,0,0.0785063895762705,0,0,-0.0828265499016316,0,0,0,0,0.264817581030826,0.0312923204049178,0,0,0,0,0,0.146032828296693,0,0,0,0,0,0,0,0,0.0508670589045814,0,0,0,0.0582027256039259,0.312810901881341,0,0,0.0749521702340484,0,0,0,0,0,0
