,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X600585.SH,X002466.SZ,X000792.SZ,X600111.SH,X601898.SH,X600019.SH,X002271.SZ,X000301.SZ,X600660.SH,X000877.SZ,X000708.SZ,X600010.SH,X600011.SH,X601600.SH,X600547.SH,X600886.SH,X600795.SH,X600176.SH,X000983.SZ,X600362.SH,X600426.SH,X600096.SH,X000408.SZ,X600803.SH,X000723.SZ,X601699.SH,X600141.SH,X000786.SZ,X600486.SH,X601991.SH,X600219.SH,X002353.SZ,X300073.SZ,X600295.SH,X002192.SZ,X002080.SZ,X000807.SZ,X600801.SH,X600985.SH,X600157.SH,X000683.SZ,X000830.SZ,X000630.SZ,X600027.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0731271298782304,0,0,0,0,0,0,0,0,0.0546763619615364,0.0982491422766281,0,0,0,0,0,0,0,0,0,0,0.05062195922458,0,0.135132411773097,0,0,0,0,0,0,0,0,0,0.0739528026429511,0,0,1.73472347597681e-18,0,0.0411671253442611,-0.00410657090398023,0,0,0,0,0,0.0720613111110191,0,0.156725795216578,0,0,-0.00209373033313777,-0.0377666318919075,0,0,0,0,0,0
X601088.SH,0.134902586881922,0,0,0,0.23728600950288,0,0,0,0,0,0.131164610766531,0,0,-0.0500980372085624,0,0,0,0,0.0802262839630114,0,0,0,0.0990568790337735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219056342445887,0,0.0964055068312776,-0.122485294490915,0,0,0,0.0135366308953327,0,0,0,0.0846098847973995,0,0,0.018454454704593,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0140075880953092,0,0,0,0,0,0,0,0,0,0,0.0342058586673218,0,0,0.0305009579937407,0,0,0,0.013356229307729,0,0,0,0,0,0,0,0.0122920153759791,0,0,0.0364162748306288,0,0.115567219313639,0,0,0.0514346376527996,0,0,0,0,0,0,0,0,-0.0183372185786164,-0.0135115478827488,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.0245333227998536,0,0,0,0.0566897131670387,0.136107835966083,0,0,0,0,0,0,0,0,0,0,0,0.0217548324207385,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.0943590629937545,0,0,0.0182175175444839,0,0,0,0.0442509775099538,0,0,6.6973446155639e-05,0.122871463407596,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0.337695185639346,0,0,0,0,0,0,0.0745915583489796,0,0,0,0,0,-0.00328586881171594,0,0,0,-0.226534067505621,0,0,0,0,0,0,0,0,-0.050232403597894,0,0,0,0.287089296668269,0,0.0895084686276649,0,0,0,0,-0.0903139176786638,0.0274313722343865,0,0,1.73472347597681e-18,0,0.208999902823785,0,0.0729735463860294,0,0,0,0,0.0475447585527979,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.416523826996829,0,0.251188215704932,0,0,0,0,0.0184232594623606,0,0,0,0,0,0,0,0,0,0.106726376625119,0,-0.0482347564362736,0,0,0.109068259337461,0,0.098961394908021,-0.0374369259533892,0,0,0,0,-0.0445366289638948,0.117074440725351,0,0,0,0,0,0,0,0,0,0,0.0508307441536952,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,-0.00838984687290908,-0.0649230019782534,0,0,0,0.17621318066976,0,0,0,0,0,0,0,0.0856290193522363,0,0,0,0,0,0,0.110305068168316,0,0,0,0,0,0,0,0.0356284509320293,0,0,-0.0198104863802359,0,0,0,0,0.244771092157326,0,0,0,0,0,0.152481627757502,-0.0241653057477923,-0.0181173647237308,0,0.0232119771129278,0,0,0,0,0
X002466.SZ,0,0,0,0,-0.134880610799031,0.721065090211849,0,0,0,0.0799396185379021,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.014586384769755,0,0,0.0665591687418632,0,0,0,0,0.0390276478339118,0,0.0505560835094861,0.154518893776463,0,0,0,-0.0026256586878866,0.0674794916939222,0,0,0,0,0,0,0,-0.0769252521422243,0,0,0.0113047638854051,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.127617337211668,0.0368335576851581,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,-0.0518862344931283,0,0,0,0,0,0,0,-0.0786395746039152,0,0,0.127368191171934,0.315157269737407,0,0,0,0.0876587648925685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096631601240708,0,0,-0.0324213550369999,0,-0.04529239031823,0,0,0,0,0
X600111.SH,0,-0.103259152468512,0,0,0,0.146963826531768,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0.438803159873866,0,0.133599305980641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338795515200081,0,0.28356178786015,-0.00617646315537082,0,0,0.155717129773196,0,0,0,0,0,0,0,0,0.0321377596657803,0,0,0,0,0,0,0
X601898.SH,0,0.174215045418281,0,0.078982540801475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197940553004083,0,0,0.0979881223159509,0,0,0,0.0179789324473675,0,0,0,0,0,0,0,0.129309757660749,0,0,0,0,0.133237065734531,0,0,0,0.0292715934481482,0,0,-0.0137559712616066,-0.0661021656798317,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,-0.0267624780885513,0,0,0,0,0.0847880901261987,0,0,0,0,0.188377500163755,0,0,0,0,0,0,0,0,0,0,0,0.0214980602316977,0,0.0714303251449369,0,0,0,0,0.109277000047703,0,0,0,0,0,0,0,0.133343049827655,0,0,0,0,0.090087631154052,0,0.00289580726312087,-0.0113124485672522,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,-0.0401494280045779,0,0,0,0,0.0977285235739187,0,0.0658789426362828,0,0,0,-0.0534984001611943,0,0,0,0,0,0,0,0,0,0,0,0,0.673279266876053,0,0.181753145746827,0,0,0,0,-0.00721250056515299,0,0,0,0,0,0,0.043306799968346,0,0,0,0,0.0455955843833152,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,-0.015838601516334,0,-0.133767416425439,0,0,0.0970508966687787,0,0,0,0,0,0,0,0,0,0,0,0.0535126553852857,0.168817963990701,0,0.263472196104026,0,0,0,0,0,0,0,0.238264274584955,0,0.053741982324174,0.180198725946228,0.0561298799590172,0,0,0,0,0,0,0,0,0,0.0396567042233219,0.0885881279258985,0.0211599506377495,0,0,0,0
X600660.SH,0,0,0,0,0,0.0692469097643865,0,0,0,0.00718308223547658,0,0,0,0,0,0,0,0,0.00323736082042608,0,0,0,0.0371729248717314,0,0,0,0,0.0793698603866221,0,0.209860573701349,0,0,-0.331673189936568,0,0.124232278441793,0,0,0,0,-0.00816579830171479,0,0.41668465270146,0,0,0,0,-0.150390046980732,0,0,0,0,-0.00203453624390288,0,0,0,0,0,0,0
X000877.SZ,0,0,0,0.206200183980571,0,0,0,0,0,0,0,0,0.220781459261824,0,0,0,0,0,0,0,0,0,0,0.0945578298718513,-6.93889390390723e-18,0,0,0.0672846897671417,0,0.0195192965775828,0,0,0,0,0,0.121069059647121,0,0,0,0,0,0,0,0.000784070626214189,0,0,0,0,0,0,0,0.0259739635868546,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,-0.0860809601689592,0,0,0,0,0.0395407435012643,0,0.07381964780995,0,0,0,0,0,0,0,0,0.191857367757932,0,0,0,0,0,0.117961065397306,0,0,0,0.0122908290135335,0,0,0,0,0,0.082348578364517,0,0.163606876535903,0,0,0.0664301737585529,0,0,0,0.00572852818451415,0,0,0,0,-0.00128524063756443,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.17129376224314,0,0.045003864270101,0.182287735148331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0727726948616507,0.148732249356381,0,0,0,0,0,0.114467028143259,0,0,0,-0.005332617519384,0,0.110359360356709,0,0,0,0,0,0.0595373733181959,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0.138914857356377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0744188536686939,0,0,0,0,-0.0751264724244666,0,-0.00274086265121745,0,0,0,0.480250870343174,0,0.234056781209925,0,0.0137102732116895,0,0,0,0,0,0,0.617957377104985,-0.300895472898102,-0.115456549592623,0.11135925724374,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.0654587023953193,0,0,0,0,0,0,0,0,0.0242144233481426,0,0,0,0,0,0.0492702688261716,0.467868959333268,0,0,0,0,0,0,0,0,0.00202575387062232,0,0,0,0,0.0859755183167901,0.0394060692729751,0,0.218815181145448,0,0,0,0,0,0.0352576933996455,0,0,0.000559852450083602,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0.0395203644408762,0,0,0,0.10099494598364,0.186193195572866,0,0,0,0,0,0,0,0,0,0.0767729684157959,0,0,0,0,0,0,0,-6.93889390390723e-18,0.0655352748352751,0,0,0,0,0,0,0,0.0462824175099981,0.0226454935453519,0,0.0650886001964527,0,0,0,0,0,0,0.0258011167064547,0,0,0,0,0,-0.0755275355112732,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233534571246192,0,0,0,0,0,0,0,0,0,0,0,0.0415980945543927,0,0.1233621774188,0,0,0,0,-0.0757558818056109,0,0,0,0,0.0981376182091507,0,0,0,0,0,0.110969196742449,0.148013905678927,-0.00466497150091108,-0.0133430440543628,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575510224076183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081519324242327,0,0,0,0,0,0,0.0381005268937829,0.144546711342641,0,0,0.158661878066558,0,0.254623780004108,0,-0.00466652456696146,0,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0888760519451664,0,0.125404841179465,0.0923676721164768,0,0,0,0,0,0,0.000255600587658229,0,0,0,0,0.0749829026128838,0,0,0,0,0,0,0,0,0,0.0187814305812924,0,0,-0.0442441232854709,0.0570733012007144,0,0.174206194083244,0,0,0,0,0,0.0217374677469928,0,0,0,0,0,0,0,0,0
X000983.SZ,0,0,0,0,-0.00929087910443652,0,0,0,0,0,0.57053615330742,0,3.46944695195361e-18,-0.0441437116699883,0,0,0,0,-0.034284187768031,0,0,0,0,0,0,0,0,0,0,0,0,0.423252995379062,0.0777944734210375,-0.098677558839255,0,0,0,0,0,0,-0.00110653120106384,0,0,0,0,0,0,0,0,0,0,0.0096812113424065,0.0493985429546307,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00798408829788304,0,0,0,0,0,0,0.125960014400912,0,0,0,0,0.0112164771604927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0867651851680779,0,0,0.196277005079551,0,0,0,0,0,0.287372281274145,0,0,0.0155350426106962,-0.0693720295184725,0,0,0,0,0,0
X600426.SH,0,0,0,0,0,0,0,0,0,0.115337502465956,0,0,0,0,-0.239896251171041,0,0,0,0,0,0,0,0,0,0,0,0,0.242223517019166,0,0,-0.0663813479193727,0,0,0.0576464678224986,0,0,0,0.0702614199593931,0,0,0.0181229459241392,0,0.298073557064045,0,0,0,0,0,0,0,-0.0138805141841786,-8.67361737988404e-19,0.065534439618885,0.140066337415194,0,0,0,0,0
X600096.SH,0,0,0,0,0,0,0,0,0.461872917104465,0.0262251816808669,0,0,0,0.0460190950211427,0.0800279492390313,0,0,0,0,0,0,0,0,0,0,0,0.0493291098542056,0,0.105943701225371,0,0,-0.0741746109532809,0.413387761107377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324572162531353,0,0,0,0,0,0,0
X000408.SZ,0,0,0,0,0,0,0,0.116670307324235,0.314153886681655,0,0,0.0883498945518289,0,0.0985226896597856,0.0904565909727951,0,0,0,0,0,0,0,0.132791829831919,0,0,0,0,3.46944695195361e-18,0,0,0.330220940669151,0,0,0,0,0,0,-0.211651081567381,0,0,0.08487931232634,0,0,0,0,0,0,0,0,0,0,0.0117680039126307,0,0,0,0,0,0,0
X600803.SH,0.0143501289908265,0,0,0,0,0,0,0,0,0,0.0599115847330437,0,0.00275661225538699,0,0.0711865521010126,0,0.263929784698364,0,0,0,0.0466941386506516,0,0,0,0.0462184111832529,0,0,0,0,0,0,0,0,0.22588754348246,0.0918122470068957,0,0,0,0,0,-0.0149715642250777,0,0,0,0,0,0,0,0,0,0,0.0419117868717082,-0.0425683164833495,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0,0,0,0.0878881558999595,0,0.165703326858686,0,0,0,0.070346698727997,0.131976405420388,0,0,0,0,0,0,0,0.0943180312050563,0,0,0,0,0.0208290372825796,0,0,0,0,0,0.16305491397106,0,0,0,0,0,0,0,0,0.182353585880329,0,0,0.165131000525384,0,0,0,0,0,0.00191225513820913,0,0,0,0,0,0,0
X601699.SH,0,0,0,0,0.123169877884012,0,0,0,0,-0.135427141261803,0,0,-0.00842473039078185,0,0,0,0,0,-0.121574592716259,0.187305344471989,0,0,0,0,0.503319711275222,0,0,0.0146892782904416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213152973072244,-0.0781696075135846,0.267654229656504,0,0.017945729998999,0,0,0,0,0,0.0688763196918795,0,0,0,0,0,0
X600141.SH,0,-0.116584704442642,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15737794511286,0,0,0,0,0,0.0563716635529358,0,0,0.491888448397023,0.168093496647479,0,0,0,0,0,0.0706089223953187,0,0,0,0,0.00194785737461502,0.0791373672430023,0,0,0,0,0,0,0,0,0,0,0.0339070846475651,-0.0112512447305652,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.197789336159151,0,0,0,0,0,0,0,0,0,-0.102805099019444,0,8.67361737988404e-19,0,0,0,-0.0527846820963966,0,0,0.13589862903453,0,0,0,0,0,0.135732436941855,0,0,0,0,0.143870630338443,0,0,0,0,0,0.0681469801999238,0,0,-0.00252615781539862,0,0,0,0,0,0,0
X600486.SH,0.515415412844721,0,0,0,-0.0762324202259416,0,0,0.139408752450627,0,0,0,0,0,0,0,0,-0.0390058502883682,0,0,0,0.0427291480873811,0,0,0,-0.188883586826068,0,0.0311447448444013,0,0,0,0,0,0,0,0,0,0.132772407888478,0,0,0,0,0.141701917935312,0,0,0,0,0,0.0776446508139153,0,0,0,-0.0222605593808314,-0.0101220744051296,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,-0.00753893051279128,0,0,0,0,0,0,0,0,0.199833731673554,0,0,0.129748068803405,0,0,0,0,0,0,0,0.0471558937187365,0,0,0,0,0,0,0,0,0,0,0,0.0233531710012285,-0.0135261042711564,0,0,0.148289573156451,0.0666663428067998,0,0,0,0,0.238370438285892,0,-0.00276207856510146,0,0,0,0,0,0,0
