,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X600886.SH,X000792.SZ,X002466.SZ,X002460.SZ,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X600426.SH,X600795.SH,X600362.SH,X000877.SZ,X002271.SZ,X601699.SH,X000983.SZ,X600489.SH,X600803.SH,X600176.SH,X600027.SH,X000807.SZ,X601991.SH,X000786.SZ,X000932.SZ,X000630.SZ,X600160.SH,X000933.SZ,X600219.SH,X600985.SH,X000408.SZ,X000629.SZ,X600688.SH,X002080.SZ,X300037.SZ,X002353.SZ,X002128.SZ,X601168.SH,X600801.SH,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.991196273916416,0,0,0,0,0,-0.0798464572764914,0.215903984033439,0,-0.0880383319267633,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0127555984474565,0,0,0,-0.128739518726376,0,0,0,0,-0.0185143358398619,0,0,0.102553333661732,0,0,0,0,0.101912253203351,0,0,0,0,0,0.120340828461692,-0.0394856691655326,0,0.0403410781931213,-0.00287681056508643,0.00185836796500584,0.0231576613071183,0,0,0,0,0
X600028.SH,0.637011253562464,0,0,0,0,0.00767297044311263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250709257520481,0,0,0,0,0,0.0639670246173199,0.0930863945206719,0,0,0,0.10754534673003,0,0,0,0,0,0,0,0,0,0,0.010929194869404,0,-0.164391890851521,0,0,0,0,-0.0480307751284374,0.000799029019231337,0,0,0,0,0,0,0
X601088.SH,0,0.0803487103436535,0,0,0.262208144426577,0.00485995391552145,0,-0.00873148265931168,0,0,0,0,0,0,0,-0.0943222593053134,0.258448883269145,0,0,0,0.17700708183515,0,0,0,0,0,0,0,0.00225026162687187,0,0,0,0,0,0,0,0,0,0,0.086606669410569,0,0,0,0,-0.0352462835064386,0,0,0.0549207547396156,0,0.0590561960592718,0,-0.0206159434734287,0.0414879046367897,0.0842897048095838,0,0,0,0,0
X600309.SH,0.0186238572509209,0,0,0,0.0512612346287198,0,0,0,0,0,0.2160077317464,0,0,0,0,0.0234344425230216,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0910497399600004,0,0.0972105351310667,0,0,0,0,0,0,-0.0475339760596086,0,0,0.0291002781136736,0,0,0,0.0488268454771776,0,0,0,0.0286931305758129,0,0,0,0,0,0,0
X600188.SH,0,0,0.406332930821435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.439322200443784,0,0,0,-0.0644470967944491,0,0.333035698961503,-0.0913596021626855,0,0,0,0,0,-0.0281309320875348,0,0,0,0.0258657269108534,0,0,0,0,0,-0.0242730092802585,0,0.154234429281372,0,0,0,-0.0744354495925087,0,0.00995429115525659,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0805354845820824,0,0,0,0.0591882777321977,0,0,0,0,0,0,0.103812619013729,0,0,0.204989271013302,0,0,0,0,0,0,0.107941098979789,0.00773807338823894,0,0,0,0,0,0,0.214580482631112,0.265490269364296,0,-0.0566086040084971,0,0.0147836668000256,0,0.225071657529975,0,0,0,-0.235252781277697,0,0,0,0.0898413427009019,-0.0186380087067478,0,4.33680868994202e-19,0.0731801272393743,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0497715361718838,0,0,0,0,0.0447264508486745,0,0,0,0,-0.0807651269061585,0,0,0.025417022102312,0,0,0,0,0,0.0174626010679002,0,0,0,0,0,-0.0305889230814524,0,0,0.0679568364187387,0,0,-0.0134287625344427,0.0795143602759109,0,-0.116196407068602,0,0,0,0,-0.109198618069907,0,0,0,0.578752301988795,0,0,-0.00746316426458972,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.183674509890831,0,0,0,0,0,0,0,0.297919854991787,0,0,0,0,0,0,0,-0.0221210944198464,0,0,0,-0.09332628050437,0,0,0.0296358803338618,0,0,0.769240687303539,-1.38777878078145e-17,0.0348199463120446,0,0,0,0.0698121481287742,0,0,0,0,0,0,-0.0539597951905681,0.131322102475903,0,0,0,0,0,-0.12986058078724,0,-0.032338340942531,0,0,0,0,0,0
X601898.SH,0.0837487010792359,0,0,0,0.142257170652776,0,0,0,0,0,0,0,0,0,0.0569980172385717,0,0,0,0,0,0,0,0,0,0,0.197801669880635,0.0683549155073449,0.0475869193039073,0.292208303349306,0,0,0,0,0,0,0,0,0,0,0.0937583298742809,0,0,0,0,-0.13508317232659,0,0,0,0,0,0,7.87742704498936e-05,0.0160694994538908,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0.0376440148308849,-0.0985089570319273,0,0,0,-0.0863475230534318,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0667083177672662,0,0,0.546521164895865,0.119745904665635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0397257837974275,0.0114155867901522,0.100216817004563,0,0,-0.127467739875837,6.93889390390723e-18,0,-0.0112655556345975,-0.0085484806181418,0,0,0,0,0,0
