,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X600188.SH,X002466.SZ,X601898.SH,X601600.SH,X600688.SH,X600660.SH,X601991.SH,X600362.SH,X600795.SH,X600516.SH,X002460.SZ,X600547.SH,X300072.SZ,X600886.SH,X600111.SH,X601992.SH,X000898.SZ,X600176.SH,X000786.SZ,X600352.SH,X000553.SZ,X600027.SH,X600299.SH,X000792.SZ,X000709.SZ,X000825.SZ,X002271.SZ,X000408.SZ,X601699.SH,X600426.SH,X601158.SH,X600489.SH,X000830.SZ,X600808.SH,X600219.SH,X000883.SZ,X600315.SH,X600157.SH,X002470.SZ,X000630.SZ,X600583.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0930642487208447,0.0448477402520268,0,0,0,0,0,0,0,0.00936513857524211,0,0,0,0,0,0.023007583400196,0,0.0596752746434246,0,0,0,0,0,0.101161067758097,0,0.122339271569665,0,0,0,0,0,0,0.0868098789971933,0,0.0648809930985419,0,0,0,0.00684828239382342,0,0,0,0,0,-3.46944695195361e-18,0,0.0383752560451145,0,0.00986894750786366,-0.00630562515608078,0,0,0,0,0,0
X600028.SH,0,0,0.311005208468659,0,0,0,0,0,0,0,0,0,-0.0408092352994772,0,0.127512881740128,0,0,0.0548632114703983,0.172344034829849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00930336590104118,0,0,0,0,0,0,0,-0.129886042235544,0,0,0.0976808984848052,0,-0.00793703909805058,0.00498011090002907,0,0,0,0,0,0
X601088.SH,0,0.0591470236956401,0,0.390994470019533,0.0533079996968351,0,0,0,-0.0317889726918879,0,0,0,0,0,0,0,0,0,0,0,0,-0.0477796242112562,0,0,0,0,0,0,0,-0.0916677834226718,-0.0138414710806724,0,0,0,0,0.249232696193608,0,0,0,0.0571473554827181,0,0,0,0,0,0,0,0,0,0,-0.0228912068098909,0,0,0,0,0,0
X600019.SH,0,0,0.449412613938237,0,0,0,0,0.178978714950345,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.0552491148326327,0,0,0,0,0,0,0,0,-0.137524633059691,0,0,-0.141760603923715,0,0,0.196828670284957,-0.0913223084588804,0.0609891949143192,0,0,0,0,-0.00300867067275501,0,0,0,0,0,0,0,0,0,0,0.0022824648310114,0,0,0,0,0,0
X600585.SH,0,0,0.596081675157581,0,0,0,0,0.00789313025813496,0,0,0.0179530770080464,0,0,0,0,0,0.0880945265913344,0.0726597647332208,0,-0.066976821496201,0,0,-0.0294716888463612,0,0,0,0,-0.0761966325707902,0,0,0,0,0,0,0,0,0,0,0,0.183309038960812,0,0,0,0,0.0518016561620653,0,0,0,0,0,0.0707822629001103,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.0372425260107518,0,0,0,0,0,0,0,0,0,0,0,0,0.017977232738612,0,0.0518396696909692,0,0.0839882602519376,0,0,0,0,0,0,0.153966080147646,0.107346304101987,-0.0611194113962984,0,0,0.308853715776201,0,0.14111797342039,-0.0153930527826376,0,0,0,0,0,0,0,0.0208179372678699,0,0,0,0,-0.0175266030566015,-0.0317081741323056,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104541597085994,0.0258034549179247,0,0,0,0.0568734445706407,0,0,0,0.0118696971657458,0,0.0054746078583476,0,0,0,0,0,0,0,0.108244989583333,0.0470554908159477,0,0.0645585207883337,0.0240029293278075,0.0595331147511465,0,0.240332461122732,0,-0.0117026123513948,0,0,0,0,0,0,0
X600188.SH,0,0,0,0.40071518727654,0,0,0,0,0,0,0.136561208247999,0,0,0,0,0,0,0,0,0,0,0,0,0.00464379913530811,0.403440484275088,0,0,0,0,0,0,0,0,0,0,0.242426741219441,0,0,0,0.103815046542976,0,0,0,0,0.0657738233188346,0,0,0.269786744816081,0,-0.0134510539884634,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.0553047286057594,0,0.0907038701336845,0,0,0,0,0,0,0,0,0.00379801359597053,0.460718741427334,-0.167142692947549,0,0,0.065353925153584,0,0,0,-0.072227108942626,0,0.0201237492117793,0,0.0752966244086989,0,0,0,0.0533204223564762,0,0,0,0,0,0,0,0,0,0,0,0.0794303307565246,0,0,0,0.0259649128423455,-0.00721127952152245,0,0,0,0,0,0
X601898.SH,0,0.0631122849652068,0,0,0,0.0335191698960136,0,0,0,0,-0.0368604166636401,0,0,0,0.293779745234447,0,0,0,0.0435694283589242,0,0,0,0.0208194560264975,0,0,0.0119472037452179,0.00942261531460334,0,0,0,0,0,0.0587069803705388,0,0,0.00348549862533221,0,0,0,0.0814707673409153,0.271288191921609,0,0,0,0,0.0376426146103132,0,0,0,0,0.0136748528616064,0,0,0,0,0,0
