,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X000792.SZ,X600585.SH,X600019.SH,X002466.SZ,X600111.SH,X600010.SH,X000301.SZ,X002271.SZ,X600660.SH,X000708.SZ,X601600.SH,X601898.SH,X600188.SH,X600362.SH,X600011.SH,X600547.SH,X600426.SH,X600176.SH,X600886.SH,X600219.SH,X000786.SZ,X000408.SZ,X600803.SH,X000723.SZ,X600399.SH,X000932.SZ,X601991.SH,X000825.SZ,X000831.SZ,X000959.SZ,X002080.SZ,X600795.SH,X000807.SZ,X000898.SZ,X002409.SZ,X300037.SZ,X600549.SH,X002407.SZ,X600352.SH,X600489.SH,X600516.SH,X600801.SH,X601699.SH,X000983.SZ,X600486.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0239883856089009,0,0.0211361558984249,-0.0272237438313677,0,4.33680868994202e-19,0,0,0,0.0262291105140481,0,0,0,0,0,0.0481026772661367,0,0,0,0,0,-0.0780309581949107,0.0549540110599246,0,0,0,0.00780520123298436,0,0,0,0,0,0.0206699013758889,-0.0325264944424804,0,0,0,0,0,0,0,0.0659576424383138,0.0275351955432404,0,0,0.000127479722381902,0,0,0,0,0,0,0
X600028.SH,0.124025072049765,0,0,0,-0.0780720632540271,0,0,0,0,0,0,0.0461204999492209,0,0,0,0,0,0,0,0,0,0,0.0133586859567943,0,0,0,0,0,0.0273212249394303,-5.56664744770119e-05,0,0,0.0342268592829462,0,0.0170899179991142,0,0,0,0,-0.0230914953407712,0,0,0,0,0,0,0.0779824701716212,0,0.0631112058879496,0,0,-0.00967904168091962,0.0592893547428842,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,-0.0436144269271482,0,0.0229598675634999,0,0,0,0,0.149674274426478,0.150039286556389,0.0724000202472186,0,0,0,0,0,0.0372972561782773,0,0.0740489169469702,0,0,0,-0.01638924226037,0,0,-0.0506814876458565,0,0,0,0,0,0,0,-0.0990953856903493,0,0,0,0,0,0.00860628633524667,0,0.00835298639128081,0,0,-0.00970405303679791,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.105530379161901,0,0,0.0781385778708319,0,0,0,0,0,0,0,0,0.0942101451417073,0,0,0,0.041050878438531,0,0,0,-0.0419614770246776,0,0,0,0,0,0,0,0.0363266719575385,0,0.0600133423947155,0,0,0.000846777403777071,0,0,0,0,0,0,0,0,-0.00686720890411828,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.16381312339722,0.00990937617431998,0,0,0,0.0741917251458902,-0.105429355880991,0,0,0,0,0,0,0,0,0,0,0.326042701585508,0.128536937916402,0,0.012719449317625,0,0.0684925361352817,0,0,0.128315223361422,-0.109085621108632,0,0,0,0,0.340910416652911,0,0.342848966126043,0.110648286202454,0,0,0,0,0,0,0,0,0,-0.0725551368495304,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.0555776065965628,0,0,0,0,0,0,0,0,0,0,0,-0.000198967336727664,0,0,0,0,0,0,0,0,0,0.0642940682462509,0,-0.324709554794669,0,0,0,0,0,0,0,0,-0.0531488143179658,0,-0.0342753430765023,0,0,0.0792382213543848,0,0,0,0,-0.120412567795517,0.142214007984676,0.0472917954860352,0,0.0643868069539001,0.085223595917173,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0443133937015261,0,0,0,0,0,0.0568948013845335,0.035219560946687,0,0,-0.0644143113262014,0,0,-0.0121526347502099,0,0,0,0,0.0264748514601275,0,0,0.0718843199970768,0,0,0,8.67361737988404e-19,0,0,0,0,0,-0.0190557090472749,0,0.0104885914044848,-0.01643766931821,0,0,0,-0.0519903797564205,0,0,0,0.525778639271427,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.109655794715181,0,0,0,0,0,0,0.00981856140655991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0547604576180742,8.67361737988404e-19,0.0348150313108831,0,0,0,0.402590866446592,0,-0.0836684287579282,0.0328937624653093,0,0,0,0,0,0,0,0,0,-0.0397914429616572,0,0,0,0,-0.133472729882238,0,0
X002466.SZ,0,0,0,0,0.0851786028803888,0,0,0,0,0.381377996162,0.142106419211265,0,0,0,-0.103775515467587,0.497039969182189,0,-0.0134118981465305,0,0,0,0,0.0272998500432273,0,0,0,0.221920887816473,0,0,0.0772828832207981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00825476757042277,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.0742743967778199,0,0,0,0.102140785310928,0,0.249658846267199,0,-0.0289832715432563,0,-0.0726731784610073,0,0,-0.0299354470936037,0,0,0,0,0,0,0,0,0,0,0,0.118159353746484,0,0,0,0.218674047339857,0,0,0,0,0,0,0,0.314617181450264,0.0306855380512307,0,0,0,0,0,0,0,0,0.0382796821049183,0.123990522656397,0,0,0,0,0,0
