,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600011.SH,X600019.SH,X600886.SH,X601600.SH,X600547.SH,X600585.SH,X600660.SH,X600795.SH,X000792.SZ,X600362.SH,X600027.SH,X000708.SZ,X600489.SH,X601699.SH,X600111.SH,X600010.SH,X600803.SH,X002460.SZ,X000983.SZ,X600160.SH,X600426.SH,X601991.SH,X000301.SZ,X002466.SZ,X000786.SZ,X000807.SZ,X000933.SZ,X002128.SZ,X600985.SH,X000630.SZ,X000877.SZ,X600176.SH,X600219.SH,X601168.SH,X600348.SH,X000408.SZ,X000883.SZ,X002353.SZ,X600096.SH,X600612.SH,X002271.SZ,X000027.SZ,X600995.SH,X601001.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.506485212526948,0,0,0,0.0434216754953096,0,0,0.164158310551908,0,0,0,0,-0.150884621287921,0,0,0,0,-0.0151852355952602,0,0,0,0,0,0,-0.107296914961755,0,0,0,0,0,0.0648020088025792,0,0,0,0,-0.0114747024432356,0,0,0,0,0,0,0,0,0,0,0,0.0587141472917865,0,-0.0123601317195682,0,0,0,0,0,0,0
X601088.SH,0.0781060263130632,0,0.0608619999664146,0,0.200748373198892,0,0,0,0,0.0814355684926629,0,0,0,0,0,0,0,0,0,0.0161993389778133,0,0,0,0,0.192433491233475,0.00779149176947587,0,0,0,0,0,0,0,0,0,0,0,-0.0387199031571128,0,0,0,0,0,0,0,0,-0.0182144269459811,0,0,0.0466864016248915,0,0,0,0,0,0,0.0870401314326259,0,0
X600028.SH,0.479642045504098,0,0,0,0,0,0,0,0,0.052559159379887,0,0,0.0498671782517288,0,0,0,0,0,0.00465081215429374,0.0137796537493169,0,-0.00903858094455133,0,-0.0944613328065549,0,0,0,0,0,0,0,0.0172827239768678,0,0,-0.0183710638421586,0,0,0,0,0,0,0,0,0,0.0937808820852415,0,-0.0688591477389682,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286226722011029,0,0.0732085820860165,0,0,0.107302397933428,0,0,0,-0.0111878036161195,0,0.0275501993910392,0,0,0,0,0.00960943391028816,0,0,0,0,0,0.110526471044589,0,0,0,0.00290886162076949,0,-0.142259693584233,0,0,0,0,0,0,0,0.00333352022088989,-0.00498186568839789,0,0,0,0.052979332003692,0,0
X600188.SH,0,0.0261102724298385,0,0,0,0.152892484249743,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298019562577542,0,0,0,0,0,-0.047241535420172,0,0,0,0,-0.0786142067483888,0,0.0782904947966819,0.122703034879192,0.0298476495005641,0,0,0,0,0,0,0,-0.111327094350059,0,0,0,-0.132742772193473,0,0,0,0,-0.100357538698403,0,0,0,0,0.0763679203646188,0,0
X601898.SH,0,0.0624880591553593,0,0,0.0707913071965419,0,0,0,0,0,0,0,0.0518959165116476,0,0,0,0,0,0,0.0419551937527891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230316260615163,0,0,0,0,0,0,0.113527862378999,0,0.10413142334912,0.209811301877886,0,-0.0789176794400119,0,0,0.196765226494122,0,0.201224872520197,-0.0524943100069758,0,0,0,0.17347068177292,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234433177666503,0,0,0.376242999803784,0,-0.0347928463303026,-0.037517942014235,0,0,0,0,0,0,0,0.16411956145101,0,0,2.16840434497101e-19,0,0,0.0780347604067845,0,0,0,0,0,0,-0.00837555274388526,0,0.0500846015227637,0,0,0,0,0,0,0,0,0,0.0643547129811392,0,0,0,-0.0653096857512025,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.00112069981920218,0,0,0,0,0.0861167761966996,0,0,0.0619302673331747,0.114109909474766,0,0.0930510948114847,0,0,0,0,0,0.030877502933337,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0.00546514841204514,0,0.0680822857966554,0,0,0,0,0.122930446208814,-0.0311020275126296,0,0.0544598981636602,0,0,0,-0.0266107343466163,0,0
X600886.SH,0,0,0,0,0,0,0,0.0656639978923748,0,0,0,0,0,0.171098903515286,0,0,0,0,0,0,0,0.00458227131918107,-0.0376227655993059,0,0,0,0,0,0,0,-0.0881859853397606,0,-0.0567642284269731,0,0.0782800602636874,0.0385219521269586,0,0,0,-3.46944695195361e-18,0,0,0.105225375422439,0,0,0,-0.0779897052844743,0,0,0,-0.171901531326498,0,-0.00882096471090511,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.0317507659546689,0,0,0,-0.0341544171615608,0,0,0,0,0,0,0.0400159179326911,0,0,0,0,0.228755982930874,3.46944695195361e-18,0,0.202935955269149,0,0,0,0,0,0.129265208856337,0.343607666506547,0,0,0,0,0,0,0.153021400785261,0,0,0,0,0,0.214754798258148,0,0,0,0,0,0,0,0,0,0,0.00910449546679388,0,0
