,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X601600.SH,X600585.SH,X600547.SH,X600660.SH,X600886.SH,X600795.SH,X000792.SZ,X002466.SZ,X600362.SH,X002460.SZ,X000708.SZ,X600010.SH,X600111.SH,X601699.SH,X000301.SZ,X600027.SH,X600160.SH,X000983.SZ,X600803.SH,X000877.SZ,X600489.SH,X601991.SH,X600426.SH,X000630.SZ,X000786.SZ,X000408.SZ,X000807.SZ,X000933.SZ,X601168.SH,X600985.SH,X002271.SZ,X600176.SH,X600219.SH,X600612.SH,X000932.SZ,X002128.SZ,X600348.SH,X600096.SH,X000027.SZ,X000883.SZ,X600995.SH,X000723.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0978555999490737,0.211686368696211,0,0,3.46944695195361e-18,0,0.0550957988810832,0.0745048609666302,0,0.00489422175860705,0,0,0,0,0,0,0,0,0,0,0.0746851221943055,0,0,0,0.0622568028266995,0,0,0,0,0,0,0,0.15509947344781,0,0,0,0.0329311528516689,-0.122633472536017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123229722674673,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.178837226683287,0,0,0,0,0,0,0,0,0,-0.115022954397779,0,0,0,0,0,3.46944695195361e-18,0,0,0.0236454127310202,0,0,0,0,0,0,0,0,0,0,0,0.240878442408176,0.0162367616201115,-0.0842821093886957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00665446912645153,0,0,0,0,0
X601088.SH,0.102984069722994,0,0,0,0.202086165845576,0.0297223110387203,0,0.157568081352138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101820708564359,0,0,0,0,-0.0356537285969539,0,0,0,0,0,0,0.165378323213242,0,-0.198907798616767,0,0,0,0,0,0,0,0,0,0,0,1.6940658945086e-21,-0.0222513219050819,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,-0.0664419756905825,0,0,0,0,0,0,0,0,0.0963126584000616,0.107964444846081,0,0.0354874238665268,0.0767299732579044,0.182086985180449,0,0,0,0,0,0.195261203835802,0,0.00967336053173254,0,0.0272266037278672,0,0,0.0196570837391955,0,0,0,-0.0901517744622803,0,0,0,0,0,0,0,0.0580839990574138,0,-0.0167780447986519,-0.0593773288431552,0,0,0,0,0,0
X600188.SH,0,0,0.0332460304890767,0,0,0.144727233169077,0,0,0,0,0,0,0,0.0793657087258751,0,0,0,0,0,0,0,0.236075997084488,0,0,0.0261163557128309,0.237613675001925,0,0,0.0472988057997133,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.0181080566819777,0.120375737295327,0,0,0,0,0,0,0,0,-0.0237765988540128,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.311046145762197,0,0.131375922101537,0,0,0,0,0,-0.0939416907243365,0,-0.0110885870678348,0,0.17237935340606,0,0,0,0.231550577751994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.155410594145995,0,-0.0185944047598944,-2.16840434497101e-19,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0825713105661659,0,0,0,0,0,0,0,0,0.000423428414471948,0,0,0,0,0,0,0,0.0321792167691771,0,0,0,0,0,0,0.0719108920966019,0,0,0,1.73472347597681e-18,0,0,0,0.100029632682673,0,0,0,0,0,0.114299575754299,0,0,0,0,0,-0.061750579291113,0,0.0150191338552173,0,-0.0101343031998902,0,0,0,0,0,0
X600011.SH,0.00913287412820737,0,0.0034676413919218,0,0,0.144456569229188,0,0,0,0,0,0,0,0.154156403211497,0,0,0,0,0,0,0,0,0,0.294480535763834,0,0,0,0,-0.00939501801534219,0.14192167364762,0,0,0,0.0269748778219172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213799500028439,-0.0538265704817234,0.0819585789513181,0,0,0,0,0
X601600.SH,0.075738164169852,0.0280169997391127,0,0,0.0648075565682495,0,0,0,0,0,0,0.0132646597723344,0,0.142533636419127,0.0512336907356442,0,0,0,0.0344738781609329,0,0,0,0,0,0,0,0,0,0.0257612014491792,0,0,0.226515747902831,0,0,0.2306548756023,0.0401809259921202,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0699540843975699,0,0,-0.013421416147,0,0.136806514784874,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0815364060620384,0,0,0.0517750114415519,0,0,0,0,0,0,0,0,0,0,0.0913840019961745,0,0,0.127002668859783,0,0,-0.0614616144820093,0,0,0,0,0,0,0,0,0,0,-0.0413809850174901,0,0.0473545884064235,0.206236435647573,0,0,0.0160335999665696,0,0,0,0,-0.119258138348074,0,0,0,-0.0774225577195442,0.0801468369047818,-0.047254106771977,0,0,0,0,0
X600547.SH,0,0,0,0,-0.257463201016512,-0.0955731129948408,0,0,0,0,0,0,0,0,0,-0.00523472940022507,0,-0.0295294280756058,0.0778888980394796,0,0,0,0,0,0,0,0,0,0.792545550758779,0,0,0,0,0,0,0.189960653119676,0,0,0,-0.0627300143509592,0,0,0,0,0,0,0,0,0,0,-0.0261827919483143,-0.00786176597691921,-0.018239382158945,0,0,0,0,0,0
X600660.SH,0.189434283913356,0,0,0,0,0,0,0,0,0,0,0,0.0653468090522597,0,0,0,0,0,0,-0.0171938756056428,0,-0.0255875058928983,0,0,0,0,0,0,0,0,0,0,0,0,-0.129109906568981,0,0,0,0,0,0,-0.00818615012954055,0,0,0,0,0,0,0.0920068960129133,0,0,-0.0432298939935474,0.0958732856258054,0.0162407318981979,0,0,0,0,0
X600886.SH,0,0,0,0,0.0620812398989389,0,0,0,0,0,0,0,0,0.410329470357457,0,-0.0259285395073439,0,0,0,0,0,0,0,0,0.0158693508047473,0,0,0,0,0,0,0,-0.0206169056465805,0,0,0,0,0.0111917553626546,0,0,0,0,0,0,0.0904794810467974,0,0,0,0,0,0.0768326956393304,0,-0.0173837113409141,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.226851037105855,0,0,0,0,0,0,0,0.198296761527392,0,0,0,0,0,0,-0.0189244816395961,0,0,0,0.393392562080386,0,0,0,0,0,0.0489236577468053,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.00881094983739625,0,0,0,0,0,0,0.0428840698918689,0,0,-0.00551692951996547,0,0,0,0,0,0,0
