,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X002466.SZ,X600585.SH,X601898.SH,X600011.SH,X000792.SZ,X600019.SH,X600111.SH,X000301.SZ,X600660.SH,X600795.SH,X600010.SH,X000708.SZ,X600886.SH,X600547.SH,X000877.SZ,X601991.SH,X601600.SH,X600027.SH,X600426.SH,X002271.SZ,X600803.SH,X600362.SH,X000983.SZ,X600176.SH,X600348.SH,X000629.SZ,X000408.SZ,X601699.SH,X600160.SH,X000723.SZ,X600096.SH,X000786.SZ,X600985.SH,X600378.SH,X600995.SH,X600219.SH,X600157.SH,X002080.SZ,X600688.SH,X600489.SH,X600141.SH,X002353.SZ,X000933.SZ,X300037.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.701125965689339,0,0,0,0,0,0.165894662250063,0,0,0.0364740005394947,0,-0.0493763254811733,0,0,0,0,0,0,0,0,0.0311438268043683,0,0,-0.077149196011064,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,-8.87963114494175e-05,0.0298076389316519,0,0,0.0752370438476947,0,0.00566365458165936,0.0854945022150146,0,0,0,-0.0190183702759342,0.0268182847033627,0,0,0,0,0,0
X601088.SH,0,0,0,0.0862549144201588,0.274376226681617,0,0,0,0.229066138154486,0.0626532042548147,0,0,-0.192140961221174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237953447716835,0,0.0512307781125801,0,0,0,0.0301116334130019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248354623194931,-0.0541368825952638,0,0,0,0,0,0
X600028.SH,0.385903472784561,0,0,0,0,0,0.0227552532037774,0,0.0546012324001065,0.023228291900747,0,0,0,0,0,0,0,0,0,0,0.0132748800779353,0,0.0666235094027923,0,0,0,0.0460411022899963,0.0194933337564151,0,0,0,0,0,0,0,0,0,0,0,0,-0.00588044430469159,0,0,-0.0193108208834552,-0.00186117656375147,0.120315720438967,0,0,0,0,0,0.00165020323199197,0.0114496585496834,0,0,0,0,0,0
X600309.SH,0,0,0,0,-0.0654167016724762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135349877271429,0,0,0.135113429867275,0,0,0,-0.0199305264354066,-0.118101970288226,0,0,-0.03108844742669,0,0,0.54323933641514,0,0,0,0,0,0,0,0.282343686993686,0,0,0,0,0,0.0462967237910021,0.0316361154701825,0,0,0,0.0535887356659278,0,0
X600188.SH,0,0.59357761000581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257265217461489,0,0.0500572694784935,0,0,0,0,0.0890319269707819,0,0.0521454192363637,-0.0394862183933472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0674706913410427,0,0.116914434581842,-0.0910051988320291,0.0153826470607935,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.35361883691133,-0.0322252809956856,0,0,0,0,0,0,0,0.188580390482061,0,0,0,0,0,0,0,0,0,0,-0.204715824406659,0,0,0,0,0.0614405107038028,0,0,0,0,0,0,0,0.0565873588936819,0,0,0,0,0,0,0,0.158426886353785,0.0808559429627057,0.103530829034313,0,0.0501615985995327,-0.0312655726298034,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.468151553943132,0,0,0,0,0,0,0,0.0516011891883223,0,0.0448544475261784,0,0,0,0,0.146183806310612,0,0,0,0,0,0,0,0,0,0.0217227488062476,0,0.425746191560351,0,0.0509285710045048,0,0,0,0.0889413009241461,0,0,0,0,0,-0.186262619708015,0,0.184532830095029,0,-0.0561507578158734,0,0,0.0304419652362547,0.0225381540907648,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,-0.0679201429714902,0,0,0.0554782536105066,0,0,0,0,0,0.096774635953321,0,0.0909134482269225,0,0,0,0,0,0,0,0.0536129058396215,0,0,0,0,0,0,0,0,0,0,0,0.244988774418258,0,0,0,0,0,0.0963362864374274,0,0,0,0,0,0,0,0,0.00912688276058253,0,0,0,0,0,0
X601898.SH,0.0868131403098801,0,0,0,0.015095059399226,0,0.0641225399200565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0595567068691582,0,-0.104364909707915,0.197218846568768,0,0.434743340444583,0,0,0,0,0.0503117946773247,0,0,0,0,0.00747365906905366,0,-0.0485047545689063,0,0.0263643582401087,-0.0257272791217047,-0.0475415553928569,0,0,0,0.12947317879276,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,-0.0120386545066391,0,0,0,0,0,0,0,0.0201146733565158,0,0,0,0,0,0,0,0,0,0.294524143899576,0,0,0.140623822755273,0,-0.0604707587794689,0.185797894733652,0,0,0,-0.00394091184598904,0,0,0,0,0,0,0,0,0.367352074612963,0.0694576070176282,0,0,0,0,-0.114040086764876,0,0,0,-0.0308893615108569,0,0,0,0,0,0
