,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X002460.SZ,X000792.SZ,X600019.SH,X600111.SH,X000877.SZ,X002271.SZ,X002466.SZ,X601898.SH,X000708.SZ,X600011.SH,X600010.SH,X600547.SH,X601600.SH,X000301.SZ,X600660.SH,X600426.SH,X600886.SH,X600362.SH,X600176.SH,X000723.SZ,X000786.SZ,X600096.SH,X600803.SH,X601699.SH,X000983.SZ,X000408.SZ,X600219.SH,X600795.SH,X600801.SH,X601991.SH,X000807.SZ,X000932.SZ,X600295.SH,X000630.SZ,X600141.SH,X600486.SH,X000825.SZ,X600985.SH,X600489.SH,X000959.SZ,X002080.SZ,X002353.SZ,X600688.SH,X601666.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.28484925864347,0,0,0.229666397175494,0,0,0,0.0593017884653872,0,0,0,0,0,0,0,0,0,0,0,0,0.00880721083291162,0,0,0,0,0,0,0,0,0,0,0,0,0.102843452266489,-0.0258730120743316,0,0,0,0,0.12891238741706,0,0.026758767088557,0,0,0,0,0,0.122675458238476,0,0,0,-0.00649542593831254,0.0876353191510918,0,0,0,0,0
X601088.SH,0.241277245252584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0243783871054155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394091279367099,0,0,-0.00292124121714006,0,0,0.0374658020155109,0,-0.00471169798416277,0.0379948695641605,0,0,0,0.0760054288340814,0,0
X600028.SH,0.126427218352007,0,0,0,0,0.0386153543670295,0,0,0,-0.0289874972578686,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156791755495426,0,0,0,0,0,0,0.0252649335848829,-0.0327438860427911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307175684204222,0,0,-0.00881371826993968,0,0,0,0,-1.0842021724855e-19,0,0
X600309.SH,0,0.0761492148891982,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.167886647686159,0,0,0,0,0.202116973774595,0,0,0,0,0,0,0,0,0.0119219140414942,0,0,0,0,0,0,0,-0.0168418923206137,0,0,0,0,0.11399956326939,0,0,0,0.0799489168665452,0,0.0219644874532468,0,0,0,-0.0119300636654261,0.026325174152295,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011146247944191,0.0987697524792218,0,0,0,0,0,0,0,0.447772806637182,0,0.00760962756154057,0,0,0,0,0,0.0161406784536137,0,0,0,0,0,0.00899226254587301,0,0,0,-0.00144631330315939,0,0,0,0,0,0
X600188.SH,0,0.0781670115913632,0,0,0,0,0.0535671106125376,0,0,0.101329947312219,0,0,0,0,0.0739189719105396,0.00693976602303549,0,0,0,0,0,0.024025145217424,0,0,0,0.0232719900989537,-0.0943265008561057,-0.0470861059340191,0,0,0.369935733921567,0,0,0,0,0,0,0,0,0,0,0,-0.124206038030017,0,0,0,0,0,0,0.229455479303336,0,-0.0599375425639991,0.0833095910060064,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.131039867452307,-0.139852732607909,0.209776846883352,0,0,0.38447728782062,0,0,0,0,0,0,0,0.0531604748212991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0516214730449409,0,0,-0.100247064807861,0,0,0,0.199971607854856,0,0,0,0.15413193259132,-0.0300828868408589,-0.00848495387925583,0.0770458967521516,0,0,0.0196389473185025,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0.280666044841328,0,0,0.190548459167961,0,0,0,0,0,0,0,0,0,0,0,0,0.384792986637471,0,0.193174123232156,0,0,0,0,0.0234281971718585,0,0,0,0,0,0,0,0.0491570779179139,0,-0.305978544572276,0,0,0,0,0,0,0.0371998805986288,0,0,-0.00814265333669325,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.184389522102026,0,0,0,0,0,0.0387555606224736,0,0,0,0,0.157136309704707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0582050233705733,0,0,0.242271675119415,0.0645182255263692,0,0,0,0.0456120789878459,0,0,0,0,0,0,0.0227431325877675,0,0,-0.0108185141391188,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.0172671374475149,0.194761276661765,0,0,0,0.0681647459456746,-0.0721399583971192,0,0,0,0.056261346969123,0.192379093675716,0,0,0.260265851543916,0,0,0,0,0,0,0.0116008593672542,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.110853066772521,0,0,0,0.0428984274879102,0,0,0,0,0,0,0,0,0,0,0.0891539803827786,-0.00612934125750921,0,0,0,0,0,0
