,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002271.SZ,X000792.SZ,X601898.SH,X600801.SH,X600886.SH,X600010.SH,X002460.SZ,X601600.SH,X600660.SH,X600362.SH,X600688.SH,X000786.SZ,X600188.SH,X600795.SH,X600352.SH,X601991.SH,X601992.SH,X600027.SH,X600299.SH,X600111.SH,X002466.SZ,X600176.SH,X000723.SZ,X600489.SH,X000401.SZ,X600126.SH,X600426.SH,X002075.SZ,X000898.SZ,X601158.SH,X600219.SH,X600516.SH,X002353.SZ,X000932.SZ,X000553.SZ,X000883.SZ,X600583.SH,X000709.SZ,X600486.SH,X600612.SH,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.0503786313517533,0,0,0,0,0,0,0,0,0.00504708766483975,0,0,0.0773726605666963,0,0,0,0,0,0.120048131762898,0,0,0,0,0,0,0,0,0,0,0.0448271130558042,0,0,0,0,0,0,0,0.195796286192883,0,0,0,0.234480699423402,0,0,0.00247066300406423,0,0,0,0,0,0,0
X600028.SH,0.176576316294499,0,0,0,0,0,0,0,0.0392376464166689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0466659874137877,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0454268486790127,0,0.128556039642643,0,0,0,0,0.0882503760619124,0,0,0.00245653205746826,0.00443554067240288,0,0,0,0,0,0
X601088.SH,0,0,0,0.0724896837305141,0,0,0,0.0383697407147926,0.535747172314786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0683383290742137,0,0,0,0,0,0,0,0,0,-0.0649531245205371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0266805918664439,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.4459921738154,0,0,0,0,0,0.157174475557554,0,0,0,0,0,0,0,0,0,0,0.025565702203735,0,0,0,0.0394493260683355,0,0,-0.00808577184820227,0,0,0,0,0,0,0,0,0,0,0.0453545035817081,0,0,0,0.0215408888235783,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0.244140356949509,-0.0326189795486962,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.0131335205440133,0.391389299819297,0.0516276680704625,0,0,0,0,0,0,0,0,0,0.0253352058814791,0,0,0,0,0,0.0439219449634482,0,0,0,0.00658696521391239,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0404623158404903,0,0,0,0.108208471322177,0.0247286436718303,0,0,0,0,0,0,0,0,0,0,-0.00100669107862668,0.999857340863411,0,0,-0.0321315604536634,0,0,0,-0.177367111532133,0,0,0,0.0139552632037065,0,0,0,0,0.141424356436976,0,0.0185404561201458,0.0117571002875847,0.0248299967247906,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0530247651741717,0,0,0,0,0,0,0,0,0,0,0.413874777513519,0.0273649355215586,0,0,0,0,0,0,0.140841925348483,0.0650932367043706,0,0.0301201147720231,0,0,0,0.0539464149775747,0.0244795002525,0,0,0,0,0.0665881639369302,0,0,0,0,0,0,0,0,0,0,0,0.0060429233913166,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0.21813454752348,0,0,0,0,0,0,0,0,0,0,0,0,0.0982821538741427,0,0,0,0.13409503768562,0,0,0.196902789255974,0,0,0.134539629866113,0.16195261513423,0,0,0,0,0,0,0,0,0,0,0,0,0.146615367834955,0,0,-0.10979667758945,0.00324679876814008,-0.00525036793937987,0,0,0,0,0,0
X600011.SH,0,0,0.0399532758014876,0,0,0,0.121211919557303,0.0114938447892654,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.457880949859889,0,0,-0.0349963383736276,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199657467392564,0,0,0,0,0.0773167186001977,0,0,0,0.0131234348857939,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.163923429079475,0,0,0.155797201560469,0,0,0,-0.0546596585007328,0.0433381455720391,0,0,0,0,0,0,0.042576181116052,0,0,0,0,0,0,0,0,-0.0593767896939274,0,0,0,0,0,0,0,0.247811693667813,0.0272353612421242,0,0,0,0,0,0.0470648114544433,0.0209474026148907,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.123537684379802,0,0.127775231360471,0,0,0,0,0,0,0,0,0,0,0,0.236562779771009,0.115252944428885,0,0,0.198681265323297,0,0,-0.0808057797200101,0,0,0,0,0,0,0,-0.13535780996216,0,0,0,0,0,0.132594122314636,0.0785633666411755,0,0,0,0,0,0,0,0,0.0143270205487647,-0.0112271041172668,0.00247419964133037,0,0.247192057731882,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.0519704764633664,0,0,0,0,0,0,0,0.0355766731564006,0,0,0,0.0793470777858016,0,0.37060971433084,0,0,0,0.0315109792197823,0.00555391515571868,0.0495442034896672,0,0,0,0,0,0,0,0,0.00599824282461491,0,0,0.221640839998217,0,0,0,0,0,0,0,0,0,0.0134766238191688,0,0.0223140218365736,-0.00290005555850649,0,0,0,0,0,0
X600801.SH,0,0,0,0.65332611808935,0,0,0,0,0,0.422006732301414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.292894224182836,0,0,0.246688689962432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0107451010925417,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.359732827368997,-0.0524888379178328,0,0,0,0,0,0,0,0,0,0,0,0,0.156893815388158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019005465401896,0,0,0,0,0,0,0,0.062230889623023,0,0,0,0,0,0,0,0,0.0159107566704815,-0.00262470429306469,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.102988831273738,0,0,0,0,0,0,0,0.0568986155359845,0,0,0,0,0,0,0,0,0,0.244705382443579,0,0,0,0,0,0,0,0.00208820591778312,0.0130711156770117,0,0.0632799082785717,0,0,0.0907144207999725,0,0,0,0.0407249388784623,0,0,0,0,0,0.192124039927217,0,0.0191588143849259,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.0811285307452457,0,0,0,0,0,0,0,0,0,-0.0759640455164948,0,0,0,0,0,0,0,0,0,0.052939561366243,0,0.239722354150255,0,0,0,0,0.130053663394518,0,0,0,0,0.297458663375445,0,0,0,0.230299809947356,0,0.0251732672873942,0,0,0,0,0.0491337666962822,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0900575693253043,0,0,0,0.0115452365867619,0.0440024292353715,0,0,0,0,0.140994574843589,0,0,0.115334411056575,0,0,0,0,6.93889390390723e-18,0,0,0.0412092844207009,0,0,0.138746222917149,0,0,0,0,0,0,0,0,0.0590996806885397,0.245352775125127,0,0.0097924526348694,-0.00631742999359785,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0.11022979214775,0,0,0,0,0.220999334338486,0,0,0,0.117655797112464,0.135570946103247,0,0,0,0,0,0,0,0,0,0,0.0839786192437323,0,0,0,0.0610446551016864,0,0,0,0,0,0,0,0,0,0,0,0,-0.0450814882575621,0,0.0193407155415037,-0.0318568361793831,0.00552000595559405,0,0,0,0,0,0
X600362.SH,0,0,0,0.0399592751835315,0,0,0,0,0.110998153365825,0,0,0,0.253949658758981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145819677210305,0,0,0,0,0,0,0,0,0,0.191906914432869,0,0,0,0,0,0,0,0,0.0455508848916647,0,0,0.0272618845497395,0.0070224343775835,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0.0155756966917158,0,0.0142952668912167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336186729835492,0,0,0,0,0,0,0,0.0439256755827609,0.185831364823115,0,-0.0593204276539895,0,0,0,0,0,0,0.0328874074259225,0,0,0,1.73472347597681e-18,0,0,0.111975712675856,0,0,0.102814520408574,0.0906928498294675,0,0,0,0,0,0
