,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600547.SH,X600010.SH,X601600.SH,X601898.SH,X600886.SH,X600660.SH,X601991.SH,X600688.SH,X600795.SH,X600188.SH,X600362.SH,X600352.SH,X000723.SZ,X600111.SH,X600801.SH,X600027.SH,X601992.SH,X002271.SZ,X000898.SZ,X600516.SH,X600176.SH,X600489.SH,X000786.SZ,X002460.SZ,X600299.SH,X000709.SZ,X002466.SZ,X000629.SZ,X000883.SZ,X601158.SH,X600219.SH,X002353.SZ,X600426.SH,X000553.SZ,X601699.SH,X000630.SZ,X600985.SH,X600583.SH,X000027.SZ,X600612.SH,X000401.SZ,X600021.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.0259573339015181,0,0,0,0,0,0,0,0,0,0.0577056537504961,0,0,0,0.028564109282612,-0.00533526585636378,-0.0074278018249155,0,0,0,0,0,0,0,0.0391133930681974,0.001900983032401,0.0251242704384367,0,0,0.0230328557607293,0.0342092859410753,0,0,0,0,0,0,0,0,0.080749852084351,0.100187921450749,0,-0.0511234630389899,0,0,0,0,-0.00337914607274829,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162743803205827,0.00765724214809775,0.0108681217948054,0,0,0,0,0,0,0,0,0,0.0307139800427648,0.0495321175627652,0,0.0151679008098806,0,-0.0147494992390968,0,0,0,0,0.0721266225987137,0,0.0988827173480486,0,0,0,0,0,0,0,0,0,0,-0.0150232484943094,1.0842021724855e-19,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248399128507807,0,0.0230421925692339,0.00666490858512808,0.0266483037469946,0,0,0,0,0.0968520693239395,0,0,0,0,0,0,0,0.12889813233041,0,0,0,-0.0777566098427691,0,0,0.205531523749349,0,0,0,0,0,0,0,0,0,-0.0075760244016314,0,0,0,0,0.00331857163743892,0,0
X600585.SH,0,0,0,0,0,0,0,0.0206805245355341,0,0,0,0,0,0,0,0,0,0,0,0.0417243864367202,-0.00857553752057444,0.412035081866868,0,0,0.32481548415732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00945725177792344,0,0,0,0,0,0,0,-0.00161573914005107,0,0,0,0,0.0187980074473481,0,0
X600019.SH,0,0,0,0,0,0.0203819848593515,0,0,0,0.0569604825573197,0,0,0,0,0,0,0,0,0.117453732604826,0.0132186106970986,0,0,0,0,0.194139510391411,0,0,0,0.0110636577591821,0,0,0,0,0,0.0159250984256848,0,0,0,0,0,0.0202090593575792,0,0,0,0,0,0,0,0,0,0,-0.0232181651188965,0.0158297779216101,0,0,0,0.0237802226041398,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0128581656657456,0,0,0,0,0,0,0,0,0,0.155295824449362,0,0.10516704593155,0,0,0,0,0,0.091699427460455,0,0.0517992270974104,0,0,0,0,0,-0.00332542227257709,0,0,0,0,0,0.112254669675316,0,0,0,0,0,0,0,0,0,0,-0.031812998549442,0,0,0,0,0.186957354844131,0,0
X600011.SH,0,0,0,0,0,0.0714074832598629,0,0,0.222418695706961,0,0,0.305488433505656,0,0,0,0,0,0,0,0,0,0,0.158941223237923,0,-0.188921816781352,0,0,0,0,0,0,0.145466676944108,0,0,0,0,0,0,0.145688394472655,0,-0.213995372896752,0,0,0,0,0,0,0,0,0,0,0,-0.0187140236244228,0,-0.0523292127418534,0,0.026822840263012,0,0
X600547.SH,0,0,0,0,0,0,0,0,0.0383153833699977,0,0,0,0,0,0,0,0,0,0,0,0,-0.27915064046796,0,0,0,0,0,0,0.691409890415375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0728784138026896,0,0,0.277933933935269,-0.0481369782872433,0,0,0.00281361474089615,-0.0604666157820316,0,0,0,0,-0.105110097494978,0,0
X600010.SH,0,0,0,0,0,0,0.125097793801817,0.0130914454540057,0,0.224879421720905,0,0,0,0,0,0,0,0.167787106696861,0.0418428779662543,0.0617086329197077,0,0.0370308333922417,0,0,0,0,0,0,0.0610164423583994,0,0,0.120305439750726,0,0,0,0,0,0,0,0,0,0,0,0.242857425672731,0,0,0,0,0,0,0,0,-0.0613257719888948,0,0,0,0.0110730366559128,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.202756508741599,0,0,0,0,0,0,0,0,0.354763604947302,0.0465043206551402,0,0,0,0,0,0.014220303160388,0,0,0,0,0,0.0597501971513587,0.0375907604916845,0,0,0,0,0,0,0,0.20624371157753,0,0,0,0,0,0,0,0,0,0,0,0,-0.0326223591266456,0,0,0,0.0124300531294314,0,0
