,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X600795.SH,X601600.SH,X601898.SH,X600010.SH,X601991.SH,X600886.SH,X600188.SH,X600362.SH,X600688.SH,X600111.SH,X600027.SH,X600157.SH,X600583.SH,X600309.SH,X601992.SH,X601158.SH,X000709.SZ,X000898.SZ,X600352.SH,X000792.SZ,X600021.SH,X600547.SH,X000539.SZ,X600008.SH,X600489.SH,X600660.SH,X600808.SH,X000027.SZ,X000629.SZ,X002353.SZ,X002470.SZ,X000060.SZ,X000825.SZ,X600219.SH,X600578.SH,X600307.SH,X000630.SZ,X000831.SZ,X600863.SH,X600315.SH,X600549.SH,X600098.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.552117262185845,0,0,0,0.0539513606897364,0,0,0,0,0,0,0.0119078654850759,0,0,0,0,0,0,0.0855513483356815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375394196148532,0,0,0,0,0,0,0,0,0,0,0.0221423150704915,0.0341567092324538,0,0,0,0,0,0
X600028.SH,0.495045033562062,0,0,0,0,0,0,0,0,0,0,0,0.0744402712047889,0,0,0,0,0,0.141713523268381,0.00104272680292815,0,0.0711610294634229,0,0,0,0,0,0,0,0.0324611623623074,0,0,0,0.0396168194702451,0,0,0,0,0,0.0180858275197595,0.0117876440270285,-3.46944695195361e-18,0,0,0,0,0,0.0612819510187693,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.270894436171394,0.0201809854980623,0,0.0206278190086093,0.460779259571881,0,0,0,0.079902574710479,0,0,0,0,0,0,0,0,0,0,0,0,0.0123470400570019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0514886637344088,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.228103827460181,0,0,0.139497996356489,0,0,0,0,0,0,0.479455185363491,0,0.0330465641769908,0,0,0.10857068333693,-6.93889390390723e-18,0,0,0,-0.0440737697312728,0,0,0,0,0,0,0,0,0,0,0,0,0.0149522197210318,0,2.77555756156289e-17,0,0,0,0.00673001716151442,0,0,0,0,0,-0.0381382119273584,0,0,0,0,0,0
X600585.SH,0,0,0,0.00421350212552831,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246535022357089,0.232988173315282,0.29936374870333,0,0,6.93889390390723e-18,0.0512345077575981,-0.0110297440547302,0,-0.00982789833153604,-0.0408630421563558,0,0,0,0,0,0,0,0,0.0297593091346588,0,0,0,0,0.0150095232068322,0,0,0,0,0,0.0686227188765513,0.140834259526697,0,0,0,0,0,0,0,0,0
X600019.SH,0,0.0194590909906076,0,0,0,0,0,0,0,0,0,0,0,0,0.0110800504536105,0,0.00430453537117178,0,0,0,0,0,0.0893243543085499,0.249071446766599,0,0,0.0321205011298232,0,0.176302901978555,0,0,0,0,0,0,0,0,0,0.0508297498322381,0,0,0,0,0,0,0,0,0,0.156014464035688,0,0,-0.0336019276525084,0,0,0,0,0,0
X600795.SH,0.0535977085524922,0,0,0.0405314953350046,0,0,0,0.182360881785113,0,0.0257620056843809,0.225016878721722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04970063284962,0,0,0,0,0,0.129162825657442,0,0,0,0,0,0.0848369532606487,0.0148029137263924,0,0,0,0,0.113444481085956,0,0,0,0,0,0.00405126962338613,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,-0.047501876757291,0.16049577860785,0,0,0,0.067596881577398,0.149465247707746,0,0,0,0,0,0,0,0,0,0,0.0105673549534061,0,0,0.121523299406993,0,0,0,0,0.287109066444732,0,0,0,0,0.0707051196403369,0,0,0,0,0,0,0,0,0.0859273573225369,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0.219897599311595,0,0,0,0.164135576591766,0.178993813071022,0,0,0.0559299486133302,0,0.0893480022136103,0,0,0,0,0,0.0415795860777224,0,0,0,0,0,0,0,0,0,0,0.00105123113323866,0,0,0,0,0,0,0,0,0.0919856921851607,0,0.0685767149928447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0.608776097969882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0351127696734645,0,0,0,0,-0.108047937330226,0,-0.0399385203821004,0.0859008903921968,0,0,0,0,0.0170764872271487,0.123384207767556,0,0.00574443019228632,0,0,0,0,0,0,0,0,0,0.188879750041397,0,0,0,0,-0.00869475452363232,0.0989576788030676,-0.172751631262006,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.134805425397143,0,-0.0374717184069838,0,0.17540413650605,0,0,0,0,0.251111154929309,0,0.117582227124121,0,0,0,0,0,-0.0119453291214414,0,0.198909635231572,0,0,0,0,0,0,0,0,0,0,0,0,0.150996059611791,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,-0.0239802189491902,0,0,0,0,0,0,0
X600886.SH,0.105856475798834,0,0,0,0,0,0,0,0,0,0.379444821627997,0,0,0,0,0,0,0,0.0189014900350456,0,0,0,0,0.169664427682749,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.138668367120613,0.0124121384251193,0,0,0,0,0.0258703862402014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.0284855816465335,0.287357483338595,0,0,0,0,0,0,0.0827809433274895,0,0,0,0.039553201861805,0.15704757592887,0,0,0,0,0.0909864637356164,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.113084065947637,0,0,0,0,0.0984684679866179,0.150067878990899,0,0,0,0,0.0305413570271415,0,0,0.00636809340483892,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.0485112413395749,0,0.0815359177996633,0,0,0.0580367321922828,0,0,0,0,0,0,0,0,0.0214189356253679,0,0,0,0,0,0,0,0.0513008759279513,0,0,0,0,0,0,0,0.231870960689191,0,0,0,0,0,0,0,0,0.105267251309791,0,0,0,-0.0167321957819735,0.0192159473929199,0,0,0,0,0,0
X600688.SH,0.325106192044017,0,0,0,0,0,0,0,0,-0.169086043723867,0,0,0,-0.032294294392805,0,0,-0.0535915798991963,0,0,0,0,0.46995330132989,0,0,-0.0103953492367179,0,0,0,0,0.0253451553705862,0,0,0,0,0,0.0731807538227204,0.0157366330214891,0,0,0.0378219098646166,0,0.309041998287268,0,0,0,-0.0665263732331486,0,0,0,0,-0.0117338610076285,-0.00734573401016731,0,0,0,0.041781877513895,0,0
X600111.SH,0.102060112449423,0,0,0,0,0,0,0.0679061478065297,0,0,0.0682912395431559,0.058277463680183,0.253485966635336,0,0,0,0,0,0,0,0.136495727372754,0,0,0,0,0,0.0377881890892666,0,0,0,0,0,0,0,0,0,0.00756296151220511,0,0,0,0,0,0,0.0108016944736352,0,0.0474399963264287,0,0,0,0,0.0145386897193365,0.045119715779614,0,0,0,0,0,0
X600027.SH,0,0,0,0.220136052081956,0,0,0.0956426564982844,0,0,-0.00846915601347223,0.0602462950923344,0,0,0,0,0,0,0,0,0,0,0,0,0.149702245143168,0,0,8.67361737988404e-19,0,0.251274916011834,0,0,0,0.0916721424031628,0.114751790018629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00238803722812642,0,0,0,0,0,0,0
X600157.SH,0,0.0881102531472863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100948214846622,0,0,0,0,0,0,0,0,0,0,0.0899662341986572,0,0,0,0.0438786923735468,0,0,0,0,0,0.105862968949465,0,0,0,0,0.0439954761480019,0,0,0.0458594734128497,0,0,0,0,0,0,0,0,0,0
X600583.SH,0,0,0,0,0.172530320568454,0,0,0.0325750486946954,0,0.0278653602693722,0.0368649040102481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0550078391472093,0,0.148138494006721,0,0,0,0,0,0,0,0.0799205160322537,0.0674731415882061,0,0,0,0,0,0,0.296409584901275,0,0,-0.0254688067309175,0.0497891161737874,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.027925709152438,0,0,0,0,0,0.186451709228032,0,0,0,0,0,0,0,0,0,0,0.127732541385274,0,0,0.0630570260990459,-6.93889390390723e-18,0,0,0,0.0747761565161218,0,0,0,0.0644517427971031,0,0,0,0,0,0.0707063667369595,0.13624446027167,0,0,0.0204256967363558,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0.0426449421973168,0,0,0,0.0337369009814244,0,0,0,0.00121168595706746,0,0,0,0,0.182241202491102,0,0,0,0.130302983803434,0.236139158760235,0.136501583510446,0,0,0.048309695566141,0,0,0,0,0,0,0.0387682534926407,0,0,0,0,0.0153895283360432,0,0,0,0.06420304521398,0,0,0,0,0,0,-0.0293727136930075,0.0537279019765768,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226615468095664,0,0,0.157870045506522,4.33680868994202e-19,0,0,0,0,0,0,0,0.0570323523500545,0,0,0.256381433987748,0,0.0178228687688782,0.031876477643711,0,0,0,0.00843626041822583,0,0,0.103442399856247,0.174519988852036,0.0323430112297226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0.0977323419871146,0,0,0,0,0.0436480907892466,0,0,0,0,0,0,0,0,0,0,0,0,0.404084216050563,-0.0340589703133576,0,0,0,0,0,0,0,0.0474792280080842,0,0.12007377852174,0,0,0,0,0,0.109500256598096,0,0,0,0,0,0,0,0.115150467292793,0,-0.0186542382545368,0,0,0,0,0,0,0
X000898.SZ,0,0,0,0.015929579799143,0,0.199897257863531,0,0,0,0.00194559309794661,0,0,0,0,0,0,0.103269877760825,0,0,0,0,0,0.154824518990082,0,-0.0200887408509105,0,0,0.0667482857338778,0,0,0,0,0.110209303278957,0,0,0,0,0,0.204092623995419,0,0,0.22676010965783,0,0,0,0,0,0,0,0,0,-0.0151220703633886,0,0,0,0,0,0
X600352.SH,0,0,0.0339846030512399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110894227697933,0,0,0,0,0.31344879647636,-0.276733036309519,0,0,0,0,0,-0.0477410380085551,0,0,0.243708853233487,0.172646684090671,0.0573930312567087,0,0,0,0,0,0,0,0,0,0,0,0,0.0599756998827362,-0.0131717233863931,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0.127826659274647,0.0634361584848965,0,0.0315023520010177,0,0,0,0,0,0,0,0,0,0,0,0.0550388404282019,0,0.063836062289895,0,0.0728907444965248,0,0,0,0,0,0,0,0,0.1566625925021,0,0,0,0,0,0,0,0,0,0,0,0,-0.0242473004726465,-0.0239931492853622,0,0,0,0,0,0
X600021.SH,0,0,0,0,0,-0.232840751362504,0,0,0,0,0.709230150655611,0,0,0,0,-0.177359217149187,0,0,-0.191721402495671,0,0,0,0,0,-0.0157389784823119,0.175912115040258,0,0.420119660537637,0.168814236725156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.121344642966716,0.105115513908685,0,0,0,0,0,0.0740632727228522,0,0.218247626475049,0.531649421447448,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0.0345531884898897,0,0,0,0,0.0764415758964183,0,0,0,0,0,0,0,0,0,0.0103211652688971,0,0.00811577257316549,0,0,0,0.912771904446918,0,0.0237528748383387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769658215640701,0,0.00814686946758107,0.0191735352084154,0,0,0,0,0,0
X000539.SZ,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.121650387172806,0,0,0,0,0,0.0700672378614511,0,0.0662895517341789,0.0670311789532509,0,0,0,0,0.0258985976839062,0.0995449710567895,0.165648576044553,0,0,0,0,0,0,0.178077088079702,0,0,0,0.117103246341317,0,0.054246380794171,0,0,0,0,0,0,0,0,0,0,0.00289922613965563,0,0,0,0,0,0,0
X600008.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140815548221716,0,0,0.123598777778551,0,0,0,0.500603276673957,0,0,0,0,0,0,0,0,0,0,0,0.00836929924144729,0,0,0,0,0,0.0906601040463123,0,0,0,0,0,0,0,0,0,0,-0.00190540512671498,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0.0605979523580983,0,0,0,0,0.0211380847647639,0,0,0,0,0,0,0,0,0,0,0,0.00453934418470766,0,0,0.546133912609467,0,0,0,0,0,0,0.0107692541399797,0,0.0367773906799922,0,0,0.00484375139982872,0,0,0,0,0,0,0,0.0677448832286547,0,0,2.16840434497101e-19,-0.0186296252290739,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0.161312933025753,0,0,0,0,0,0,0.0327612494937246,0,0,0,0,0,0.163733312992542,0,0,0,0.15686323695434,0,0,0,0,0,0,0.199868954992245,0,0,0.137264355374786,0,0,0,0,0,0,0,0,0,0,0,-0.0777544844978274,0,0,0,0,0,0,0
X600808.SH,0,0,0,0,0,0,0.12310353147896,0.0438738418370648,0,0.0798559180322221,0,0,0.0995178296652861,0,0,0,0.0119762614563104,0,0,0,0,0,0.185930141941789,0,0,0,0,0,0,0,0,0,0,0.0800157358276937,0,0,0,0,0,0.0362750004426902,0.149493999339044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000027.SZ,0,0,0,0,0,0,0,0,0,0.0543165457305172,0.110553529261259,0.177636997114728,0.0633853095350174,0,0,0,0,0,0.174944350182888,0.0427573869744919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188645508410091,0.0317445213366594,0,0,0,0,0,0,0,0,0,0,-0.00153888469884921,0,0,0,0,0,0,0
X000629.SZ,0,0,0,0,0,0,0,0,0,0,0.199338475273079,0,0.0426100493662482,0,0,0,0.0807491457789386,0,-1.73472347597681e-18,0,0,0,0.222001355756637,0.0627014984203052,0,0,0,0,0,0,0,0,0.0392671591550498,1.73472347597681e-18,0,0,0,0,0.0662282071350711,0,0,0.0180197943014937,0,0,0,0,0,0,0.0296700836597094,0,-0.0154202371796038,0,0,0,0,0,0,0
X002353.SZ,0,0,0,0,0,0,0,0.0460801822337484,0,0,0,0,0,0,0,0,0,0,0.255602155327921,0,0,0,0,0,0.151619701742528,0.0424440520388813,0,0,0,0.150031446682457,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0835879897969949,0,0,0,0,0,0,0.0369831380976596,0.010645403530333,0,0,0,0,0,0
