,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600010.SH,X600585.SH,X601898.SH,X600688.SH,X600547.SH,X601600.SH,X600795.SH,X600362.SH,X300072.SZ,X600188.SH,X600157.SH,X601991.SH,X600027.SH,X601992.SH,X600111.SH,X600886.SH,X600660.SH,X600309.SH,X600489.SH,X000898.SZ,X600299.SH,X000723.SZ,X601158.SH,X000792.SZ,X002075.SZ,X000959.SZ,X002466.SZ,X000709.SZ,X600583.SH,X000408.SZ,X000630.SZ,X000883.SZ,X600352.SH,X600623.SH,X600219.SH,X000983.SZ,X600098.SH,X000539.SZ,X000060.SZ,X000027.SZ,X600021.SH,X000937.SZ,X000935.SZ,X002470.SZ,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.393510883344749,0.000507596838902505,0,0,0,0,0,0,0,0.0132853548990338,0,0.0262390351799891,0,0,0,0,0,0.0393626542224054,0,0,0,0,0,0.0609019379278693,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0988666993548239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.500633518061042,0,0,0,0,0,0.322547543071929,0,0,0,0,0,0,0,0,0,0,0,-0.0319041084763248,-0.0765998580573304,0,0,0,0,0,-0.0105529343054276,0,-0.0133838087859712,0,0,0,0,0,0.0974311737562836,0,0,0,0,-0.0364864317653832,0,0,0,0,0,0,0,-0.00559068285853201,-0.00170083093894956,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.100560641850902,0,0.0187262375572849,0.0508514728469532,0,0.102195369751823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036297325344127,0,0,0,0,0,0,0,0,0,0,0.0202881368615334,0,0,-0.0577041393580019,0,0,0,0,0,0,0,0.206185283593866,0.0580337258620966,0,0,0,-0.0645117143890475,2.16840434497101e-19,0,0,0,0,0,0
X600011.SH,0,0.032072195343312,0,0,0,0,0,0.00845883861008744,0.0714776905211943,-0.075256684395085,0,0.330587186203259,0,0.0639492159787622,0,0,0,0,0,0,0,0,0,0,-0.0754450283201987,0,0,0.0428651603089396,0,0,0,0,0,0,0,-0.0375019145518244,0,0,0,0,0,-0.0759534923353016,0,0,0,0,0,0.000526099529861861,0,0,0.0458969077286679,-0.0456352960880397,0.0672268949375283,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.40854147265521,0,0,-0.207803503871871,0,0,0.0669028014346346,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0.0531754120377562,0,0,0.0690168908469981,0,0,0.103953647726984,0,0,0,0,0,0,0,0,0,-0.0758817154568538,-0.051751229232379,0,0,0,0.197860032788016,0,0.00629851007202086,0,0.124184908278062,0,0.0205797266820668,0.0126369648924217,-0.50336528205838,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383788841941381,0,0,0,0,0,0,0,0.0918444383244701,0.0193356339005677,0.246544439454898,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0620242110322433,0,0,-3.46944695195361e-18,0,0.0505145819105367,0,0,0.0359485877496565,0.00381696704115102,0,0.00432647672738825,0,0,0.0136479447432155,0,0,0,0,0,0
X600585.SH,0,0.280123630895054,0,0,0.147084385475559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0908043280798054,0,-0.00426759831754217,0.157108034556905,0,0.0478151267120197,0,0,0,0,0,0,0,0,0.0842876377555908,0,0,0,0,0,0,0,-0.14028749715618,0,0,0,0,0.0138136559155709,0,-0.0497656466731809,0,0.0754624820063945,0,0,0,0,0,0
X601898.SH,0,0,0.23505600698934,0,0.0501004764809017,0,0,0,0,0,0,0,0,-0.0296903006948426,0.196033243520913,0.0119313374596531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199318551990365,0,0,0,-0.190582651098361,0,0,0.259544927544112,0,0,0.287969451380526,0,0,-0.018804428079671,0,0,0,0,0,0.0134617925962951,-0.0108434739953419,0.0167106721976927,-0.0541904453502369,0,0,0,0,0,0
X600688.SH,0,0,0,0,0.0435376757939623,0,0,0,0,0,0,0,0.0401011762337863,0,0,0.0572193204499141,0,0,0,0.0272916910626599,0,0,0,0,-0.0501562258509051,0,0,0.029258885278458,0.276895472109597,0,0,0,0,0.110069530482688,0.0280808348265413,0,0,0,0.0378058948663868,0.0257612792265029,0,0,0,0,0,0,0,0.00742292370207032,0.104547573627778,0,0,-0.00598666452223416,-0.00537894901822646,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0.0145817509193498,0,0,-0.0385648311175432,0,-0.168453709264302,0,0,0,0,0,0.0671068789508464,0,0.954128957013497,0,0,0,0.170305318295939,0,0,0,0,0,0,0,0.0142977944564974,0,0,0,0,0,0.0184231821975688,0,0,0,0,-0.0121920769482489,0.0778086463829766,0,0,-0.101340533059547,-0.0360096448066774,0,0,0,0,0,0,0
