,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X601898.SH,X000792.SZ,X600011.SH,X600019.SH,X000301.SZ,X600111.SH,X600660.SH,X000708.SZ,X600886.SH,X600010.SH,X600795.SH,X600547.SH,X000877.SZ,X601600.SH,X601991.SH,X600027.SH,X002271.SZ,X600426.SH,X000983.SZ,X600803.SH,X600362.SH,X600176.SH,X601699.SH,X600348.SH,X000408.SZ,X000629.SZ,X600096.SH,X600985.SH,X000723.SZ,X000786.SZ,X600160.SH,X600157.SH,X600219.SH,X600995.SH,X600141.SH,X600378.SH,X600489.SH,X000933.SZ,X002080.SZ,X300073.SZ,X002353.SZ,X300037.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.663456620043338,0,4.33680868994202e-19,0,0,0,0.175358632985088,0,0,0.0321383094250663,-0.0345895020462811,0,0,0,0,0,0,0,0,0.0616423946030883,0,0,-0.0304857084596092,0,0.0173163387574074,0,0,0,0.0624099367512721,0,0,-0.003035163221442,0,0.00788444820532271,0,0,-0.0119800292307396,0,0.0431443582931478,-0.0463892639469175,0,0,0,0,0,0,0.0621394656757221,0,0,-0.0195412660803343,0.0316012462065101,0,0,0,0,0,0
X601088.SH,0,0,0,0.0606541161270279,0.415036765143495,0.0666894352071536,0,0,0.180122706651925,0,0,0,0,-0.139979666859743,0,0,0,0,0,0,0,0,0,0,0,0,0.232332185061856,0,0,0,0,0,0,-0.132850835063464,0,0,0,0,0.0815683695088658,0,0,-0.106970977913743,0,0,0,0,0,0,0,0,0,0,-0.0173134044930035,0,0,0,0,0,0
X600028.SH,0.460379280893842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0392289339039033,0,0,0,0,0,0.0387116991496851,0,0,0,0,0.0119725948944448,0,0,0,0,0,0,0.0828853542633914,0,0,0,0,0.108881888472519,0,-0.00656510423133119,0,0,0,0,0,0.00641584790256366,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0819529455123564,0.0464023050340563,-1.73472347597681e-18,0,0,0,0.0807357860763652,0,-0.0539868186581601,0,-0.0154070673815129,0,0.114484005723691,0,0.104520990612554,0.0757213116473009,0,0,0.0145677714664609,0,0,0,0,0,0,0,0,0.0414459727365479,0,0.00572367549693231,0,0,0,0,0,0
X600188.SH,0,0.537879471582493,0,0,0,0,0,0,0.0516148288589772,0,0,0,0,0,0,0,0,0,0,0,-0.0224839390699026,0,0,0.100533949337413,-0.00413158819845432,0,0.124712244015348,0.126956186888431,0,-0.191923950769078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0397442856891653,0,0,0,0,0.0810641014727555,-0.0602790026883669,2.16840434497101e-19,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.821282982298402,0,0,0,0,0,0.0901872978490303,0,0,0,0,0,0,0,0,0,0,-0.0541509011036543,0,0,0,0.129108756043285,0,0,0,0,0.211190589365875,0,0,0,0,0,0,0,0,0,0.0880950965840218,0,0,-0.117014436210004,0.0210855159588541,0,0.0764269850456459,0,0,0.0527009408325367,8.67361737988404e-19,0,0,0,-0.161910841031066,0,0
X002460.SZ,0,0,0,0,0,0.378783912570309,0,-0.0558752732196893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1661779159456,0,0,0.0859130951236443,0,0,0.0605892337451202,0,0,0.0790035249619256,0,0,0,0,0,0,0,0,0.0917869007500201,0,0.0943291936456714,0,0.0955515854513992,0,0.124419341614665,-0.0426653582612831,0,0,0,-0.0421554185382376,0,0
X600585.SH,0,0,0,0,0,-0.0366917504682558,0,0,0,0,0.0329987630859248,0,-0.0348517974143565,0,0,0.0116837136142076,0,0,0.132474585684491,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0.0746649691964143,0,0,0,0.218209292394178,0,0,-0.00911917852926958,0,0,0,0,0.0746050710786259,0,0,0,0,0,0.0335108514356596,0.0110385623761035,0,0,0,0,0,0
X601898.SH,0.0589143504357163,0.00423172881992912,0,0,0,0.0190680934588258,0,0,0,0,0.0204445469517373,0,0,0,0,0,0,0,0,0,0,0.14387718531641,0,0,-0.0541028860902806,0,0.303826191164193,0.0766942439460773,0,0,0,0,0,0,0,0.116503813094841,0,0,0,0.030467145781805,0,0,0.0403510119426676,0,0,0,0,0,0.0947155084190574,0,0,0,-0.0169531954948529,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.253830639935741,0,0,0,0,0.107652909432029,0,0,0.00489228943641475,0,0,0,0,0,0,0,0,0,0.00442944405940508,0,0.0653471089562881,0,-0.0345095388939611,0,0,0,0,0,1.73472347597681e-18,0.00263547181877851,0,0,0.260470055771638,0,0,0,0,0.242589542198263,0,0,0,0,0,0,0,0,0,0.0375696728314256,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183226668022343,0,0,0,0,0.546489399248643,0,0,0,0.0531803230247024,0,0,0,0,0,0.0436928028702182,0,0,0,0,0,0.12083591522805,0,-0.194816580846491,0,0,0,0,0,-0.355709215528557,0,0,0,0,-0.0321925751636819,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.0955397862781398,0,0,0,0,0.125540773273943,0,0,0,0,0.457195973741729,0,0,0,0,0,0,0.0289435254949027,0,0,0,0,0,0,-0.0208340021848864,0,0,0.128306820096946,0,0,0.186751482292066,0,0,0,0,0,0,0,0,0,0,-0.0464222139536379,-0.070937465716943,0,0,0,0.158730547155363,0,0
X000301.SZ,0,0,0,0,0,0.0988665218795521,0,0,0,0,0,0,0,-0.214523102696317,0,0.440287618464001,0,0,0,0,-0.332379778092547,-0.0181805022097438,0,0.370481575524032,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,-0.0893539483357859,0.0280793907618943,0.180504993044935,0,0,0,0,0,0,-0.0540040258063813,0,0,3.46944695195361e-18,0.0652355918900554,0,0.553849545692628,0,0,0,0
X600111.SH,0,0,0,0,-0.0697080644940529,0.105591100002584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389053864408969,0.116472000418312,0,1.73472347597681e-18,0,0,0,0.0974553960362394,0.08235600567686,0,0,0.303977607459111,-0.141406726473227,0.0777100826121929,0,0.0576257821255239,0,0.0174894057054181,0,0,0,0,0,0,-0.000627101180271313,0.127014221405466,0,0,0,0,0.00637942575237146,-0.00778694861587521,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0.143237274092739,0,0,0,0,0,0.0612020832465131,0,0,0,0,0,0,0,0,0,0,0,0.0728884292711947,0,-0.0144333134105346,0,0,0,-0.000174184265385545,0,0.00549285277318866,0,0,1.73472347597681e-18,0,0,0,0,-0.0144400373931318,0,-0.0342272624387402,0,0,0,0.106427005967226,0,0,0,0,0.0168688281889146,0.0401567417599887,0,0,0,0,0
X000708.SZ,0.0777686914591394,0,0,0,0,0,0,0,0,0,-0.120299713173469,0,4.33680868994202e-19,0,0,0,0,0,0.0435273204733056,0,0,0,0,0,0,0.0402052627047528,0,0,0,0,0,0,-0.0515249126857095,-0.0849351565866137,0,0,0,0,0,0,0,0,0.0955025180219719,0,0,0,0.110672215320523,0.336467318170581,0,0,0,0,0.0283230568081485,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.00914720725476056,0.0391026691189413,0,0,0,0.0520493778642954,0,0,0,0.04464442210006,0,0,0,0.107993659722957,0.164120414322882,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,-0.0593588422698998,0,0.081901155755528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00561858294286742,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0239095627345413,0,0,0,0,0.067311391066209,0,0,0.161074621378327,0,0.0171059208005786,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287407428611511,0,-0.0459797554283139,0,0,0,0,0,0.0928060297396883,0,0.213264505856535,0,0,0,0,0,0,0.0240084116337679,0,0.0745391990299665,0,0,0,-0.00669953907276854,0,0,0,0,0,0
X600795.SH,0,0,0,0,-0.0214623505813419,0,0,0.275895448986203,0,0,0.0870796814356781,0,0,0,0,0,0,0,0,0,0,0,0.780702800350432,0,0,0,0,0,0,0,0,0,0,0.147748124738742,0,0,0,0,-0.426404993194225,0,0,0.242340492100326,0,0,0,0,0.127998537365849,0,0,0,0,0.0961590784410757,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,-0.00513426799753056,0,0,0,0,0.0243179420627921,0,0,0,0,-0.112914946932082,0,0,0,0,0,0,0.109534526302715,0,0,0,0,0,0.0372749916411389,0.291975824871037,0.0070249179248555,0,-0.00557039096199494,0,0,0,0,0,0,0,0,-8.67361737988404e-19,-0.00607667621317856,0,0,0.203452178529126,0,0,0,0,0,0,-0.0378772382604453,0.0264379314944832,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0.243575905406107,0.0638645976935417,0,0,0,0,0,0,0.0886370662878912,0,0,0,0.0753051517471568,0,0,0,0.010390780443105,0.138699855607277,-0.127743730626171,0,-0.232113314560736,0,0,0,0,0,0,0,0,0,0.0418635181828697,0,0,0,0.0166364417478627,0,0,0,-0.132112475228768,0,-0.0290182599077896,3.46944695195361e-18,0,0,0,0,0,0.0241580028079765,0,0.0992192419726593,0,0.136740588725865,0,0
