,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600027.SH,X600623.SH,X002466.SZ,X600362.SH,X600111.SH,X600188.SH,X600157.SH,X601992.SH,X600886.SH,X600547.SH,X600660.SH,X600299.SH,X000792.SZ,X600489.SH,X600309.SH,X601158.SH,X600583.SH,X000709.SZ,X300072.SZ,X000883.SZ,X000539.SZ,X000898.SZ,X600352.SH,X002407.SZ,X000027.SZ,X002460.SZ,X000630.SZ,X000723.SZ,X002470.SZ,X600176.SH,X600549.SH,X000983.SZ,X000012.SZ,X600021.SH,X600612.SH,X000629.SZ,X000060.SZ,X600098.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259097788431908,0,0,0,0,0,0,0,0,0.0366646352131628,0,0,0.161583089850916,0,0.108514276569211,0,0,0,0,0,0,0,0,0,0,0.00150681674370498,0,-6.93889390390723e-18,0,0,0,0,0.0292084087062052,0,0,0.150194851700156,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0849251453395909,0,0,0,0,0,3.46944695195361e-18,0,0,0.0485284926509605,0.0362039820198047,0,0,0,0,0,0,0,0,0.0794932421170627,0,0.185016927741573,0,0,0,0,0,0.0225280575788854,0,0,0,0,-0.0595807491906824,0,0.000298846532796208,0.0214741056442566,0,0,0,0.0263228544530574,0,0,0,0,0.011172565747481,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.181833899080605,0,0,0,0,0,0,0.00128215965818029,0,0.0578418414570951,0,0,0,0,0,-0.00952962903427265,0,0,0,0,0.114300465797738,0,0,0,0,0,0,0,0,0,0,0,0,0.117655857212795,0,0,0,0.0361532239932058,0,0,0,0.177346088888498,0,0,0,-0.0293123502691586,-0.0260666182082513,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0765164863377515,0,0,0,0,0,0.218489435694839,0.0168573733427557,0.0176787873266384,0,0,0,0,0,0,0,0,0,0.0442998545931532,0,0,0,0.173191668467816,0,0,0,0,0,0,0.0116556377071293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230921664587828,0,0,0,0,0,0,0,0,0,0,0,0.0483620786006499,0,0,0,0,0,0,0,0,0,0,0.21306614724099,0,0,0.106969708405215,0,0.0151632396819991,0,0.115079998366418,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0597971698721541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296380108204188,0,0,0,0,0.117911840187169,0,0,0,0.173455634659902,0.0730494261667243,0,0,0,0,0,0,0,0.0467454127587704,0.0293463897884322,0.030384742023357,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0.102725047439049,0,0,0,0,0,0,0,0,0,0,0.0681923963426387,0,0,0,0,0,0.113472897666849,0,0,0.0937097375727051,0,0,0,0,0,0,0.356895381764912,0,0,0,0,0,0,0,0,0,0,0,0,0.0369641378794521,0,0,0,0,0,0,0,0,-0.0310651701299054,0.0686196022695618,0.102372558340194,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174420202878276,0.000909380305593517,0,0,0.0278123491193585,0,0.0398653423084654,0,0,0,0.152853806356069,0,0,0.259886236380399,0,0,0,0,0,0,0,0,0,0,0.0580219616376631,0,0,0,0,0,0.194415587876952,0,0,0,-0.0657667877159627,0.00937300555888656,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245936047357629,0,0,0,0.0549655766157869,0.00803753465917149,0,0,0,0.0254414157254833,0,0,0,0,0.0550893182401576,0.128264627261114,0,0,0,0,0.152857058820691,0,0,0,0,0.132302747129466,0,0,0.023161234121449,0,-8.67361737988404e-19,0,0.0524178583777988,0.0916737788065196,0,0.135006798806647,0,-0.00758441391564505,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.201166786206918,0,0.0440600973851226,0,0,0,0,0,0.0318565088944978,0,0,0,0.0839319423168956,0,0,0,0,0,0,0.140741344293001,0,0,0,0,0,0,0,0,0,0.066861822586053,0,0,0,0,0.152272698677604,0,0,0.142788104153166,0,0,0,-0.261317206641698,0,0.089247265506242,0,0,-0.0259302953465286,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.179349166457088,0,0.0160238597916657,0,0,0,0,0,0.0102851015056008,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180067274343419,0,0,0,0,0,0.10965111187951,0,0,0,0,0.0594439312637288,0,0,0,0,0,0,0.0260079853410609,0,0,0.0973192021948885,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406301320248625,0,0.0187819547983842,0,0,0,0,0,0,0.104000471211688,0,0,0,0,0.111834498725024,0,0,0,0,0,0.0167391561273503,0,0,0,0,0,0,0.136496261576579,0,0.0543164462239676,0,0,0.0284988981998558,0,0,0.058183074786185,0,-0.027219716483087,0,0,0,0,0,0,0
X600027.SH,0,0,0,0.306826080787222,0,0,0,0,0.040202107282272,0,0,0,0,0,0.0450688054215351,0,0,0,0,0,0.0978989428362824,0,0,0,0,0,0,0,0.0695129520606473,0,0,0.144579860658621,0,0,0.0641840636676259,0,0,0,0,-3.46944695195361e-18,0,0,0,0,-2.77555756156289e-17,0,0.0581734413656052,0,0,0.0514934628129571,0,-0.00836689865645335,0,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166334599290759,0.0292606513786777,0,0,-0.0926623307224646,0,0,0,0,0,0,0,0,0,0,0,0.553868475400635,0,0,0,0,0.0714357242647496,0,0,0,0,0,0,0.196356726417087,0,0.0900621060983161,0,0,0,0,0,0,0,0,0.115040085226031,0.164398149048557,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.0603038902786963,0.0893494258655708,0,0,0,0,0,0,0,0,0.155978952622217,0.0909150592861941,0,0,0,-0.0851218563411385,0,-1.73472347597681e-18,0.209005532738171,0,0,0,0,0,0,0,0,0,0,0.349816936450745,0,0.465746864171477,0,0,0,0,0,-0.109186190914647,0,0,0,0,0,0,0,0.128108811553696,-0.0353646594596358,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0623368314904497,0.089096930508185,0,0.13870605023444,0,0,-0.0186826797672676,0,0,0,0,0,0.200143722192419,0,0,0,0,0,0,0,0,0,-0.0861799069879782,0,0,0.170553081658152,0.0477698171574125,0,0,0,0,0.244319627338823,0,0,0,0,0,0,-0.0253785136482308,0,0,0.297579566810711,0,0,0,0
X600111.SH,0,0,0,0,0.352350593723929,0,0.0875652393109429,0,0,0,0,0,0,0.0709400701665251,0,0,0,0,0,0,0,0,0,0,0,0.0477759582301375,0,0,0,0,0,0,0,0,0.0304655390856985,0,0.0949944128511132,0,0,0,0,0,0.172895900716922,0.075684660830962,0,0,0,0,0.113282834787753,0,0,-0.00127749826236758,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.165841453542643,0.00170328412004411,0,0.0561765254754272,0,0,0,0,0,0.136079994935049,0,0,0,-0.240169721834172,0,0,0,0.0599270921893375,0.04492295643942,0,0,0,0,0,0,0,0,0,0,-0.000521384962855552,0,0,0.093549215421683,0,0,0,0.119996701188221,0.531278294818935,0,0,0,0,0,0,0,0.00897313062106868,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249456217826888,0,0,0,0,0,0,0,0,0,0,0.108349106903819,0.0502222534944308,0,0,0.0919758741669226,0,0.098239718632447,0,0,0,0.167434584485394,0,0,0,0,0,0,0,0,0.0954572358307186,0.15171234599783,0,0,0,0,0,0,-1.73472347597681e-18,0.0713742944639653,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0.248620249709523,0,0,0,0,0,0,0,0.154272575163808,0,0,0,0,0,0,0,0,1.0842021724855e-19,0.155827707351903,0,0,0,-4.33680868994202e-19,0,0.0331515325582379,0,0,0,0.0150342621642611,0,0,0,0,0,0,0,0,0.127932106983107,0,0,0,0,0,0,0,-0.0305973630817546,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192530723539194,0.0541524727739723,0,0,0,0,0,0,0,0,0,0.0117181078235057,0,0.0159170137271095,0,0.172468144869148,0,0,0,0,0,0.128288963475834,0,0,0,0,0,0,0.0373882922261314,0,0,0,0,0.0541111146323642,0,0,0.176610337221227,0,0.0101579001236728,0,0,0,0,0,0,0
X600547.SH,0,0,0,-0.0511694837351898,0,0,0,0,0,0,0,0,0,0,0.0624935232157406,0,0,0.0194281547351902,0,0.240950914145997,0,0,0,0,0.00179367226186141,0.873968427136919,0,0,0,0,0,-0.252447999058903,0,0,0,0,0,0,0,0,0,0,0.0597852817946962,0,-0.0717425740965,0,0,0,0.0507400828262462,0,0,-0.0216789478047678,0.0421433420562167,0,0,0,0,0,0
X600660.SH,0,0,0,0.133272691718887,0,0,0.206628398682155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238252912387415,0.0162915919204624,0,0,0,0,0,0,0,0,0.0571740921429634,0,0.017205372202534,0,0,-0.00948814408935236,0,0,0,0,0,-5.24778187423885e-05,0,0,-0.0110008358779674,-0.0297143643687459,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0.32690733508966,0,0,0,0,0,0,-0.00166265741307424,0,-0.025009705955184,0.204524712494819,0,0,0,0,0,0,0,0,-0.0281630902351878,0,0,0,0,0,0,0,0,0.0411925691258228,0,0,0,0.150296354126765,0,0,0,0,0.0607924838656182,0,0,0,0,0.40013123580489,0,-0.0565786780409544,4.33680868994202e-19,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0.0670958884946935,0,0,0,0,0,0,0.0771341657836068,0.0742620901902139,0,0.0936442437502658,0,0,0.0498136293089462,0,0.00266375917886888,0,0,0,0,0,0,0,0,0.00768451945230575,0,0,0,0.103280179882556,0,0,0,0,0,0.0723930360048466,0,0,0,0.266605224342883,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0.136905254409861,0,0,0,0,0,0,0,0.0550156239818842,0,0.0670323891664097,0,0,0.618066901365292,0,0,0,0,0,0,0,0,0,0.0139345824473519,0,0,0,-0.00857536687893197,0,-0.0318809978019348,0,0,0,0,0.0359102374508225,0.0498574582737318,0,0,0,0,0,0,0,0,-0.0459949254784797,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.230334815482684,0,0.0072588404606136,0,0,0,0,0,0,0,0.109825138895302,0,0,0,0,0,0,0,0.111782615683933,0,0,0,0,0,0,0.101207781562757,0,0,0,0.00572735288010813,0,0,0,0.0146176827743885,0,0,0,0,0.0461598722718716,0,0,0.129841983342878,0,0,0,0,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0.0650063563270595,0,0,0,0,0,0.00751413527556899,0,0,0,0,0,0,0,0,0,0,0.273890544245876,0,0,0,0,0,0.070916232055908,0,0,0,0.0261856998617919,0.0165174907955359,0,0,0,0,0.26628875481756,0.0979039308908326,0,0.0281364076296035,0,0.119030380214459,0,0,0,0,0,-0.024582840299669,0,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0.00560588044297049,0,0.0284133421893943,0,0,0,0,0,0,0,0.0324891564646746,0.0470763825147429,0,0,0,0,0,0,0,0,0.427131301197251,0,0,0,0,0,0,0,0,0,0,0,0,0.0238251637583665,0.0817761576012526,0,0.044183198180428,0,0.149960159376244,0,0.0346536217386617,0.0923756137847187,0,0.0340987810068169,0,0,0,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0.0561104430580334,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.200229268386019,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.187678702316285,0,0,0,0.117257655004644,0.0954410892673451,0,0,0.0734994445708929,0,0,0,3.48944161498825e-05,0,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0.0949487654095781,0,0,0,0.0185498978237976,0.100072501476456,0,0,0,0.159734955386868,0,0,0.0123366870961521,0,0.073558033288759,0,0,0,0.277852158103021,0,0,0,0,0,0,0,0.0564812186575911,0,0,0,0.0836670085301095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0.00520372465427781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00370440992587284,0.0102176400764143,0,0,0,0.0672401158881118,0,0,0,0,0,0,0,0,0,0.038017723515623,0,0.0280299454306335,0.0784014251478049,0.058790924129944,0,0.0962436609539949,0,0,0,0,0.373739969467849,0,0,0,0,0,0,0,0,0
