,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601600.SH,X600547.SH,X601898.SH,X601991.SH,X600352.SH,X600660.SH,X600688.SH,X000723.SZ,X600188.SH,X600886.SH,X600362.SH,X600795.SH,X600111.SH,X600801.SH,X601992.SH,X600027.SH,X000898.SZ,X600176.SH,X000786.SZ,X600516.SH,X000709.SZ,X002466.SZ,X002460.SZ,X002271.SZ,X600299.SH,X000629.SZ,X601158.SH,X600219.SH,X600489.SH,X600808.SH,X000883.SZ,X000553.SZ,X000630.SZ,X600583.SH,X600985.SH,X000990.SZ,X600426.SH,X000825.SZ,X000027.SZ,X601699.SH,X002110.SZ,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0509627898659855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0407244089940153,0,0,0.0680902000536872,0,0,0,0,0,0,0,0.0416917373809696,0.0393132325561983,0,0,0,0,0,0,0,0,0,0,0,0.0943606566475094,0,0,0,0.0288979516369573,0,0,0,0,-0.00437930577796276,-0.0120081537783029,0,0,0,0,0,0
X600028.SH,0,0,0.0552818789935518,0,0,0.0214781814621563,0,0.0280426200221095,0.0879343715270202,0,0,0,0,0,0,0,0,0,0,0,0.00443621883965577,0.0711215554355065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0985209042080042,0,0,0,0,0,0,0,-0.0326249265682506,0,0,0,0,0,0
X601088.SH,0,0,0,0.109294505389048,0,0.0557138028345259,0,0,0,0,0,0,-0.180259802774422,0,0,0,0.155796378985413,0,0,0,0.0208500915034787,0.194800489038382,0,0,0,0,0.0215281276830774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0609365712925242,0,0.0250656163237273,-0.0330695935245897,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0973056728121471,0,0,0,0,0,0,-0.00654906037423687,0,0,0,0,0.0161643230228856,0,0,0,0.481473474400502,0,0,0,0,0,0,0,0,0,0,-0.0239966830640365,0,0,0,0,0,0,0.00317614122884107,0,0,0.0103934931918333,-0.00835829548414599,0,0,0,0,0,0,0,-0.00916509325928729,0,0,0,0,-0.0179206690436137,0,0
X600019.SH,0,0,0.0211070464992228,0,0,0,0,0,0.0204108224862572,0,0,0,0,0,0,0.0473965805836683,0.0208482910775951,0,0,0,0,0.202639680009019,0,0,0,0,0,0.00576653353236111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0758339492019838,0,0,0,0,0,0,0.135772072507609,0,0,-0.028008950847176,0,0,0,-0.005481156497521,0,0
X600309.SH,0,0,0,0.035769456335473,0,0,0,0,0,0,0,0,0.162036940711598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.125596868378303,0,0,0,0,0,0,0,0.0898070634328988,0.142201075504838,0,0,0,0.424128619995314,0,0,0.0481913242768524,0,0,0,0,-0.0198424571314512,0,0
X600011.SH,0,0,0,0,0,0,0,0.0251223889941214,0,0,0,0,0.201922882890001,0,0,0,0,0,0,0,0,0,0,0.537361070629708,0,0,0.00299609529774985,-0.141643422761743,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0.000504008837961372,0,0.0458346745791162,-0.0198324932318276,0,0,0,0,0,0.0630469986669868,0,0.0467268712993346,4.33680868994202e-19,0,0,0,0.0019223225776012,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0814820801168258,0,0,0.029963138510175,0,0,0.175113115234182,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.124688550704483,0,0.146735248736671,0,0,0,0,0,0,0.127203057189637,-3.46944695195361e-18,0,0,0.0379133482181672,0,0,0.169169441642267,0,0.0318256009905874,-0.054325533500988,0,0,0,-0.0509953877462864,0,0
X601600.SH,0,0,0,0,0,0,0,0.27275125436327,0,0,0,0,0.0311238451387668,0,0,0,0,0,0.201408950192269,0,0,0,0,0,0,0,0,0,0,0,0.0791550017334004,0,0,0,0,0.185169259973665,0,0,0,0,0,0,0.0524551230077427,0,0.0289628110004036,0,0,0,0.0637401247355511,0,0,0.00625699644271618,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0442830825845063,0,0,4.33680868994202e-19,0,0,0,0,-0.0578984319544243,0,0,0,0,0,0,0,0,0,0,0,0.00865595034912749,0,0,0,0.691186228254373,0,0,0.0642266624047864,0,0,-0.0422679971474804,0,0,0,0,0,0,0.0683845852051297,0,0.00888381648920698,0,0.0803212495896777,0,0,0.0203551538633927,0,0
