,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600547.SH,X600010.SH,X601600.SH,X601898.SH,X600660.SH,X601991.SH,X600886.SH,X600688.SH,X600362.SH,X600188.SH,X600352.SH,X600795.SH,X600801.SH,X600111.SH,X000723.SZ,X601992.SH,X600027.SH,X000898.SZ,X002271.SZ,X600489.SH,X600176.SH,X600516.SH,X002460.SZ,X000786.SZ,X000709.SZ,X002466.SZ,X600299.SH,X000629.SZ,X000883.SZ,X601158.SH,X600219.SH,X600808.SH,X000401.SZ,X000553.SZ,X600985.SH,X002353.SZ,X000630.SZ,X601699.SH,X000027.SZ,X600583.SH,X600426.SH,X000825.SZ,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.00775687526744221,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148313375378737,0,0,0,0,0,0,0.0107174132168382,0,0,0,0,0,0.0330546791552716,0.0388674570170651,0.0329539183217199,0,0,0,0,0,0,0.0424100655701415,0,0,0,0,0.00727638902115079,0.00551283403035989,0.0593036854585197,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098825764307365,8.67361737988404e-19,0,0.0145228364340545,0,0,0,0,0,0,0,0.00342072874901015,0.0475650914043891,0,0,0,0,0,0,0,0,0,0,0,0.090539112328217,0,0.0853750785010459,0,0.0402637957897587,0,0,-3.46944695195361e-18,0,0,0,-0.0236775232317873,0,0,0,0,-0.019024244736805,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0870703720317018,0,0,0,0,0,0.0494968997606174,0,0.00101329769038277,0,0,0.0383958422858762,0.0540041318819975,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0355029942619679,0,0,0,0,0,0,0,-0.0531029151220778,0.078442602537539,0.142014324270616,0,0,0,0,0,0,-0.00689443089854382,-0.00718434793417495,0,0,0,0.00484643261780295,0,0
X600585.SH,0,0,0,0,0,0.131385914521446,0,0,0,0,0,0,0,0.128613245082799,0,0,0.0175592498026275,1.73472347597681e-18,0,0.365507669576319,0,1.0842021724855e-19,0,0,0,0.0301806225750778,0,0.00793626880537809,0.0662108959395927,0,0,0,0,-0.0521922604552914,0.000805238801043192,0,0,0,0,0.0724844062006859,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,-0.00245756115712904,5.42101086242752e-20,0,0,0,0.0124425265742037,0,0
X600019.SH,0,0,0,0,0,0.0218155454726984,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193225454318289,-0.0349950992591259,0.0705562983085436,0,0,0,0,-0.0212925524676357,0,0.0643742449709533,0,0,0,0,0.0769592123929745,0,0,0,0,0,0,0,0.11208197974049,0.0141212967450849,0,0,0,0,0.000577484039540702,0,0,0,-0.0101243391450878,0,0,0,0,0.00841189241213745,0,0
X600309.SH,0,0,0,0.34895924638379,0,0,0.115580989768308,0,0,0,0,0,0,0,0,0,0,0.215539438312706,0,0,0.0552058164907381,0,0,0,0,0,0,0,0.0332915199303027,0,0,0,0,-0.0803836743658526,0,0,0,0,0,0,0,0,0,0,0,0.193429857812656,0,0,0,0.451832345541129,-0.0409578857819951,-0.00310713244254598,0.053706760422269,0,0,0,0.0863215247515072,0,0
X600011.SH,0,0,0,0,0,0.0386836407438224,0,0.0602973699642985,0.0743586597572108,0,0,0,0,0,0,0,0,0,0,0,0,0.0499161498853907,0,0.242225934972059,0,-0.171616377856247,0,0,0,0,0,0,0,0.0243116872926932,0.102165362339965,0,0,0,0,0,-0.0210328551789822,0.1319053634706,0,0,0.113599358851765,0,0,0,0,0,0.0140557196174754,0.0180298804898936,-0.0316926741910353,0,-0.435871685384795,0,0,0,0
X600547.SH,0,0,0,0,0,0,0.223144352072104,0,0,0,0,-0.14544029482172,0,0,0,0,0,0,0,-0.127183391319999,0,-0.0184447299974535,0,0,0,0,0.911602188953796,0,0,0,0,0,0,0,0.00135248135535176,0,0,0,0,0,0.116489867053537,0,0,0,0,0,0,0,0,0.0573518474891816,0,-0.0806981126667043,0.140866214016839,0.271644539246806,0,0,-0.0394537211579736,0,0
X600010.SH,0,0,0,0,0,0,0.324360533454932,0,0,0,0,0,0,0,0,0.366368996504262,0,0,0,0.0832661086301965,0.0515035293639654,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.148294383866948,0,0,0,0,0,0.00615525543266417,0,0.157239458162988,0,0,0,0,0,0,0,0,0,0,-0.0785128479877117,0,0,0,-0.0118598602258294,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.19550669504288,0,0,0,0,0,0,0.400781377604974,0,0,0,0.0168660452864887,0,0,0,0,0,0,0,0,0.0185549564471307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108295254685729,0,0,0,0,0,0,0,0,-0.0111865766287894,0,0
