,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X600660.SH,X601600.SH,X601991.SH,X600688.SH,X600188.SH,X600795.SH,X600886.SH,X600362.SH,X002466.SZ,X000898.SZ,X600516.SH,X600547.SH,X600027.SH,X600111.SH,X601992.SH,X600176.SH,X002460.SZ,X600352.SH,X000553.SZ,X002110.SZ,X300072.SZ,X000786.SZ,X600299.SH,X000932.SZ,X600808.SH,X600801.SH,X000709.SZ,X600426.SH,X000883.SZ,X600339.SH,X601158.SH,X600583.SH,X600219.SH,X600985.SH,X601699.SH,X000830.SZ,X601003.SH,X600489.SH,X002271.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.132932738564831,0,0,0.0614204403444302,-0.027696301669509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0691703227563769,0,0,0,0,0,0.0855313935051932,0,0,0,0,0,0,0,0,0,0.0862756523387916,0.00146462235751469,0.0721632900691969,0,0,0,-0.00125262079577058,0,-0.00570864263849932,0,0,0,0,0,0
X600028.SH,0.0484551049929637,0,0.182625178609815,0,0,0,0,0,0,0.0261678257618353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0985328183729661,0.139571186110909,-0.129352452158219,0,0.0189204452193918,0,0,0,0,0,0,0,0,0.0282621027852746,0,0,0,0,0,0,0,0,0.100897504900241,0,0.00543258005157382,0.0104678941109474,0,0,0,0,0,0
X601088.SH,0,0,0,0.118734252008858,0,0.0193110852728281,0,0,0,0,0,0,0,0.255050158231147,0,0,0.216718733626383,0.0377359331783833,0,0,0.0187498900794511,0,0,0,0,-0.0388302098889212,0,-0.0175472743130752,-0.0503810142078221,0,-0.107604228759272,0,0,0,0,0,0,0,0,0,0,0.113892266157061,0,0.153554794969239,0,0,0,0,0,-0.00121967335645926,-0.0149564676148837,0,0,0,0,0,0
X600585.SH,0,0,0.171538432760985,0,0.0627442665863913,0,0,0.0244946202504736,0,0,0,0,0,0,0,0,0,0.0958507039091447,0,0,0,0,0,0,0,0,0,0.0523059455311705,0,0,0.176423663027206,0,0,0,0.3066992791687,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0272183003580901,0,0.0115067038209811,0,0,0,0,0,0
X600019.SH,0,0,0.162095070259115,0.194326833112884,0,0.163398791725768,0,0,0,0,0,0,0,0,0,0,0,0,0.0191710280772988,0,0,0,0,0,0,0,0,0,0.167822754857093,0,0,0,0.261731144690326,0,0,0,0,0,-0.0436359450172051,0,0,0,0,0,0,0.0305358584258454,0,0,0,0.00120510758690691,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,-0.00199495881061401,0,0,0.0782577848774813,0,0,0,0,0,0,0,-0.12924864345326,0,0.352377364517831,0,0,0,0,0,0,0,0,0,-0.137491984063117,0.267063299602621,0.164188645643379,0,-0.301340615381386,0.0711267384597199,0,0.014169403751601,0,0,0,0,0,0,0,0.127900796629297,0,0,0,0,0.0397946951319854,0.0537955942389518,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.112934419462789,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.125728077391019,0,0,0,0.0711366868121733,0,0.68541570187093,0,0,0,0,0,0,0,0,0,0,-0.0238348083638761,0,0,0,0,0,0,0,0,0,-0.01638367961214,0,0.135619330055192,0,0,-0.0310914812825746,0,-8.27655453669987e-05,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0628246367070075,0,0,0.0997296751970974,0,0,0,0,-0.0802197434939697,0,0,0,0.724740705964827,0,0,0,0,0,0,0,0,0,0,0.581270656255768,0,0,0,0,0.225780231352794,0,0,0,-0.018350452597021,-0.0940913379880084,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.238197877228258,0,0,0.0525009497900477,0,0,0,0,0,0.0537400516543282,0,0,0,0.10189826071469,0.102544654640479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205579191886298,0,0.0445056738732121,0.0117394124335311,0,0,0,-0.00440653610475126,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0.263945395608591,0,0,0,0.01202782491154,0,0,-1.0842021724855e-19,0,0,0,-0.000268875692212059,0,0.00842736242176406,0.0471684645231294,0,0,0,0,0.167342577467009,0,0,0,0,0,0,0,0,0,0,0,0.0704728483328056,0.000756400094932954,0.0204395656716448,0,0,0,0,0,0
