,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X000792.SZ,X600111.SH,X600188.SH,X600011.SH,X002271.SZ,X000877.SZ,X000708.SZ,X002466.SZ,X600660.SH,X600010.SH,X000301.SZ,X601600.SH,X601898.SH,X600547.SH,X600886.SH,X600362.SH,X600426.SH,X600176.SH,X000786.SZ,X000723.SZ,X600219.SH,X000408.SZ,X601991.SH,X600803.SH,X600795.SH,X002080.SZ,X000807.SZ,X600801.SH,X600688.SH,X002353.SZ,X600027.SH,X000825.SZ,X600352.SH,X000630.SZ,X000959.SZ,X000932.SZ,X600157.SH,X600489.SH,X601699.SH,X000960.SZ,X000983.SZ,X600516.SH,X300073.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.301064162679192,0,0,0,0.102787492461872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0675672215707137,0,0.118291054332112,0,0.0209065300404114,0.0133011514069086,0,0,0,0,0,0,0,0.0172049018453577,0,0,0,0,-0.00076975719915214,-0.0244274570687135,0,0,0,0,0,0
X600028.SH,0.156583104437933,0,0,0,0,0,0,0,-0.0374442297194832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0480598521638499,0.0339826628390992,0,0,0,0,0.0372958271703572,0,0,0,0,0.0350784347440397,0,0.0750229226909472,0,-0.0452655361487908,0,-0.000949855498426123,0,0,0,0,0.00578153055836855,0,0
X601088.SH,0.198298893106785,0,0,0,0,0,0,0,0,0.0308004469846032,0,0,0,0,0,0,0,-0.0727470080622669,0,0,0,0,0,0,0,0,0.122741087529235,0,-0.0115239843645079,0,0,0,0,0,0,0.111790422764983,0,-0.0016422585785176,0,0,-0.14554547576108,0,0,0,0,0.049042756038434,0,0.300429238594638,0,0,0,0.0263301968352263,0,0,0,0,0.0286483453071247,0,0
X600309.SH,0,0,0,0,0,0,0.0165183481860698,0,0,0,0,0.0424193633234536,-0.139233916741166,0,-0.0463757985579684,0.0973721109212496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197390571565321,0,0,0,0,0.06634432994605,0,0,0,0.0564269456187185,0,0,0,0,0,-4.33680868994202e-19,0,0,0,-0.00408129529621815,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0380623393551023,0,0.0515306319552267,0,0,0,0,0.125583014975364,0,0,0,0.0584594191971336,0,0,0,0,0,0,0,0.195212465205056,0.0366362132036742,0.0830753534055522,0,0,0,0,0,0,0,0.347940812020352,0,0,0.0276836273289393,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0288833469844958,0,0,0,0,-0.036062039291619,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.14092528897644,-0.034655415747352,0.0200216193379402,0,0.0177212193009754,0.462073230356839,0,0,0,0,0,0,0,0,0,0,0,-0.181155440691537,0.0733241009927722,0.129018690190251,0,0,0,0.0343129121255713,0,0,0,0,0,0,0,0.0553145286652491,0,0,0,0,0,0,0,0,0.245240774388493,0,-0.0554234857280634,0,0,0,0,-0.0514268299374364,0,0
X600019.SH,0.14124624653922,0,0,0,0,0,0,0,0,0,0.0329405886876285,0,0.0229161278490684,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0470331734959233,0,0,0,0,0,0,0,0,0,0,0.0642617037744004,0.197688839143327,0,0,0.0414029890063522,0.314194848833517,0,0,0,0.0397160653121947,0,0,-0.0480171740672528,0,4.33680868994202e-19,0.00859535770762182,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,-0.0618646478773406,0,0.204754310050693,0,0,0,0,0,0.144948604103743,0,0,0.0711051476504906,0,-0.0719839644264815,0,0,0,0,0,0,0.267579910583396,0,0.0580845838041912,0,0,0,0.1263426906775,0,0,0,-0.0223873398666481,0.123590355923689,-0.241701440958607,-0.387689784607487,0,0,0,0,0,-0.128966608931992,0,0,0,0,0,0.0293677116980188,0,0,0,0,0,0,0
X600111.SH,0.0233897727233221,0,0,0,0,0.114960688259221,0,0.0286095673492094,0,0,0,0,0,0.15231864062034,0.191679495165727,0,0.192490592499162,0.0290196961809278,0,0,0,0,0,0,0,0,0.0803160059449678,0,0,0,0,0,0,0.106606152504981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00057060678860126,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00190504620282014,-0.229261041631891,0.0656108772658879,0.019959679335505,0.341941043803342,0,0.318651978613735,0,0,0,0,0.0631294437794744,0,0.0141588444099883,0,0,0,0.182758191499704,0,0.0778869560716372,0,0,0,0,-0.185391112935126,0,0,0,0,0,0,0,0.344286811354342,0,0.0565759263243873,0,0.0439660901560659,0,0.0300674768013554,0,0,2.91234651796463e-05,0,0
