,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X002466.SZ,X600585.SH,X000792.SZ,X600011.SH,X601898.SH,X600019.SH,X600660.SH,X600111.SH,X600010.SH,X000708.SZ,X600547.SH,X000301.SZ,X600886.SH,X600795.SH,X000877.SZ,X002271.SZ,X601600.SH,X600426.SH,X600362.SH,X600027.SH,X600176.SH,X600803.SH,X601991.SH,X000983.SZ,X601699.SH,X000408.SZ,X600160.SH,X000629.SZ,X000786.SZ,X000723.SZ,X600219.SH,X600378.SH,X600995.SH,X600348.SH,X002080.SZ,X600096.SH,X600489.SH,X600157.SH,X000933.SZ,X000807.SZ,X600985.SH,X600688.SH,X600141.SH,X000831.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.579000316716305,0,0,0,0,0,0,0,0.185973436138376,0.176633394496745,0,0.0374054141324323,0,0,0.00574350104783473,0,0,0,0,0,0.0343706424516244,0,0,0,0,0,0,0.089165790560045,0,0,-0.0180530707043132,0.0389290492048365,0,0,0,0,-0.0392088465273775,0,0,0,0,0,-2.16840434497101e-19,0.0409141642923918,0,0,0,0,0,-0.0116733219846724,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.460109733941913,-0.0119390107498291,0,0,0,0,0,0,0,-0.0624274372087776,0,0,0,0,0,0,0,0,0,0,0,-0.0924472557107303,0.0873572707867284,0,0,0.178411930224684,0,0,0.0613991607383709,0,0,-0.0160841184722177,0,0,-0.0407419591248598,0,0,0,0,0.199577929552192,0,0,0,0,-0.0460849403792854,0,0,-0.00832202173969575,0,0,0,0,0,0,0
X600028.SH,0.623317704024813,0,0,0,0,0,0,0,0.0416984761590724,0,0,0,0,0,0,0,0,0,0,0,0,0.000177404251289916,0,0.0296645924870763,0,0,0,0.0611497130794227,0.0163336221150095,0,-0.0398675524513596,0,0,0,0,0,0,0,0,0,0,0,0.00400787465574227,0,0,0,0,-0.0592454506409441,0,0.00888277980846363,0,0.00228139410340038,-0.000895600485056008,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055174852137511,0,0,0.0569705659906034,0,0,0.359774505677223,0,0.107072201859426,0,0.172002128324574,0,0,0,0,0,-0.0932127341121232,0.0775411240469854,0,0,0,0.0495517338595581,-0.128127037797671,0,0,0,0,0,0,0,0,0,0.0476997303631713,0,0.00189912237247255,-0.0895913970372726,0,0,0,0,0,0
X600188.SH,0,0.704807027278852,0,-0.0107523089602257,0,0,0,0,0,0,0.0309151993942913,0,0,0,0,0,0,0,0,0,0,-0.0729786880658808,0,-0.0523673803791931,0,0.0212756027237909,0,0.123237268032847,0,0.12921759869956,0,-0.0624463262462291,0,0,0,0,0,0,0,0.0534229549471455,0,0,0,0.0396719123342656,0.241989076795691,0,-0.082781007228644,0,0,0,0,0,0.0520840579579926,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.486708716255965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.186525006733995,-0.124769233766525,0,0,0,0,0.0344893367346456,0,0.113118536783927,0,0.162244210166248,0,0,0.206270025874694,0,0,0,0.106251914015549,0,0,0,0,0.0104874760073787,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.446530194976681,0,0,0,0,0,0,0,0,-0.0243488328519228,0,0,0,0,0.0842961681710459,0.05881385098436,0,0,0,0,0,0,0,0,0,0.0704715378594726,0.467157460758214,-0.0212427081012353,0,0,0,0,0,-0.0431097691015373,0,0,0,0,0,0,0,0,-0.127203219245899,0,0.117097631765455,0,-0.0151399380607085,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.10596149651459,0.0491708425805571,0,0,0,0,0,0.0783863032706714,0,0,0,0,0,0,0,0,0,0.0104213046052585,0,0.0226640183449107,0.0681643762580334,0,-0.112337785003591,1.73472347597681e-18,0,0,0.402417813928925,0,0,0,-0.0215276030418579,0,0,0.0196505876885033,0,0,0,0,0.0704812674534078,0,0,0,0,-0.00291606542569909,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.212101977600652,0.052034591678425,0,0,0,0,0,0,0.216595664856447,0,0,0,0,0,0,0,0,0.0860960496466506,0,0,0,0,0,0,0,0,0.246497762768876,0,0.000956949384965688,0.141296998190205,0,0,0,0.0149757997061809,0,0,0,0,0,0.00698547713032409,0.0420242626410851,0,0,0,0,0,-0.0037820726841634,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.0841234958525266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29741494865299,0,0.215224468054487,0.25887187757418,0,0,0,0.278061171663779,0,0,0,0,0,0,0.0334386655120651,0.0605700382283879,0,0,0,-0.276739858947851,0.0987650078891694,0,0.0620620529044077,0,0,0,-0.0347040553032193,0.145266953747687,0,0,0,0,0,0
X601898.SH,0.00911710809143083,0,0.172448779375262,0,0.162302167678258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178534236815004,0,0,0,0.0779010001094769,0,0.317291409990429,0,0,0,0,0,0,0,0,-0.00206940649958317,0,0,0,0,0,0.0731187394376449,0,0.0828315472401288,0,0,-0.0616118008595229,0,-0.0340586658451377,0,0,0,0,0,0,0
X600019.SH,0.0305357521970457,0,0,0,0,0,0,0,0,0.0457813376276274,0,0,0,0,0,0,0,0,0,0,0.102637569039049,0,0.262743686602098,0.149813529173448,0,0,0,0.0740120534325402,0,0,0,0,0,0,0,0,0,0,-0.0936758812836357,-0.0464872232941156,0,0,0,0,0,0,0,0,0,-0.0205711158156522,0,-0.00437383430067863,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00504124111336243,0,0.0277724641493897,0,-0.086294303568487,0,0,0,0,0,0,0,-0.0548259108362282,0,0.00786396468389158,0,0,0.16078015697482,0,0.155971629197612,0,0,0,0,0.185025607730701,0,0,0.0348133446079439,0.0620186501613578,0,0.0153481267330546,-0.0131320147214269,0,0,0,0,0,0
