,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X601898.SH,X600011.SH,X600585.SH,X600547.SH,X600886.SH,X600660.SH,X601600.SH,X002466.SZ,X000792.SZ,X002460.SZ,X600795.SH,X000708.SZ,X600111.SH,X601699.SH,X600010.SH,X000301.SZ,X600362.SH,X000877.SZ,X600426.SH,X000983.SZ,X600027.SH,X600803.SH,X600489.SH,X002271.SZ,X601991.SH,X600160.SH,X600985.SH,X000630.SZ,X000807.SZ,X000408.SZ,X600176.SH,X000786.SZ,X000933.SZ,X600612.SH,X600348.SH,X000932.SZ,X300037.SZ,X601168.SH,X600219.SH,X002128.SZ,X600995.SH,X600688.SH,X600157.SH,X000629.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.801412042247693,0,0,0,0,0,0,0,0,0.131021358880852,0,0,-0.191247156601956,0,0,0,0.138720196566823,0,0,0,0,0,0,0,0,0,0,0,-0.235917267672914,0,-0.0349935802695582,-0.131327460674579,0,0,0.100229099724577,0,0.0509286390734602,0,0.216587353453153,0,-0.0977247355117564,0,0,0,0,0,0,0,0,0,0.000186880081249455,0.0287245437975388,0,0,0,0,0,0
X600028.SH,0.722694521723301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.157261231736635,0,0,0,0,0,0,0,-0.0196061649871753,0.0213640946373968,0,0,0,0,0,0,0,0,0,0,0,-0.0531232434950034,0,0,0,0,0,0.110748776087879,0,0,0,0,-0.00530239056234927,-0.00717283936760787,0,0,0,0,0,0
X601088.SH,0.0867911262584773,0.259323567904565,0,0,0.0635964063606189,0,0.0392807696351456,0,0,0,0.0308321851898304,0,0,0,0,-0.0172965141639968,0,0,-0.0777399291127642,0.125385993660068,0,0,0,0,0,0,0,-0.104006746098107,0,0,0,0,0.0675204386177796,0,0,0,0.105168586386223,0,0.0535966313972834,0,0,0,0,0,0,0,0,0,0,-0.0358124164674122,0,0,0.013173441050074,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.284930163453271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168363867233097,0,0,0.133859720996165,0,0,0,0.12496771751764,0.0638386551770038,0,0,0,0,0,0,0,0,0.288512712833854,0.367752849323272,0,0,0,0,0,0.326026332868111,0,0,-0.0110866180872159,0.0146992802015785,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.0580697639172155,0.150933595225199,0,0,0.15427446243335,0,0,0,0,0,0,0,0,0,0.173178711191756,0,0,0,0,0,0.0671575344761916,0,0,0,0.0137331495212171,0,0.0728534924469956,0.115451804582941,0,0,0,0,0,0.16916558059691,0,0.00884081023280628,0,-0.0287721281429593,0,0,0,0,0,0,0,0,-0.000454187148408806,-0.012418901222247,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0956542631898607,0,0,0,0,0,0,0.0871431190419935,0,0,0,0,0,0.0889993913112962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018971394932046,0,0,0.531527738170662,0,0,0,0,0,0.293167175592713,0,0.237761934754903,0,0,0,0.244609288908135,0,0,0,0,0.00525169372949846,0.101886268701472,0,0,0.00898258246432823,0,0
X601898.SH,0.0698135851370671,0,0.12593464650898,0,0.324023927572322,0.0131828863909853,0,0,0,0,0.0311826710669033,0,0,0,0.00207604010287776,0.0300891182152083,0.00381542112442981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0768955289721948,0.00242208810769174,0,0,0,0,0,0,0.0958775699467471,0,0,0,0,0,0.00148191135890308,-0.0135034182223211,0,0,0,0,0,0
X600011.SH,-0.00247219066636521,0,0,0,0,0,0,0,0,0,0.0958131783586497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438012648052112,0,0,0,0,0,-0.00576942057048967,0,0,0,0.0731864954118148,0,0,0,0,-0.068952400815473,0,0,0,0,0.130899821778715,0,0,0,0,0.000560587473532146,0,0.00106524820403288,0,0,0,0,0
X600585.SH,0,0,0,0.0735003488718434,0,0,0,0,0,0,0,0,0,0,0,0.0425963187990155,0,0.0032212579635181,0,0,0,0,0,0.119393710671358,0,0.0792214322777472,0,0,-0.0778871848982722,0.215132137185766,0,0,0,0.0102988287736948,0,0,0.0513815295806175,0.15152220745433,0,0,0.00988863905531888,0,0,0,0,0,0,0,0,0,0,-0.00254534647719248,0.00713462487641782,0,0,0,0,0,0
X600547.SH,0,0.0993800325520851,0,0,0,0,0,-0.0398217108258718,0,0,0,0,0,0,0,-0.0513237324152593,0,0,0,-0.0463422032422199,0,0,0,0,0,0.0316878214893895,0,0,0.52747048333037,-8.67361737988404e-19,-0.0154654294691622,0.03757728383118,0,0,0,0,0,0,0,0,0.0108951273210211,0,0,0,0,0.142531138424973,0,0,0,0.0783370602556693,0,-0.00244032342265557,0.0228035959859091,0,0,0,0.00764109341428156,0,0
X600886.SH,0.150327009855022,0,0.144323905743225,0,0,0,0,0.166428804595864,0,0,0,0.132474312503148,0,-0.0128279403384715,0,0,0.23328509874973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0129622468047672,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,-0.103778911815849,0,-0.00376904706263506,0.0284322943209425,0,0,0,0,0,0
X600660.SH,0,0.046050081417951,0,0,0,0.0547013311552931,0,0,0,0,0.183719903492638,0,0,0,0,-0.0695266096399531,0,0,0,0,0,0,0,0,0,0.0514841542739091,0.185652272475334,0,0,0,0,0,0,0,0,0,0,0,0,0.0661792482078598,0,0,0,0,0,0,0.0911268944839311,0,0,0,0,0,0,0,0,0,0.0114275615649318,0,0
X601600.SH,0,0,0,0,0,0.223875607719764,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0287976320467972,0,0.0127217907803716,0.120000442024136,0,0,0.154557104445323,0.331088714310643,0,0,0,0,0,0,0,0.0554276821524584,0.226484845776937,0.0251927713159458,0,0,0,0,0,0,-0.0164708653313495,0.0371565880856723,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,-0.0155525172144342,0,0,0,0,0,0,0,0.729450227487044,0,0,0,-0.0036314134188001,0.123150921948737,0.29502889451272,0,0,0,0,0,-0.138575943711464,0.117850521031856,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044896536538552,0,0,0,0,0,0,0,0,0.00911364926584486,0.00338672150003175,0,0,0,0,0,0
X000792.SZ,0,0,0.0529093009511492,0,0,0.0522595235887359,0,0,0,0,0,0.18645171201743,0,0.311809192574853,0,0,0,0,0.300261251537379,0,0,0,0,0,-0.0394654328325191,0,0,0,0,0.0688968469753258,0,0,0,0,0.0400258502684569,0,0,0,0,-0.0746391920063411,0.0745569167980677,0.0399721114211836,0,0,0,0,0,0,0,0,-0.0387026568994513,0.0120966000632461,-0.017672857903292,0.0234359412119229,0,0,0,0,0
X002460.SZ,0,0,-0.0324507177569606,0,-0.00812660573307662,0,0,0,0,-0.0910609938997116,0,0,0,0.732183527896901,0,0,0,0.205660477262533,0.153807891718279,0,0.0301147435638566,0,0,0,0,0,0.0321993382682782,0,0,0,0,0,-0.1666268233867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00325178247242741,0.00141903509254741,0,0,0,0,0,0
X600795.SH,0,0,0.0304284288429254,0,0,0,0.0344804337191427,0,0,0,0.303665316356983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.063134804921944,0.437119102289981,0,0,0,0,0,0,0,0,0.1433086208295,0,0,0,0.069473924892565,0,0,0.0153206369516632,0,0,0,-0.0299572780461772,-0.00761794519034275,0,0,0,0,0.0174730287787258,0,0
X000708.SZ,0.242051542076795,0,0,0,0,0.179265860704694,0,0.26599247705573,0,0,-0.397813021294273,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0707344558819407,0,0,0.0264845132372494,0,0,0,0.128273099374789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0186921424329544,0.0515142891980621,-0.00664068387197012,0,0,0,0,0
X600111.SH,0.10428120183314,0,0,0,0,0,0,0,0,0,0,0,0,0.290499446121934,0,0.0313251801690224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327324006911325,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.146629345672131,0,0,0,0,0,0.0184739013709637,-0.0311962107716353,-0.0344735772043906,0,0,0.0111490120393943,0,0
X601699.SH,0,0,0.10575504306051,0,0.45705537775518,0,0,0,0,0,0,0,0,0,0,0,0.0969159743781687,0,0,0,0,-0.0683222893471841,0,0,-0.158794764418529,0.112415231584132,0,0,0,0,0,0,0.282851799912089,0,0,0,0,0,0.00918160881531455,0,0,0,0,0,0,0,0,0,0,0,0.132110889153128,0.0164950518456328,-0.0207017461760948,0,0,0,0.0456854235420729,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0847419185958361,0,0,0.197852585520549,0.000878278315254203,0.37730077794467,-0.0272524551319053,0,0.202622504433569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00331092060352924,-0.0226368918537485,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0.0154773450522819,0,0,0,0,0,-0.132366822152281,0,0.0693785945143913,0,0.146157403558105,0,0,0,0,0,0,0,0,0,0,0,0,0.00168859406995234,0,0,0,0,0,0,0,0,0,0,0.0794808035425671,0,0,0.154197642615752,0,0,0,0,0,0,0.128405442874307,0.066511083789654,0.0104887284187714,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10193962066449,0,0,0,0,0,0,0,-0.0380150079929092,0,0,0,0.0847814713688668,0,0,0,0,0,0,0,0,0,0.109891499136607,0.0453838999441627,0,0,0.0546518549013441,0.186404184262006,0,0,-3.46944695195361e-18,0,0.336923611778632,0.0266020899901699,-0.0112878866676622,0.0342524180193891,-0.00426905397868706,0,0,0,0,0
X000877.SZ,-0.0637190188853958,-0.0497607498053662,0,0,0.0900575906585306,0,0,-0.0693071904390317,0.488292506333555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0773490490351446,0,0,0,0,0,0.132806692812729,0,0,0,0,0,0.121974709617198,0,0,0,-0.138261092533897,0,0,0,0,-0.0275688720299544,0,0.000599914988083184,0,0,0,-0.0316800652387932,0,0,0,0,0,0
X600426.SH,0,0,0,0.271682486260948,0.0770194054073659,0,0,0,0,0,0,0.135706514117293,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0.0107921846701576,0,0,0.056894030886571,0.118745422503142,0,0,0,0,0,0.000179862248553033,0,0,0.324447574751595,0,0,0,0,0,0,0,0,0,0,0,0.399629322423211,-0.0141353330466906,4.33680868994202e-19,0,0,0,2.16840434497101e-19,0,0
