,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600660.SH,X600019.SH,X600188.SH,X600585.SH,X601600.SH,X600886.SH,X600011.SH,X600547.SH,X000792.SZ,X600010.SH,X600795.SH,X600111.SH,X002460.SZ,X600362.SH,X600160.SH,X600803.SH,X000708.SZ,X600027.SH,X600489.SH,X002466.SZ,X000301.SZ,X601991.SH,X000807.SZ,X000786.SZ,X600426.SH,X600176.SH,X000983.SZ,X600219.SH,X002128.SZ,X601699.SH,X000877.SZ,X000408.SZ,X000630.SZ,X600096.SH,X600157.SH,X601168.SH,X600985.SH,X000933.SZ,X002353.SZ,X600352.SH,X600995.SH,X000883.SZ,X600378.SH,X600688.SH,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0908023604593816,0,0,0,0,0,0,0,0.0701912963905308,0,0.0345382409463928,0,0,0,0.31979459087247,0,0,0.270675340696305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173460238048878,0,0,0,0,0,0,0,0,-0.0241949094400625,0,0,0,0,-0.0208957665993481,0,0
X601088.SH,0,0,0,0,0.395179007368422,0,0,0,0,0,0,0,0,0,0,0,-0.108293299018562,0,0,0,0,0,0,0,-0.0077459480249713,0,0,0.0505742494507783,0,0,0,0,0,0.134497466755473,0,0,0,0,0,0.0569796303528394,0,0,0,0,0,0,0,0,0,0,0,0.00751382500867685,0,0,1.73472347597681e-18,0,-0.0234738474907073,0,0
X600028.SH,0.0419045124349209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167075476959959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053675141822258,0,0.362105266025819,0,0,0,0,0,0,0,0,-0.0310193452537151,-0.00107643319252369,0,-0.0169598796241085,0,0,-0.0460031154317205,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123811343401169,0.0844410247708144,0,0,0.0387388469917424,0.260199433802654,0,0.0262143653314959,0,0,0,0,0.0237173342226499,0,0,0,0,0,0,0.175561885771204,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0.083607977676637,0,0,0,0,0,-0.0306236707914084,0,0,0,0,0,0,0
X601898.SH,0,0.67445942184271,0.220399608096084,0,0,0,0,0,0,0,0,0,0,0,0.0587851014671143,0.0660265016860205,0,0,0,0,0,0.0953500237711088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0202387241465639,0,0,0,0,0,0.0354937383559269,0,0,0,0,0.0493202503548259,-0.0120986210160913,0,0,0,-0.000135242166782656,0,0
X600660.SH,0.0297547486039845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0409278681320547,0,0.279258927583451,0,0,-0.0661189438467875,0.126814165612563,0,0,0,0,0,-0.0592019942746562,0,0,0,0,0,0,0,0,0,0,0,0,-0.0892617923185804,0.165447313990535,-0.272455382549129,0,0,0,0,0,0,-0.0340039407411194,-0.0471871498461141,0,0,0,-0.0344711806580713,0,0
X600019.SH,0.271958748418082,0,0,0,0,0,0,0,0,0.217378834834207,0,0,0,0,0,0,0,0,0,0,0.120263832399539,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381361129104925,0.105808306795355,0,0,0,0.0888681148560266,0,0,0,0,0,0,0,0,0,0,0,0,0.0187134021959809,0,0,0,-0.00427585219548344,0,0
X600188.SH,0,0,0,0.100760282231444,0.248729092095085,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.227938735840503,0,0.0544600378947436,0,0,0,0,0,0,0,0,0,0.186710769794421,0,0,0,0,0.0396804941957457,0,0,0,0,0,0,0,0,0,0,0,-0.0239546586289645,0,0.127077438114663,0,0,-0.0495343616669323,0,0
X600585.SH,0,0,0,0,0.371827370511049,0,0,0,0,0,0,0,0,0,0.00857616643382095,0,0,0,0,0.278254087638346,-0.0914975605060641,0,0,-6.93889390390723e-18,0,0,0,0,0.199770183740575,0,0,0,0,0,0,0.31790281017919,0.14120661898278,0,0,0.0341601426146501,-0.141455830201948,0.0281388603736786,-0.0623096831529565,0,0,0,0,0,0,0,0,0.042767616491937,0,0,0,0,0.0347490903585499,0,0
X601600.SH,0,0,0,0,0,0,0.190860108097958,0,0,0,0,0,0,0,0,0,-0.158643392456474,0,1.2481226184809,0,0,0,0,0,0.0473701239938661,0,0,0.192445178499194,0,0,0,0,0.097064903481356,0,0.0790334341233164,-0.302980563252798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0124291491400547,-0.0189870126768789,0,0,0,-0.0239110569150204,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0.0924339164779359,0,-0.00787461429510894,-0.257359178782024,0.416020113467384,0,0,0,0,0,0,0,0,-0.0467910548024757,0,0,0,0,0,0,0,0,0,0.137521476685395,-0.000429899974982949,-0.0713224295706816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0182059961710713,0.0226045343524147,0,0.0284361886119768,0,-0.00662284498300802,0,0
X600011.SH,0,0,0,0,0,0,0.0909710746114586,0.0997581322058122,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0867260213305123,0,0,0.0283527653614754,0,0,0,0,0,0,0,0,0,0.0798942235928788,0,0,0,0,0.0970793483447384,0,0,0,0,0,0,0,0,0,0,0,-0.0184801779408986,0.00093253409473349,0.0463132803857698,0,0,-0.00630373904806159,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341625371028385,0,0,0,0.470764382592687,0.105285847534111,-2.16840434497101e-19,0,0,0,0,0,0,0,-0.0169072504193262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00784329683714073,0,0,0,0,-0.0100115242526606,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068639522084732,0,0.0801439734934417,0.190719953102793,0,0.135986270689496,0,0,0,0,0.0577225264691519,0,0,0,0,0.0890110231254591,0,0,0,0,0,0,0.0887635434400674,0,0,0.102320743832727,0,0,0.0918667327574805,0,0,0,0,0,0,0,0,-0.0166481775405391,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.142279485855576,0,0,0,0,0,0,0.0941125238204294,0,0,0.198690742388008,0.00632759259642656,0,0,0,0,0,0,0,0.0678430903802565,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250809870000183,0,0,0,0,0,0,0,0,0,0.115535378596196,0,-0.044890356639297,0.0161813520948313,0,0,0,0.0711541106697067,0,0
X600795.SH,0.0543310946522903,0,0,0,0,0,0,0,0,0,0.399381290951338,0,0.000183745835446798,0,0,0,0,0,0,0,0,0,0.342935032364435,0,0.0297852830726301,0,0,0.0644817526423353,0,0,-0.0521987346478632,0,0,0,0,0,0,0,0,0.0208097640926512,0,0,0,0,0,0,0,0,0,0.0156415413609063,0,-0.00425384353958678,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0825078744715462,0,0,0,0,0,0.263117478560143,0.239748460430794,0,0,0.0771581959603897,0,0,0,0,0,0,0,0,0,0,0,0.109561348112052,0,0,0,0,0,0,0,0,0,0.0050486453983878,0,-0.0429285481457588,0,0,0,0,0,0,0
X002460.SZ,0,-0.085350484416811,0,0,0,0,-0.0102310492695631,0,0,-0.0134157015191197,0,0,0,0.130685446256111,0,0,0,0,0,0,0,0,0,0,0.793641242812795,0,0,0,0,0,0,0,0,-0.00675915799670925,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192457357465931,0,0,0,-0.0577446839423452,0.0432300440694322,0.177112962814682,0,0,0,0,0
