,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X601600.SH,X600688.SH,X600795.SH,X601991.SH,X600623.SH,X600027.SH,X600362.SH,X600111.SH,X600886.SH,X600157.SH,X600188.SH,X601992.SH,X002466.SZ,X600299.SH,X000792.SZ,X600660.SH,X601158.SH,X000709.SZ,X600309.SH,X000539.SZ,X000883.SZ,X000898.SZ,X600583.SH,X000027.SZ,X600547.SH,X600352.SH,X600489.SH,X000630.SZ,X002470.SZ,X300072.SZ,X000629.SZ,X000060.SZ,X600098.SH,X600160.SH,X600176.SH,X000012.SZ,X000723.SZ,X600021.SH,X600315.SH,X000959.SZ,X600022.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0736615725033219,0,0,0,0,0.111052534716624,0.123873306662711,0,0,0.0112130306320922,0.12667238757327,0,0,0.0192411476386506,0,0,0.0261931374688584,0,0,0,0,0,0,0,0,0,0,0,0,0.0198478776331496,8.67361737988404e-19,0,0,0,0,0.0127071900100499,0,0,0,0,0,0,0.00881667224412865,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.156632291607271,0,0,-0.0135154658646356,0,0.0219962266477822,0,0,0,0.109291840028571,-6.93889390390723e-18,0,0,0,0,0,0.0261195090471623,0,0,0,0,0.195680500124201,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.0224218618344377,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.564964940509447,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0302906619573207,0,0.0299839982250119,0,0,0,0,0,0,0.0408902693364886,0,0,0,0,0,0,0,0,0,0.00430066160441817,0,0,0,0.028952196018164,0.144504973715818,0,0,0,0,0,0,-0.0115542136003439,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.170498565841811,0,0.113079525701376,0,0,0,0,0,0,0,0,0,0,0,0,0.027978756418638,0,0.0271390815709225,0,0,0,0,0.0616891919410649,0,0,0,0,0,0,0,0,0,0,0,0,0.163972332947144,0,0,0,0.0265304276236575,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231153906882003,0,0,0.108459024526144,0,0,0,0,0,0,0.0766782080562336,0,0,0,0,0,0,0.0229995581635089,0,0,0.0100667826231643,0,0,0.173546271888269,0.197645492542615,0,0.00654134174298105,0,0,0,0,0,0,0,0,0,-0.0137386146504976,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.130118818598063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00774650199393814,0.0232830365735097,0,0,0.681505820146722,0,0,0,0.0402177513905958,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0819372974186703,0,0,0,-0.0711834146564551,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0647907718882711,0,0.164237761032779,0.0432996508183431,0,0,0,0,0,0,0,0,0.220495817556812,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234981424778469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0711793270730065,3.46944695195361e-18,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.0767023771879542,0,0,0.116464523258707,0,0,0,0,0,0.0487792198415631,0,0,0,0,0.0611520423818533,0,0,0.0759291800217444,0,0,0,0,0,0,0.0284295435652813,0,0.00724719745873075,0,0,0,0,0,0,0.076337739480985,0.0587011184222014,0,0,0,0.119302268015845,0.124447011585083,0.0418588636436773,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0392503789865481,0,0,0,0,0,0,0.0501634605620708,0,0,0.241659184758862,0,0,0,0.0101286809058513,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160037365281989,0,0,0.129122675278606,0.0036497038663766,0,0.0558703738957463,0.0489814767415605,1.73472347597681e-18,0.0855867894751359,0,0,0,0,0,-0.0123073324401236,-0.0161051404767116,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0936337944126779,0,0,0,0,0,0,0,0.0374024258909635,0,0,0,0,0,0,0.067899325647662,0,0,0,0,0,0,0,0,0,0.233065392492073,0.030896905440199,0.0489371047046172,0,0.134195166476979,0,0.00488404913476123,0,0.0655689094591214,0,0,0,0,0,0,0,0,0,0
