,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600309.SH,X600011.SH,X600010.SH,X600188.SH,X601898.SH,X601600.SH,X002466.SZ,X600688.SH,X601991.SH,X600660.SH,X600362.SH,X600795.SH,X600547.SH,X600886.SH,X600516.SH,X300072.SZ,X002460.SZ,X000898.SZ,X600111.SH,X600352.SH,X600176.SH,X601992.SH,X000553.SZ,X000786.SZ,X600027.SH,X000825.SZ,X000792.SZ,X000709.SZ,X600299.SH,X002271.SZ,X600426.SH,X601158.SH,X600315.SH,X000408.SZ,X601699.SH,X000830.SZ,X600489.SH,X600808.SH,X000883.SZ,X600219.SH,X000630.SZ,X600339.SH,X000960.SZ,X002470.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.01725618950925,0.0945051005163502,0,0,0,0,0,0.00984155311941636,0,0.0778434348204708,0,0,0,0,0,0,0.025414177640837,0,0.0749586912149691,0,0,0,0,0,0.0618524784461615,0,0,-3.46944695195361e-18,0,0,0.0611625862884571,0,0.0435857435693456,0,0,0,0,0,0.147146190566026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.0987920475065759,0,0.3891032189859,0,0,0,0,0,0,0,0,-0.0175040336007763,0.153804175299009,0,0,0,0,0,0,0,0,0,0,0,0,-0.0468927954673671,0,0,0,0,0,0,0,0,0,0.116205471516649,0,0,0,0.0327874934872764,0,0,0,0,0,0,-0.0290750156669584,0.0976852952442509,0,0,-0.0221949124072535,-0.0056065125260284,0,-0.212120617637458,0,0,0,0
X601088.SH,0,0.320545387774425,0,0.21610878408503,0.178846549913134,0,-0.0144854447558292,0,0.152225676340331,0,0,0,0,0,0,0,0,0,0,0,0,-0.0175775653776397,0,-0.0163026359889555,0,0,0,0,0,-0.113481680413841,0,0,0,0,0,0,0,0,-0.0898091478648685,0.248309744639832,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,-0.0586454281944128,0,0,0,0,0,0
X600019.SH,0,0,0.220327726767256,0,0,0,0,0,0.332869203244627,0,0.190538454131681,0,0,0,0,0,0,0,0,-0.0262560207809208,0,0,0.193240196173693,0,0,0,0,0,0,0,0,-0.0512053502245783,0,-0.186468143402778,0,0,0,0,0,0,-0.0986839920643623,0,0.0630915021451073,0,0,0,-0.0294223835108626,0,0,0,-0.00735292277071614,0,0,0,0,0,0,0
X600585.SH,0,0,0.180357727195005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0593385802725533,0,0,0,0,0,0,0,0,0.169637343411913,0,0,0,0,-0.0948278751734358,0,0.0087373830236549,0,0,0,0,0.314620462978896,0,0,0,0,0,0.0460852338709402,0,0,0,-0.0610004467841341,0.0114040345628734,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.044219092641024,0.120972921698263,0,0,0.062836398400333,0,0,0,0,0,0.334326634511542,0,-0.0824922062198938,0,0.109280975448492,0,-0.0245674071914942,0,0.0951192113416646,0,0.17455717831339,0,0,0,0,0,0,0,0,0,0,0,-0.046976712348906,0,0,0,0.0546221888980387,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121659428342784,0,0,0,0.0108333693889437,0,0,0.188362158720903,0.0305493757649003,0,0,0,0,0,0,0,0.380494258966386,0,0,0,0.0763486372146961,0,0,0,0,0,0,0,0,0.0287754722946472,0,0,0,0.292240053292881,-0.184019542211543,0,0,0,0.0363545080629076,0,0,0,-0.819111297132973,0,0
X600188.SH,0,0,0.524675570498259,0.19127211638313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102748948772288,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.196584306809523,0,0,0,0,0,0,0.310353791101766,0.28393236610513,0,0,-0.0711470426412061,-0.030686726748119,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0543074324245529,0,0,0,0,0,0,0,0,0,0,0.0184828871146685,0,0,0.0197397921197819,0,0,0,0,0,0.0651532050455248,0,0,0,0,0,0,0,0,0,0,0.101450811643567,0.0101615619986597,0,0.0431486803968547,0,0,0,0,0.118261040513851,0,0,0.00659309246032625,-0.000522925536315435,0,0,0,0,0,0
X601600.SH,0,0,0,0.223833954002327,0,0,0,0,0,0,0,0,0.338597926519611,0,-0.113704796999141,0.0164511897393469,0,0,0,0,0,0,0,0,0,0,0,0,0.0169306985327733,0,0,0,0,0,-0.290586789436907,0,0,0,0,0.226681441506154,-0.0101455840936022,0,0,0,0,0,0,0.240607507792005,0,-0.432225767035454,-0.00642978974550523,0,0,0.193979376905407,0,0.180426157391562,0,0
X002466.SZ,0,0,0,0,0,-0.0655747900823466,0,-0.123912768534434,0.0687990314290077,0,0,0,0,0,0,0,0,0,0,0.103418665186802,0,0.503128678239164,0,0.151706152920321,0,-0.0467786761455574,0,0,-0.0248305107492474,-0.024059087667428,0,-0.0244095099830854,0,0,0,0.0397630465360449,0,0.00727382193243598,0,0,0,0,0,0,0,0,0,0,0,0,0.00338937126988646,-0.0149547566290329,0,0,0,0,0,0
X600688.SH,0,0.188511579776056,0.150848584697484,0,0,0,0,0.0753089896307774,0,0,0,0,0,0,0,0.0450818295997223,0,0,0,0.0180094372300895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000401597065388045,0,0.0395383678299592,0.0679625890568829,0,0,0,0,0,0,0,0.00649905674370372,0,0.00915388667230873,0.000759782581554673,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0159855056693963,0.0982227272498319,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135919188650651,0,0,0,0.0828573803391567,0,0,0,0,0.0311276350599083,0.00613531569971319,0,0,0,0,0.0693971095674708,0,0.0477461546285312,0,0,0,0,0,0,0,0.0274510868724499,-0.00426932761115087,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,-0.0241990344306064,0,0,0.121912458961698,0,0,0,0,0,8.67361737988404e-19,-0.145707068498619,0,0,0,0,0,0.146865183795277,0.419507306212484,0,0,0,0,0,-0.00144199137167506,0,-0.119327785023893,0,0,0,0,-0.27843716902953,0,0,0,0,0,0,0,0,-0.231675554565537,-0.209531883377724,0,0.0178985958613793,0.0044492613878929,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.0331873855343067,0.0415897255441073,0,0.256078335566986,0,0,0,0,0,0,0,0,0.00318174673439758,0.00785850520607919,0,0,0,0.0368673596753825,0,0,0,0.0250399923914562,0,0,0,0,0,-0.00334857498655111,0,0,0,0,0.190138938762189,0,0,0,0,0,0,0,0,0.113828930185256,0,0.0121523375339817,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.0426208915018586,0.0572156750065452,0,-2.16840434497101e-19,0,0,0,0,0.0588699455549511,0,0,0.0618962780295467,0,0,0,0,0,0.0851065721270463,0.0125557052709876,0,0.0129140639387669,0,0.0197132360981125,0,-0.0390650122202997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0766875661323794,0,0.00199949953569647,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0.0129253160638922,0,0,0.00387109459098325,0,0,0,0,0,0,0,0,0,0,0,-0.0526242663847171,0,0,0,0.0188542062005638,0.0633647296278406,0.0184434218602038,0,-0.0669135828452469,0,0,0,0,0,0.0542241150562182,0,0,0,0,0,0,0,1.01414015793828,0,0,0,0,0.00526569546194166,0,0,0,-0.0266055404437821,-0.0235848400580965,0,0,0,0,0,0
X600886.SH,0,0,0,-0.0239066397158794,0,0,0.207172961638183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0185904992983402,0,0,0.179558175407469,0.129761671953181,0,0,0,0.109887752226325,0,0,0,0,0,0,0,0,0,0,-0.0921790769926444,0,0,0,0,0,0,-0.0249500857557955,0.123775367183352,0,0,0,0,0,0,-0.00137610468640272,0,0
X600516.SH,0,0,0,0,0,0,0,0,0,0,0,0.0162109613300774,0,0,0,0,0,0,0,0,0,0,0,0.137904412737415,0,0,0,0.370096393545656,0,-0.223642397173151,0,0,0,0,0,0.126783419257645,0,0,0,0,0.270652499614228,0,0,0,0,0,0.0372426039794309,0.188880326525496,0,0,-0.0215618897187055,0.0233712452611653,0,0,0,0,0,0
X300072.SZ,0,0,0,-0.405095193700556,0,-0.112650071709636,0,0,-0.270107948111171,0,0,0,0,0,0,0,0,0,0,0,0,0.0852312293463872,0,0,0,0,0,0,0.358114424585174,0.048889222119051,0,0,0,0,0,0.324858381370144,0,0,0,0,0,0,0,0,0,0,0.298980554335399,0,0,0,-0.0673652167112065,-0.0504486505649915,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,-0.0150524892193293,0,0,0,0,0,0.592878760546822,0,0,0,0,0,0,0,0,0.0329516656809426,0,0,0,0,0.36900657139908,0,0,0.101935573152138,0,0,0,0,0,0,-0.104203572167976,0,0.15069526066888,0,0,0,0,0,0,0,0,0,0,0,0,0.00504054490898138,0,0,0,0,0,0,0
X000898.SZ,0,0,0,0.0589876669909324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0787490004342876,0,0.0297135389781884,0,0,0,0.0639595722709615,0,0,0,0,0.273379521426801,0,0,0,0,0,0,0,0,0,0.122243403451642,0,0.1494434021026,0,0,0,0,0.0642498389751091,0,0,0,-0.00183005326164233,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0.03069311957781,0.0230622388472482,0,0,0,0,0,0,0,0,0,0,0,0.0515308689407152,0,0.0416448215358961,0,0,0.0104434944431627,0.0250150510948597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142890624574691,0,0,0,0,0,0,0.20331431092578,0.117989505666323,0,-0.00957694412482886,-0.0306730208416777,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131770920256537,0,0,0,0.0905549333530794,0,0,0,0,0.132383139765016,0,0,0.0106601258668088,0,0,0,0,0,0,0,0,0.197113288765796,0,0,0,0,0,0,0,0.064869449406405,0,0.0173426651599296,-0.0268293854136148,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,-0.110184905719977,0,0.17837572757056,0,0,0,0,0,0,0,0,0,0,0,-0.0610321763265437,0.0638069688330112,0,0,0.158627720367831,0,-0.0418555455730815,0,0.386297418556328,0,0,0,0,0.307022508005639,0.195872647417322,0.159425565343728,0,0,0,0.0338703422527512,0,0,0,0,0,0,0,-0.0551783159892017,0,0,0,0.0170247500105371,0,0,0,0,0,0
