,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600010.SH,X600585.SH,X601898.SH,X600547.SH,X600688.SH,X600188.SH,X600795.SH,X601600.SH,X600157.SH,X601991.SH,X300072.SZ,X600362.SH,X600027.SH,X601992.SH,X600309.SH,X600111.SH,X600886.SH,X600660.SH,X600489.SH,X000723.SZ,X600623.SH,X002466.SZ,X601158.SH,X600299.SH,X000792.SZ,X002075.SZ,X000408.SZ,X000959.SZ,X000709.SZ,X000898.SZ,X600583.SH,X000983.SZ,X000883.SZ,X600352.SH,X600549.SH,X000539.SZ,X000027.SZ,X600176.SH,X601699.SH,X000630.SZ,X600021.SH,X000012.SZ,X600126.SH,X000060.SZ,X002460.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0270511909565769,0,0,0,0.0229764522484438,0,0,0,0,0,0,0,0,0.00872147315117134,0,0,0,0.0348716749720543,0,0,0,0,0.028391105213499,0.0034805510211334,0,0,0.020381725026238,0.0394751672022735,0,0,-0.00698406381434014,0.00216125276437023,0,0.10465241840229,0,0,0,0.0549439620148788,0,0,0,0,0,0,0,0,0,0,0,-0.000295489600682498,-0.012008112087196,0,0,0,0,0,0
X600028.SH,0,0,0,0.1068701545855,0,0,0.158397698228984,-0.0267154724076474,0,0,0,0,0,0,0,0.0614809229668165,0,0,-0.0707810298533423,-0.047848479757032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213139801768253,0.0809142158648512,0,0,0,0,0,0,-0.0450017528424136,0,0,0.0977511072903389,0,0,0.0118216795199248,0,-8.67361737988404e-19,-0.0313434546919873,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,-0.0618227275809091,0.185626532050264,0,0,0.0682039018211338,0,0,0,0,0.0470327079845165,0,0,0,0,0,0,0,0.074717437108425,0,0,0.0268421928607269,0,0,0,-0.00229013519148042,0,0,0,0,0.0268441768118376,0,0,0,0,0,0.104603762841846,0,0,0.031315941264098,0,-0.136226814536969,0.0764470074711901,0,0,0,0.0203341621168165,-0.0275599142214062,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.082785539477005,0,0,0,0,0.0246798829524508,0,0.0139943414892124,0,0,0,0.166919327506128,0,0,0,8.67361737988404e-19,0,-0.0278243035735415,-0.17871085485811,0,-0.064122948791143,0,-0.019558673869736,0,0,0,0,0,0.164858515553018,0,0,0,0,0,0,0,-0.0446215258016275,0.0361044525613259,0,0.06546708596821,0,-0.00626190291783539,0.0171053291294314,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.263320948438404,0,0.0129199446335645,0,0,0,0,0,0,-0.0169919150963471,0,0,0,0.170118044609999,0,0,0,0,-0.0171405300683453,0,0,0,0,0,0,0.219213515262663,0.102180875689199,0,0,0,-0.151715263044061,0,0,0,0,0,0,0.118247272543007,0,0,0,0.0171855719465414,0,0,0,0.0739417762918342,-0.073708318994969,-0.0851052003560902,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0209508998559032,0,0,0,0,0.0226259126868808,0,0,0,0.0325915900006296,0,0.0994489218311347,0,0,0,0,0,0,0,0.0941311661225487,0,0,0.047246222793561,0,0,0,0.0808640308178223,0,0,0.0799950496287321,0,0,0,0,0,0,0,0.0243587511535554,0.120979837470954,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0171720178912543,0,0,0.14836367464643,0,0,0.109422384457356,0,0,0,0,0.0581629938480887,0,0,0,0.0767340911263775,0,0,0.069042499153346,0,0,0,0,0,0,0,-0.285426276988753,0,0,0,0.177272394904884,0,0,0,0.166175374677845,0,0,0,0,0.0983015759749837,0,0,0,0.0404525035231768,0,0,0,0.100883570833814,0,0,0,0,0,0,0
X601898.SH,0,0,0.33908217967566,0,0,0,0,0,0,0,0.0916274473200605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0978535694742938,0,0,0,0,0,0,0.0484251144299987,0,0,0,0.0632451520555222,0,0,-0.0903731269057983,0,0,0,0.26410108990371,0.178484416168152,0,0,0.0771163820054442,0,0,0,0.029498688880218,-0.109457523635364,0,0,0,0,0,0
X600547.SH,0,0,0,-0.182470214151378,0,0,0,0,0,0,0,0,0,0,0,0.0250580628818969,0,0,0,-0.156138962524488,0,0,0,1.05443504430568,0,0,0,0,0,-0.0196021595843009,0,0,0.00997532102153766,0,0,0,0,0,-0.0240521525761009,0,0,0,-0.18923978805353,-0.08757291615838,0,0,0,-0.0599385578878549,0.233514699758275,0,0,0,0.0113244243084523,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150345877515699,0,0,0,0.0653060919121959,0,0,-0.0131283723267775,0,0,0.0438551480744976,0,0,0,0,0,0,0.0425842563594328,0.130475307903485,0,-0.0199230198017696,0,0.200166838320201,0,0,0,0,0.00937187532334105,0.0268200440787857,0.0447755860006785,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.100042023771893,0,0.0388550881795882,0,0,0,0,0,0,-0.0874081137044481,0,0,0,0,0,0,0,0.0898652949465205,0,0,0,0,0,0,0,0,0,0,0,-0.204821641088396,0.595584714176415,0,0,0.107973013782599,0,0,0,0,0,0,0,0,0.196285508688271,0,0,-1.73472347597681e-18,0.0173094790666166,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,-0.0157616780949699,0,0,0,0,0,0,0,0.0199021698312184,0,0.285762642526969,0,0.00319095861747464,0,0,0,0,0,-0.0260879557756984,0,0.0573318485625691,0,0,0,0,0,0,0,0.0901145105854018,0,0,0.0292301943025958,0.031863817675862,0,0,0.0457469870129147,0,0,0,0.00621614785445074,-0.00930206963654228,0,0,0,0,-0.00622049591213957,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0607564616200118,0,0,0.00332968698239332,0,0,0,0,0,0.0169089453915722,0,0,0,0,0,0,0,-0.0214514860295921,0,0,0.0678352334602682,0,0.210780705528889,0,0,0,0,0,0,0,0,0.0364602196843132,0.0589771668233574,0,0,0,0,0,0,0,0,0.11785285299181,0,0,-0.0352201187211695,-0.0164644485168102,0,0,0,0,0,0
X600157.SH,0,0,0.0968265603382103,0,0,0.074553148710199,0,-8.67361737988404e-19,-0.0335591767200317,0,0.0705959789833255,0,0,0,0,0.0424805202954942,0,0,0,-0.00179356443168587,0.0114478185776649,0,0,0,0,0.0983823855228556,0.0246645104849367,0,0,0.104099927851406,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173692035461989,0.10557991233175,0,0,0.055977022814587,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0251989234953213,0.0548973884108915,0,0,0,0,0.00987499806132106,0.144736446037597,0.0248955249304414,0,0,0,0,0,0,0,0.0703292400780471,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0.0127561693359645,0,0,0,-0.0455321260784755,0,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,-0.0338744390148061,0,0,0,0,0,0,0,0,0,0,0.0537837433569436,0,0,0.303088672000162,0,0,0,0,0.161708547550565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399696554068188,0,0,0,0,-0.331175564396517,0,0,0.944264235720598,-0.505995902600214,0.255948138665291,-0.365282679028833,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.0165868467782496,0,0,0,0,0,0,0,0,0,0,0.136387049437214,-0.0254426309090384,0.233756333012071,0,0,0,0,-0.0216751333990911,0,0.0607228209803217,0,0.0856806784794504,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457659234223168,0.0274839265154509,0,0,-1.0842021724855e-19,0.271146789494041,0,0,0.0065557664042414,0.000466049167401009,0,0,0,0,0,0
X600027.SH,0,0,0,0.1917927721983,0,0,-6.93889390390723e-18,0,-0.00633580944557078,0,0,0,0,0,0,0,0,0,0,0,0,0.425437168800274,6.93889390390723e-18,0,0,0.0420403559428943,0,0,0,0,0,0,0,-0.0186265854091031,0,0,0,0,0.0592163518382605,0.00934733643765859,0,0,0,0,0,0.0507980020147617,0,-0.0183142284098214,0,0,0,0,0.0048247335222015,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0.359552981448024,0,0.0114851289183624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129177719314888,0,0,0,0,-0.0574073166323539,0,0,0,0.00317186331788602,0,0,0,0,0,0,0.0667121112317898,0,0,0,0,0.0878099158006362,0,0,0.0702471848133824,0,-0.0671685265402526,0,0,0,0,0
X600309.SH,0,0,0,0,0.0665580433586329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314156720168176,0,0.227038598583721,0,0,0.0672324770687808,0,0.152117042211764,-0.0493261190685027,0,0.0212036871865048,0,-0.515156656388601,0,0,0,0,0,0,0,0,0.128621838766462,0,0,0.0205925984126332,0.0981103411323834,0,0,0,-0.062158608157623,0.0416154496542471,0,0,0,0,0,0
