,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X601600.SH,X600011.SH,X600309.SH,X601898.SH,X002466.SZ,X600688.SH,X600660.SH,X600795.SH,X002460.SZ,X300072.SZ,X601992.SH,X600188.SH,X601991.SH,X600362.SH,X600547.SH,X600111.SH,X600886.SH,X600516.SH,X000898.SZ,X000709.SZ,X600157.SH,X000792.SZ,X600027.SH,X000553.SZ,X000786.SZ,X000408.SZ,X600176.SH,X600339.SH,X000723.SZ,X600219.SH,X600489.SH,X000959.SZ,X002271.SZ,X600352.SH,X600808.SH,X601158.SH,X000883.SZ,X600299.SH,X000825.SZ,X000630.SZ,X600549.SH,X002092.SZ,X000807.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,-0.0342304852885282,0,0.0677539440262836,0,-0.0263671066589275,0,0,0.0871177014867573,0.00194408115404396,0,0,0,-0.0298416474277572,0,0,0,0,0,0,0.0162466535468944,0,0,0,0,0,0,0,-0.0569025120765467,0,0,0,0,0,0,0.016158321121294,0,-0.0266984133805616,0,0,0,0.0507801352794525,0,0,-0.0190949104110846,0,0,-0.0245747853919931,0.0233701774632905,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.0171387700990195,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00740923710899895,0,0.0130510098624254,0,0,0,0,0.116690336705292,0,-0.010572431271995,0,0,0,-0.00444804267770378,0,0,0,0.0154323289016804,0,-0.00522777864145292,0.00520129726665802,0,0,0,0,0,0
X601088.SH,0,0,0,0.0614028766875166,0,0,0,0,0,0,0,0,0,1.00664061965216,0,-0.00348000173937502,0,0,0,0,0,0.0504075083159497,0,-0.026779442981168,0,0,0,-0.0724212121517666,0,0,0,-0.00266156172804791,0,0,0,-0.0177497137954558,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.15584466254079,0,0,0.0596170561727835,-0.0341630501098263,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.117523182205216,0,0,0,0,0,0.00784763226531592,0,0,0,0,0,0,0.0421952042195939,0,0,0.0845307035902843,0,0,0,0,0,0,-0.0972901458262562,0,0,0,0,0,0,0,0,0.24690559076906,0,0,0,0.21408455982322,0,0,0,-0.0194243696609325,-0.136272905442522,-0.0231352505654036,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.100599654133053,0,0,0,0,0,0,0,0.0654453490992564,0,0,0,0,0,0,0.0328183386599676,0,-0.019890750444491,0,0,0,-0.0667797617870521,0,0,0,0,0.177370933538145,0,-0.344596833956648,0,0,0,0,0,0.157081859224015,0,0,0,-0.150182744141406,0,0,-0.00467906052404862,0.0726065811321208,0.217111280441858,0,0.0133283724232842,-0.117194819426752,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.00193890652159261,0,0.0744330972269156,0,0,0,0,0,0,0,0,0.19685020285974,0,0.151981287581007,0,0,0,0,0,0,0,0,0,0.0198672526185033,0.0385022787788515,0,0,0,0.008900290149454,0,0,0,0,0,0.0874183122973038,0,0,0,0.192740536069898,0,0,0.126484317250586,0,0,-0.0144004182651975,-5.42101086242752e-20,0,0,0,0,0,0
X601600.SH,0,0,0,0.0681726941089913,0,0.187837334030049,0,0,0,0.220505455799742,0.0316467364337331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0430025192455445,0,-0.197054431752944,0,0,0,0,0,0,0,0,0,0,0.228623445527052,0,0.129227088464863,0,0.0706315075458459,0,-0.0143441674802407,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00860896754114688,-0.0256701742000873,0,0.122481582044584,0.187221601465169,0,0,-0.0554109755508909,0,0,-0.0236596510009826,0,0,0,0,0.0569634449879422,0,0,0,0,0,0,0.105097602664027,0,0.0433892302190836,0,0,0,0,0,0,0,0,0,0,0,-0.00853367448558931,0.00828158018334398,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.265800332191174,0,0,0,0,-0.0805815355294254,0,0,0,-0.104763336672821,-0.0519765217216341,0,0,0,0,0,0,0,0.14121747787719,0,0,0,0,0,0,-0.238888538819732,0,0.176829329394511,0,0,0,0,0,-0.178461730223134,0.0868636614367874,0,0,0,0,0,0,0,0.286680560359978,-0.0363622531416206,0,0.00941285750691803,0.00784322625324213,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.0292942582800367,0.0497715906982011,0,0,0,0.0258034689550222,0,0,0,0,0,0,0.396670163421126,0,0.0228966441418944,0,0,0,0,0.0331940858807904,-1.38777878078145e-17,0,0,0.186508405666256,0,0,0,0,0,0,0,0,0,0.00640426767488926,0,0.0396759997625971,0,0,0,0,0.128709573751985,0,0,0.00693457002899083,0,-0.00229511708566717,0,0,0,0,0,0,0
X002466.SZ,0,0,-0.0767293965034581,0,-0.00428854986515009,0,0,0,0,0,0,0,0,2.16840434497101e-19,0.593938761030306,0,0,0,0,0.0563786231286985,0,0,0,0.0480914470268764,0,0,0,0.000494688559988411,0,0,0,0.0545764507856682,0,0,0,0.00146147587824462,0,0,0,0,0,0,0,0,0,0,0.171753243327076,0,0,0,-0.00654087723912115,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0.156299646053094,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0.0747190978087571,0,0,-0.0397873559680201,-0.200492258226807,0,0,-0.00318816028073171,0,0,0,0.035772087250138,0,0.045298675808545,0,0,0.281880057669912,0,0,0,0,0,0,-0.0304095173397095,-0.00209165721070093,0.0675228910858318,0,0,0,0,0
X600660.SH,0,0,-0.0422153066432473,0,0,0,0.00195913442680682,0,0.00179355448220178,0,0,0,0,0,0,0.30444882764238,0,0,0,0,0,0,0,0.0597617879656058,0,0,0,0.0484959693962852,0,0.0427252731324318,0,0,0.0141593843914007,0,0,0,0,0,0,0,0,0,0,0,0.0825465609765845,0,0,0,0,0,-0.0680461205052019,0.0637374822751259,0,0,0,0,0,0
X600795.SH,0,0,0.0412925205629996,0.134221894311002,0,0,0.00228371909232535,0,-0.0228873502211325,0,0,0,0,0,-0.0739929455039186,0,0,0,0.0681408549143432,-0.353347686232887,0,-0.0141701441689944,0,0,0.0908153184612482,0,0,0,0,0,0,0,0,0,0.0758051321209892,0,0,0,0,0.0333605191494601,0.110438026790366,0,0,0,-0.0909131811673023,0,0,0,0.0656167770853715,0,0,-0.0162853571262669,0,0,0,0,0,0
X002460.SZ,0,0,0,0.26769841667687,-0.131731355687683,0,0,0,0,0,0.541700860900083,0,0,0,0,0,0,0,0,0,0,0,0,-0.0494961826906416,0,0,0,0.0886522884651306,0,0,0,0.151527937286888,0,0,0.0328457907865192,0,0,0,0,0,0,0,0,0,0,0,0,-0.102636246875359,-0.0642527757300518,0,0.0633612333415115,-0.0237579414298099,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0.0430074948036806,0,0,0,0,0,-0.0698237239656288,0,0.0926210939485755,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.252122051333709,0.0717106684130009,0,0.131555364564938,-0.158764832651841,0,0,0,0,0,0,0,0,0,0,0.179107760272722,0,0,-0.159204777092544,-0.168469048459581,0,0,0.0632960445514095,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00852024349014317,0,0,0,0.032886578897421,0,0.0606718796560568,0,0.103400537137888,0,0,0,-0.0593609957238898,0,0.115614754293733,0,0,0.120816593647625,0,0,0,0.132591535113177,0.132357298063418,0.00698212376791997,0,0,0,0,0,0,0,0,0,0,-0.173686974662119,4.33680868994202e-19,-0.0185500461887946,0,0,0,0,0,0
