,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601898.SH,X000708.SZ,X600886.SH,X601600.SH,X600660.SH,X600188.SH,X600362.SH,X601991.SH,X600795.SH,X600352.SH,X600688.SH,X600801.SH,X600111.SH,X601992.SH,X600027.SH,X002271.SZ,X000723.SZ,X000786.SZ,X600516.SH,X002466.SZ,X002353.SZ,X600489.SH,X000898.SZ,X002460.SZ,X600176.SH,X601158.SH,X600299.SH,X600612.SH,X000883.SZ,X000709.SZ,X600583.SH,X600219.SH,X600426.SH,X000629.SZ,X000027.SZ,X000792.SZ,X000630.SZ,X600315.SH,X000553.SZ,X000825.SZ,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0744352773847878,0,-0.0286450701731873,0,0,0,0,0,0,0,0.0407618815844933,0,-0.0149794669579668,0,0,0,0.0429449246044728,0,0.0204260540342534,-0.0350747147972153,0.0897606448142895,0,0,0,0,0,0,0,0,0,0.0417729519532438,0,0.0231553876815806,0,0,-0.0252332505687698,0,0,0,0,0,0,-0.0159012447658161,-0.00983610603032169,0,0,0,0,0,0
X600028.SH,0,0,0.0063234326552968,0,0,0,0,0,0,0,0.00519360900837054,0,0,0,0,0,0,0,0.144713483089671,0,0,0,0,0,2.16840434497101e-19,0.10824236837867,0,0,0.007905814202766,0,-0.00223029184377799,0,0,0,0,0,0,0,0,0.0693421844586719,0,0.0619854335255069,0,0,-0.0121630306355461,0,-0.0420096870646849,0,0,0,0,0,0.00431781691844334,0,0,0,-0.0126027312052199,0,0
X601088.SH,0,0,0,0.194252843873111,0,0.204951117312071,0,0,0,0,0.0825090625230002,0,0,0,0,0,0,0,0,0,0,-0.060110562297436,0,0,0.117238182308347,0,0.148299871957387,0,0,-0.0851529210854274,-0.0180224667646544,0,0,0,0,0.0117467877107544,0,0,0,0,0,0,0,0.0352030133102554,-0.0846344424465481,0,0,0,0,0,0,-0.0267841344695785,0,0,0,0,0.00118745431470257,0,0
X600585.SH,0,0,0,0,0,0,-0.0544115273433588,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.581976206135579,0,0,0,0.0450814927631617,-0.0110168315622614,0,0,0,0,0,0,-0.120469441398355,0,0,0,0,0,0,0,0,-0.0565667846291027,0,0,-0.00471782348181823,0,0,0,0,-0.108631321071961,0,-0.00328803967766099,-0.0179673292756393,0,0,0,-0.00631749720631965,0,0
X600309.SH,0,0,0,0,0,0,0,0.075704729364196,0,0,0,0,0,0,0.0556676776907921,0,0,0,0.0274086877858227,0,0,0,0,0,0.103742916418265,0.023473818992207,0,0.0448884339714298,0.0421469606930401,0,-0.121727625726399,0,0.114697408667331,0,0,0,0,0,0,0,0,0.0383917887232727,0,0,0,0,0,0,0,0,0,-0.0307866943930904,0,0,0,0,0,0,0
X600019.SH,0,0,0.218660865805839,0,0,0,0,0,0.0366850789030198,0,0.0426649586948307,0,0,0,0,0,0,0,0.00904023257115563,0,0,0,0,0,0,0.0400403678956628,0.090952950044776,0,0,1.73472347597681e-18,0.0329982084310735,0,0,0,0,0,0,0,0,0.0778313312308186,0,0.0176492327808526,0.0749226367677515,0,0,0,0,0,0,0,0,-0.0114698692082599,0.00836981863620579,0,0,0,-0.0209505701966752,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0.00576859401924413,0,0,0,0,-0.451973808004398,0,0,0.0972862421806929,0,0,0,0,0,0,0,0,0,-0.0695202295305822,0.052075347560506,1.26715315438236,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08709311551127,0,0,0,0,0,-0.000851991350260902,0,-0.0113382691327296,0,0,0,0.0250922845994748,0,0
X600011.SH,0,0,0,0,0.106156580003238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314579803365036,0.058674408482834,-0.157054399923184,0,0,0,0.0435328307990229,0,0,0,0.269359246453585,0,0,-0.0114654415796929,0,0,0.0435656465990675,0,0,0,0,0.000334461860837427,0,0.0818942073062831,0,0,0,0,0.0243013921909409,0,0,0,0,0.0258717235069589,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0797559779315442,0,0,0,0,0.00392903218280289,0,0.0835137100565809,0,0,0,0,0,0.137977922104016,0,0,0.133737858428847,0,0.00496043703053901,0.031586280455428,0,0,0,0.0306041446703748,0,0,0.0268548165856471,0,0,0,0,0,0,0.00868417555458804,0.0375852882911831,0,0,0,0,0,0,0,0,0.00594511523229139,0,0,0,-0.0409751823549316,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414081387524451,0,0,0,0,0,-0.163405707551491,0,0,0,0,0,0.0315645020297314,0,0.0182339358024387,0,0,0,0,0,0,0.160253493760639,0,0,0,0,0,0,0,0,0.0275929700692364,0,0.0291446498799581,0,0.0142849449110312,0,0,-0.00752497360235448,-0.0204862527792106,0,0,0,0.00787430529627515,0,0
