,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X601898.SH,X600660.SH,X600886.SH,X600010.SH,X601600.SH,X600362.SH,X002460.SZ,X600801.SH,X600188.SH,X600352.SH,X002466.SZ,X601991.SH,X000786.SZ,X600795.SH,X600688.SH,X600111.SH,X002271.SZ,X600176.SH,X601992.SH,X000723.SZ,X002353.SZ,X600027.SH,X600583.SH,X600426.SH,X600516.SH,X000898.SZ,X600299.SH,X600489.SH,X600219.SH,X000709.SZ,X601158.SH,X000883.SZ,X000553.SZ,X600612.SH,X000629.SZ,X000027.SZ,X002080.SZ,X000630.SZ,X000792.SZ,X600808.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0410782549135621,0,0,0,0,0,0.00195491130992818,0.0961630500809905,0,0,0,0,0,0,0.00304934379128714,0,0,0.0139599432520253,0,0,0,0.215237097418395,0,0,0.0390712860564302,0,0,0,0,0,0,0.022026148279062,0,0,0.190091878315385,0,0,0,0,0,0,0,0,0.0123183840869643,0,-0.00593542220880237,0.0122958982519617,0,0,-0.00844390256293242,0.00667076342918115,0,0,0,0,0,0
X600028.SH,0.130132001232754,0,0,0,0,0,0,0,0,0.0131575859850462,0,0,0,0,0,0,0,0,0,0.0247330111728686,0,0,0,0.175823435953518,0,0,0,0,0,0.0640176982294834,0.0209310847045877,0,0,0,0,0,0.0275585619865634,0,0,0,0,0,0,0,0,0,0,0,0.0175929841433349,0,0,-0.0194986751712394,0.00669258182274405,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0443683164435233,0,0,0,0,0,0,0.0637976626773385,0.320906427681216,0,0,0,0,0,0.0391130466664121,0,0,0,0,0.0318884516360955,0.018771082450387,0,0,0,0.0131714829920247,0,0,0,0,0,0,0,0.0207428553279105,0,0,0,0,0,0,0,0,0,-0.0101587962576034,0.0115488010556512,0,0,0,0.00591259822011933,0,0
X600585.SH,0,0,0,0,0.130282463474153,0,0,0,0,0,0,0,0,0,0,0,0.402013602379478,0,0,0,0,0.115994984907893,0,0,0,0.0417075235153168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165198008439739,-0.0237810407038322,0,0,0,0,0,0
X600309.SH,0,0,0.0698554376725098,0.124031049268433,0,0,0.0637293231524786,0,0,0,0,0,-0.0356365181812248,0,0,-0.0379202711576886,0.198667885021145,-6.93889390390723e-18,0,-0.0754931040696248,0,0.00628094987469471,0,0,0,0,0,0,-0.288908104458799,0,0,0,0,0.272660191038605,0,0,0.0702275557890012,0,0,0,0,0,0,0,0,0.057851901054835,0,0,0,0,0,-0.00687992469664092,-0.0128695911749381,0,0,0,0.0112167973240583,0,0
X600019.SH,0,0,0,0,0,0,-0.0107796561600135,0,0.0412822724383669,0,-0.0612299669011095,0,0.0575584675473353,0,0.137509814386241,0,0,0.0306550869944868,0.0191555576791625,0,0,0,0,0,0,0,0.00527895658435577,0,0,0,0,0,0,0.0547675335798508,0.0432263853023449,0,0,0,0.0517400718694754,0,0,0,0,0.0140585297732013,0,0,0,0,0,0,0,0.0172724964992433,0.0361851696481574,0,0,0,0.059997719593546,0,0
X600547.SH,0,0,-0.23240213016431,0,0,-0.161170215072171,0,0,-0.073220332206534,0,0,0,0,0,0,0,0,-0.0502888320994743,-0.144052206424306,0,0,0,0,0,0,0,0.0659563674003325,0,0,0,0,0,0.0039944230481927,0,0,0,0.895414855603705,0,0,0,0,0,0,0,-0.0343722194070026,0,0,0.0793815494531018,-8.66691815415398e-05,0,0,-0.0554472522999763,0.0612051525325383,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,-0.207652937308809,0,0,0,0,0,-0.0669310140901881,0,0,0,0,-0.0704289450482291,0,0,0.430079433388182,0,0,0.024185023050446,0.136505126351569,0,0,0,0.329064133775036,0,0.0249110550126111,0.12688581474185,0,0,-0.136915670795483,0,0,0,0,0,0,0,0,0.094566855395374,0,-8.67361737988404e-19,0,0,0,0,-0.00729244348504306,0,0,0,0,0,0
X000708.SZ,0,0,0,0.477829323381049,0.0525027838771657,0,0,0,0,0,0,0,0.353947061188409,0,0,-0.180602201336484,0,0,0.0914881662366578,0.0411949602240698,0,0.136947037811983,0,-0.249874555383484,0,0,0,0,0.243203635443196,0,0,0,0,0,0,0.0873671529728726,0.103052538066173,0,0,0,0,0,0,0.2071050849625,0,0,0,0,0,0,0,0,0,0,0,0,-0.0717253698248456,0,0
X601898.SH,0.294390480086867,0,0,0,0,0,0,0,0.0416782047745141,0,0,0.0424328465014152,0,0,0,0,0,0.487759150080044,0,0,0,0,0,0,0,0,0.0935659537336159,0,0.0903051375463471,0,0,0,-0.0795196871101854,0,0,0.0696935890603007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0271581918674072,0.0314013206210431,0,0,0,-0.0271342272572592,0,0
