,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600111.SH,X600362.SH,X601158.SH,X600188.SH,X600299.SH,X600583.SH,X000027.SZ,X601992.SH,X600309.SH,X000539.SZ,X000630.SZ,X000792.SZ,X600352.SH,X002470.SZ,X600660.SH,X000883.SZ,X000709.SZ,X000898.SZ,X600021.SH,X600098.SH,X600623.SH,X601918.SH,X600489.SH,X600578.SH,X600863.SH,X300072.SZ,X600307.SH,X600022.SH,X002004.SZ,X600008.SH,X600315.SH,X000629.SZ,X600547.SH,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.557005446070905,0.0775204741308201,0,0,0,0,0,0,0,0.0460892048318392,0,0,0,0,0,0,0,0,0,0,0,-0.0106596071833348,0,0,0,0,0,0,0,0,0,0,0,0,0.0513808858402386,0.101461781521452,3.46944695195361e-18,-0.0117137730516668,0,0,0,0,0,0,0,0,0,0,0,-0.0182681736626404,0,0.0958676147534584,0.00420933926015233,0,0,0,0
X600028.SH,0.251517204284619,0,0.250272258306527,0,0,0,0,0,0,0,0,0,0,0,0.0548494397964089,0,0,0,0,0,0.103876227009662,0,0,0,0,0,0,0,0,0,0,0,0,0.115436446335415,0,0,0,0,0,0,0,0.0752852885858362,0,-3.46944695195361e-18,0,0,0.0106918694190599,0,0,0,-0.00539039092139722,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.13393720234385,0,0,0.240627198350825,0,0,0,0,0.339789587099165,0,0,0,0,0,0,0,0,0.139916734160107,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0802974855861089,0,0,0.0192586685122103,0,0,0.0465744145803583,0,0,0,0,0,0,0,0,0,-0.00981618959632169,0,0,0,0,0,0,0
X600011.SH,0,0,0.133106370836571,0,0.103176360504071,0,0,0,0,0,0,0.2164189881105,0.211078374634869,0,0,0,0,0,0.0138148203406067,-0.0416691314343992,0,0,0.1270867827664,0,0,0,0.0101333679717219,0,0.0879934028694493,0,0.129441708170612,0,0,0,0,-0.0611492393323499,-0.0345483485278876,0,0,0,0.000287520381618745,0,0,0,0,0,0,0,0,0,-0.00597688634443151,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000346207822470732,0,0.156499282821567,0,0.246426511554486,0,0,0.195840863963965,0.0471743359260294,0,0,0,0,0,0,0,0.0587981663027477,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.0916311387232395,0,-0.0152750467499942,0,0,0,0,0,0,0
X600585.SH,0,0,0.181258003843281,0,0,0,0,0,0,0,0,0,0,0.0915609609623621,0,0,0,0,0.045632543973503,-0.0195438966816815,0.0208635568104768,6.93889390390723e-18,0,0.550312753704679,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00853545993463646,0,0,0,0,0,0,0
X600019.SH,0,0,0.0546133379228385,0,0.0282414265539455,0,0,0,0,0.0413680093836793,0,0,0,0,0,0,0.0397632510891619,0,0,0,0.0766900558573863,0,0,0,0,0,0,0,0.0361430419335267,0,0,0,0,0,0,0,0,0,0,0,0,0.13678553925273,0,0,0.219721007196914,0,0,0,0,0,-0.0470873219562589,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.233057859005268,0.0364790516059053,0,0,0,0.171332349374814,0,0,0.078880801310779,0,0,0,0.0748028381670849,0,0,0,0,0,0,0,0,0,0,0,0.140917934039272,0,0,0.170473953051539,0,0,0,0,0,-0.156693752755841,0,0,0,0.0563843756303865,0.121163521034155,0,0,-0.0233775663898997,0.013045211300669,0,0,0,0,0,0
X600795.SH,0,0,0.280591120694135,0,0,0,0,0,0,0,0,0.0606506190831766,0,0,0,0.0674432560824525,0,0.00232313858106716,0,0.00284782240299775,0,0.00834350945981831,0.1133990114699,0,0.0165801443097591,0,0,0,0,0,0.129606682015291,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0466551431152919,0,0,0,0.0787441134880477,0,-0.024088913733092,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.14880038651175,0,0,0,0,0,0,0.244975042754099,0,0,0.09898123442496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00607453079142987,0.0805733483681105,0,0.0830286394060302,0.0384512426517452,0,0.00403621347687896,0.0511354612136367,0,0,0,0,0.122513925125592,0,0,0,0,0,0,0,0,0,0,0
