,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601600.SH,X600886.SH,X601898.SH,X601991.SH,X600660.SH,X600362.SH,X600795.SH,X600688.SH,X600188.SH,X600352.SH,X600111.SH,X600027.SH,X600801.SH,X000723.SZ,X601992.SH,X600489.SH,X002271.SZ,X000786.SZ,X600176.SH,X000898.SZ,X600516.SH,X000709.SZ,X600299.SH,X601158.SH,X000883.SZ,X002460.SZ,X000629.SZ,X002466.SZ,X600426.SH,X600219.SH,X600612.SH,X000027.SZ,X002353.SZ,X000630.SZ,X600315.SH,X600583.SH,X000553.SZ,X601699.SH,X600021.SH,X600985.SH,X600578.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0390775266464525,0,0.0180728784572824,-0.0193786887688099,0,0,0.0452468161216645,0,0,0,0,0.0366494306920292,0,0.0744056937168013,0,0.0655966780911126,0,0,0,0.0839877489211684,0.0161756973088331,0,0,0,0,0.00264013998826386,0,0,0.0838445327220787,0,0,0,0,0,0,-0.00379544527879547,0.00505703909467497,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,-0.0163065818794577,0,0,0,0,0,0,0,0,0,0.18069079186754,0,-0.0111713819847761,0,0,0.0112563517209296,0,0,0,0.0273971121607088,0,0,0,0,0.116690652406045,0,0,0,0,0,0.0169855354519177,0,0,0,0.0800253819756223,0,0,0,0,0,0,0,0,0,-0.0241126450103704,0.00676534461941706,0,0,0,0.022075325017858,0,0
X601088.SH,0,0,0,0.0351935637882585,0,0,0,0,0,0,0,0.0208201023632704,0,0,0,0,0,0.281159609184543,0.0403771877566377,-0.128555323480276,0,0,0,0,0,0,0,0,0,0,0,0.00332755081697687,0,0.280569444587592,0,0.115959707582082,0,0,0,0,0,-0.16437024354051,0,0,0,0,0,0,0,0,0,-0.0081401229531285,0.00881398986450886,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0547514256685767,0.456117466125214,0.0431837589676435,0,-0.0346350213428753,0.229306467032537,-0.0490373456288966,0,0,0,0,0,0,0,0.0198654652773954,0.0579265920932795,0,0,0,-0.0282211804982749,0,-0.0141995283262678,0,0,0,0,-0.0745564387459748,0,0,0,0,-0.0213627663781999,0.00964369924828808,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,-0.0136952241870141,0,0.366955152929709,0,0,0,0,0,0,0,0,0,0,0,0,0.245184604709317,0,0,0,0,0.0782789609059834,0,0.0872823507671917,0,0,0,0,0,0,0,0,0,0,-0.0143621583126234,0,-0.0878241697267728,0,0,0,0.162232569458207,0,0,0,0,0,0,0.0118635549705078,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0268367559554865,0,0,-0.0720240406568217,0,0,0,0,0,0.171283297734566,0,0,0,0,0.104826984790797,0,0,0,0.0103565862626024,0,0.0117110961956507,0,0,0,0.0500378252620689,0,0,0,0,0,0,0,-0.0214886589311913,0,0,0,0,0,0,0,0,0.123903115365562,0,0,0,0,0,-0.00225797573109326,0,0,0,0,0.0454502198363075,0,0
X600547.SH,0,0,0,0,0.0267647706094311,0,0,0,0,0,0,0,0,-0.366562849945049,0,0,0,0,0,0,0,-0.158692760958235,0,0,0.717805578757356,0,0,0,0,0,0,0,0,0.0550465825263696,-0.00251139752654467,0,0,0,0,0.0586280659893812,0,-0.0545241590789469,0,-0.271289142168309,0,0,0,0,0,0,0,-0.0469322882835122,0.0392684314416441,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.226232116046593,0,0,0,0,0,0,0,-0.0337014427753013,-0.0658074774748364,0.579655649045376,0,-0.0161185363185809,0,-0.0498170588872793,0,0.00107523978606609,0,0,0,0,0,0,0,0,0.0319104201045162,0,0,0,0,0,0,0,0,0,-0.189079633108938,0,0,0,0,0.0900530711347898,-0.0170876727077327,0.0208612387865287,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204759559938304,0,0,0.108049699944555,0,0,0,0,0,0.210937054673725,0.122777543324685,0,0,0,0,0,0,0,0,0,0,0.0334079062142675,0,0,0,0,0,0,0,0.0128002522732074,0,0,0.00975628744671365,0.000900821228628504,0,0,0,0.0250257661931002,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.0501149108379176,0,0,0,0,0,0,0,0,0.116112943094675,0,0.0739988865058051,0,0,0.0341747989776059,0,0,0,0,0.0732635441855703,0,0.00632479057799886,0,0.125356010180213,0,0,0.0189405045640914,0,0.00252751068976184,0.158142648584836,0,0,0,0,0.0655936741306047,0,0,0,0,0,0,0,0,0.00476871902644124,-0.00631690010043411,0,0,0,0,0,0
X600886.SH,0,0,0,0.102514804871394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0647712792553437,0,0,0,0.11522361466416,0,0,-0.203091389373539,0,0,0,0,0.410311549430792,-0.00954349278607847,0,0,0,0.083983276991985,0,0.00753912635662663,0,0.0512386457742681,0,0,0,0,0,0,0,0.0151960649536906,-0.00851843644506379,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872932628408545,0.128822136999347,0,0,0,0,0.0434769104639236,0.0105968753032771,0,0.0150026535810795,0,0,0,0.14904985023319,0.0681168392228003,0,0,0,0,0.0322496745562549,0.00245457511045192,0,0,0,0,0,0.0476094380178755,0.079954778679597,0,0.0257396290028519,-1.73472347597681e-18,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0274832786430599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365489125647002,0.200092510171361,0,0,0,0,0,3.46944695195361e-18,0,0.00169725578037765,0,0,0.158274826628282,0.0168307861930134,0,0,0,0,0.0883764258484381,0,0,0,0,0,0,0,0,0,0,0.0158837576107297,0.00422222743534877,0,0,0,0.0329656855503076,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0.0779803523658815,0,0,0,0,0,0.0538084967611674,0.152265320935211,0.0142719260319187,-0.0184400092999865,0,0,0,0,0,0.0849849026957634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522203636448516,0,0,0.108485588065091,0,0,0.00488418298303847,-0.0162514053749765,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304028340572588,0.184537519224453,0,0.114692504797452,0.0983565154807243,0,0.0816570433410595,0,0,0,0,0,0,0,0,0,0,0.00134290644754895,0,0.0712095340329079,0,0.0779392872479075,0,0,0,0,0,0,0,0.0609304678948512,0,0,0,-0.0189158384191718,0.0441604168011047,0,0,0,-0.109658127127648,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.10728285010914,0,0,0,0,0,0,0.0991414815570198,0.0260703651211014,0,0,0,0.0271882366907262,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0.0632005041756574,0,0,0,0,0.0604810145007674,0,0,0,0,0,0,0,0.0320240860475594,0,0,0,-0.00167243864096422,0.00711673697419958,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0.12227957880356,0,0,0,0,0,0.236188386596063,0,-0.043539084185118,0,0,0,0,0,0,0,0.00684443029777726,0.203524544484418,0.0827705185195805,0,0,0,0,0.03430066625967,0,0,0,0,0.107595461167503,0.0652493888840577,0,0,0,0,0,0,0,0,0,0,0.0260444613920267,-0.0259517896245236,0,0,0,0,0,0
X600188.SH,0,0,0.000400769643129292,0,0,0,0,0,0,0,0,0.257716070436578,0,0.213558654611015,0,0,0,0,0,0,0,0,0.0684630286492085,0,-0.133678721216386,0,0.0337706702672117,0,0,0.133827245342765,0,0.0143156427969183,0,0,0,0,0.0271065375152015,0.0365776477351109,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0287894204690614,0.0326443364851791,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0591468876532086,0,0.193166248257031,0.680017848374643,0,-0.130020241010135,0.0218650349233194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.117481686971054,0.117877257285056,0,0,0,0,-0.468120461270924,0,0.316344519900553,0,0,0.0627495006460106,-0.0889551950058092,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0.128195139159424,0,1.25911540759547,0,-0.0455657730680366,0,0,0,0,0,0,0,-0.121555048645235,0,0,0,-0.164590918274417,0,0,0,0.552772616830287,0,0,0,0,0,0,0,0,0,0.00872831459502505,0,0,0,0,0,0,0,0,0,0.11999326725085,0,0,-0.110702564763667,0.122457647492596,-0.0256395947346242,-0.045101370234918,0,0,0,0.35164338398979,0,0
X600027.SH,0,0,0,0,0,0,0.103767243655377,0.552683816504459,0,0,0,0,0,0,0,0,0,0,0.0764781442758481,0,0,0,0.0289352120657224,0.011412667674814,0,0,0,0,0,-0.0713542748106552,0,0.0558296921289713,0,0,0,0,0,0,0,-0.00788251382003973,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0.0404297076884078,0,0.0075927651278787,-0.0226564803921101,0,0.00154241216987764,0,0,0,0
X600801.SH,0,0,0,0.841210074668913,0,0.275313626119826,0,0,0,0,0,0,0,0,0,0,0,0,0.138841771493891,0,0,0,0.0207578565814713,0,-0.0452152547836477,0,0.0452901011386331,0,0,0,0,0,0,0,0,0,0,0,0,0.0944261607048501,0,0,0,0,0,0,0.0935173458203421,0,0.184458830388346,0,-0.0844273830943355,-0.00914401589123882,-0.00295324787317513,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274084094049311,0,0,0,0.341943186875395,-0.0036615168164346,0,0,0,0,0,0,0,0.181452948030234,0,0,0,0,0,0,0,0,-0.171819527316825,0.916879339857243,0,0,0,0,0.542640447268363,0,0,0,-0.0623447712870731,0,-0.0818950052695854,0,0,0.103063330979856,-0.133197488433761,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192309283627928,0,0,0,0,0,0,0,0,0.0701267285545015,0,0.025892227056944,0,0.017310406915296,0,0,0.0984541150306076,0,0.103880662566044,0,0,0,0.14093840708393,0,0,0,0,0.0672522960688483,0,0,0,0,0,0,0,0.00199657171322098,0,0,-6.7762635780344e-21,0.0158936563563289,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0.702064453277834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104945665005197,0.0211547298559611,0,0,0,0,0,0,0,0,0,0,0,0,-0.0380831445223484,-0.110401913689257,0,0,0.111280848994113,0.155990256749974,0,0,0,0.246816659733999,0,0,0.00924781497656884,0,0,0.0890185132382676,0.0175669233471673,0.0237645184247791,-0.146522181941026,0,0,0,0,0
X002271.SZ,0,0,0,-3.46944695195361e-18,0.0762176306227507,0,0,0,0,0,0,0,0,0.215415096818189,0,0,0,0,0,-0.0596824812134501,0,0.254270798233592,0,0,0.0526581545768712,0,0,0,0,0,0,0,0,0,0,0,0,0.0326209195731722,0,-0.141846423736252,0,0,0,0,0,0,0.20963917998235,0,-0.0610413418177366,0,0.354580690595749,-0.0388645533376272,0.101719597164119,-0.0173914612675936,0,0,0,0,0
X000786.SZ,0,0,0,0.0908914088492846,0,0,0.0934014904694932,0,0,0,0.245030286737339,0,0,0,0,0,0,0,0,0.0454984971633871,0,0.218589836296725,0.0606406807992938,0,0,0,0,0,0,0.341126006680595,0,0,0,0,0,0,0,0,0,0,0,0.0394379030930206,0,0,0,0,0,0,4.33680868994202e-19,0,0,-0.0265528953667836,0.0438647056067175,0,0.168630146800514,0,0,0,0
X600176.SH,0,0,0,0,0,0,0.023527685199111,0,0,0,0,0.216870427276217,0,0,0,0,0,0,0.0482404049393827,0,0,0,0.0779874077664794,0,0,0,0.214919351390783,0,0,0.0506067936937714,0,0,0,0,0,0,0,0.0323108885972113,0,0,0,0,0,0,-0.104665712214552,0,0,0,0,0,0,-0.00650921006268576,-0.00284660791991292,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0.126510275597079,0,0,0,0,0,0,0.110941906669817,0,0,0,0,0,0.176021951210039,0,0,0,0,0,0,0,0,0,0,0,0.0854651453999467,0,0.0452076125631368,0,0,0.0674025630549643,0,0.0243936337319672,0,0,0,0.020690203214208,0,0,0,0,0,0,0,0.000420835443611007,0,0,3.46944695195361e-18,0.0426857790145624,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,0,0,0.178546260139438,0,0,0,0,0,0,0,0.0797165075335514,0,0,0,0,0,0.0928623760658874,0.0398612864611185,0,0,0.105128013804842,0,0,0,0,0.148125466398593,0,0,0,0,0.23528760819187,0,0,0,0,0.0690153541703121,0,0,0,0,0,0,0.0947541965649493,0,0,0,0.0118206909444569,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,-0.0185939504070057,0,0,0,0,0,0,0,0,0,0.0309584705655685,0,0,0,0,0.0568061768161747,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0821799954134401,0,0,0,0.154984213725641,0,0,0,0,0.0733993970992611,0.046820832224974,0,0.0479560010712896,0,0,-0.00977052242624674,0.0268142977629586,0,0,0,0.0208591505294369,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0524981384992554,-0.0540039966029875,0.10922948202743,0.0464905681828084,0,3.46944695195361e-18,-0.0158293847167643,0,0,0,0,0.101361593795259,0,0,0,0,0,0,0,0,0.484805552159372,0.229428793781772,0,0.122912487639563,0,0,0,0,0,0,0,0,0,0.0043983766192318,0.0206979499328348,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0.0397649305187424,0,0,0,0,0.0107538958364625,0,0,0,0,0,0,2.16840434497101e-19,-0.0138458099957431,0,0,0,0.117983585325265,0,0,0,0.219620494280395,0.0299639863941003,0,0,0,0,0,0,0,0.0581318421462552,0.00884883152914307,0,0,0.0593142788613971,0,0,0,0,0,0,0,0,0,0,0.0178621479891461,-0.0324543715032575,0,0,0,0,0,0
X000883.SZ,0,0,0.275364329251988,0,0.0169485468103824,0,0,0,0.231961526180542,0,0,0.0718922157052971,0,-0.187714175824757,0,0,0,0,0,0,0,0,0.0981850894144382,0.219763651460718,0,0,0,0,0,0,0,0.0171156848738522,0,0,0,-0.231504601734121,0,0,0,0,0,0.0110049260920921,0.0918744916811854,0,0,0,0,0,0.0509186210458497,0,0,0.0292620008826412,-0.0165582818132704,0,0,0,-0.0818353682532071,0,0
X002460.SZ,0,0,0,0,0.0250726639794077,0,-0.0775363049445965,0,0,0,0,0,0,0,0,0,0,-0.0119605676045549,0,-0.0640048128559396,0,0,0,0,0,0,0,0,0,0.235070521200025,0,0,0,0,0,0,0.687039041063523,0,0,0,0,-0.194117100494083,0,0,0,0.155684334203544,0,-0.14561886329953,0,-0.122518189911965,0,-0.0150004203914941,0,0,0,0,0,0,0
