,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600188.SH,X600019.SH,X002460.SZ,X600011.SH,X002466.SZ,X000792.SZ,X601898.SH,X600547.SH,X600111.SH,X601600.SH,X000708.SZ,X600660.SH,X000301.SZ,X600010.SH,X002271.SZ,X600886.SH,X000877.SZ,X600426.SH,X600795.SH,X600362.SH,X600027.SH,X600176.SH,X601699.SH,X600803.SH,X601991.SH,X000983.SZ,X600489.SH,X000786.SZ,X600160.SH,X600995.SH,X000807.SZ,X000629.SZ,X600378.SH,X002080.SZ,X000408.SZ,X600219.SH,X000933.SZ,X600096.SH,X000723.SZ,X000932.SZ,X600688.SH,X000539.SZ,X600157.SH,X600801.SH,X300037.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0839797445127493,0,0,0,0,0.0282208622020315,0,0.0753892627653782,0,0,0,0,0.0175548995797616,0.0853137955877897,0,0,0,0,0,0,0,0.071149732061445,0.0430923222197296,0,0,0,0,0,0,0,0.025336588201628,0,-0.0466593358016797,0,0,0,0,0.0354726330703528,-0.0417337579331102,0,0,0,0,0,0
X600028.SH,0.0051928803770139,0,0.0167730145813511,0,0,0,0.0751216681132395,0,0,0,0,0,0,0,0.017862907550181,0,0,0,0,0.0392561992809876,0.0559455163563242,0,0,0,0,0,0.0450837563018653,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0475781697819978,0,-0.052953549250664,0,0,0,0,0,0,0.209814054486925,0,0,0,0,0.00135156849253003,0,0.0134650542704796,-0.00895831503529481,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0452559058350169,0,0,0.00973344714296148,-0.0443742376429922,0,0.155928224756395,0,0,0.0818126601711561,0,0,0,0,0,0.00914609172698193,0,-0.0104948346409723,0,0,0,0,0.123063464670553,0.0218562277938245,0,0,0,0.0821535051655752,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0,0,0.100351214595398,0,-4.33680868994202e-19,0,0,0,0,-0.010397658357128,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.153855113175341,0.244757954609922,0,0,0.019308730904389,0.288800880268003,0,0,0.00212882409726342,0,0,-0.0323085711640358,0,0,0,0,0,0,-0.0806564626507028,0,0,0.0170802107848611,-0.150442586136007,0,0,0,0,0.195949644438122,0,-0.131290873738467,0,0,0,0,0.0171523415638318,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229000047925971,0,0,0,0,0,0.0642522790840905,0,0.186876709336861,0,0,0,0,0,0,0,0,0.0370936216249002,0,0.13042611128092,0,0,0,0,0.0876977893327936,0,0,0,0,0,0,0,0,0.0199058616487329,0,0.319999238967393,0,0,0,0.00737903041257901,0,0,0,0,0,0
X600188.SH,0,0,0.147811602376109,-0.181524592045032,0,0,0,0,0,0,0,0.33224156838662,0,0,0,0,-0.259380635462682,0,0,0.0835729250220866,0,0,0,0.139278843161821,0,0,0,0.107748071893462,0,-0.158693481186172,0.0964730857162424,0,0,0,0,0.146714821392847,0,0,0,0,0,0,0,-0.0854413156243365,0,0,0.0888905270421267,0,0,0,0,-0.00573611153370248,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,-0.0209823664309796,0,0,0,0,0,0.298441009824344,0,0,0,0,0.106941516440522,0,0.237423530712906,0,0,0,0,0.0179642859369455,0,0,0,0,0,0,0,0,0,0,-0.0243306352412438,-0.0557442633014724,0,0,0,0,0,0,0,0,0,0,0,0.0567155586636452,0.0183837446205336,-0.0305949181674995,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.596490234310044,0,0,0,0,0.000549825964569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0570997110248657,0,-0.0313398987281544,-0.0412424977609225,0,0,0,0,0.0717960233911245,0.168010647429217,0,0,0,0,0,0,-0.0224967165530416,0,0,0.00687086869672744,0,0.00487161846587894,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.132497678543695,0,0.033798053123759,0,0.050514033387436,0,0,0,0,0,0,0.0277272752769044,0.0324077221144624,0,-0.0374295523242369,0,0,0,0,0,0.546392454835991,0,0,0.0906795642545374,0,0,0,0.138728381324655,0,0,0,-0.178350309508818,0.108682947655864,0,0,0,-0.168010682823416,0,0,0,0,0,0,0,0,0,-0.00512341275562569,0.0103730165427992,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,-0.131956252967099,0,0.508900271141154,0,0,0,0,0,0.0326993832635379,0.0528438995880502,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0591476286870323,0,0,0,0,0.105659744156852,0,0.062885295004132,0,0,0,0,0,0,0,0,0,0,-0.0877976697253907,0.0460114083068665,-0.0353540078098922,-0.0248311278596101,0.0488142569317466,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.0536116939997509,0.159782958147237,0,0,0,0,0,0,0.0548609030892727,0,0,0.0657533350413645,0,0,0.159485737371536,0,0,0,0,0.00937191917839608,0,0,0.0141737989867646,-0.0859803999759408,0,0.0558434550249697,0,0,0,0,0,0,0,0,0,0,0,0,0.0474203088386256,0,0,0.0720534787927442,0,0,0.013505339351157,0,0,0,0,0,0
X601898.SH,0,0,0.0982241770745124,0,0,0.356623512960209,0,0,0.0529463879591529,0,0,0,0,0,0.0396222230543771,0,0,0.0488248905363617,0,0,0,0,-0.0263438574855359,0,0,0,0,0.0476256683942057,0,0.0316604054841878,0.0949897153277869,0,0,0,0,0,0.154866883324974,-0.0111036521056755,0,0,0,0,0,0,0,0,0,0,0,0,0.0530551846641709,0,-0.00531081564063776,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.0770099057326876,0,0,0,0.153837752689775,0,0,0,0,0.0132724523834071,-0.135128980111677,0.154120342666495,0.182646983905614,0,0,0,0,0,0,0,0,-0.0773081571322021,0,0,0.525068397688725,0,0.0305546429742334,0,0,0,0,0,0,0,0,0,0,0,0,0.054744846883006,0,0,0,0,-0.0372751956086871,0.0203598028672447,0.129046280360453,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.0826700481282974,0,0,0,0,0,0,0,0,0.124369047692445,0,0,0.116303151337615,0,-0.0151250458264423,0,0,0,0,0.196197366720886,0,0,0,0,0,0,0.196073179940244,0.206701383220138,0,0,0.0417743252489916,0,0.126372294423802,-0.13189264097869,0,-0.224238885562393,0,0,0,0.0080894718520603,0.185071099674403,0,0.00128927159923654,0,0,0,0,0,0,0
X601600.SH,0.10585155304252,0,0,0,0,0,0.133103852821501,0.02412801876586,0,0,0,0.0322275750879043,0,0,0,0,0,0,0,0.0207055381967305,0,0.143185475499416,0,0,0.535317793305301,0,0,0,0,0,0,0,0,0,0.096831723245049,0,0.0194314126375864,0,0,0,0,0.150588452428499,0.0433733876540104,0,0,0,0,0,0,0,0,0.00628621637414413,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0.0877599447234057,0,0,0,0,0,0,0,0,0,0,0,0,0.0805030121458766,0,0,0,0,0,0.106787417797401,0,0.0515761023298815,0,0,0,0,0,0,0,0.0424782864180641,0,0,0,0.0335593656986252,0,0,0,0,0,0,0.0735315763522863,0,0,-0.0212537312044996,0,0.0128368208250676,-0.0117783365335845,0,0,0,0,0,0
