,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601600.SH,X600547.SH,X601898.SH,X601991.SH,X600660.SH,X600688.SH,X600886.SH,X600362.SH,X600795.SH,X600188.SH,X601992.SH,X600027.SH,X000898.SZ,X002466.SZ,X600111.SH,X600516.SH,X600352.SH,X002460.SZ,X600176.SH,X000709.SZ,X000990.SZ,X000786.SZ,X600299.SH,X002271.SZ,X600219.SH,X000629.SZ,X600801.SH,X600808.SH,X601158.SH,X000825.SZ,X600489.SH,X000553.SZ,X000883.SZ,X600157.SH,X000723.SZ,X002110.SZ,X000630.SZ,X600985.SH,X600339.SH,X600583.SH,X000539.SZ,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0554246661400681,0,0,0,0.0471496259717694,0,0,0.0743199320630245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00718009765642598,0,0,0,0.0352170833428342,0,0,0,0,0,0.0100460303880617,0,0,0,0,0,0,0,0,0,0,0.0388079180902188,0.105089201480462,0.0521929624564121,0,0,0,-0.00603386575889501,0.0154800984154366,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0258700765049166,0,0.0826917223829328,0,0,0.385413357960832,0,0,0,0,0,0,0,0,0,0,0,0,0.0192387866834345,0,0,0,0,-0.100064340004329,0.259296508514151,0,0.00554245282339227,0,0,0,0,0,0,0,0,0.0259045681139934,0,0,0.0895219778782023,0,0,0,0,0,0.0489766058652562,0,0,0.0398718927546311,0,0,0,0
X601088.SH,0,0,0,0,0.0779726577953865,0,0,0.0793115899668333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10347688060381,0,0.0265354624673836,0,0,0.129536431340412,0,0,0,0,0,0.131956042490051,0,0,0,0,0.082036058089232,0,0,-0.0641085581132924,0,0,0,0,0,-4.33680868994202e-19,0.0208276612749628,0,0.0189945298411058,0,0,0,0
X600585.SH,0,0,0,0,0,0.0389549892315972,0,0,0,0,0,0,0,0,0,0,0,0,0.0598979945982832,0,0,0,0,0,0,0,0,0,0,0.0406896526843363,0,0,0,0,0.478467441768013,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0913855803381891,0,0,-0.0142012605532134,0.0135873685198082,0,0,0,0.0154704747756029,-0.00368098464078478,0
X600019.SH,0,0,0,0,0,0.0404815132308476,0,0,0.0756055031089798,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105056370405098,0,0,0,0.0862646417862173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0569609481860556,0,0.241621052971414,0,0,0,0,0,0,0,0.0021648050539763,0.00744104732104309,0,0,0,0,0,0
X600309.SH,0,0,0,0.0519105892903056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0763371085536794,0,0,0,0,0.0289576709347288,0,0.103060522937251,-0.0428730817393258,0,0.248084040738051,0,0,0,0,0,0,0,0.11503544504194,0.0635093610488049,0,0,0,0,0.107509463236507,0,0,-0.0272463115790338,0.0805792502784596,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0238331293078789,0,0,0,0,0,0,0,0,0,0,0.475483659887257,0,0,0.635449756359722,0,0,0,-0.154602698259729,0,0,0,0,-8.67361737988404e-19,0.0716583399755751,0,0,0,0,0,0,0,-0.153654985461121,0,0,0,0,0.0532019800134232,-0.0265441446915515,0,0,0,0,0,-0.0275460419307923,0,0.0109844944675329,0.00870483258980143,0,0,0,-0.0291463558732991,0,0
X600010.SH,0,0.0829909084922458,0,0,0,0,0,0,0,0,0,0,0.00106296504687016,0,0,0.166626278711981,0,0,0.0106136038653383,0.130028922740326,0,0,0.289374908099417,-6.93889390390723e-18,0,0,0,0,-0.0629678600587259,0,0,0,0.311629132741502,0.0839191811692235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00138285845791603,-0.00603037377844153,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229022804324919,0,0,0,0,0,2.16840434497101e-19,0.0907703210963186,0,0,0.0811085752601618,0,0,0.00530614751521194,0,0,0,0.106362789423445,0.033076806166194,0,0,0,0,0,0,0,0,0,0,0,0.0483507165911058,0.0668020679540131,0.0173522158126739,0,0.117099720215521,0,-0.0248540642302136,-4.33680868994202e-19,0,0,0,0,0,0
X600547.SH,0,-0.0461150177786478,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.094991407381386,0,0,-0.0311434180833294,0,0,0.0458894956874968,0,0,0,0,0.0306946617872108,-0.0195249446704466,0,0,0,0.948564220141779,0,0,0.0229773974173983,0,0,0,-0.0765844428483971,-0.00462543426429017,0,0.0208270284552845,0,-0.0716789405442948,0,0,0,0,0,0,-0.0281289944317196,0
