,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600585.SH,X002460.SZ,X002466.SZ,X000792.SZ,X600019.SH,X601898.SH,X600011.SH,X600111.SH,X600660.SH,X600010.SH,X000301.SZ,X000708.SZ,X600547.SH,X002271.SZ,X601600.SH,X600886.SH,X000877.SZ,X600795.SH,X600426.SH,X600362.SH,X600176.SH,X600027.SH,X601699.SH,X601991.SH,X600803.SH,X000983.SZ,X000786.SZ,X600995.SH,X000629.SZ,X000408.SZ,X600160.SH,X600096.SH,X000723.SZ,X600219.SH,X000807.SZ,X600489.SH,X002080.SZ,X600378.SH,X600348.SH,X000933.SZ,X600141.SH,X600157.SH,X600688.SH,X000831.SZ,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.661318092054746,0,0,0,0,0,0,0.0926210960357932,0.158476441098945,0,0.0307539577577124,0,0,0,0,0,0,0,0,0.00441211553899114,0.0382609889680284,0,0,0,0,0,0,0.0215229532612834,0,0,0,0,0,0,0,0,0,0,0.0455827792884486,0,0,0,0,0,0,0,0,0,0,-0.028273291442821,-0.0243088537252714,0,0,0,0,0,0
X601088.SH,0.0421294089384442,0,0,0,0.429136050163435,0,0,0,0,0,0.0208838843314209,0.0322877127822217,0,0,0,-0.0806513681103863,0,0,0,0.0314577318411275,0,0,0,0,0,0.0871962871340842,0,0,0,0.0950854652668356,-3.46944695195361e-18,0.000738110761295136,0,0,0.0190757937674309,0.0150317356528742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0063236100569933,0.0230636580479109,0,0,0,0,0,0
X600028.SH,0.563157798648971,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0251178871916693,0,0,0,0,0.0494556902859466,0,0,0,0,0.0335872681502466,0.0542853393708108,0,0,-0.0907602981053128,0,0,0,-0.0112469790766706,0.004656750135188,0.00732045223759483,0,0,0,0,0,0,0,0,0,0.0503948386061213,0,0,-0.00172972038515579,-0.0127026246770494,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200096026811391,0,0,0,0,0,0,0,0.312398284178538,0,0,0,0,0,0,-0.129715962145106,0.219752259352123,0,-0.111013901958221,0,-0.251722337948583,0,0,0,0.137524658692995,0,0.0163222206294265,0,-0.00508734899027363,0,0,0,0,0.0521861731093442,0,0,0.0061307929250399,-0.05052356283566,0,0,0,0,0,0
X600188.SH,0,0.673630133559722,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10896687832609,0,0,-0.0377195587971473,0,0,0,0.0501140724624006,-0.149041546567935,0,0,0,0,0.0105613940466397,0.0569865964878811,0.101858850574098,0,0,0,-0.00741999053066739,0,0,0,0,0,0,0,0,0,0.260980300473466,0,0,0,0,0,0,0.00153870056933136,0.0440709999361341,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,-0.0380773627897466,0,0,0,0,0,0,0,0,0.225549532316823,0,0,0,0,0.417888398410574,0,0,0,0,0,0,0.104278046509073,0,0,0.218003561958636,0,0,0,-0.0179066026771211,-0.012873545509619,0,0,0,0,0.0120954722626582,0,0,0,0,0,0,-0.0194862054705123,0,0,-0.00143127319914056,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.45697951127443,0.13758152477202,0,0,0,0,0,0,0.00142396441123867,0,0,0,0,0,0,0,0,0,0,0,-0.00091037117882137,0,0,0,0,0,0,0,0.0636636693829924,0,0,0,0,0,0.100531060344424,0,0.00736203209328966,0,0,0,0,0,0,0,0.00494423168510142,0.0313830691853048,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.582966082631456,0,0,-0.229158036105512,0,0,0,0,0,0,0,0,0.141103575141459,0,0,0,0,0,0,0,0,0.0129804012314976,0,0,0.0120972130273577,0,0,0.0472447286845705,0,-0.00083934016318252,0.0905518274238634,0,0,-8.67361737988404e-19,0,0,0,0.107706137495064,0.090777556248616,0,0,8.67361737988404e-19,0.00820583074079571,-3.46944695195361e-18,-0.0369216670087098,-0.025007649405652,-0.0364898718046649,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0.538743204166804,0.0516076872383162,0,0,0,0,0.0510994101834538,0,0,0,0,0,0,0.119491369798078,0,-6.93889390390723e-18,0,0,0,0.0796454263980244,0,-0.0532330677050288,0.027504937730404,0,0.10004683682747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0710376549305869,0,0.0722898349113735,-0.0260462679419816,1.73472347597681e-18,0,0,0,0,0,0
X600019.SH,0,0,0.0754658556054608,0,0.080480547804371,0,0,-0.0082806357035157,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.294479030745365,0,0,0,0,0,0,0,0,0,0,0,0.148002826807073,-0.140778119957531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184729972819164,0,0,-0.00305138770405429,0,0,0,0,0,0
