,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X600886.SH,X601600.SH,X601898.SH,X600660.SH,X601991.SH,X600362.SH,X600795.SH,X600188.SH,X600688.SH,X600352.SH,X600111.SH,X600027.SH,X600801.SH,X000723.SZ,X601992.SH,X600489.SH,X000786.SZ,X002271.SZ,X000898.SZ,X600176.SH,X600516.SH,X002460.SZ,X000709.SZ,X600426.SH,X600299.SH,X601158.SH,X600612.SH,X000883.SZ,X002466.SZ,X000629.SZ,X600219.SH,X000027.SZ,X000630.SZ,X600315.SH,X002353.SZ,X600583.SH,X601699.SH,X000553.SZ,X600985.SH,X000401.SZ,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0945032674296948,0.0222484697432428,-0.0175962705637084,0,0,0.0308643815250343,0,0,0,0,0,0.0328916232950663,0.0198440712155515,0.000953449153645627,0,0,0.0529275983765665,0,0,0,0.039370674230294,0.0977247094577886,0,0,0,0,0.0136281812862526,0.093831885993649,0,0,0,0,0,0,-0.00866588675822736,0.0137126613276974,0,0,0,0,0,0
X600028.SH,0,0,0.0163804834407065,0,0.0654657216793804,0,0,0,0,0,0,0,0,0,0,0,0.0543087542688875,0,0.0167167539775057,-0.0427177956864634,0,0,3.46944695195361e-18,0.0608920530248208,0,0.052246293643465,0,0,0,0,0,0,0,0.0493294799126926,0,0,0,-0.00507452821215327,0,0,0,0,0,0.0250405387143417,0,0,0,0,0,0,0,-0.0241942916775054,0.0212337616109121,0,0.0206969502633194,0,0,0,0
X601088.SH,0,0,0,0.134766560528157,0.0200910171375262,0,0,0,0,0,0,0,0,0,0,0,0.152723261737837,0,0.0461320321260245,-0.0582413860969,0,0.0388582270822335,0,0,0,0,0.0643277045799876,0,0,0,0,0,0,0.0102931738919189,0,0,0.0992069306442385,0,0.0952727472651409,0,0,0,0,-0.139837610685954,0,0,0,0,0,0,0,0,0.0317196364290089,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0482076732925203,0,0,0.407314227405492,0,0,0,0,0.270583751012809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361734309405273,0,0,-0.00319396103492058,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,-0.0358726336670499,0,0.346750396273519,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.271370720761523,0.00757016476563197,0,0,0.0370252045814914,0,0.0804311183799943,0,0.0387178627746247,0,0,0,0,0,-0.0130048706591522,0,0,0,0,0,0,0,-0.0850056071460697,0,0,0.132447065643845,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0571722082272449,0,0,-0.069996399946055,0,0,0,0,0.139073030813066,0,0,0,0,0,0.0753594826502527,0,0,0,0.0253446360851618,0,0,0,0,0.00737068229660631,0,0,0,0,0,0,0,0,0,0,0.0896993734422717,0,0,0,0,0,0,0,0.0640439098374806,0,0,0,0,-0.0122707944017982,0.00241834687553816,0,0,0,0.0866642588135458,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.230549400213996,0,0,0,0,0,0,0,0,-0.203174508585643,0,0,0.720953696021692,0,0,0,0,0,0,0,0,0,0,0.0333925874800143,0.118444118320455,-0.0221984228564421,0,0,0.0657469113929174,0,-0.321419184787419,-0.0450346019233301,0,0,0,0,-0.0102465422487275,0,0,-0.0412102685890186,0.0235759152875734,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,-0.0831165892884546,0,0,0,0,0,0,0,0,0,0,0,-0.104338718698942,0,0.352534599348393,0,-0.00248993048957751,0,0,0,0,0,0,0,0,0,0,0,0.0901710224674102,0,0,0.0686085620811566,0.12238936795909,0,0,0,0,0,0,0,0,-0.187353284580506,0,0,0.210187920577314,-0.0132133761094938,0,0,0,0,0.186168111458199,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207395360244268,0,0,0.108767855564989,0,0,0,0,0.196342449740626,0,0.122128567045596,0,0,0,0,0,0,0,0,0,0,0.0264445660851818,0,0,0,0,0,0.0137157582706985,0.0231527222598536,0,0,0,0.00918439021333788,0,0,0,0,0.0274291119500905,0,0
X600886.SH,0,0,0,0.0668426250194084,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0453050743246155,0,0,0,0,0.0533381721177225,0,-0.0138829492976848,0.114260334158869,0,0,0,-0.215892661750188,0.440716500576492,0,0,0,0,0.162671185271902,0,0,0,0,0,0,0.0321067435898897,0.00914525667125668,0,0,0,8.67361737988404e-19,0,0,0,0.017003122447656,-0.0161806950916442,0,0,0,0,0,0
