,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X601898.SH,X600011.SH,X600585.SH,X600547.SH,X600660.SH,X600886.SH,X601600.SH,X002466.SZ,X000792.SZ,X002460.SZ,X600795.SH,X601699.SH,X600111.SH,X000708.SZ,X600010.SH,X600362.SH,X000301.SZ,X000877.SZ,X000983.SZ,X600426.SH,X600027.SH,X600803.SH,X002271.SZ,X600489.SH,X601991.SH,X600160.SH,X600985.SH,X000807.SZ,X000408.SZ,X600176.SH,X000786.SZ,X000630.SZ,X000933.SZ,X600612.SH,X300037.SZ,X000932.SZ,X600348.SH,X600219.SH,X002128.SZ,X600995.SH,X601168.SH,X600688.SH,X600157.SH,X000629.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.785377064915383,0.00794050357875589,0,0,-0.00989929485758773,0,0,0,0,0,0.0703291768557536,0,-0.192298683236455,0,0,0.170922286348133,0,0,0,0,0,0,0,0,0,0,0,-0.183484859975314,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.291295606652226,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.0468808523646439,0,0,0,0.0380694530259504,0,0
X600028.SH,0.672772773088958,0,0,0,0,0,0,0,0.131615096779641,0,0,0,0,0,0,0,0,-0.0982593648857971,0,0.0588114673069216,0,0,0,0,0,0,0.131621759895872,-0.0204798465941137,0,0.116791218894674,0,-0.0274757850813574,0,0,0,0,0,0,0,0,0,0,-0.0734191082541334,0,0,0,0,0,0,0,0,-0.00612136247923486,0,0,0,0,0,0,0
X601088.SH,0.111462385879559,0.0765142338688541,0,0,0.0886023637067753,0,0.199334623482243,0,0,0,0,0.0398918339208232,0,0,0,0,0,0,-0.091981311756555,0,0,0,0,0,0.0885775987425472,0,0,-0.0506225500144248,0,0,0,0,0,0,0,0.053323404267454,0,0,0,0,-0.151594174995103,0,0,0,0,0,0,0,0,0,0,0.00277474182829437,0.00665019142097644,0,0,0,0,0,0
X600309.SH,0,0.0115808707563969,0,0,0,0,0,0,0,0,0,0,0,-0.0059890028739941,0,0,0,0,0,0,0,0.143344706400655,0,0,0,0.125869754766464,0.0620519804823582,0.0729947144005488,0,0,0,0.211103691720904,0.11092145978629,0.0388675405088157,-0.125086179024428,0,0,0,0,0,0.186493400756486,0.254903448723697,0,0,0.0625654138626908,0,0,0,0.642049579644666,0,0,-0.0724816884876607,0.0981115975534679,-0.190215852891871,0,0,-0.153968239400723,0,0
X600188.SH,0,0,0,0,0,0.038807932766643,0.212740284783098,0,0,0.19037239491095,0,0,0,0,0,0,0,0.260399595529873,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0636019527707167,0.109778700637145,0,0,0,0,0,0.126500441746651,0,0,0,0.00826861589884685,0,0,0,0,0,0,0,0,-0.00542816023310407,-0.00639252673282879,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.165696583543769,0,0,0,0,0,0,0,0,0,0,0,0,0.205967789978268,0,0,0,0,0,0,0,0,-0.0246974678988958,0,0,0,0,0,0.49567220228718,0,0.0785077736639227,0,0.00672390426535166,0,0,0.209233879659487,0,0,0,0,0.248132147010162,0.155102353531864,0,0,0,0,0.0172062882360298,0.130341717533065,0,0,0.0319181615033308,0,0
X601898.SH,0.0470923120159362,0,0.222275535452149,0,0.270189789783304,0,0,0,0,0,0,0,0,0,0,0.0764473454810125,0,0.0141748028977834,0,0,0,0,0,0,0.00949700912927617,0,0,0,0,0,0,0,0,0,0,0,0.0311292296851698,0,0.0338581941934684,0,0,0.00759684664523733,0,0,0.0264747066328979,0,0,0,0,0,0,0.0128424590407374,-0.0265651461729478,0,0,0,0.0529042354113167,0,0
X600011.SH,-0.00255224979160652,0,0,0,0,0,0,0,0,0,0,0.0958105726909961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43767480352964,0,0,0,0,0,-0.00564857359197694,0,0,0.0731275960882645,0,0,0,0,0,-0.0686168161556685,0,0,0,0.13079353536034,0,0,0,0,0,0.000530736984655111,-1.35525271560688e-20,0,0,0,0,0,0
X600585.SH,0,0,0,0.174911067456948,0,0,0,0,0,0,-0.0368569203015954,0,0,0.0433291911717513,0,0.0113467089250689,0,0,0,0,0,0,0,0.295748449588348,0.0449197627515271,0.00734011248776937,0,0,0.152894991026907,-0.0399076142527225,0,0,0,0,0,0.149069997891301,0.0746822544339289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00911303784712988,0.0113740051379057,0,0,0,0,0,0
X600547.SH,0,0.051298580058914,0,0,0.149055215461569,0,0,0,0,0,0,0,0.00803654857519795,0,0,-0.0180634073283618,0,-0.0782782816499056,0,0,0,0.0412261656016626,0,0,0.0255587933944001,-0.110377024793018,0,0,0.00625480334864934,0.529291552418677,0,0,0,0,0,0,0,0,0,0.00432899507707635,0,0,0,0,0.0229292593977265,0,0,0,0,0,-0.0439590300484623,0.00824829393574564,0,0,0,0,0,0,0
X600660.SH,0,0.0992270906661278,0,0,0,0,0,4.33680868994202e-19,0.21662059629894,0.03075256692199,0,0.139154305667068,0,0,0,-0.0389485364758656,0,0,0,0,0,0,0,0,0.149574674556604,0,0.209003569411074,0,-0.0479069488711368,0,0,0,0,0,0,0,0.00964505655336882,0,0,0,0.0823957238694752,0,0,0,0,0,0,0,0,0,0,0.00313555799936416,0,0,0,0,0,0,0
X600886.SH,0.130114415871509,0,0.184357059410907,0,0,-3.46944695195361e-18,0,0.12700008174278,0,0,0.160091547381237,0,0,0,0,0,0.198773763962598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142156121620234,0,0,0,0,-0.0483060851556404,0,0,0,0,0,0,0,0,0,0,0,0,-0.108620117496772,0,-0.00696465983772569,0.0261405255655695,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.17581909391512,0,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0.0223451599672782,0,0.182365167286931,-5.42101086242752e-20,0,0.371969925939521,0.0204528324808014,0,0,0,0.0800511313596807,0,0,0,0,0.234483944491645,0,0,0.188496579517169,0,0,0,0,-0.00525775031026823,0.0176096454709107,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,-0.114760159334674,0,0.240336588495839,0,0,0,0,8.67361737988404e-19,0.750470869393302,0,-0.103516890626813,0.0305789278922363,0,0,0,0.029526500971397,0,0,0,0,-0.0131610090523932,0,0.101446671662175,0,0,0,0.039233827268096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00348588239648137,-0.00591989308450604,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.048444365161561,0,0.0824452870028973,0,0,0.156147780780702,0,0,0.285578905161838,0,0,0,0,0.276089263988254,0,0,0,0,0,0,0,0,0,0.0968969490121782,0,0,0,0,0,0,0.0183529098567742,0.0713877431822426,0,0,-0.043280542794801,0,0,0.0583736582747652,0,0,0,0,0,0,0,-0.0799343319694162,0.0232978726582743,-0.0324100862991172,0,0,0,0,0,0
X002460.SZ,0,0,-0.00574665914620818,0,0,0,0,0,0,-0.120308108995803,0,0,0,0.744553881146797,0,0,0,0,0.144532681136954,0.201434187341595,0.0355147129438214,0,0,0,0,0,0.0457113318799473,-0.0515629202853906,0,0,0,0,-0.162340817920058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00236643669347186,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0.418889025329181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487756653981628,0,0,0,0,0,0,0,0,0.0369025484073697,-0.0554452085519014,0,0,0,0,0,0,0,0,0,-0.00963273422000101,-0.00821864371608461,-0.00119784481005018,0,0,0,0.0468884715407593,0,0
X601699.SH,0,0,0,0,0.339323702653661,0,0.0591041540093152,0,0,0,0,0,0,0,0,0,0.0473455518805715,0,0,0,-0.249147835246516,0,0,0,0.0993209588711018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0727929459838213,0,-0.0408724056501004,0,0.130004447543909,0,0,0,0,0,0,0,0,0.0199108222853937,2.16840434497101e-19,0,0,0,0.0796970866782151,0,0
X600111.SH,0.14677016196626,0,0,0,0,0,0,0,0,0,0,0,0,0.279192934237537,0,0,0,0,0,0,0.093990281680037,0,0,0,0,0.134094521140421,0,0,0,0,0,0,0,0,0,0,0,0.0557573879357527,0,0.0052544544158196,0,0,0,0,0.206898722701072,0,0,0,0,0.076706521891135,0,0.0216300568177915,-0.0231885763257268,-0.0356280337367665,0,0,0,0,0
X000708.SZ,0.0223638417046724,0,0,0,0,0.299820562287859,0,0,0.00736225277784039,0,0,-0.277223817959144,0,-0.057679056208112,-0.0140970605607774,0,0,0,0,0,0,0,0,0.0516723695555132,0,0,0.364391169361582,0,0.125845318677248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320311208789219,-0.0256549069900153,0,0,0,0,0
X600010.SH,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0784712310029557,0,0,0.0113168827500431,-0.143388222835768,0.403069034470594,0.220147406031133,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116400599673728,0,0,0,0,0,0,0,0.0866926236134009,0,0,-0.225048904784128,0.0242162107312188,-0.0593145544973992,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114790235202538,0,0,0,0,-0.0205201562656991,0,0,0,0.124364422257581,0,0,0,0,0,0,0,0,0,0,0.0986686570684248,0,0,0.0678677293747293,0.220749019463837,0,0,0,0,0,0.277120616574701,0.0276347100014351,0,0.0234521283103528,-0.00349685647943583,0,0,0.039441829759326,0,0
X000301.SZ,0,0,0,0,0,0.0266484036146584,0,0,0,0,-1.38777878078145e-17,0,0,0.130060021927666,0,0.0263688211606863,-0.0512627338870452,0,0,0,0,0,0,0,-0.0881020901882148,0.0367519312136592,0,0,0,0,0,0,0,0.0887759014092499,0.0281102615367208,0,0,0,0,0.132412259018513,0,0.0888109014840732,0,0,0,0,0,0,0,0.290642793993432,0.098734386252365,0.0245666973528107,-0.0261631671130527,0,0,0,0,0,0
