,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002460.SZ,X000708.SZ,X002271.SZ,X600660.SH,X600547.SH,X601898.SH,X600362.SH,X000786.SZ,X600010.SH,X601600.SH,X600886.SH,X000301.SZ,X600111.SH,X600188.SH,X600176.SH,X600011.SH,X600426.SH,X002466.SZ,X600803.SH,X601991.SH,X000932.SZ,X600801.SH,X000027.SZ,X600352.SH,X000898.SZ,X600795.SH,X600219.SH,X600489.SH,X600688.SH,X000883.SZ,X000723.SZ,X600516.SH,X002080.SZ,X600157.SH,X600486.SH,X600027.SH,X300037.SZ,X600299.SH,X000807.SZ,X000825.SZ,X002353.SZ,X601992.SH,X600315.SH,X601168.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.317989006004545,0,0,0,0.0135693813419475,-0.00384435699018636,0,0,0,0,0,0.00130143675931076,0,0.0168237538879482,0.0490680038179226,0,0.00779558185612404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00435054644540693,0.0463894757614064,0,0.00636371002398112,0,0,-0.000705348324899541,2.16840434497101e-19,0,0,0,-0.00927877546076346,0,0
X600028.SH,0,0,0,0,0,0,0,0.0519405748543382,0,0,0,0,0,0,0,0.0404918119299167,0,0,0,0,0,0,0.140031191690293,0.0199602876633208,0,-0.075402272251102,0,0,0,0,0.132810045207469,0,0.019750484404681,0,0,0,0,0,0,0,0,0,0,0,0.026484371966559,0,0,0,0,0,0,0,-0.0192438041207074,0,0,0,0,0,0
X601088.SH,0,0.00982071826997971,0,0,0,0,0.0921483605202455,0.0109694182016589,0,0,0,0,0,0,-0.0109900135159084,0,0,0,0,0.078781663080025,0,0,0,0.0277781708932373,-0.0414292349877132,0,0,0,0.0233852213115648,0,0,0,0,0,0.0938841757855965,0.00717680597416151,0,0,0,0,0,0,0,0,0.186810025503413,0,0,0,0.0111270659505286,0,0,0.0254750487047046,8.67361737988404e-19,0,0,0,0.0107714832317861,0,0
X600309.SH,0,0,0,0,0,0.018351495213098,0.212249035903895,0,0,0,0,0,0,0.277112263061112,-0.0700840565368231,0,0,0.00458747539574711,0,0,0.0202226958393544,-0.0366854975566162,0.0462087781507473,0,0,0,0,0,0,0,0,0,0.186358929500483,0,0,0,0,0,0,0,0.1915424804742,0,0,0,0,0,0,0,0.0514666122461379,0,0,0,-0.0268344892029891,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.0399804796514208,0,0,0,0,0,0,0,-0.0184385066507549,0,0,0,0,0.130446467810573,0,0,0.0437275705559305,1.55218869016651e-05,0,0,0.0729324189130678,0.152657026473862,0,0,0,0,0,0,0,0.00353511367802653,-0.00779874898654274,0,0,0,0,0,0,0,0,0,0,0,0.0446921149284595,0,-0.0197413634312912,-0.0230952469944736,0,0,0,0,-0.0331568084161501,0,0
X600019.SH,0,0,0,0,0,0,-0.0753328053419134,0,0,-0.0528378446815252,0,0.0306972853874377,0,0,0,0,0,0.0643252446081331,0.159471275091967,0.0843053226863866,0,0,0,0,0.164256428477858,0.0358460549303613,0.279182337337385,0,0,0,0,0,0,0,0,-0.0200417288019432,0,0,0,0,0,0,0,0,0,0.267096169477856,0,0,0.143923510623898,0,0,0,0.0110282505377247,0,0,0,-0.0203921727600271,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0.0973668653472483,0.0401914740448353,0,0.175550778111188,0,0,0,0.143962563710816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287202199229246,0,0,0,0,0,0,0,0,0.316728270643895,0,0,0.00471436987372333,0,0,0,-0.00997298673563327,0,0
X000708.SZ,0,0,0,0,0,0,0.0195941677938838,0,0,0.232504177197953,0,0,0,-0.344354596382867,0,0,0,0,0.241417106637216,0,0,0,0,0,0,0,0,0,0,-0.208515584484434,0.0198046927371116,0,-0.330343275565193,0,0,-0.185477381982633,0,0,0,0,0,0,0,0.499430236622701,-0.168906017629319,0.124671785435455,-6.93889390390723e-18,0,0,0,0,0.0850228994562764,-0.157681155060411,0,0,0,-0.0776310704058612,0,0
X002271.SZ,0,0,0,0.093888785769234,0,-0.362878233381385,0,0,0,0.098157782594316,0,0,0,0,0,0,0,0,0,0,0.112506599412538,0,0.0462059050560356,0.0217876680315795,0,0,0,0,0,0,0,0,0,-0.10978348058447,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0200438111840161,0,0,0,0,-0.0261388450053695,0,0
X600660.SH,0,0,0,0,0,0,0.0654406340222467,0,0,0,0,0,0,0,0,0,0,0.0533703365370694,-0.110045119030389,0,0.180937267801632,0,0,0,0.0641725881595649,0,0,0,0,0,0,0,0,0,0,0,-0.0657330148055778,0,0.0339333295323189,0,0.354531303591731,0,0.020742383995865,0,0,0,0,0,0,0,0,3.46944695195361e-18,-0.000905780023553194,0,0,0,-0.050455812339073,0,0
