,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600011.SH,X600019.SH,X600585.SH,X600660.SH,X600886.SH,X002466.SZ,X600547.SH,X601600.SH,X002460.SZ,X000792.SZ,X600795.SH,X601699.SH,X000708.SZ,X000301.SZ,X600010.SH,X600111.SH,X600362.SH,X000983.SZ,X600027.SH,X000877.SZ,X600426.SH,X600803.SH,X000786.SZ,X601991.SH,X600489.SH,X002271.SZ,X600985.SH,X600160.SH,X000408.SZ,X000630.SZ,X000807.SZ,X600176.SH,X000933.SZ,X600612.SH,X000932.SZ,X600348.SH,X600219.SH,X601168.SH,X300037.SZ,X002128.SZ,X600157.SH,X000027.SZ,X600688.SH,X600096.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0385507012420318,0.460488352622975,0.161557504497352,0.10564457082667,0,0,0,0,0,0,-0.24789312979072,0.0791912219420225,0,0,-0.103862108368831,0,0,0.111442819512113,0,0,0,0,0,0,0,0,0,0.0599611290053868,0,0,0,0,0,0,0.0359527782860629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0136910520699994,0.00547887480056984,0,0,0,0.031358484880706,0,0
X601088.SH,0,0,0.0795727752986993,0,0.213629081596063,0.173716365740856,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0.0469945693011126,0.14588740208292,0,0,0,0,0,0,0.146730821649337,-0.0542323579927905,0,0,0,0,0,0,0.0776546955110288,0,0,0,-0.00685399836027171,0,-1.73472347597681e-18,0,0,-0.028895608040725,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0197315998575939,0,0,0,0,0,0
X600028.SH,0.547581936769296,0,0,0,0,0,0,0,0,0,0,0.00279814880132127,0,0,0,0,0.0985848068168537,-0.0633701611955757,0.122588873442599,0,0,0,0,0,0.0329995054843897,0,-0.0336467788541537,-0.0390650977511941,0,0,0.0860845630859142,0.060167533794314,0,-0.157292540368012,0,0,0,0,0,0,0.0839094709039077,-0.041760978061339,0,0,0,0,0,0,0,0,0,-0.00911278551361321,3.46944695195361e-18,0,0,0,0,0,0
X600309.SH,0.0583563144362281,0,0,0,0.0244249958117718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247839852986806,0,0,0,0,0,0.156340693603569,0.238648089328319,0,-0.0928505212491107,0,0,0,0.217900176092544,0,0,0,0,0,0,0,0,0,0,0.256744225827014,0.483783357457786,0,0,0,0,0,-0.0597909002146597,0.0421214359104877,-0.0787368743314404,0,0,0,0,0
X600188.SH,0,0.136175728574753,0,0,0,0,0,0,0,0,0,0,0.0942138925855689,0,0,0,0,0.239194614597244,0,0,0,0,0,0.0648704466282438,0,0,0,0,0,0,0.0139805160221537,0.0437609654434693,0.127073491413825,0,0,0,0,0,0,0,0,0.138398525508735,0,0,-0.0409907626030748,0,0,0,0,0,0,0,-0.00784973742225691,0,0,0,0,0,0
X601898.SH,0.071157315506821,0.274701639887568,0,0,0,0,0,0,0,0,0,0,0,0,-0.100780253718517,0,0,0,0,0,0,0,0,0.172560704511548,0,0,0,0,0,0,0,0,0.0330307895886495,0,0,0,-0.0290507274786331,0,0,0.0268690961373797,0,0,0,0,0,0,0,0,0,0,0.0662742577689021,0.0230295748011539,-0.0136196797117574,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0115502990151737,0,0,0,0,0,0.135235200131136,0,0,0,-0.029591089088848,0,0,0,0,0,-0.115371133792975,0,0,0,0.504886254248441,0,0,0,0,0.00808628364933289,0,0.0315022896596852,-0.0512852855659661,-0.0276713237202556,0,0,0,0,0,0,0,0,0,0,0.0302790130768007,0.124300145297017,0,0,0,0,0,0.00749008001145352,0,-0.0152579386411942,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,-0.143073866181709,0,0,0,0,0,0,0,0,0.189595159679333,0,0,0.297641484272759,0,0,0,0,0,0,0.00167673391194426,0.00500620647344809,0.00435687615387431,0.0625868714903308,0,0,0,0,0
X600585.SH,0,0,0,0.183444182794546,0,0,0,0,0,0,0,0,0,0,0.0633344540405986,0,0,0,0,0,0,0,0,0.0671492923503587,-0.0580719959498718,0.110750113552686,0.0165540663099557,0,0.141615308792789,0,-0.108069381615016,0,0,0,0,0,0,0.0399839625931309,0.0238455556360528,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00117457035751812,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0.0224050621100293,0,0.211675697699298,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.103376881680034,0.0423030944084231,0,0,0,-0.167861875426341,-0.0522724509499029,0,0,0,-0.00986838283657747,0,0,0,0,0,0,0,0.0474776656164551,0,0,0,0,0,0,0.0181174709012771,-0.00573913854862716,0.145701001240557,0,0,0,0,0
X600886.SH,0,0.228561354418628,0,0,0,0,0.0555825928352399,0,0,0,0,0,0,0,0,0,0.346809238415031,0.00128605915933559,0,0,-0.16079686260995,0,0,0,0,0,0,0,-0.0622264656820688,0,0,0,0,0.00945275248231847,0,0,0,0,0,0.0287957016975327,0,0,0,0,0.0712906934334276,0,0,0,0,0,0.0452871343812125,-0.0118540509593337,0.0122029764854741,0,0,0,0,0,0
X002466.SZ,0,0,0,0.0223711758104084,0,0,0,0,0,0,0,0,0,0,0.801442021982268,0,0,0,0,0.399546023094021,0,0,0,0,0,0,0,-0.250915280489702,0,0,0.0587239767230017,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.00694129523408057,0,0,0,0,0,0.0284106857058205,-0.00962177141527436,-0.016199201637797,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051074017920436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0707297039156402,0,0.578699993092266,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0412950419847978,0,0,0.0190974410054809,0,0,0,0,0,0,-0.0464385331489323,-0.00319506791023971,0,0,0,0,0,0,0
X601600.SH,0.0559555898060325,0,0,0,0,0,0,0.371440420111672,0,0,0,0,0,0,0,0.147445938883429,0,0,0,0,0,0,0,0,0,0,0,0.0497867076797843,0,0,0,0.0503336249357954,0,0,0,0.203172423771581,0.0921267226274081,0,0.0850345201378361,0,0,0,0,0.0654133327829072,0,0,0,0,0,0,0.0205387037257202,-0.0385900738494252,0.0392734871466764,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0.586011259245554,0,0,0,0,0,0,0.0961289767356983,0,0.228605929792676,0.0427381946345081,0,0,0,0,0,0,0,0,0,0.0730335649684042,-0.157326153713474,0,0.0274515058134046,0,0,0,0,0,0,0,0,0,0,0,0,0.01913710364956,0,0,0,-0.0299773664671846,0.0159531819153371,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0.27014785291822,0,0,0,0,0,0,0.0447908146841972,0,0,0.343868948866839,0,0,0,0,0,0,0.0552598244274834,0,0.00619801269060244,0.0850374299723804,0,0.0273678514320058,0,0,0,0,0,0,0.0216417092114463,0,0,0,0,0,0,0,0,0.0956109592338406,0,0.0206630192147296,-0.024662691315403,0,0,0,-0.0623765103826454,0,0
X600795.SH,0,0,0,0,0.0938436121351668,0.0978799455169477,0,0,0,0,0.316696835320981,0,0,0,0,0,0,0.0824182099135394,0,0,0,0,0,0,0.0495742375937487,0,0,0,-0.00110872385137714,0.106636214557275,0,0,0,0,0,0,0,0,0.0175867637355046,0,0.00822297389421599,0,0,0,0,0,0,0,0,0,0,0,-0.000443358336769745,0,0,0,0,0,0
X601699.SH,0,0.205367002951467,0,0,0.470299820402462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109402255403699,0,0,-0.126909840089335,0,0,0,0,0,0.316090907709919,0,0,0,0,0,0,0.0406638767798118,-0.0487704475546493,0,0,0,0,0,0,0,0,-0.172389580818374,0.0607330765712759,0,-0.0052722179642693,0,0,0,0,0,0
X000708.SZ,0.0925900386070038,0,0,0,0,0,0.258192578554043,0.0245160470139339,0,0,0,-0.0503733258991767,-1.73472347597681e-18,0,0,0,0,0,0,0,0.133613311142563,0,0,0,0.0045744478615697,0,0,0,-0.0022143014655478,0,0,0,0,0,0,0,0.126588695547408,0,0,0,0.170000111483359,0,0,0.0182460525299834,0,0,0,0.276038835669505,0,0,0,-0.0323025152432948,0.0481448205155626,0,0,0,0,0,0
