,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601898.SH,X600309.SH,X600688.SH,X601992.SH,X600795.SH,X300072.SZ,X601600.SH,X600660.SH,X601991.SH,X600188.SH,X600362.SH,X600886.SH,X600547.SH,X002466.SZ,X600027.SH,X000709.SZ,X600157.SH,X600111.SH,X000898.SZ,X000959.SZ,X600339.SH,X600489.SH,X601158.SH,X002460.SZ,X000723.SZ,X600299.SH,X000883.SZ,X002271.SZ,X600008.SH,X600219.SH,X600176.SH,X600352.SH,X000630.SZ,X600808.SH,X000792.SZ,X600578.SH,X000408.SZ,X000786.SZ,X000983.SZ,X000539.SZ,X600583.SH,X002092.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,-0.00135088138453013,0,0.00483421206640631,0,0,0.253619687530456,0,0,-0.0224162657153307,0,0,-0.0484023749662854,0,0,0,0,0,0,0,-0.0433280459788135,0,0,0,0,0,0,0,0.0217830929589825,0,0,0,0,0,0,0,0,-0.0264386544262391,0,0,0,-0.0434553078340921,0,-0.0197898827541272,0.0242711909451695,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0325242799897958,0.0551583015823771,0,0,0,0,0,-0.0309438515032159,0,0,0,-0.147964063475891,0,0,0,0,0,0,0,-0.0367328802426794,-0.0520843140976137,0,0,-0.0194406718283587,0,0,0.0707835294628388,0.0201246416791067,0,0.0235557471854261,0,0,0,0,0,0,0,0,0,0,0,0,-0.00088763555534151,0,-0.130879311402609,0,0,0,0,0
X601088.SH,0,0,0,0.0280420170041555,0,0,0,0,0,0,0,0,0,0.0319126949224217,0,0,0,0.0160523592565738,0,0.0304993953487336,0,0,-0.049601180738014,0,0,0.0360565200786376,0.0131654828933919,0,0,0,0,0,0,-0.0340198983114519,0,0,0,0,0,0,0,0,0,0,0,0,-0.00254950241208511,0,0,0,-0.0120603498513258,0.00532564509323651,-0.0230509584294992,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0604181907997665,0.0562919633317734,0,0,0.0742724550177732,0,0,0,0,0,-0.0574060625729063,0,0,0.403493703912506,-0.0405747060315718,0.0600792572675859,0,0,0,0,0,0,0.0307575735760444,0,0,0,0,0,0.0822930462601961,0,0,0,0.0164448064893094,0.0397777241050904,0,0,0,0,-0.0241421592296321,0.0618268484347053,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210371393489151,-0.110699886497198,0,0,0.624372075219846,0,0,0,0,0,0,0,0.220183466292347,0.0114321832688844,0,0,0,0,0,0,0.115827411677128,-0.0369852384862175,0,0,0,0,0,0,0,0.0890574438438766,-0.138602916394351,0.185853344829319,0,0,0,0,0.0218927609301865,-0.0811677555956071,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135753143071472,0,0,0,0,0.0250237124190808,0.354582834333067,0.0349239384529345,0,0,0,0,0.0936951871335951,0,0,0.0693429706651453,0,0,0,0,0.0128131012849294,0,0,0,0,-0.133841254137237,0,0.030939249925497,-0.0455251645040353,0.0325107077227368,-0.118770757143699,0,0,0,0,0.00777106578364985,0.0358407606237562,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.020865872910147,0.116875947465679,-0.0818902396590955,0,0,0,0,0,-0.0173149998805256,0,0.0110071194315349,0,0.0779783261275036,0.13622865124932,0,0,0,0,0,0,0,0,0,0.118326572543265,0,0,0,0.086624068491849,0,0,-0.0890306578096001,0,0,0.0148950286083268,0,0.00999926347949866,0,0,0,-0.0380568304358725,0,0,0,-0.0542738737796467,0,0
X601898.SH,6.93889390390723e-18,-0.120043310260071,0,0.110367628462785,0,0,0,0,0,0,0,0,0,0,0,0,0.191028027769841,0,0,0,0,0,0,0,0,0.327800204376025,-0.0138785195899218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.102198878838449,0.0196683247989293,0,0,0.149715408751476,0.0114904435597962,0.0863390065777502,0,0,-0.00337374145202354,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,-0.0619007826727694,0.137076372376332,0.188168129915177,-0.165005202700532,0.140663747373587,0,0.335945154950744,0,0.0947890142357141,0,0,0,0.0230791587425617,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0351738236519611,0,0,0,0,0,0,0,0,0.050494685148257,0,0.120509419338823,-0.0374962090657337,0,0,-0.0254096211843959,0,0,0,0,0,0,0
X600688.SH,0,0.196363979678197,-0.0497522018825705,0,0.120644084928633,0,0,0,0.0205772482180948,0,0,-0.0254601434742418,-0.01297014800167,0,0,-0.0166160668317391,-0.0561405179042476,0,0,-0.0427352076278879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00062533871419845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00331435544053975,-0.0414971960153924,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.082926971705863,0,0,0,0,0,0,0,-0.186762747775422,0,0.561924130692613,0,0,0,0.236824450653281,0,0,0,0,0,0,0,0,0.34839853943435,0,0,0,0,0,0,0,0,0.00823142685145386,0,0,0.276512171479907,0,0,-0.0375513128219101,-2.16840434497101e-19,0,0,0,0,0,0
