,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601992.SH,X601898.SH,X601600.SH,X300072.SZ,X600688.SH,X600795.SH,X600309.SH,X600547.SH,X601991.SH,X000709.SZ,X600362.SH,X600188.SH,X600660.SH,X600886.SH,X600157.SH,X600027.SH,X002466.SZ,X600111.SH,X600489.SH,X000959.SZ,X000898.SZ,X600339.SH,X600008.SH,X601158.SH,X600299.SH,X600578.SH,X000792.SZ,X000883.SZ,X600583.SH,X000408.SZ,X000401.SZ,X600219.SH,X000630.SZ,X002460.SZ,X000539.SZ,X000983.SZ,X600352.SH,X000027.SZ,X000786.SZ,X000937.SZ,X002092.SZ,X000723.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.147868641900219,0.0360395340967968,0.00632753752195596,0,0,-0.0155700668171749,0,0,0.0734519428541824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292485644749173,0,0,0,0,0,0.08488062017274,0,0,0,0,-0.0515870445104703,0,0,0,0,0,0,-0.0274129793583522,0,-0.00644562853006291,-0.0131400793907958,0,0,0,0,0,0,0
X600028.SH,0.0156772799679078,0,0,0,0,0,0,0,0,0,0.0734053156666521,0.080295865784727,0,0,0,0,0,0.110457602658173,0,0,0.00615846478632028,0,0,0,0,-0.0280690653430214,0,0.00123676225401654,0,0.0344749371006625,0,0,0,0,0,0,0,0.0645293610012594,0,0,-0.0561040133085632,0,0.0384635742163306,0,0,0,0,-0.0205698551160961,0.0245423198089931,0,-0.0026516598187305,0.0160155379923856,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0612563871302085,0,-0.0510042409481111,0.120140015211248,0,0,0,0,0,0,0.0479187721226921,0,0.0270627137145201,0.0645776540514022,0,0.100260676500389,0,0,0,0,0,-0.0281982550205237,0.205011177370691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00919106855144823,0,0,0,0.00397281979220311,0,0,0,-0.00621290427646842,-0.00138834453283094,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.454383878074661,0,0,0,0,-0.102056318591798,0,0,0,0,0.176947255070953,0,0,0,0.0479200221000283,0,0,0,0,0,0,0,0,0,-0.1013265627903,0,0.0661539711387331,-0.0985587982605571,0,0,-4.33680868994202e-19,-0.204452726591732,0,0,0,0,0,0,0,0,0,-0.0172400123949997,-0.0490819058757998,0,-0.0108482595919784,-0.0174146789921989,0.084078471222577,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.121537330451005,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0853394076447383,0,-0.231379789778013,0,0.157837650529155,0,0,0,0,0,0,0,0,-0.104160912333448,0.0970510136343746,0,0,0.0100823413668621,0,0,0,0,0.0500752645625315,0,0,-0.117777136985264,0,0,-0.0307307594372661,0,0,0,0,0,0
X600011.SH,0,0,0,0.0196627766950215,0,0,0,0,0,0,0,0,0,0.0946212184605043,-0.279116490776798,0,0,0,-0.0764345968099277,0,0,0,0.112943209421737,0,0,0,0,0,0,0.263374540163078,0,0,0,0,0,0,0,0,0,0,-0.0409205654605371,-0.0233060364446085,0,0,0,0,0.0849298420148812,0.212059689432011,0.00599260425325743,0,0.0466389794459199,-0.0164241367639268,0,0,0,0,0,0
X600010.SH,0,0,0,0.134433884996247,0,0,0,0,0,0.035495733265755,0,0,0,0,0,0,0,0.0465980830435337,0,0,0,0,0,0,0,0,0.0679725050826857,0.118041931943739,0.107068312895559,0,0,0.0695426503320776,-0.0266875889135381,0.121684763296966,0,0,0,0,0.0218700569487283,0,0,0,6.93889390390723e-18,0,0,0,0,0.0926911306651782,0.0138029821492061,0,0,-0.012181285987236,0,0,0,0,0,0
X601992.SH,0,0,0,-0.041342937418004,0,0,0,0,0,0,-0.00966002560494881,0,0,0,0,0,0.462222486878777,0,0,0,0,0,0,-0.223357574630853,0,0,0,0,0.0705427539312521,0.185742669505568,0,-0.142205271119709,0,0,0,0,0,0.426979537257453,0,0,0,0,0,0,0,0,0,0,0,0.119608645092966,0.00203878641484685,0.0159825773260676,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248978528162565,0.0643206585277203,0,0,0,0,0.0167467204534889,0,0,0,0,0.0153646078249269,0,0,0,0,0,0,0.365139366038265,0,0,0,0,0,0,0.112136577927626,0,0,0,0.06484210708775,0,0,0,-0.00173990127775811,-0.00153503728111493,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015478504152506,-0.0336738519769364,0.273573678553111,0.0582375156104464,0,0,0,0,0.115895427381561,0,0,-1.73472347597681e-18,0,-0.14131193370507,0.0441675784731364,0,0,0,0,0,0,0,0,0.299296332640981,0,-0.0333651245667647,0,0,0,0,0.0283772440284396,0,0.134490510193928,0,0,0.0115230197336892,-0.00826578983865619,0,0,0,0,0,0
X300072.SZ,0,0.102059386289057,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,-0.0246268177734695,0,0,0,0,0,0,0,0,0,0,0.0303533052637924,0,0,0,0,0,0,0,0,0,0.160598853280158,0.043950004652232,0,0,0,0,-0.0376905784329531,0,0,0.0765275824664023,0,0.207066043447346,0,0,0.0912167190669665,0,0,0,0,0,0,0
X600688.SH,0,0.467805677570875,0,0,0,0,0,0,0,0,0,0,0,0.14198303126659,0,0,0,0,0,0,0.0766600420012147,0,0,0,0,0,0,-0.0399098634633287,0,0.0289128295198158,0,0,0,0,0.135373181868182,0,0,0,0,0,-0.0898070978693651,0,0,0,0,-0.00873000786213586,0,0,0,0,-0.00323842031582061,0.00100770413599473,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.0245603256532026,0,0.0311042079402233,0.0186855910619566,0,0,0,0,0.0417109567101821,0.0104312767862701,0,0,0,0,0,0,0,0,0,0,0,0,0.0237245323276414,0,0,0,0,0,0,0,0,0,0,0,0,0.0428618670214402,0,0,0,0,0.014636559642751,0,0,0.00233167115257066,0.00219444286023612,0,0,0,0,0,0
X600309.SH,0,0,0,-0.196103629229831,0.0369855330978029,0.384426603348886,0,0,0,0,0,0,0,0,0,0,-0.112840193888068,0,0,0,0.0262713108720606,0,0,0,0,0,0,0,0,0.122885936375,0,0.174596571943266,0,0,0,0.0247457257318895,0,0,0,0,0,0,0,0.371707496323024,0,0.216809080468372,0,0,0,0,-0.00380627836155425,0.00671819954181542,0,0,0,0,0,0
X600547.SH,0,0,0,0,0.120173904753699,0,0,0,0,0,0,0,0,-0.0201450590013794,0,0,0,0,0.0285518905108479,0,0,0,0,0,0,0.373421839708636,0,0,0,0,0,0,0,0,0,0,0.0727552741382503,-0.0758938291690911,0,0,-0.0720496469429178,0,0,0,0,0,0,0,0.19028044453146,0,0.0101866152350207,0.00125992687052835,0,0,0,0,0,0
