,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601992.SH,X601898.SH,X601600.SH,X300072.SZ,X600688.SH,X600309.SH,X600547.SH,X600795.SH,X601991.SH,X600362.SH,X600188.SH,X600660.SH,X000709.SZ,X600027.SH,X002466.SZ,X600886.SH,X600157.SH,X600111.SH,X600489.SH,X600339.SH,X000959.SZ,X000898.SZ,X600299.SH,X601158.SH,X600008.SH,X000883.SZ,X600583.SH,X600578.SH,X600219.SH,X000408.SZ,X000792.SZ,X000630.SZ,X002460.SZ,X000539.SZ,X000983.SZ,X600352.SH,X000401.SZ,X000786.SZ,X000027.SZ,X002092.SZ,X000723.SZ,X600176.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.100966613135678,0,0,0,0,0,0,0,0.0576512570523242,0,0,0,0,0,0,0.00734071255213226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346240332663173,0,0.104016178278896,0,0,0,0,0,-0.0545970597636143,0,0,0,0,0,0,-0.0450407049624534,0,0,0,-0.0116149487956805,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.056620322866778,0,0,0.0841517216609934,0.0545543674309294,0,0,0,-0.0123179153371852,0.0532189175277344,0.0221160841125482,0,0,0,0,0,0,0,0,0,0,0.0404995719745343,0,0,0.0389379854946068,0,0.00726014122819147,0,0,0,0,0,-0.0486802248701518,0,0,0,0,0,0,0,0.00442460267690861,0,0,-0.00479590424151935,0.0202584682997771,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0983529779921676,0,0,0,0.0680348141576964,0,0,0,0,0,0,0.00700800624904878,0.0565406033376879,0.0914671438190718,0,-4.33680868994202e-19,0,0,0.103905837934054,0,0,0,0,-0.0195837119687624,0.174927635846098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0587560674330315,0,0,0,0,0,0,-0.00875673662241884,0.00152041521778312,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.416599167989908,0,0,0,0,0,0,0,0,0,0,0,0,0.0914083479014951,0,0,0,0,0,0,0,0,0,0,0,0.0683620497654094,0,0,0,0,-0.00585673158460844,0,0,0,0,0,0,-0.241607830647871,0,0,0,-0.0487809611151223,-0.0808870477894646,0,-0.0180197453257848,-0.0196713900477888,0.0548511652292972,0,0,0,0,0
X600011.SH,0,0,0.191626915928661,0,0,0,0,0,0,0,0,0,0.0903741641095487,-0.269239115052027,0,0,0,-0.0517724794061305,0,0,0.616585435913178,0,0,0,0,0,0.095158233958563,0.0129571773911413,0,0,0,0.13893838649973,0,0,0.0431554838802616,0,0,0,0,0,-0.0386968781191745,0,0,0,0,0,0.131748483035504,0,0,-0.171010668375831,0.0230892865835127,-0.0154227463614396,0,0,0,0,0,0
X600585.SH,0,0,0.109617022027858,0,0,0,0,0,0,0.318595448280223,0,0,0,0,0,0,-0.0473310167522531,0,0,0,0,0,0,0,0,-0.2558947571113,0,0,0.169414532833262,0,0,0,0,0,0,0,0,0,0,0.071183383935168,0,0,0,0.0979639775069426,0.0556576199137325,-0.0554048050701347,-0.0725259236942895,-0.0832673492486245,0,0,0,-0.0218517864307628,0,0,0,0,0,0
X600010.SH,0,0,0,0.000391970203332745,0,0,0,0,0,0.0389200784904969,0,0,-0.0138469852484064,0,0,0,0.0177627147938089,0,0,0,0,0,0,0,0,0,0,0,0.31024867477591,0,0,0.0997233350322512,0,0,-0.110692429627878,0.0790167093558637,0,0,0,0,0,0.1206253289557,0,0,0,0,0,0.0225659093671732,0,0,2.16840434497101e-19,-0.0100736303196955,0,0,0,0,0,0
X601992.SH,0,0,-0.0185497840707332,-0.040731977043792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45502115338171,0,-0.232167138872851,0,0,0,0,0.0628422245275494,0,0,-0.107995176464724,0,0.181865706830269,0,0,0,0,0,0,0.0296815542411208,0,0,0,0,0.432072603017312,0,0,0,0,0,0.138118084625358,0.00171718130664776,0.0177416313559513,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094893016978192,0,0,-0.0233773713537854,0,0.0185106935917419,0,0,0,0,0.0551605580758273,0,0,0,0,0.0134448739214675,0,0.343358570904976,0,0,0,0,0,0,0,0.195049453565811,0,0,0,0,0,0,0.0193996089577415,0,0,-0.00137695970154633,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224361961617369,0.0536402369892099,0,-0.128023208644818,0,0.0832304630028003,0,0,0,0,-0.0771635942610684,0,0,0,0,0.0526356344220021,0,0,0,0.475949830708565,0,0,0,-0.0477477737068344,0,0,0,0,0.0695034180948547,0,0,0,0,0,0.00733461999015651,-0.00474014342073073,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0.0926401520530472,0,0,0,0,0,0,0,-0.0637673905726144,0,0,0,0,0,0,0,0,0,0,0,0.0316435958176101,0,0,0,0,0,0,0,0,0.0937014517668726,-0.170580973412055,0,0,0,-0.0164300047546316,0,0.00268256978247728,0.0392995203029205,0,0.279525757795183,0,0,0,0.0915461758092762,0.0114534238562291,0,0,0,0,0,0
X600688.SH,0,0.51580463773705,0,0.0367560984010363,0.0130094518863927,0,0,0,0,0,0,0,0.0976623469998513,0,0,0,0,0,0,0,0,0,0.044666674690619,0.0894571977560947,0,0,0,-0.00587848491861236,0,0,0,0.00747008641401351,0.138529997512235,0,0,0,0,-0.0638189850272093,0,-0.0634541697060156,0,0,0,0,0,0,0,0,0,-0.0566740468922365,-0.00552666326837619,0,0,0,0,0,0,0
