,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600660.SH,X600547.SH,X601600.SH,X600585.SH,X600886.SH,X000792.SZ,X600795.SH,X600362.SH,X000708.SZ,X600010.SH,X002460.SZ,X600111.SH,X600027.SH,X000301.SZ,X002466.SZ,X600426.SH,X600160.SH,X601699.SH,X600489.SH,X000983.SZ,X601991.SH,X600803.SH,X000786.SZ,X000877.SZ,X600985.SH,X000630.SZ,X000807.SZ,X600176.SH,X000933.SZ,X002128.SZ,X601168.SH,X000408.SZ,X600219.SH,X600612.SH,X600096.SH,X000883.SZ,X002271.SZ,X000932.SZ,X000027.SZ,X600348.SH,X600282.SH,X600295.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.139942443961766,0.127879428755683,0,0,0,0,0.0766206967186947,0,0,0.159169983474662,0,0,-0.0428857458338769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.062160742369925,0,0,0,0,-0.0760146048417398,0.0684753619505145,0,0,0,0,0,0,0,-0.0759327748790271,0,0,0,0,0.0952009942023347,0,0,0.0101542518937512,0,0,0,0,0,0
X601088.SH,0.0354364719839737,0,0,0,0.142069776488323,0.0636132597996263,0,0.110673435724366,0,0,0,0,0,0,0,0,0,0,-0.020965214623756,0,0,0,0,0,0,0,0,0.250158758554777,0,0,0,0,0,0,0,-0.0475489166644319,0,0,0.0350349440408423,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,-0.0241020043360596,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0877193732365377,0,0,0,0.0280838435352359,0,0,0,0,0,0,0,0,-0.138852831577991,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.0799765023017412,0,-0.0441927865736204,0,0,0,0.172524252157142,0,0,0,0.0279767915643433,0,0,0,0,0,-0.0661336305796791,0.0958850484369166,0,0,0,4.33158621192179e-05,0,0,0.0488786138682889,-0.000781455431911525,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0537111498357417,0.0598053484248668,-0.00305462102869745,0,0,0.0875765560667178,-0.0693545437058213,0,0.0260105519727117,0,0.0218278274366203,-0.14297430730888,0,0,0,0,0.0258161629175199,0,0,0,0.017520242234184,0.272593580874416,0,0,0,0,0,-0.1615656563305,0,0.123979863953363,0,0,0,0,0,0,0,0,-0.0593979743665798,0,0,0,0,0,0
X600188.SH,0.0448813547986993,0,0,0,0,0.220501173151751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0141743966813212,0,-0.0115433951763445,0.292379423477693,0,0,0,0,-0.103349270412033,0,0,0,0.0210242698323192,-0.0306455102408954,0.00490312362977607,0.0147962166503438,6.93889390390723e-18,0,0,0,0,0,-0.00916244803422573,0,0,0.178130607854973,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0.197471380818881,0,0,0.028259404947424,0,0,0.00378488368466334,0,0,0,0.283503989403959,0,0,0.305430096685667,0.0746500849891527,0,0,0,-0.0503057263506361,0,0,-0.0831207673094318,0,0,0.106554973544282,0,0,0,0,0,0,0.453881205240297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121455319571973,-0.0529202298459359,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0503916535434941,0,0,0,0,0.0491841448903691,0.136468020212201,0,0,0,0,0,0.139880622607879,-0.0348951543797259,0.0209223576677534,0,0,0,0,0,0,0.0498160609057791,0,0,0,0.121193375911506,0,0.0253497186164565,0,0,0,0,0,0,0.0381512270351949,0,0,-0.17299122649701,0,0,-0.0194785390258773,0.0514515886508575,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0.0245505474343181,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48880760692793,0,0.00388705381788826,0,-0.0726454232173772,0,0.0814131759831372,0,0,0,0,0,0,0,0.293282588115074,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0173408725652333,0,0,0,0,0,0,0,0,0,0.000195837486733868,-1.0842021724855e-19,0.0171138670648384,0,0,0,0,0
X600660.SH,0.00944934775698925,0,0,0,0,0,0,0,0,0.0298170174233753,0,0,0.135835787484599,0,0,0,0,0,0,-0.093195722853622,0,0,0,0.242194013088494,0.0516873209961511,0,0,0,0,0,0,0,0,-0.0311353911905445,0,0,0,0.010253744278708,0,0,0,-0.0666636603301189,0,0,-0.00907438497840968,0,0,0,0,0,0,0,0,-0.0341678716061617,0,0,0,0,0
X600547.SH,0,0,0,0,-0.27510974659194,0,0,0,0.0476143129467754,0,0,0,0,0,-0.126381390776345,0.0530699157997164,0.158760140448153,0,0,0,0,-0.0568957117813648,0,0,0,0,0.685671019875963,0,0,0,0,0,0,-4.33680868994202e-19,0,-0.0385433345975516,0.175318719707285,0,0,0.0272809864493623,0,0,0,0,-0.0830266163639241,0,-3.46944695195361e-18,0,0,0,0,0,0.00284763634099166,-0.0493333076206796,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0836268800103359,0,-0.0283270162638347,0,0.271399535901037,0,0,0,0,0,0,0,0,0.000501480436156122,0,0,0,0,0.148887622735824,0,0.048253618540451,0,0.184800472888662,0.0388410759594349,0,0.117799552694877,0,0,0,0,0,0,0.28978528752975,0,0,0,0,0.00227094270374071,0,0,0,0,0
X600585.SH,0,0,0,0.179366271548198,0,0.122360945596126,0,0,0,0.0762943431933465,0,0,0,0,0,0,0,0.0772919402918024,0,0,0,0,0,0,0,0,0,-0.0032573059796793,0,0,0.00659241425932128,0,0,0,0,0.104512153769026,0,0,-0.044039794810901,0,0,0,0,0,0.0374931264588298,0,0,0,0,0,0,0.00915731229107198,-0.000749673611902649,-0.234036856538994,0,0,0,0,0
X600886.SH,0,0.0418852584740146,0,0,0.00096100524082782,0.0146013390818578,0,0,0.00784009288323928,0,0,0,0,0,0.373580532751565,0,0,0,0,0,0,0,-0.0488651400999753,0.0630469630723776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024849046071691,0,0,0,0,0,-0.10117557352483,0,0,0,0,0,0,-0.0381641962617761,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.0896016240020215,0,0,0,0,0,0.0264593452897942,0,0.113747140470562,0,0.265154630173609,0.0570139088240948,0,0,0.143600467351183,0,0,0,0.0182116529732361,0,0,0,0,0.0736852657423533,0,0,0,0,0.00992869768212117,0,0.0595211242551077,0.0293469637418352,0,0,0.0761892355252804,0,0,0,0,0,0.0435886735871731,0,-0.0204551023374711,0,0.00498873991680677,0.0508950221122851,0,0,0,0,0
X600795.SH,0,0,0,0,0.0282879401081148,0,0,0.258020884467502,0,0,0,0,0.13267940503349,0,0,0,0,0,0,0,0.368302690086789,0,-1.73472347597681e-18,0,0.0292516727595339,0,0,0,0.113938410596121,0,-0.0628146055923886,0,0,0,0,0,0.0259903950017661,0.0580723365933997,0,0,0,-0.0218135414786703,0,0,0,0,0,0,-0.114597244846336,0,-0.0317223962271042,0.0177778011473492,0,0,0,0,0,0,0
X600362.SH,0.0399381874795519,0,0,0,0,0,0,0,0,0.238547944496654,0,-0.0267206892826621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0662869664622292,0,0,0,0,0,0,0.370939777835068,0.121220164206209,0.0672866380445324,0,0,0,0.191056504696242,0.0378527850514158,0,0,0,0,-0.120271144893114,0,0,0,0,0,0,0,0.0323811247778655,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0.0207027378537207,0,0,0,0.0636270067597196,0.120461684808288,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0187721011332246,0,0,0,0,0.0855691991400341,0,0,0,0.220185374291699,0.146052193187587,0,0,0,0.138305862810124,0,0,0,0,0,0,0,0,0.0608020940071863,0,0,0,0,0,0,-0.196377920282908,-0.02882004774605,0,0,0,0,0,0,0
