,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X601898.SH,X601600.SH,X600019.SH,X600795.SH,X600688.SH,X600585.SH,X600886.SH,X601991.SH,X600027.SH,X600583.SH,X000709.SZ,X600157.SH,X600362.SH,X600188.SH,X000539.SZ,X600111.SH,X601992.SH,X002075.SZ,X000898.SZ,X600309.SH,X000027.SZ,X601158.SH,X600863.SH,X000883.SZ,X000629.SZ,X601918.SH,X600021.SH,X002353.SZ,X000792.SZ,X600352.SH,X600307.SH,X000060.SZ,X600578.SH,X600808.SH,X000825.SZ,X600098.SH,X600022.SH,X600489.SH,X000878.SZ,X600008.SH,X600660.SH,X600547.SH,X000959.SZ,X002470.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.530851267868031,0,0,0,0,0,0,0.0302099185164074,0,0,0,0,0,0.0523721660370451,0,0,0,0.038420772364603,0,0,0,0,0,0.0363633349769146,0.0378832903105848,0,0,0,0,0.0831864518583663,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0149540211470733,0,0,0,0,0,0.00132562551889438,-0.0142713843946882,0,0,0,0,0,0
X600028.SH,0.582393740111427,0,0,0.0298859527016085,0,0.0490407761196432,0.0169426739358687,0,0,0,0,0,0,0,0.0388311863185511,0.0325977676678743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0815515070479172,0,0,0,0,0,0.00722860790721305,0,0,0,0,0,0,0,0.0312637073602325,0,0,0,0,0,-0.00376335455212593,0.00600963049883258,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.170913087607521,0.133376304157819,0,0,0,0.0590193500161073,0.0212193574349683,0,0,0.0543170707264994,0,0.0937991460766313,0,0.0312372595601745,0,0,0,0,0,0,0,0,0,0,0,0.0495107791864077,0,0,0,0.125898295334304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0141405465589801,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.10297870264611,0,0,0.0453978308586473,0,0,0.0330386221857143,0.0799389654694398,0.185552441953543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0374603001155849,0,0,0,0,0,0,0.398948543324797,0.0214142783296341,0,0,0,0,0,0,0,0,0,0,0,-0.00611982709276792,-0.00216242165498047,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.0167827469256291,0,0.0614308732096157,0,0,0,0,0,0,0,0.0962253397037411,0,0,0,0.136118568484557,0,0,0,0,0.163526578758587,0,0,0,0,0,0,0,0,0,0.0130954024374541,0.0151295864553086,0,0.128272085852778,0,0,0.161768404075105,0,0,0,0,0,0,0,0,0,-0.0168655769731344,0,0,0,0,0,0
X601898.SH,0,0,0.648641789068025,0,0,0,0,0.230506736387766,0,0,0,0,0,0,0,0,0.00302006932794661,0,0,0,0,0,0,0,0,0,0.107453204877343,0,0,0,0.0301368792682925,0.0605940741907773,0,0,0,0,0,0,0,0,0,0,0,0,0.0200534986836378,0,0,0,0,0,0.0132982928145586,0.0107776542114358,0,0,0,0,0,0
X601600.SH,0,0.0980609693590583,0,0,0,0.101717901316658,0,0,0,0.0943977394245835,0,0,0,0.21975643387617,0,0.0191897529401782,0,0,0,0,0,0.0413263509588468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158549073068753,0,0.203161657560513,0,0,0,0,0,0,0,0,0,-0.286946186687772,0,-0.00968141730047282,0.0123800037361033,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0706906133051454,0,0,0,0,0,0,0,0,0.108893467719729,0.0726186788729351,0,0,0,0,0,0.131183781562846,0,0.182372422791886,0,0,0,0,0,0,0.0797188622330557,0.0341708380039589,0,0,0,0,0.0305022878860926,0,0.0633306405122344,0,0,0.0924652849912539,0,0,0,0,0,0,0,0,-0.00138650336249985,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.12989591984171,0,0,0,0,0.0256029132376316,0.143039463246319,0,0.055559853433029,8.67361737988404e-19,0.00385893094473062,0,0,0,0,0,0,0,0,0,0,0.232887790177765,0,0,0,0.0878368575190527,0,0,0,0,0,0.183363520578627,0,0,0,0.0457916712676711,0,0,0,0,0,0,0,0,0.00245065186412669,0.0184813997487258,0,0,0,0,0,0
X600688.SH,0,0.365902763865257,0,0,0,0,0,0,0,0,0,0,0,0,0.181468960871207,0,0,0,0,0,0,0,0,0,0,0,0.119289312339512,0,-0.083279495282694,0,0.234123341820907,-0.16839558995881,0,0,0,0,0.0335111882534552,0,0,0,0,0,0,0,0.0490920789790783,0,0,0,0,0,-0.0130491649533442,0.0193073313521298,0,0,0,0,0,0
