,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600019.SH,X600660.SH,X600585.SH,X601600.SH,X600011.SH,X600547.SH,X600886.SH,X000792.SZ,X600010.SH,X600111.SH,X600795.SH,X600362.SH,X002460.SZ,X600489.SH,X000708.SZ,X002466.SZ,X600160.SH,X600803.SH,X600027.SH,X000807.SZ,X000301.SZ,X601991.SH,X000786.SZ,X600219.SH,X600426.SH,X000877.SZ,X002128.SZ,X000983.SZ,X000408.SZ,X600176.SH,X601699.SH,X000630.SZ,X000933.SZ,X601168.SH,X600096.SH,X600985.SH,X002353.SZ,X600157.SH,X002271.SZ,X000831.SZ,X600995.SH,X600378.SH,X600352.SH,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.322288967969166,0,0,0,0,0,0,0.0642070665369356,0,0,0,0,0,0,0,0.0856930486798411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123458864395546,0,0.218754636565086,0,0,0.30378612937512,0,0,0,0,-0.0729825640990167,0,0,0,0.0213667478026594,0,-0.0275425985097267,0,0,0,0,0
X601088.SH,0.0234123764370927,0,0,0,0.373451419807216,0,0,0,-0.0334532675860851,0,0,0,0,0,0,0,0,0,-0.0543498722302421,0,0,0,0,0,0,0,0,0,0,0,0.0721196283407359,0,0,0,0,0,0,0,0,0,0,0.147867623323248,0,0,-0.0272054555132647,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,-0.0170638087677515,0,0
X600028.SH,0.418015573664877,0,0,0,0.228619709751656,0.108643897538317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176097975869821,-0.0841275236441928,0,0,0,0,0,0.154831769812991,0,0,0,0,-0.0823366137392456,0,0,0,0,0,0,-0.190856802907291,0,0,0,0,0,0,0,0,0,0.183309785563201,0,0,-0.000161685400970514,0,0,0,0.0115153147679171,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.508293774579624,0,0,0,0,0,0,0,0,0,0,0.124315947863223,0,0.00607599812311043,0,0,0,0,0,0,0,0,0,0.012277744039603,0.000509832098347169,0.133354385404191,0,0,0,0,0,-0.0411639372514701,0,0,0,0,0,0,0
X601898.SH,0.0909715922923931,0.300182664819901,0.0719500557227397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125110971845057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0948999208415091,0,0,0,0,0,0,0,0,-0.018743137262579,0,-0.0644890638250921,0,0,0,0
X600188.SH,0,0,0,0,0.110435361662239,0,0,0,0,0,0,0,0,-0.201472751320857,0,0,0,0,0,0,0,0,0,0,0.0898368430798323,0,0,0,0.0391211409954501,0,0,0,0,0,0,0,0.529069202122656,0,0,0,0,0,0.0192617843744086,0,0.0209455255281702,-2.77555756156289e-17,0,0.368997593835582,0,0,0,0,0,0.185383445461394,0,0,0,0,0
X600019.SH,0.266051639943987,0,0,0,0,0,0,0,0,0.145455370315923,0,0,0,0,0.0666363709233245,0,0,0,0,0.015379188867995,0.178832326511999,0,0,8.67361737988404e-19,0,0,0.00106589152288072,0,0,0.025801353706312,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.115391863168716,0,0,0,0,0,0,0,-0.0109556224445004,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.294054444368137,0,0,-0.0215356961096415,0,-0.142759513799549,0,0.160980240525336,0.000156531926547857,-0.0660007104884937,0,0,0,0,0,0,0,-0.24562991940737,0,0,0,0.113757149686356,0,-0.0613833223852209,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,-0.102827546602967,0,0,0,0,0.0437086578568767,0,0
X600585.SH,0,0,0,0,0.1717323284071,0,0,0,0,0,0,0,0,0.122613190398559,0,0,0,0,0,0,0,0,0,0,0,0,0.0332258744601526,0.142435782798775,0,0,0,0.268743812740102,0,0,0,0,0,0,0,0,0,0.05277671814391,0,0,0,0,0,0,0,0,0,0,0.000488206106000052,0,0,0,-0.02684254232447,0,0
X601600.SH,0,0,0,0,0,0,0.124012304569613,0,0,0,0,0,0,0,0,0,0,0.0399071350297391,0,0,0,0,0,0,0,0.217084971518104,0,0,0,0.200221543159424,0,-0.116708884114471,0,0,0.141261136215337,0,0.171487028557153,0,0.0466638660930511,0.325334441866178,0,0,0,0,0,0,0,0,0,0,0,0,-0.0283531162230788,0,0,0,0.306821177322355,0,0
