,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X002460.SZ,X002466.SZ,X000792.SZ,X600547.SH,X601898.SH,X601600.SH,X600111.SH,X600660.SH,X000708.SZ,X600010.SH,X000301.SZ,X600886.SH,X002271.SZ,X000877.SZ,X600362.SH,X600426.SH,X600795.SH,X600803.SH,X600176.SH,X600027.SH,X600489.SH,X601699.SH,X601991.SH,X000983.SZ,X000807.SZ,X600160.SH,X000786.SZ,X600995.SH,X000629.SZ,X000933.SZ,X600219.SH,X300037.SZ,X002080.SZ,X000932.SZ,X000723.SZ,X600378.SH,X600688.SH,X600096.SH,X000408.SZ,X000831.SZ,X600157.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.17657068076225,0,0,0,0,0,-0.10688276262793,0,0,0,0,0,0.122656949749514,0,0,0,0,0,0,0.0200987950733458,0,0,0,0,0,0.0111677838030586,0,0,0.0527003256493176,0,0,0,0,0.124971784868535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497259154868473,-0.0527740241104572,0,0,0,0,0,0
X600028.SH,0.363781294448527,0,0.148426773520165,0,-0.0430463440451902,0,0,0,0,0,0,0,0.122923519186263,0.140479782797698,0,0,-0.0721771052679956,0,0,0,0,0,0,0.0862599417229331,0,0,0,0,0,0.0258954058623235,0,0,0,-0.0454471027025787,-0.0046513038517467,0,0,0,0,2.16840434497101e-19,0,0.0727150777526649,0,0.0898757635740964,0,0,0,0,0,0,0,0.0349570224073877,-0.0570129069101737,0,0,0,0,0,0
X601088.SH,0,0.153688795919003,0,0,-0.159520216048647,0,0,0,0,0,0,0,0.257431093898682,0,0,-0.203526622850631,0,0,0,0,0.0353877764000806,0,0,0,0,0,0,0,0,0.106295120538244,0.103244423757523,0,0,-0.0613802243301895,0.0152104218568839,0,0,0.116296206349433,0,0,0,0.126569333966216,0,0.0339259129512649,0,0,0,0,0,0.0430936395356179,0,0,0,0,0,0,0,0,0
X600309.SH,0.122269449600986,0,0,0,0.0822175185228556,0,0,0,0,0,0,0,0,0,0,0,0,0.124509688557152,0,0,4.33680868994202e-19,0,0,0.270143107204411,0,0,0,0,-0.0602478882906861,0,0.130942137882921,0,-0.0565196096168368,0,0,0,0.102682340394223,0,0,0,0,0,0,0,0,0,-0.0992443240797574,0,0,0,-0.0500197418390911,-0.0199738285614525,0.0297187648677301,0,0,0,0,0,0
X600188.SH,0,0,0.405995808223591,-0.0609247830722735,0,0,0,0,0,0,-0.0516922769698739,0,0,0,-0.0417321966672629,-0.44357815428653,0,0,0,0,0.06167699591241,0,0,0,0,0,0,0,0,0.13053052869945,-0.177389878896327,0,0.0710148529823476,0,0,0,0,0.259325248146755,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0125868500187853,-3.46944695195361e-18,0,0,0,0,0,0
X600019.SH,0.172251505820079,0.202753739071416,0,0,0.114265495319238,0,0,0,0,0,0,0,0,0.119092215074272,0,0,0,0,0,0,0.0253217841484934,0.277012915902354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0610312234443152,0,0,0,0,0.037120513174073,0,0,0,0,0,-0.0103211527371441,-0.0120145213184659,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106456090592229,0,0.125802175710067,0.431228705980026,0,0,0,0,0.00876581094678144,0,0,0,0,0,0,0,0,0,0,0.0947959595683548,0,0,0,0.0306696343923767,0,-0.0167702831092265,0,0.0517050171684491,0,0,0,0,0,-0.00103021175389087,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.126336939439241,8.67361737988404e-19,-0.0785113754806673,0,0,0,0,0.443208087402103,0,0,0,0,0,0,0.143909594825417,0,-0.147235563380384,-0.045817022702008,0,-0.0216622461977216,0,0,0,0.0884059687842924,0,-0.00892231863454293,0,0,0,0,0,-0.00633855347921276,0,0,0,0,0,0,0
X002460.SZ,-0.0399682109864815,0,0,0,0,0,0,0,0,0.729582674961376,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.048050526625434,0,0,0,0,0.0906665800847327,-3.46944695195361e-18,-0.0913836107682434,0,0,0,0,0,0,0,0,0,0,0,0.0636177258316401,0,0,0,0.0218187973916003,0,-0.0120656000312736,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.531301402448085,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444856244345495,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0632470114896475,0,0,0,0.0540056672624004,0,0,0.0304328947662799,0,0,0,0,0,0,0,-0.0196562965452261,0.0117577080952299,0,0,0,0,0,0
