,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X600660.SH,X002271.SZ,X002466.SZ,X000708.SZ,X601898.SH,X601600.SH,X000301.SZ,X600547.SH,X600111.SH,X600362.SH,X600188.SH,X600010.SH,X600426.SH,X600886.SH,X600011.SH,X000786.SZ,X600176.SH,X000408.SZ,X601991.SH,X600795.SH,X600803.SH,X002353.SZ,X600219.SH,X600352.SH,X000932.SZ,X600489.SH,X002080.SZ,X000027.SZ,X600688.SH,X300037.SZ,X000825.SZ,X000898.SZ,X600315.SH,X000807.SZ,X002409.SZ,X601699.SH,X000830.SZ,X600801.SH,X000959.SZ,X600399.SH,X600486.SH,X600027.SH,X000983.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.0510592410646271,0,0,0,0,0,0.0113365276252954,0,0.0322945320082945,0,0,0,0.00265000240047414,0,0.12012731537099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404023659470855,0,-0.0427063148453875,0,-0.0359297302449966,0,0,0,0.0942030791252527,0,0,0,0,0,0,-0.00759257382819842,0,0,0,-0.00186774146879911,0,0
X600028.SH,0.0474991292927512,0,0.0121746425012381,0,0,0,0.103553709085002,0,0,-0.0151826871084944,0.0069160769260505,0,0,0,0,0,0,0.0779417072867786,0.0325074370836498,0,0,0,0,0,-0.0566276877764194,0,0,0,0,0,0,0.0498773122366963,0,-0.00864269914621813,0,0,0,0,0,0,0.0574403673558207,0,0,0.0827074840568192,0,0,0,0,0,0,0,0.0353806246759768,0.0770969383425863,0,0,0,-0.0385272464025288,0,0
X601088.SH,0,0,0,0.0314482883881481,0,0.0399489497468226,0,0,0,0,0.0310475300211685,0,0,0,0,0.055830010451427,0,0.182207379631632,0,0,0,0,0,0.0452377005929586,-1.73472347597681e-18,0,0,0,0,0,0,0.00139246707477719,0,0,0,0,0,0,0,-0.0519225207473323,0,0,0,0,0,0,0,0,0,0.0555692986918156,0,0,0.0455356261160863,0,0,0,-0.0203972903574717,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0368487101035202,0,0,0,0,0,0,0.097628871258248,0,0,0,0.29650090908719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440958778103719,0.0150350842480401,0.0314004060835925,0.040207272537091,0.192871159134573,0,0,0,0.0970723496728241,0,0,0,-0.032022975648046,-0.023504049996289,0,0,0,-0.0448653438139321,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106562262698631,0,0,0,0,0.0275670492990764,0,0,0,0,0,0,0,0,0,0.0289914273391245,0,0.0351145296683256,0,0.0578428537020665,0,-0.0775239810342161,0,0,6.93889390390723e-18,0,0,0.530154373980855,0,0,0,0,0,0,-0.055237896809989,0.0567649338229156,0,0,0,0.0275173713844518,0,0
X002460.SZ,0,0,0,0,0,0,0,0.0802936008978727,0,0.533504739626946,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0862131224397517,0,0,0,0,0,0,0,0,0,0,0.00617653679629717,0,0.272100772341739,-0.0981058752303335,0,0,0.249815949178824,0.0199690317346365,0,0,0,0,0,-0.118952364725837,0,0,0,0.00588475668615895,0.0137623896487076,0,0,0,0.00314311646472176,0,0
X600019.SH,0,0,0,0.0851370432533715,0,0,0,0,0,0.0538482245689849,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313685859232518,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119378343427518,0.315817638348975,0,0.13092536049151,-0.205063481865511,0,0,0,0,0,0,0,0,0,0,0.0185661653390394,0,0,0,-0.0287325917738926,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0.1515415983862,0.128839394301896,-0.145268722887494,0,0,0,0,0,0,-0.0643876989105403,-0.114259831123833,0,0,0.316101039713653,0,0,0,0,0,0,0,0,0,0,0.0612879964655025,0,0,0.127512725585728,0,0,0,-1.0842021724855e-19,0.155262325747864,0,0,0,0,0,0,0,0,0,-0.0407387701559266,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0.0745365594795647,0,0,0,0,0,-0.100908999753933,0,0,-0.00442085014147906,0,0,0,0,0,0,0,0,0,0,0,0.105217095334202,0,0,0,0,0,0,0,0.0898618350458413,0,0,0,0,0,0,0,0,-0.0314876036437937,0,0,0,0,0.0139934530047063,0.0935315445150059,0,-0.0019421377062607,0,-0.0133143011727049,-0.0350027574656464,0,0,0,0.101243419387725,0,0
X002466.SZ,0,0,0,0,0,0.348176031365013,0.288648757347662,0,0,0,0,0,1.38777878078145e-17,0.227791049393869,0,0.325643656716973,0.348786288807196,-0.322369273456116,0,0,0,0,0,0,0,0,0,0,0,0.0832802100818277,0,0,0,0,0,0,0,0,0,0,0,0,-0.194465164795403,0,0,0,0.375461151401394,0,0,0,0,-0.175008027843207,0,0,0,0,-0.0159706883579313,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0.0795859855800353,0,0,0,-0.0356820543129844,0,0,0.0419834915379263,0,0,0.0463465548732162,0,0,0.0846678132929031,0.0120339417634595,-0.0345054120656354,0,0,0,0,0,0,0.137941530723583,0,0,0,0,0,0,0.0230989682776595,0.0730571356879862,0,0,0.0523170462704587,0,0,0,-0.0725488180981653,0,0,0,0,-0.0528969152701826,-0.0282363874168501,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,-0.187673608761699,0,0,0.188625468421638,0,0,0,0,0,0,0.534632148539725,0,0,0,0,0,0,-0.00044965177567781,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0.00498907495191184,0,-0.0657883442409893,0,0,0,0.13377725250253,-0.108934930712889,0,-0.119689531837863,0,0.00633373718194211,0.218877468869035,0.335677626512929,0,0.243033298615461,0,0,0,0,0,0,0.0271913371094918,0,0
X601600.SH,0,0,0,0.0418403787250487,0,0,0,0,-0.000721604657421625,0.0640708012401672,0,0,0,-0.026687356209662,0,0,0.0780878576628943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00646575336064055,0,0,0.0881671123190627,0.114334852459331,0,0.504698840100054,0,0.0691863067058591,0,0,0.110778721141142,0,0,0,-1.0842021724855e-19,0,0.0113723058184977,0,0,0,0,0,0,0
