,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X000708.SZ,X002271.SZ,X600011.SH,X002460.SZ,X600660.SH,X600886.SH,X000786.SZ,X601898.SH,X600010.SH,X600362.SH,X600176.SH,X601600.SH,X600801.SH,X600489.SH,X600352.SH,X600188.SH,X601991.SH,X600426.SH,X600795.SH,X600111.SH,X600688.SH,X002080.SZ,X600027.SH,X600299.SH,X601992.SH,X002466.SZ,X000932.SZ,X600803.SH,X000301.SZ,X600529.SH,X002075.SZ,X600219.SH,X300037.SZ,X000027.SZ,X600315.SH,X600486.SH,X002353.SZ,X000883.SZ,X000723.SZ,X601158.SH,X000898.SZ,X000878.SZ,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194107858290392,0,0,0,0,0,0.00639613117154494,0,0,0,0,0,0,0,0.00686972384544731,-0.00320216693381537,0,0,-0.0258055023415346,0.0218777262224964,0.0870954387323867,-0.0202173953041311,0.148605698270821,-0.000706010934708557,0,0.0249201021248451,0,0,0,0.080634582014835,0.0604112381890332,0,0,0,-0.0133439478701178,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.00924700973245551,0,0,0,0,0,0,0.0527718618963658,0,0,0,0,0,0.047417283830801,0,0,0,0,0,-0.00559921881598934,0.00157576255419831,0,0,0,0,0,0,0,0,0,-0.00964493360751124,0,-0.046067073618976,0,0.0296762333617163,0,0.0727160701544991,-0.00362050302881871,0,0.00983971252194323,0,0,0,0,0,0,0,0,-0.00632977893682843,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0310394635816584,0.085206081386542,0,0,0,0,0,0,0,0,0,-0.00781944699629645,0.0925447634848109,0.311267098407652,0,0,-0.0239699260665463,0,0,-0.0164123773088707,0,0,0.0464896617667731,0,0,-0.032922888625889,0,-0.0193141886203322,0,0.0221630766676,0,0,0,0,0,0,0,0,0,0,0,0.00488070136638254,0,0.000886561189436458,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.0645357091793915,0,0,0,0.0776345196598727,0,0,0,0,0.0434185954453736,0,-3.46944695195361e-18,0,0.111038068963414,0,0,0,0,0,0.0286077081196274,0.170384890574226,0.00347001402492496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0284902860958392,4.33680868994202e-19,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.145643964731797,0,0.0669262971862541,0,0,0,0,0,0,-0.0845909059243172,0,-0.186255078643553,0,0,0.269541751263221,0,0,0,0.280730080378425,0,0,0,0,0,0,0,0.178244011751935,0,0,0,0,0,0,0.123608831704693,0,0,0.189438732760336,0,0,0,0,0,0,0,0,0,0.0155375689724186,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,-0.017333486915428,0,0,0,0,0,0,0,0,0,0.0359421738140434,0,0,0,0,0,0,0,0,0,-0.0209985858001795,0,0,0.057709297288396,0,0,0.0721462541115131,0.00274168198097567,0.0461955868586771,0,0,0,0.0914352070022834,0,0,0,0,0,0,0,0,0.346451644489811,0,0,0,0.0565909790721024,-0.00958118997529848,0,0,0,-0.220693300423535,0,0
X600547.SH,0,0,0,0,0,0,0,0,0.0408765240119893,-0.00405709632253216,0.0872731435688133,0,0,0,0,0,0,0,0,0,0.600325106235963,0,0,0,0.0241542367707527,0,0.0645579812297225,0,0,0,8.67361737988404e-19,0,0,0,8.67361737988404e-19,0,0.0367791458002878,0,0.116183132466731,0.00267174425684427,0,0.098099007625726,0,-0.0405997618671396,0,0,0,0,0,0,0,-0.0154725769136155,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0.140426724783581,0,0,0.0756563677648714,0,0.107720193165223,0,0.10875879965798,0,0,0,0,0,0,0,0,0,0,0,0,0.146198860204534,0,0,0,0,0,0.0615071812012128,0.0240088183991259,0.0489042448596551,0,0,-0.149936748689618,0,0,0,0.154371781490996,0.0469934046789563,0,0,0,0,0,0,0,0.0347697841866264,0,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0.0683400323016775,0,-0.0546046253221597,0,0,0,0,0.0973034837448433,0,-0.011156507753065,0,0,0,0.332039675757143,0,0,0,0,0,0,0.10197135547001,0,0,0,0,0,0,0,-0.0297245090213183,0,0.164949032306563,0.17037742715213,0,0,0,0.241905173211669,0,1.73472347597681e-18,0.115491326986008,0,0,0,0,0,0,0,0,0.0928744445140281,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0795493808250796,0,0,0,0,0,0.0857944394629267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.776005493497826,0.141365411728428,0,0.0264912845179689,0,0,-0.050553726887916,0,0.140108043793625,0,-0.227534099554568,0,0.0238299732735392,0,-0.0232219238055814,0,0.111925640297467,0,0,0.217443621793703,0,0,-0.0355140499862785,0.0481383005634737,0,0,0,0,0,0
