,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601992.SH,X600688.SH,X601898.SH,X600795.SH,X601991.SH,X600309.SH,X601600.SH,X300072.SZ,X600660.SH,X600547.SH,X600886.SH,X600362.SH,X600188.SH,X600027.SH,X000709.SZ,X002466.SZ,X600157.SH,X600339.SH,X600111.SH,X000898.SZ,X601158.SH,X000959.SZ,X600489.SH,X600008.SH,X600299.SH,X000883.SZ,X002460.SZ,X600352.SH,X600219.SH,X002271.SZ,X600176.SH,X000723.SZ,X600578.SH,X000408.SZ,X000630.SZ,X600583.SH,X000539.SZ,X600021.SH,X000027.SZ,X000792.SZ,X600808.SH,X000983.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.329220727039804,0.0798249648708073,0,0,0,0,0.0630245290352449,0.0240227806803023,0.0503614862351618,0,0,0.012591543116912,0.11799950265524,0.00180467490122821,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,-0.0183883046221934,0,0,0,0,-0.0398096954874615,0,0,0,0,0,0,0,0,0,0,0.0531108647516134,0,0,0,0,0,-0.00743597558929484,0.00698497149980868,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0557389313579073,0,0.0135334476250931,0,0.000718175904325979,0,0,0,0,0.0531483869569805,0,0,0,0.0641930701867653,0.0277589467654321,0,0,0,0,-0.102893857263912,0,0,0,0,0,0,0,0,-0.0789099299869971,0,0,0.016191929415503,0,0,0,0,0,0.0760736588811899,0,0,0,0,0,0.0485980323983648,0,0,-0.00724532114163723,0,0,0,0,0,0
X601088.SH,0,0,0,0.0653921313268352,0,0,0,-0.0419754657246234,0,0,0,-0.0321606042409098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178697741693328,0,-0.012362572244883,-0.031696167384462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157001548891555,0,0,0,0,0,0,-0.0028553421390901,0,0,0,0,0,0
X600019.SH,0,0,0.0880850127371301,0,0,0,0,0,0,0,0,0,-0.140770833481794,0.0261363662352032,0,0.280868389873456,0,0,0,0,0,0,0,0,0.0174558367486491,0,0.417456369607446,0,-0.0199545046092422,0,0.0202931920174497,0,0,0,0,0,-0.012263065135194,0,0,0,-0.114878722808677,0,0,0,0,0,0,0.206834085572945,0,0,0,-0.0200299975069606,0,0,0,0,0,0
X600011.SH,0,0,0.139668545475691,0,0,0,0,0,0,0,0,0.0754303296426361,0,0,0,0,0.00881761761183388,0,0,0,0.373128335056174,0.041943306490171,0,0,0.0374777044635935,0,0,0,0,0,0.0820352120227246,0,0,0,0,0,-0.0853197262134603,0,0,0.117004209362865,-0.0293437630017041,0,-0.0136653087337228,0,0,0,0,0,0,0,0.0743604681800727,-0.0493727747525239,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.147689829929468,0,0,0,0,0,0,-0.0223717978748153,-0.0703071207715501,0,-0.031490657090421,0,0,0,0,0,0,0,0.129561344842849,0,-0.095175738866658,0,0.0313720826182051,0,0.0216029072977024,0,-0.0342333731259867,0,0,0,0,0,0.00173715960059108,0,0,0,0.0972650508051599,0,0,0,0,0,0,0,0,0,-0.00634198357192368,0,0,0,0,0,0,0
X600010.SH,0,0,0,0.157211696960087,0,0,0,0,0,0,0,-0.0502668276715161,0,0,0.0171453692996202,0,0,0,0,0,0,0.0735726558896279,0,0,0,0.00585289207699899,0.111810117191997,0,0,0,0.0642569563799,0,0,-0.02221104061075,0,0,0,0,0,0,0,0,0,0,0,0.142420728220252,0,0,0,0,0,0.0225697810101719,0,0,0,0,0,0
X601992.SH,0,0,0,-0.08792620355441,-0.418619198915507,-0.00888096909523787,0,0,0,0,0,0,0,0.185305020366312,-0.234695830890389,0,0,0,0,0,0,0.706444667190166,-0.109367671374002,0,0,0,-1.73472347597681e-18,0,0.134943874449421,0,0.379578564688862,0,0,0,0,0,0.000657748381588453,0.0886463401513062,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125760582634286,0,0,0,0,0,0
X600688.SH,0.271196289812092,0.108805574911326,0.0197281400637415,0.0238824524738885,0,0,0,0,0,0,0,-0.0975117961742529,0.0223400103981325,0,0,0,0,0.130067347543831,0,0,0,0,0,0,0,0,0,0,0.0104508867253293,0.0667658136385677,-0.00110488651186246,0,0,-0.0517981827019028,0,0,0,0,0,0,-0.00309445362740334,0,0.0650640772774546,0,0,0,-0.122005610334781,0,0.0998034845822216,0,-0.00900344035350057,0,0,0,0,0,0,0
X601898.SH,0,0,0.143550019678779,0,0,0,0,0,0,0,0,0,0.0171657173121199,0,0,0,0,0,0.0253902117990631,0.0499078752475795,0,-0.0488886248745801,0,0,0.00363593688113761,0,0,0,0,0,0.0581732343168414,0,0,0,0,0.0994585920916925,0,0.0679185289981071,0,0,0,0,0.120300812220846,0.00732305451801039,0,0,0,0,0.247034475306676,0,-0.00181346567440185,0,0,0,0,0,0,0
