,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X600188.SH,X601898.SH,X600660.SH,X002466.SZ,X600362.SH,X600688.SH,X600795.SH,X300072.SZ,X601992.SH,X000898.SZ,X600516.SH,X002460.SZ,X601991.SH,X600547.SH,X600111.SH,X600176.SH,X600886.SH,X000786.SZ,X000709.SZ,X600352.SH,X000825.SZ,X601699.SH,X002271.SZ,X000792.SZ,X000553.SZ,X000830.SZ,X600027.SH,X600808.SH,X600299.SH,X000408.SZ,X600219.SH,X002110.SZ,X601158.SH,X600489.SH,X600426.SH,X000959.SZ,X000883.SZ,X000983.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.411180084464936,0,0,0,0,0,0,0,0,0.0375203588029476,0,0,0,0,0.195313279970825,0,0.0202059771414042,0,0,0,0,0,0.0293828128234299,0,0,0,0,0.0728515953790936,-0.00105190901811237,0,0,0,0,0,0,0,0,0,0,0,0,0.0224677625206289,0,0,0,0,0,0,-0.00100085465067032,0.0600007963700916,0,0,0,0,0
X600028.SH,0.51662322859607,0,0.171170208631907,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.220375300621334,0,0,0,0,0,0,0,0.243394023373574,0,0.039200439821408,0,0,0,0,-0.0327874913384677,0,0,0.025418272718464,0,-0.0263869223501927,-0.119942492813228,-0.146377233424618,0,0,0,-0.0103553433157139,0,0,0,0,0,0,0,0,0,-0.00693497315689458,0,0,0,0,0,0
X601088.SH,0,0.0332443599777275,0,0.369175521617653,0.0950354486139327,0,0,0,0,0,0,-0.0193379577269035,0,0,0,0,0,0,0,0,0,0.0434876812050183,0,0,0,0,0,0,0,0.143702645113839,0,-0.0377764439301816,0,0.0866967602610193,0,0,-0.126698713127416,0,0,0,0,0,0,0,0,0,0,0,-0.0190133647966375,0.0300713414475573,0,0,0,0,0,0
X600019.SH,0,0,0.00259831186075963,0,0.0552634140032693,0,0,0,0,0,0,0,0.139136708031054,0,0,0,0,0.663269422387131,0,-0.109416757009065,0,0,0,0.165435455121012,0,0,0.0914812285175173,0,0.0559964166614261,0,0,-0.055767188653633,0,0,0,0,0,0,0,0.0169376374419309,0,0,0,0,0,0,0,0,0,0.0112299980370221,0.0833869574560116,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.273124563630636,0,0,0,0.272316883694004,0,0,0,0,0,0,0.0632823862342544,0,0,0,0.00810728544073876,0,0.337466640515784,0,0,0,0,0,-0.308427725289277,0.221208855025009,-0.0856052817237443,0,0,0,0,0,0,0,0,0.0285018898626381,0,0,0,0,0,-0.00227653920221357,0.0061803340516544,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0652471672581477,0,0,0,0,0,0,0,0,0,0.016035771705898,0,0,0,0,0,0,0.131845877099614,0.0263887137246433,0,0,0,0,0.10716572339771,0,0,0.123225290550493,0,0,0,0,0,0,0,0.0400169265440987,0,0.190391126319849,0,0,0.0311914337188202,-0.0116465971139601,0,0,0,0,0,0
X600309.SH,0,-0.0830175684078494,0.0663730756940921,0.0156818000056502,0,0,0,0.0336937663810902,0,0,0,0,0,-0.0165334564306732,0,0,0,0,0,0,0,0,-0.0501649651370432,0,0,0.101799298708607,0,-0.0269103990509885,0,0,0,0,-0.00150209677037256,0.0611416872891369,0,0,0,0,0,-0.124395771538537,0,0,0,0,0,0,0,0,-0.0389329013927864,0.0548556771591715,0,0,0,0,0,0
X600011.SH,0,0.0929268014165639,0,-0.157682516269294,-0.0237789792355335,0,0,0,0,0,0,0,0,0,0,0,0.0633682583237222,0,0,0,0.182881618700499,0,0,0,0,0,0,0,0,0,0,0.0152755620396217,0.132093371563709,0.0333200492415932,0.0915231337168732,0,0,0,0,0,0,0,0.00525571307099672,0,0,0,0,0,-0.00750354468419351,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.026926071952247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173953266839477,0,0.155642530368743,-0.0525004349033378,0,0,0.172448400247722,0,0,0,0.514391565420653,0,0,0,0.0381874462467826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00908231449810658,-0.00900681576785833,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0246993760785627,0,0,0,0.134153299718725,0,0,0,0.134731482801766,0,0,0,0,0,0,0,0,0,0,0.049632902602738,0,0.112179241097221,0,0.0730269810229159,0,0.0263573393686742,0,0,0,0,0,0,0,0,0,0,0,0.296568440090895,0,0,0,-0.00481748079737085,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0711004454481471,-0.120028557572287,0,0,0,0,0.0261417085836988,0,0,0,0,0.166687231266034,0,0,0,0,-0.00847980628261459,0,0.225114106000742,0,0.159449436834249,0,0,0,0.113087201009516,0,0,0.0638229775848014,0,0,0,0,0,0,0,0,-0.0099069239514168,0,-0.0253392088063817,0,0,0,0,0
X002466.SZ,0,0,0,0,0.121445586317534,0,0,0,0,0,0,0,0,0,0,0,-0.0295526951783679,0,0.282071613513329,0.572264540569669,0,-0.104279663235549,0,0,0,0,0,0,-0.0451138451162059,0,0,-0.0871828585561309,0,0,0,0,0.12303014722281,0,0,-0.0989611317286597,0,0,0,0,0,0,0,0,0,0,-0.176336563170342,0,0,0,0,0
X600362.SH,0,0,0,0.239530146823538,0,0,0,0,0.111437372865315,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.0571936844892825,0,0,0.0470510035776819,0,0.0199801103805251,0,0,0,0,0.215816115135329,0,0,0,0,0,0,0,0,0,0.162895442977789,0,0,0,0,0,0,0,0.572755117242608,0,-0.000749710545436925,-0.0358371538689068,0,0,0,0,0,0
X600688.SH,0,0.405968277338678,0,0,0,0,0,0,0,0,0,-0.0277798292697703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282184001247016,0,-0.0246868231114476,0,0.0772495338648583,0,0,0,0,0,0,0,0,0.0121626198595511,0,0,-8.67361737988404e-19,0,0,-0.0279033516508665,0.0116691461844115,0,0,0,0,0,0
X600795.SH,0,0.0390668076627596,0,0,0.130368454940157,0.06150107259065,0,0,0,0,0,0,0,0,0,0,0,0.06286499337539,0,0.0089836582176075,0,0,0.0728112588765529,0,0,0,0,0,0,0,0.00616126249919742,0.0849774053598751,0,-0.00303881286793506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0039608956653603,0.00839457211258869,0,0,0,0,0,0
X300072.SZ,0.188020461394595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128134978202225,0,0,0,0,0,0,0.0519453925708031,0,0,0,0.0333543045907472,0.351699093846966,0,0,0,0,0,0,0,0,0,0,0.0682490699683049,0,0,0.174036613962723,0,0,0,0,0,0.0244016422907983,-0.0451801910285038,0,0,0,0,0,0
X601992.SH,0,0,0,-0.054064754703967,0.0579282475464246,0,0,0,0,0.0662968623389607,0,0,0,0,0,0.181250363580227,0,0,0,0,0.0668681620235296,0,0,0,0,0.00384074067117433,0,0,0.137104442549709,0,0,0.220985779732902,0,0,0,0.0598788716760709,0,0,0,0.0237172207691134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000898.SZ,0,0,0,0.0898888472702161,0.0764858622330043,0,0,0,0.0389562147224119,0,0,0,0.070351273820382,0,0,0,0.0526704625159484,0,0,0,0,0.0465966212592237,0,0,0,0.0117486640584092,0,0,0,0,0,0,0,0,0,0.493415002078169,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0.000222963519534413,0,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,0,0.161763512180631,0,0,0,0.0181816078456181,-0.013201375131781,0,0,0,0,0,0,0,0,0,0.482770451638838,-0.00597757041459093,0,-0.265385251687374,0,0,0,0,0,0.0745997455326482,0.0697706529552351,0,0,0,0,0,0,0.208276996738366,0,0,0.20170312380954,0.40492774044899,0,0,0,0,-0.0359781558062369,0.0133483501109347,0,0,0,0,0,0
X002460.SZ,0,0.0530274007462774,0,0,0,0.0375097933556245,0,0,0,0,0,0.912141415159195,0.100575241330938,0,0,0,-0.00217800745414663,0,-0.165593684098605,0,0,-0.27580699262851,0,-0.0714070563653825,0,-0.0416715109677037,0,0,0.0997258680655859,0,0,0,0,0.0599137925411364,0,0,0,0.0129243808640993,0,0.152421829575326,0,0,0,0,0,0,0,0,-0.0209721233645712,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0.00995413865103201,0,0,0.107043802198581,0,0,1.35525271560688e-20,0.0619427843640147,0,0,0,0,0.205604385623236,0,0.0664506347745217,0,0,0,0,0,0,0,0,0,0.073915202729358,0,0,-0.0552879822602071,0,0.0150930191774297,0,0,0,0,0,0.0129481485356426,0,0,0,0,0,0,0,0,-0.026170174241664,0.013685637308519,0,0,0,0,0,0
X600547.SH,0,0.537405573770002,0,0,0,0,0,0,0.115268528534951,0,0,0,0,0,0,0,0,0,0,-0.0487504312305548,0,0,-0.0946486268150509,0,0,0.0237617900444237,0,0,0,0,0,0,0,-0.0238330300065294,0,0,0,0,0,-0.161766376155172,0,0.728522397626241,-2.16840434497101e-19,0,0,0,0,0,0.00904962066390476,-0.0313823209759882,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0.042780459405028,0,0,0,0,0,0,0.0927010034142145,0.0248569885665849,0,0,0,0,0,0,0,0,0.0432831178137203,0,0.0878784460183946,0.212751232165326,0.0445525320386533,0,0,0.436608571876482,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0192442126648669,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0.276588040714452,0,0.599560703903104,0,0,0,0,0,0,0,0,0,0,0,0,0.396395306645877,0,0,0,-0.0364800088250456,0,0,0,0.177501042055984,0,0,0,0.349041468705214,0,-0.24952388575092,0,0,0,-0.102948922349527,0,0,0,0,-0.0270929443133776,0,-0.187859429368864,0,0,0,0,0
X600886.SH,0,0.16585643885025,0,0,0,0,0,0.0582173024669905,0,0,0,0,0,0,0,0.186913852015409,0.119022077292997,0,-0.0163177073233416,0,0,0,-0.0455486377229536,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.0263237265161079,0,0,0,-0.0501306184514613,0,0.024326929288233,0,0,-0.0897122957853922,0,0,0,0,0,-0.0252837246014826,0.027786299731409,-0.20798025537103,0,0,0,0,0
X000786.SZ,0,0,0,0,0.22416688998995,0,0,0,0.140933525992603,0,0.0200018303247459,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.304461441841302,0,0,0,0.0645852291278206,0,0,0.43879988423372,-0.00564720399013767,0.0355270588068671,0,0,0,0,0,0,0,0,0,0,0,0,-0.115937845976568,0,0,-0.0890906923080713,0.11168381742222,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0.142257327969025,0,0,0,0,0,0,0,0,0.0482091543924008,0,0,0,0,0.0204174393894534,0,0,0,0,0,0.00500527633099307,0,0,0,0,0,0,0,0,0,0.0102330952340691,0,0,0,-0.0134744445163802,0.303249084722572,0,0,0,0,-0.000767042780050577,-0.00529247080913981,0,0,0,0,0,0
X600352.SH,0,0,-0.10100633337834,0,0,0,0,0,0.170676469519691,0,0,0.00221880625947499,0,0,0,0,0,0,0,0,0,0,-0.0568366452655385,0,0,0,0,0,0,0,0,0,0,0.500613299756888,0,0,0.18568786143365,0,0,0,0,0,0.074157942340685,0,0,0,0,0,-0.00437787209315929,0,-0.195921078808771,0,0,0,0,0
X000825.SZ,0,0,0,0,0,0,0,0,0.00737025394194605,0,0,0,0.0274144698303418,0,0,0,0.122677112760427,0.184711998737754,0,0,0,0,0.0649179691759385,0,0,0.0764953572723531,0,3.46944695195361e-18,0,0,0,0,0,0.0506764080721093,0,0.350092582860114,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-0.0141619182926108,0,0,0,0,0,0
X601699.SH,0,0,0,0,0,0,0,0,0.403141061452896,0,0,0,0.142126151953325,0,0,0,0,0,0.0748525018222416,0.0573500618390001,0,0,0.0522128980445846,-0.0380174348458294,0,0,0,0,0.036154516100113,0,0,-0.0902171090412135,0,0,0,0,0.00936515143501533,0,0,0.0364398979200668,0,0,0,0,0,0.347714063130291,0,0,-0.0384204170657754,0.0634527172838312,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,-0.0736203566578067,0,0.0734970088705367,0,0.103959516621281,0,0,0,0,0,0,0,0,-0.0933912319555355,0,0,0,0.176040756187913,0,0,0,0.0378996816051187,0,0,-0.0143251362182256,0,0,0,0,0.11792802972792,0,0.0793798652661834,0,0,0.137864345015005,0,0,0,0,-0.014987086195896,-0.0630149493356056,0.0583447088493499,0,0,0,0,0,0
X000792.SZ,-0.051862457962908,0,-0.27973943593385,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0390764206298914,0,0.300473965325671,0,0,0,0,0,0,0,0,0,0,0,0.284481476142398,0,0.336565692533001,0,0,0,0.147205787712569,0,0,-0.041802406189392,0,0,0,0,0,0,0,0,0.0771504922805127,-0.116558156722669,0,0,0,0,0,0
X000553.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13486614229494,0,0,0,0.224904077751621,0,0,0,0,0,0,0,0,0.275960360299693,0,0.141894333948912,0,0,0,0,0,0.10207914256506,0,0,0.0782378373396314,0,0,0,0,0,0.0258935518471868,-0.0286978368256686,0,0,0,0,0,0
