,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X601898.SH,X000708.SZ,X600010.SH,X600886.SH,X601600.SH,X600660.SH,X600188.SH,X600362.SH,X601991.SH,X600352.SH,X600795.SH,X600688.SH,X600801.SH,X600111.SH,X002271.SZ,X600027.SH,X601992.SH,X000786.SZ,X000723.SZ,X002466.SZ,X600516.SH,X002460.SZ,X600176.SH,X002353.SZ,X600489.SH,X000898.SZ,X600299.SH,X600583.SH,X601158.SH,X000883.SZ,X600426.SH,X600612.SH,X000709.SZ,X600219.SH,X000792.SZ,X000629.SZ,X000027.SZ,X000630.SZ,X000553.SZ,X000825.SZ,X600315.SH,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0825851369781792,0.0491821989148757,0,0,0,0,0,0,0,0.0148890152060933,0,0.113947627525821,0,0,0,0,0,0,0.00238423717180159,-0.0202438515128612,0,0,0,0.0996450473961917,0,0,0,0,0,0,0.0111832826114958,0,0,0,0,0,0,0,0,0,-0.0209449691559062,0,0,-0.0317405688233409,0,0,0,0,0.00421373123183609,0,0
X600028.SH,0,0,0.00373171655011999,0,0.00285632893616058,0,2.16840434497101e-19,0,0.0180588542353798,0.0381529810129724,0,0,0,0,0,0,0,0.141713092884493,0,0,0,0,0,0,0,0,0.107805536480626,0,0,0,0,0.00627484927660671,0,0,0,0,0,0,0.0754435757982933,-0.0321653247641328,0,0,-0.000591140872709657,0,0,0,0,0,-0.0339519213135696,0,0,0,0.0208036499209383,0,0,0,0.0124892027229176,0,0
X601088.SH,0,0,0,0.122351044020301,0,0.315824842480534,0,0,0,0.131806176146806,0,0,0,0,0,0.0992710524487618,0,0,0,0,0,-0.104462902591985,0.0709575690202293,0,0,0,0,0,0,-0.0597120151310792,0,-0.104984759385583,0,0,0,0,0.0846210379937244,0,0,-0.076856187131104,0,0,-0.0426774951507262,0,0.0274128103817419,0,0,0,0,0,0,-0.030368283309815,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0709513335626921,0,-0.0245685456365765,0,0,0.00125852234504861,0,0.109356055889981,0,0,0,0,0,0,0,0,0.162627481355117,0,0.0130688506969893,0,0,0,0,0,2.16840434497101e-19,-0.120262702275722,0.0515018044716214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147872670697758,0,-0.00627241869854961,0,0,0,0,-0.0241331325286097,0,0
X600309.SH,0,0,0,0,0,0,0,0.0177747267409191,0,0,0,0,0,0,0,0,0,0.043845495455283,0,0,0.125658909821321,0,0.0728822747133308,0,0,0,0,0,0.0456259701797121,0.170165781806572,0.0243261576430832,0,-0.106808568882108,0,0,0,0,0,0.0198526811006477,0,0,0,0,0,0,0,0,0,0,0,0,-0.0367214993527888,0,0,0,0,-0.00327677932821696,0,0
X600019.SH,0,0,0.241298781896956,0,0,0,0,0,0,0.0191560245438441,0.00385444671758589,0,0,0,0,0,0,0,0,0,0,0.0739401415004794,0,0,0,0,0.0664530173624925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161822124113035,0,0,0,0,0,0,0,0,0,0.00620356163007275,0,0
X600547.SH,0,0,0,0,0.0217544333430958,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,-0.150577089510934,0,0.102641477731151,0,0,0,0,0,0,0,0,0,-0.128403869997207,0.0458407729474163,0,0.0232159844600318,0.00958872808011267,1.19401716100255,0,0,0,0,0,0,0,0,0,0.152434628329509,0,0,-0.0417705217749013,0,0,0,0,-0.0139711227658315,0,-0.0384181724382815,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0913548893820021,0,0.0489413992119617,0,-0.0905765533279649,0,0,0,0,0,0,0,0,0,0,0,0.0613694692807403,0,0.0945331100984673,0.288848385863425,0,0,-0.145860354076171,0,0.103030201160255,0,0.144148464351219,0,0,0,0,0.0855711495803874,0,0,0,0,0,0,0.0153586618440182,0,0,0,0.0264690012762727,0,0.103159498985084,0,-0.044027297763457,0,0.023109391230982,0,0,0,0.00346155899628548,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.51574334714333,0,0,0.224421094906729,0,0,0,0,0,0,-0.124639821351625,-0.190662177818452,0,0,0,0.00278990362183133,-0.0124524058586166,0,0,0,0,-0.0750792649821036,0,0,0.153691515602579,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321220642200397,0,0,-0.0630045719808164,0,0,0,0,0.00418794067271575,0,0
X000708.SZ,0,0,0.137846140875474,0,0,0,0.187481650570543,0,0.227736845016768,0,0,0.13304229461071,0,0,0.284602704020222,0,0,0.19944486321535,0,0,0,0,0,0,0.271454276425322,-0.0774075813070158,-0.250820565809945,0,0.0908898034170636,0,0,0,0,0,0,0,0,0,-0.187544310833191,0.0495051654837041,0,0,0,0,0,0,0,0,0,0,0,-0.0405888153650271,0.00273008457482748,0,0,0,0.018857030599548,0,0
X600010.SH,0,0,0,-0.0204876748473513,-0.0819312940316934,0,0,0,0.107502163696707,0.0721956818747365,0,0.0304539822759801,0,0,0,0,0,0,0,0,0,0,0,0,0.497398386521662,0,0.0994395026172866,0.00395151029370918,0.0405779351829052,0,0,4.33680868994202e-19,0,0,0.012007034728628,-0.0995952958420563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023280198401418,0,0,0,0.0084413043468314,0,0
X600886.SH,0,0,0,0,0,0,-0.0964975540500551,0,0,0.107285447830537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00486531059436633,0.117720196708799,0.0622237096632755,-0.20384191555777,0,0,-0.0317076465576082,0,0,0,0,0,0,0,0,0,0,0,0,0.0272360980587704,0,0,0,0.272913616738001,0,0,0,-0.012461930730618,0,0,0,0.0422313968069473,0,0
X601600.SH,0,0,0,0,0,0,0.0181834901534748,0,0,0,0,0,0,0.152516786574838,0,0,0,0,0,0.0121841806058144,0,0,0.0236305045144079,0,0.0903529816421241,0,0.0874955618325384,0.0218556237659721,0,0.0274704513153348,0,0,0,0,0,0,0,0,0,0,0,0,-0.0423191018703676,0,0.213256199291639,0,0.00604418200642442,0,0,0.0671128744695485,0,0.00223049570128259,0.0204664709182443,0,0,0,0.00908132232216759,0,0
X600660.SH,0,0,0,0,0,0,-0.0982912577592209,0,0,0,0.040761205849678,0,0.134620127324041,0,0,0,0,0,0,0,0,0,0.0446461121695644,0,0.0138953505559443,0,0.0287469592484663,0,0,0.105440283349554,0,0,0,0,0,0,0,0,0.0203843198076307,0,0,0,0,0,0.0909567468689053,0,0,0,0,0,0,0.0314039188958284,-1.73472347597681e-18,0,0,0,0.0337457097396975,0,0
X600188.SH,0,0,0,0,0,0,-0.0554926493748416,0,0.223503140410076,-0.0129160088225591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211830115602123,0,0,3.46944695195361e-18,0,0.0544178259431666,0,-0.0629860771948291,-0.121627322822999,0,0.058741359818336,0,0,0,0,0,0,0,0.00256958657145615,0,0.161845994031781,0,0,0.0228160720158974,0,0,0,-0.0285186912829234,0,0,0,0,2.16840434497101e-19,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402912620125267,0.0963468629096626,0.0419633404922372,0,0,0,0.0590331097921041,0.0273109454587594,0.0535979509366881,0,0.0149508637113031,0,0.142460023596556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0737421376774893,0,0,-0.00472064733295668,0,0,0,-0.0160898741838936,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,-0.025934437747153,0,0,0,0,0,0,0,0,0,0,0,0,0.0357623504363359,0,0.0150845691544858,0.120993404279815,0,0,0,0.00385806751209571,0,0,0.254943973696405,0,0,0,0,0,0,0,0.0299697818915556,0,0,0,0.101325770392926,0.0462436971997964,0,0,0,-5.42101086242752e-20,0.000952232814723263,0,0,0,0.0114098545736032,0,0
