,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X002460.SZ,X002466.SZ,X600585.SH,X600188.SH,X000792.SZ,X600019.SH,X601898.SH,X600011.SH,X600111.SH,X600660.SH,X002271.SZ,X000301.SZ,X000877.SZ,X000708.SZ,X600010.SH,X600886.SH,X600547.SH,X601600.SH,X600795.SH,X600176.SH,X600426.SH,X600362.SH,X300073.SZ,X000408.SZ,X600096.SH,X601991.SH,X000629.SZ,X000786.SZ,X600803.SH,X000983.SZ,X600027.SH,X000723.SZ,X002080.SZ,X600141.SH,X600348.SH,X600160.SH,X601699.SH,X600219.SH,X600157.SH,X600801.SH,X600399.SH,X002407.SZ,X600378.SH,X300037.SZ,X600486.SH,X000155.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,1.58819691460765e-05,0,0,0,0,0,0,0,0.0256927452560333,0,0,0,0,0,0.0341456310549777,0,0,0,0,0,0,0.123502219673876,0,0.0183220214651323,-0.122988312994461,0,0.158903959779867,0,0,-0.0276528870828529,8.67361737988404e-19,0.137841126108771,0,0,0,0.125132067438347,0,0,0,0.0617904837714886,0,0,0.00656260994755562,0,0,0,0,0,0,0.00877477534588633,0,0
X601088.SH,0,0,0,0.0366371855250296,0,0.074771751750555,0,0.171286565534018,0.0908543680131124,0,0,0,0,0,0,-0.132292600269014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.103315273802845,0,0,0,0,0.135379221732752,0,0,0,0,0.290169658055939,0,0,0,0,0.0984080805192492,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0.0466803965475222,0,0.0238349984539648,0,0,0,0,0.00900722431513649,0,0,0.00827757354353065,0,0,0,0,0,0,0,0,0,0.113570846202278,0,0,0,0,0,0,0,0,0.0160576708049687,0,0,0,0,0,0,0,0,0,0.0103220769787996,0,0.0980000084796272,0,0.0426420385243742,0,0,0,0,0,0,-0.00627088952224268,-0.00863580513733118,0,0,0,0,0,0
X600309.SH,0,0.142877669565244,0,0,0,0,0,0,0,0,0.119136833440664,0,0,0,0,0,0.154286301678115,0,0.0246611538358114,0,0,0.0145262031253222,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.00926824739147075,0,0,0,0.0494391586071265,0,0.0465949046942595,0,0,0,0,1.0842021724855e-19,0,0,0,0,-0.0413576011897864,0,0
X002460.SZ,0,0,0,0,0,0.128875754761685,0,0,0,0,0,0,0.0361346218476548,0,0,0,0,0,0.144115116776512,0,0,0,0,0,0,0,0.0333195046579211,0,0,0,3.46944695195361e-18,0,0,0.0891694684874935,0,0.11725543560022,0.144228942230806,0.0293726961662246,0,0,-6.93889390390723e-18,0,0,0,0,0.0723487295953397,0,0.0282102947495061,0,0,0,0,0,0,0,0,0.0113671965037631,0,0
X002466.SZ,0,0,0,0,0.58332730228667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152211333254011,0,-0.0304111389276971,0,0,0,0,0,0.120786211827972,0,-0.00886927717326077,-0.0531499118794137,-0.0217734031617672,0,0,0,0.0568547193682385,0.162473201255647,0,0,0.0332515954863706,0.0562183765571028,0,0,0,0,0,0,0.0823430748958494,0,0
X600585.SH,0,0,0,0,0,-0.0153266480965119,0,0,-0.0389682065020951,0,0,0,0.010637840411762,0,0.176836266491782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00321879164334984,0,0,0,0,0.0470981546958504,0,0,0.012199322969933,0,0,0,0.0700226416833453,0.388158591742929,0,0,0,0,0,0,0,0,-0.0342464197933308,0,0,0,-0.00278928102415079,0,0
X600188.SH,0,0.242912900712544,0,0,0,0,0,0,0,0,0.515417269871962,-0.0500056061276869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0760761950735471,0,0,0,0,0,0,0.00641551450380679,0,0,0.159163517509982,0,0,0,0,0,0,0,0,0,0,0.0917820107016034,-0.133080893700251,0,0,0,0.0196080994718495,0,0
X000792.SZ,0,0,0,0,0,0.146995098904855,0,0.127323251543625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00686293544491114,0,0,0,0,0.40946732522765,0.0384880557362037,0,0,0.127513693077313,0,-0.0607939532564746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00712047799417275,8.67361737988404e-19,0,0,0,0,0,0,-0.00989320885257384,0,0
X600019.SH,0.0751824617663999,0,0,0,0,0,0,0,0,0,0,0.0844004981371868,0,0,0,0,0,0,0.0697245532942446,0,0,0.0787494839686645,0,0,0,0,-0.0203011459650458,0,0,0,0.0893737678560643,0.0526579887785594,0,0,0.0342434416144365,0.106701608928876,0,0,0,0,0.062774745096748,0,0,0,0,0,0,0,0,0,0,0.0255860752353601,0,0,0,0,0.0156524978169444,0,0
X601898.SH,0,0.345764020097482,0,0.103117645050828,0,0.102806581649207,0,0.0614775099339995,0,0,0,-0.0204936962198165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130351846867351,0,0.0196848794852569,0,0,0.262712598128262,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,-0.0371877013876092,0,0,0,0,0,0,0.00841350672869975,-0.0222287696674603,0,0,0,0.0564482062933832,0,0
X600011.SH,-0.0894892269745373,0,0,0,0.101952840799144,0,0,0,0,0,0,0,0,0,0.55473059964722,-0.163400768260336,0,0,0,0,0,0.0984710532426587,0,0,0,0,0,0,0,0,0,0,0,0,1.1316145604748,0,0,0,0,0,0,0,0,0,0,0,-0.125972364091658,0,-0.0907099645376769,0,0,-0.158973193036429,0,0,0,0,-0.112224788896352,0,0
X600111.SH,0,0,0,0,0.237691907742571,0,0,0,0,0,-0.0972264195841297,0,0,0,0,0,0,0,0,0,0,0.0341734590609028,-0.103498171291587,0,0,0,0,0.123718034482064,0,0,0,0,0,0,0,0.223363789680477,0,0,0,0.0574653382099726,0,0.127841010832824,0,0,0,0.0135921872281765,0.152481027387455,0.22440071399565,0,0.0414663582756693,0,0,0.152078011285364,0,0,0,0.0830233913267843,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0274841425232816,0,0,-8.67361737988404e-19,0,0.128352185410308,0,0,0,0,0,0,0,0,0.0370118850308649,0,0,0,0.0590217930336333,0,0.0466587122140174,0,0,0,0.1220272212536,-0.183590893182935,0,0,0,0,0,0,0.119705061170418,0.0328108118878715,0,0,0,0.130314362497566,0,-0.0187424741805825,0,0.197790488375445,0,0,-0.0139356323151564,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,-0.0503393036092392,0,0.017935999153886,0.107467296045417,0,0,0,0,0,0,0,0,0,0,0,0,-0.230405209530985,0,0,0,0,0.873571695323149,0,0,0,0,0,0,0.162078418880648,0,0,0,-0.209421150603091,0,0,0,0,0,0,0,0,0.012321675747891,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118703926041745,0.0531763561032382,0,0,0,0,0,0,0,0,0.395563957026188,0,0,0,0,0,0,0,0,0.0315629641413163,0.00511829708140752,0,0,0.027592982092376,0,0,-0.0658897870786685,0,0.089497101323397,0,0,0,0.209047753887304,0,0.00343866438804776,0,0,0.0496439399266192,0,0.138781717041572,0,0
X000877.SZ,0,0,0,0.0619039885367798,0,0,0,0,0,0.0497241362123449,0,0.0188414953598003,0,0,0.146294626030504,0,0,0.0222376966520516,0.0061225263481616,0,0,0,0.0348814144808825,0,0,0,0,0,0.0888922278883754,0.0207538594167432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104909542376661,0,0,0,0,0.00735366422671789,0,0,0,0,-0.02806205837717,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0.000542963693048242,0,0,0,0,0,0,0,0,0,0.0255188612335662,0.0374732242926804,0,0,0,0,0,0.0147858192252137,0,0,0,0,0,0,0,0,0.0189728949974558,0,0,0,0.126436540487239,0.0719485678505303,0,0,0,0.116368911128553,0,0,0,0,0,0,0,-0.0453089137652781,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.59276058161392,0,0,0.00409628717110903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112016120752538,0,0,0,0,0.144820149902603,0.13657385854108,0,0,0,0,-0.141374765562864,0,0,0.0109788539910854,-0.170494188276729,0,0,0,0,0,-0.000800295929502967,0,0,0,0,0.0539416982595956,0,0
X600886.SH,0,0,0,0,0,0.0260711739458267,0,0.00798474027945961,0.144571093054591,0,0,0.0581790606526549,0,0,0,-0.0536215625403372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497706147395833,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.0641540546182767,0,0
X600547.SH,0,0,0,0,0,0,0,0.089186773413841,0,0,0,0,0.0153870942907015,0,0,0,0,0,0,0,0,0.249729347295939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125435973105789,0.00782840916856418,0,0,0.0563124405805266,0,0.159134784903109,0,0,0,0,0.0379876501390568,-0.108099363112992,0,0,0,-0.000299932840567945,0,0
