,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600010.SH,X600585.SH,X600011.SH,X601600.SH,X600309.SH,X601898.SH,X601992.SH,X600111.SH,X600688.SH,X600795.SH,X002466.SZ,X600547.SH,X600362.SH,X600188.SH,X600516.SH,X601991.SH,X600660.SH,X300072.SZ,X600886.SH,X000709.SZ,X002460.SZ,X000898.SZ,X600157.SH,X600027.SH,X000959.SZ,X600489.SH,X600339.SH,X600808.SH,X600219.SH,X600549.SH,X600352.SH,X000553.SZ,X601158.SH,X002092.SZ,X600008.SH,X000883.SZ,X000983.SZ,X000630.SZ,X002271.SZ,X000786.SZ,X000792.SZ,X000723.SZ,X000807.SZ,X600176.SH,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0198056669178568,0,0,-0.0123080552800466,0,1.0842021724855e-19,0,-0.00960931962527281,0.0246603959571034,0.0285594860917205,0.0146697047630843,0,0,0,0,0,0,0,0,-0.0484538056271891,0,0,0,0,0,0,-0.0294801756449131,0,0,-2.16840434497101e-19,0,0,0,0,-0.071862499738504,0.0578031932833106,0,0,0,-0.00757082679948127,-0.0127440964617618,0.00926897821973024,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.159645359780708,0,0,0,0,-0.0755394766039707,0,0,0,0,-0.0685707603808383,0,0.00126312532460634,-0.0295995523369423,0,0,0,0,0,0,0,0,-0.197321863752412,0,0,-0.0237658249610876,0,0,0,0,0,0,0,-0.0182398327277363,0,0,0,0,0,0,0,0.0424610202446424,0,-0.0978827992684115,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,-0.00148478818886941,0,0.0152878876948697,0,-0.00382216722633373,0,0,0,0,0,0,0.00311792093239627,0,0,-0.00191254966727093,0,0,0.00206332327716968,0,0,0,0,0,0,0.0042818183896204,0,0,0,0,0,0,0,0,0,0,0,-0.0203053048884129,0,0,0.0232171996999769,0,0,0.00734272324094877,0,0,0,-0.00588123605681331,0.00613291777533193,0,0,0,0.141118221757231,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.266307999575044,0,0,0,0,0,0,0.0394265437699587,0,-0.00825706527205184,0,0.185926737508203,0,0,0,0.0461897297830356,0.248527659286044,0,0,0,0,0.0226385304450502,0.253219364748597,0,0.0445870432041247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00709390111289637,0.0325473776842174,0.0527789231500529,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.0866534323307838,0,0,0,0,0.0481918763726754,0,-0.000835725084363123,0,0,0,0,0.178409105160517,0,0.126650757778792,0,0,0,0,0,0.110337554877961,0,0.197252717746138,0,0,0,0.0588449135151408,0,0,0,0,0,0,0,0,0,0,0,0,-0.0123722000904723,0.0203943265086671,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,-0.0936030337190307,0.13037332931913,0,0,0,0,0,0,0,0,0.0861344354914933,-0.0586534765077834,0,0.25274048042921,0,0,0,0,0,0,0,0,0,0.000693312971370481,0,0,0,0,0,0,0,0,0,0,0,0.235497429460961,0,0,0,0.0743622229638213,0,0,0,-0.002516474650767,-0.0133035579726186,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112002505839401,0,0,-0.015786304585555,0.452790744880385,0.123307718598257,0,0,0,0.0588721245923236,0,0,0,-0.0646387118188382,0,0.0844128705705833,-0.0715128810083598,-0.058475473855332,0,0.111144579272773,0.102144869095127,0,0.0552415650521196,-0.0785102700162739,0,0,0,0,0,0,0,0,0,0,0,0.0274383470597401,-0.0167789049566257,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.0088127101057785,0.0949748436182231,0,0,0,0,0,0.0229296337216621,0,0,0.0399299106298111,0,0.0803665268512166,-0.0229012040686965,0,0,0,0,0,0,0,0,0,0.24003441309004,0.34797800716155,0.15590326052804,0,0,0,0,0,0,0.0546377590423641,0,0,0,0,0,0.0590950054250117,0,0,0,-0.00899322258245227,-0.00100745226899754,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130445120930096,0,0,0.0864847864871497,0.10596705937134,0,0.283635582965201,0.119671319253367,0,0,0.00225271115910196,0,0,0,-0.0639590946335147,0,0,0,0,0.0241822850629928,0,0,0,0.194476346349643,0,0,0,0,0.0464687216889388,0,0,0,0.0530956978786608,0,0,0,-0.00158773344414431,0,0.130062649962404,0,0,0,0,0
X601898.SH,0,0,0,0.184494422488493,0,0,0,0.112043698034112,0,0,0,0.0190608929447622,0,0,0,0,0,0,0,0,0,0,0,0.0475602471913976,0,0.261103242774105,0,0,0,0,0,0.0111529416649683,0,2.16840434497101e-19,0,0.00640514273305523,0,0,0,0,0.112112714129121,0,0,0,0,0,0.0264099653858461,0,0,0,-0.00461784423175455,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.150296661828915,0,0,0,0,0,0.105715068054133,0,0,0,0,0,0.243805414571466,0.0374317869282275,0,0,0,0.274201403402828,0.292032866568316,0,0,0.226426337682972,0,0,0,0,0.198055126864742,0,0,0,0,0,0,-0.000432528913983948,0.00843966567429927,0,0,0,0.0851559080453775,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0951611574227672,-0.0749694018270295,0.100095833224102,0,0,0,0,0.148661995934457,0,0.311257417735291,0.162160326678066,0,0,0,0,0,0,0,0,0.335500465269175,0,0,0,0,0,0,5.42101086242752e-20,0,0,0.0357873848437081,0,0,0,0.0782107106475014,0,0,-0.022612396936474,0.0355281780078414,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0.062897657085148,0,0,0,0,0,0,0,0,0,-0.0285250152893941,0,0,-0.00883670347041337,0,0,0,0,0,-0.127876781134471,0,0,0,0,0,0,3.46944695195361e-18,0,0.0801694527428508,0,-0.00181271613782599,0,0,0,0,0,0,0.0979158908799496,0,0,0,0.0973568197121345,0,0,0,-0.012418325584719,-0.0388815769234625,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,-0.00745685026205705,0,0,0.00992340312473575,0.0991485159126136,0,-0.00615235756607732,0.0118149475301708,0,0,0,0,0.0252123735315178,0,0,0,0,0,-0.0766156451650459,0,0,0,0,0,0,0,0,0.00831177737549963,0,0,0,0,0.0384033551218956,0.00148175590088924,0,0,0,0,0,-0.0058811455657702,0,0,0,0,0.0991891431640219,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0.0502104586412735,0,0,0,0,0,0,0,0,0,0,0,0,0,0.405394696717604,0,0,0,-0.0649941697416864,0,0,0,0,0.0525320448970237,0,0,0,-0.0297394905903956,0.050497819176562,0,0.106478244016516,0,0,0.0135525856456245,0.0705422572350579,0,0,0,0,0.17936519347366,-0.0145747575534188,0,0,0,0,0.254350700914416,0,0
X600547.SH,0,0,0,0,0,0,0.162144326747417,0.0815713328741062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169119297589574,-0.251961591185022,0,0,0,0,0,0,0,0,0,0.014260849364175,0,0,0.12030535433448,0,0,0.0673292616015303,0,0,-0.0278483837280055,-0.075341039957868,0.111548802213088,0,0,0,1.51384550108821,0,0
X600362.SH,0,0,0,0,0,0,0,0.0131582961833662,0,0.151448050484823,0,0.0825253218902735,0,0,0,0,0,0.357501721847792,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0462313396686353,0,0,0,0,0.19940503403479,0.0650463821928418,0,0,0,0,0,0,0,0,-0.0152411209702844,-0.0243587342023501,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0.0223732324217252,0,0,0,0,0,0.0226488625836208,0,0.164717943967588,0,-0.0145104976881583,0,0,0,0,0,0.0602007897120392,0,0,0,0,0,0,0.167230204002489,0,0,0,0,0,0,0,0,0.392902483702518,0,0,0,0,0,0.0350264731750253,0,0,0,-0.0183475849844477,0,0,0,0,0,0,0
