,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600585.SH,X600886.SH,X600660.SH,X601600.SH,X600547.SH,X600795.SH,X000792.SZ,X601699.SH,X002466.SZ,X000708.SZ,X002460.SZ,X000301.SZ,X600010.SH,X600111.SH,X600362.SH,X000983.SZ,X600027.SH,X000877.SZ,X600803.SH,X600426.SH,X600160.SH,X000786.SZ,X600489.SH,X601991.SH,X600985.SH,X000630.SZ,X000408.SZ,X000933.SZ,X002271.SZ,X000932.SZ,X000807.SZ,X600176.SH,X600348.SH,X601168.SH,X002128.SZ,X600612.SH,X600219.SH,X600096.SH,X300037.SZ,X000027.SZ,X600157.SH,X601666.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.16835168844182,0,0.106630210585633,0,0,0,0.00391258359663507,0,0,0,0.0427385145375295,0,0,-0.304231448685385,0,-0.0379252436198394,0.31751632001065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186856835603209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872480606101319,0,0,0,0,0
X601088.SH,0.064446268798245,0,0,0,0.144309528309393,0.156295448659315,0,0,0,0,0,0,0,0,0,0.0295611463364862,0,0,-0.038721754488551,0,0,0,0,0.167499598840759,0.0121493934311595,-0.0452500947130514,0,0,0,0,-0.176603182326574,0,0,0,0,0,0,0,0,-0.110987909295602,0,0.0952671140238188,0,0,0,0,0,0,0,0.0900280655774753,0,0.00181952368714146,0,0,0,0,0,0,0
X600028.SH,1.73472347597681e-18,0,0,0,0,0.0588358127306921,0,0,0,0,0,0,0.171095100492671,0,0,-0.0583284187674083,-0.0101251796425787,0,0,0,0,0,0,0,0.0424094670414326,0,-0.0977706584352619,0.0195765272017628,0,0,0,0,0,0,-0.0763837571101699,0,0,0.448938681109913,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0178799816820714,0.00373823806596346,0,0,0,0,0,0
X600309.SH,0.173479867301983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182309501414968,0,0.114347033155617,0.165840041834556,0,1.73472347597681e-18,0,0,0,0,0,0.144175104680215,0,0,0,0,0,0,0,0.19448720621741,0,0,0,0.106182047714064,0,0,0,-0.00999072053376844,0,0,-0.0758180089623717,0,0,0,0,4.33680868994202e-19,-0.0216496758193034,0,0,0,0,0,0
X600188.SH,0,0.125285167722978,0,0,0,0.21407751408129,0,0,0,0,0,0,0.0670126018149229,0,0,0,0,0,-0.0055032708453677,0,0,0,0.0503904128542346,0.265907885021714,0,0.136424921278105,0,0,0.0140478109104636,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.157326418620665,0,0,0,0,0,0,0,0,0,0,-6.7762635780344e-21,-0.0029647190231337,0,0,0,0,0,0
X601898.SH,6.93889390390723e-18,0.132010888887523,0,0,0.305718974958693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304128430801416,0,0,0,0,-0.0771319159616935,0.205876810266899,0,0,0.0686783991787048,0,0,0,0,0,0,0,0.158105827488444,0,0,0,0,-0.150167227874596,0,0,0,0,0.0510523404680553,0.00618929698342893,-0.0295966319599031,0.0907350256800189,0,0,0,0,0
X600019.SH,0,0,0,0,0.0874837805397122,0,0,0.200571501627185,0,0.0364380064286467,0,0,0,0,0,0,0,0.0663852108596397,0.0693709616439859,0,0,0,0,0,0,0,0,0,0,-0.00448073647964906,0,0,0,0,0,0,-0.128125017631184,0.116440249532761,0,0,0,0.0974175538040676,0,0,0,0,0,0,0,0,0,0.0047074287092016,0.00171237093743503,0,0,0,0,0,0
X600011.SH,0.166145337646603,0,0,0,0,0,0,0,0,0,0,0,0,0.183766602265475,0,0,0.019263166486501,0,0,0,0,0,0,0,0.328254431440934,-0.0404833975403438,0,0,0,0,0,0.165614747274126,-0.0330733655000011,0,0,0,-2.16840434497101e-19,0,0,-0.101555954292927,0,0,0.164536241718218,0,0,0,0,0,0,0,0.0285663585062152,0.00115691385975511,-0.000245013860370452,0.0534829719461054,0,0,0,0,0
X600585.SH,0.0288521860175905,0,0,0.0654538464201626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105824577805082,0,0,0,0,0,0,0,0,0.0392380013345038,0,0.0273541011020837,-0.0265853033450964,-0.0351434035178902,0,0,0,0.134311449502954,0.0112553911105165,0,0,0.111334443742028,0,0,0,0,0,0,0,0,0,-0.0225600317090346,0,0.0114157613053921,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.0391609507340934,0.0137895012452065,0,0,0,0,0,0,0,0.389961752204916,0,0,0,0,-0.00835725165768357,0,0,0,0,0,0,0,0,0,0,-0.0891922962959784,0,0,0.166766585140937,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0.0194687069134658,0,0,0.0364953266404655,0.0915705778695882,-0.0338703321461161,0.0381274315746559,0,0,0,0,0,0
