,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600011.SH,X601600.SH,X601898.SH,X600188.SH,X601991.SH,X600688.SH,X002466.SZ,X600660.SH,X600547.SH,X600362.SH,X600795.SH,X300072.SZ,X002460.SZ,X601992.SH,X600516.SH,X600886.SH,X600111.SH,X600176.SH,X000898.SZ,X000786.SZ,X000792.SZ,X600352.SH,X000553.SZ,X000709.SZ,X600027.SH,X002271.SZ,X600299.SH,X600489.SH,X000408.SZ,X000825.SZ,X601158.SH,X601699.SH,X002470.SZ,X600219.SH,X600157.SH,X600583.SH,X600549.SH,X000883.SZ,X600315.SH,X000630.SZ,X600808.SH,X600426.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.385255896232481,0,0,0,0,0,0,0,0,0,0,0,0.0261124988660778,0,-0.000252738140142099,0,0.158751847786238,0.0393652479996145,0.0621476660310451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317430940782637,0,0,0,0,0,0.0649755325168771,0,0,0,0,0.0126178783628824,0.0330050243485247,0,-3.46944695195361e-18,0.00839516225175093,0.0157935670397077,0,0,0,0,0
X600028.SH,0.383954648145833,0,0.242264650648785,0,0,0,0,0,0,0,0,0,-0.0264356042265332,-0.013321243760716,0.0993189324663298,0,0,-0.012596186300258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104549513814738,0,0,-0.125204306884714,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0.145823790536899,0,0.141974451428659,0.0473522436459627,0,0,0,0,0,0,0,-0.0216839216705345,0,0.0170046678681889,0,0,0,0,0,0,0,0,0,0,0,-0.00731764666311354,0,0,0,0,0,-0.0924326117548339,0,0,0,0,0.397112871343529,0,0,0,0,0,0,0,0,0,0,0,0,-0.044056180807221,0,0,0,0,0,0
X600019.SH,0,0.0578313624037357,0.124347901929259,0,0.133068650050749,0,0,0,0,0.0169940408472854,0,0,-0.015741812107192,0,0,0,0,0,0,0,0,0,-0.119034823662293,-0.0257292094117317,0.287681617652542,0,-0.044657210358547,0,0,0,0,0,0,0,0,0.0634056639172764,0,0.211955811117145,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.000310243428487897,-0.0199563210525428,0,0,0,0,0,0
X600585.SH,0,-0.0581630118880742,0.348850945789145,0.592079975019034,0,0,0,-0.0353583112854134,0,0.0241545551394901,0,0,0.138382669156306,0,0,0.0838265432958504,0,0,0,0,0,0,0,0,0,0.082348802114209,-0.123187807584438,0,0.0338430259392461,0,0,0,0.285715665266596,0,0,0,0,0,0,0,0.0294772546988339,0,0,0,0,0,0,0.0697890303788614,0,0,0.0742990884039358,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0727444425569021,0.0433759660691265,0,0,0,0,0,0,0,0,0,0,0.0118937871295215,0,0.200997577957144,0,0.0352182515111128,0.00990952340882744,0,0.028929380171316,0,0,0,0,0,0,0,0,0,0,0.130184188849431,0,0,0,0,0,0.0715798586073533,0,0.10439268976766,0.00503234034190113,0,-0.0216629816352929,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.25671054296602,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225139235579551,0,0.137650276816457,0,0.00728552556894249,0.0589545789767929,0,0,0,0,0.0724333580776308,0,0.231871855789956,0.00661092097019443,0,0,0,0,0,0.194149879389845,0,0,0,0,0.0328339584899101,0,0,0,0,0,0,-0.0181711688541084,-0.0191970194202012,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,-0.0572529879752857,0,0,0.336765437500742,0,0,0,0,0,-0.120485584207151,0,-0.170869316906359,0,0,0,0,0,0,0,0,0,-0.103901693949543,-0.3066890169648,0,0,0.442865862167943,0,0,-0.13711416040488,0,0,0,-0.48609197588046,0,-0.0147671330088419,0,-0.0691013265712035,0,0,0,0,0,0,0.0765092077132011,-0.265044308094035,-0.748836043128369,0,0,0,0,0
X601898.SH,0,0.035136335451011,0,0,0,0,0.0660996252785669,0,0,0.0921166934935062,0,0,0,0,0.0172623956247973,0.317646753914759,0,0,0,0,0,0,0,0,0,0,0.0718992172339718,0,0,0,0,0,0,0,0,0,0,0.0118446424040159,0.104392827143366,0,0,0,0.0885397358361393,0,0,0,0.163064444836239,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.0157156226658938,0,0,0,0,0,0,0,0,0,0.168989520998495,0,0,0,0.0470724795645546,0,0,0,0,0,0.438501791700859,0.16974212620742,0,0,0,0,0,0,0,0,0.193469917413758,0.0585510624405904,0,0.339742917276585,0,0,0,0,0,0,0,0,0,0.084914554808663,0,-0.00353799680301074,-0.00842648501426259,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0688905772030467,0,0,0,0,0,0,0,0,0,0,0.0120375295763958,0.031411346115083,0,0.0447866188582259,0,0.120431920812091,0,0,0,0.044030004700965,0,0,0,0.19905805270315,0.0380900232424981,0,0,0,0.0281553883616959,0,0.0173366228348645,0,0,0,0,0,0,0,0,0.036688063076604,0,0,0,-0.00804898627284629,0,0,0,0,0,0
X600688.SH,0,0.362496920766702,6.93889390390723e-18,0,0,0,0.0420878988657779,0,0,0,0,0,-0.0528701043300409,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0221251851346282,0,0,0,0,0,0,0.0346131790209551,-0.072954828539817,0,0,0,0.0226505899243875,0,0,0.191734087297358,0,0,0,0,0,-0.0324439751751155,0,0.00883012112518672,0.0554841892277422,0,0.101265969762075,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,-0.0441017292599024,-0.073036037201826,0,0,0.501373302288029,0,0.146467725204348,0,0.0133695465469392,0,0,0,0,-8.67361737988404e-19,0.0188437932989928,0,0,-0.0421668587150575,0,0,0,0,0,0,0.0101856059428079,0,0,0,0,0,0,0,0,-0.0140666915428895,0,-0.00769521830136873,0,0,-0.347150451895722,0,0,0,0
X600660.SH,0,0,0.0767474055036088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.162625120751628,0.0838159466107583,0,0,0,0,0.147566107086694,0,0.0802079647869699,0.0689602096491981,0,0.133802528234605,0,0,0.0387349693932944,0,0,0.110925196629928,-0.094350095272714,0,0,0,0,0,0,0.0488541435412218,0,0,0,0,0,0,0.0286010445162623,-0.0479606546940137,0,0,0,0,0,0
X600547.SH,0,0.12206329326296,0,0,0.11455178195526,0,0,0,0.16133471648535,0.237802112531992,0,0,0,0,0,0.0369598508471871,0,0,0,0,0,0,-0.000653130822253244,0,0,0,-0.05498948378656,0,-0.128097098788839,0,0,0,0,0.97989487260987,0,-0.29797970982483,0,0,0,0,0,0,0,0,-0.199830921125336,0,0,0,0,0,0.0170304866202584,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24091966920163,0,0,0.0544306342488613,0,0,0,0,0,0.0035192420338918,0,0,0,0.0262775546604076,0,0,0,0,0,0,0,0,0,0.465468100160506,0,0,0,0,0.21595316184286,0,0,0,0,0,0,0.0433915656014656,0.0411925079530067,0,0,0,0,0,0
